slot	surface	auto_link	auto_status	auto_method	n_facts	example_fact_id	example_evidence	decision	decided_link	reviewer_notes
play	עתליה	play:PL-0240	candidate	fuzzy_91	1	P-4-facs_601_tr_1755030110:1#7	"„גמול עתליה"" איז געשריבן אין די פוס-טריט פון ראַסינס פּיעסע ""עתליה"""			
play	די פּוילישע יידן		unmatched		1	P-4-facs_619_tr_1755030061:1#2	"די לידער: „די מחותנים“, „הצליחה נאָ“, „רבנו תם“, „אַ מיידל אין די יאָרן“, „גיי איך מיר שפּאַצירן“, „אַ מעשה“, „שיין בין איך שיין“, „מלוה מלכה"", „אַ ווייג ליד“, „אַ ליד פון אַ פֿייגעלע“, „מזל-טוב"", „די "			
play	משה בן ישראל		unmatched		1	P-4-facs_632_tr_1755030238:1#2	פֿאַרעפנטלעכט די צוויי באַאַרבעטע ראָמאַנען „דער יודישער אויסלייזער אין ענגלאַנד, לויט ראָדענבערגס ראָמאַן וועגן משה בן ישראל			
play	דער קאַרטנשפּילער		unmatched		1	P-4-facs_632_tr_1755030238:1#5	אין 1950 דורך אים איבערגעאַרבעט געוואָרן אין „דער קאַרטנשפּילער“, אַ שפּיל אין איין אַקט			
play	גאָלדענער מדינה	play:PL-0075	candidate	fuzzy_87	1	P-4-facs_661_tr_1755030261:1#1	"ער איז צוזאַמען מיט זיינע עלטערן געקומען אין דער „גאָלדענער מדינה"""			
play	רבקה, אָדער, אַ פֿונק פֿון יידישקייט	play:PL-0009	candidate	hint_unverified	1	P-4-facs_82_tr_1753938284:1#2	"האָט ר. אין 1889, בעת אַ סכסוך אין רומעניע אָפּערע הויז אין ניו יאָרק, געשפּילט טעאַטער די ראָל פון „דב"" אין שמירס פּיעסע „רבקה, אָדער, אַ פֿונק פֿון יידישקייט"""			
play	ווער איז דער גנב		unmatched		1	P-5-facs_373_r:1#5	"אַזעלכע זאַכן ווי „דאָס אייביקע ליד"" און „ווער איז דער גנב"", וואָס פאַרמאָגן אַזוי פֿיל סאָציאַלע מאָמענטן"			
play	ווער איז דער גנב'		unmatched		1	P-5-facs_373_r:1#6	ווער איז דער גנב' „דראַמאַטישע שריפטן“, .1 פֿאַרלאָג „קולטור-ליגע“, וואַרשע, 1928			
play	דאָס לעבן		unmatched		1	P-5-facs_460_tr_1739221038:1#6	"ווייטערדיקע פראַמענטן זיינען געדרוקט אין „די תיבה, „דאָס לעבן“, „רינגען“ און „פאָלקסצייטונג"""			
play	פאַטיימאַ		unmatched		1	P-5-facs_509_tr_1739221079:1#1	ס'איז געווען אַ שטיפעריי צווישן ערנסט און לייכטזיין פֿון וועלכע ס'איז געבוירן געוואָרן פאַטיימאַ			
play	השקרן		unmatched		1	P-5-facs_538_tr_1739221977:1#4	"„דער ליגנער“ (קינדער-דראַמע אין צוויי בילדער, וואָס איז אויך דערשיינען אַ יאָר שפּעטער אין אַ העברעישער איבערזעצונג א'נ „השקרן""."			
play	די פֿאַרשווערונג פֿון פיעסקאַ		unmatched		1	P-5-facs_538_tr_1739221977:1#5	"פֿרידדיך שילער האָט זיין פּיעסע „די פֿאַרשווערונג פֿון פיעסקאַ"" געבויט אויפֿן יסוד דערפֿון"			
play	גאָלדגרעבער		unmatched		1	P-6-facs_105_tr_1747825152:1#3	"""בת שבע"" אין שלום-עליכמס „גאָלדגרעבער“ (רעזשי — אַברהם אייזענבערג)"			
play	גראַף מאָנטע קריסטאָ		unmatched		1	P-6-facs_112_tr_1747825141:1#1	שוין צו 14 יאָר איבערגעזעצט אויף העברעיש דעם ראָמאַן „גראַף מאָנטע קריסטאָ“ פֿון אַלעקסאַנדער דיומאַ			
play	גראף		unmatched		1	P-6-facs_119_r_50:1#1	"זיין ""גראף"" אין סעקלערס ""יזכור“"			
play	אשת חייל	play:PL-0026	candidate	fuzzy_93	1	P-6-facs_134_tr_1747825144:1#2	"אַ שטייגערישע ""אשת חייל"", אַ קליפה מיט צבועקישע שטרייכן"			
play	די מאַמע פֿון דער וועלט	play:PL-0007	candidate	hint_unverified	1	P-6-facs_171_tr_1747825169:1#3	די טיטל-ראָל פֿון „די מאַמע פֿון דער וועלט“			
play	גראָף מאָנטע קריסטאָ	play:PL-0215	candidate	hint_unverified	1	P-6-facs_203_tr_1747929008:1#7	דיינע פֿיינמאַן אין „גראָף מאָנטע קריסטאָ“			
play	אלמנה	play:PL-0071	candidate	hint_unverified	1	P-6-facs_210_tr_1747928994:1#2	"נעבן ""מת"" זיינען געזעסן די ""אלמנה"" און איר שוועסטער"			
play	רבי עקיבאַ מיט זיינע 24 טויזנט תלמיידים	play:PL-0263	candidate	hint_unverified	1	P-6-facs_210_tr_1747928994:1#4	האָט ק. פֿאַרפֿאַסט „די לצים“, „רבי עקיבאַ מיט זיינע 24 טויזנט תלמיידים“			
play	רבי עקיבא מיט זיינע 24 טויזנט תלמידים	play:PL-0263	candidate	hint_unverified	1	P-6-facs_210_tr_1747928994:1#8	"עס ווערט אויפגעפירט אַן אָפּערעטע ""רבי עקיבא מיט זיינע 24 טויזנט תלמידים"" פֿון קאַמינסקי (!). די סענסאַציע אין דער אָפּערעטע איז געווען אַ גרויסער העלפאַנד, וואָס אויף אים פֿאָרט רבי עקיבא אין ירושלים"			
play	ציגיינער		unmatched		1	P-6-facs_22_tr_1747746208:1#1	"גיט אים שוין אין טשערנאָוויץ שפּילן די ראָל פֿון „ציגיינער“ אין „די איינגעמויערטע פרוי"""			
play	דער ליגן	play:PL-0147	candidate	fuzzy_89	1	P-6-facs_231_tr_1747928940:1#3	"אין ווילנע געשפּילט אַ יידישע(ר) טעאַטער אונטער דער אָנפֿירונג פֿון דיום שוישפּילער און רעזשיסער אַלעקס (אַליהו) שטיין, וועלכער האָט געגעבן נייע נישט געשפּילטע פּיעסעס, ווי י. י. זינגערס ""באָריס סאָווינ"			
play	מאַן און ווייב שוועסטער און ברידער		unmatched		1	P-6-facs_271_r_1:1#2	פֿון קאַצעבוים חדר שטאַמט די אינטריגע פֿון „מאַן און ווייב שוועסטער און ברידער“, ווו ר׳ נח אַנטלויפט פֿון זיין ווייב די אַרורה			
play	מישקע און מאָשקע		unmatched		1	P-6-facs_291_tr_1747928923:1#2	"אַלס „מישקע"" אין ״מישקע און מאָשקע״ פֿון י. לאַטיינער"			
play	ערשטע ליבעס	play:PL-0239	candidate	fuzzy_95	1	P-6-facs_327_tr_1747930566:2#3	"צוזאַמען מיט דער ""שרעקלעכער בשורה"" פֿון ""ערשטע ליבעס"" טויט"			
play	מוטער		unmatched		1	P-6-facs_327_tr_1747930566:2#5	"פינסקיס „מוטער"""			
play	שפּיל		unmatched		1	P-6-facs_327_tr_1747930566:4#5	"איר ""שפּיל"" איז געווען איבערפֿולט מיט אַזויפיל פּשטות"			
play	אַנטלאָפענעם סאָלדאַט	play:PL-0123	candidate	hint_unverified	1	P-6-facs_475_r:1#1	"חבר האָראָוויץ איז איינדרוקספול אין דער ראָל פֿון דעם „אַנטלאָפענעם סאָלדאַט"""			
play	דער נייער אַליהו הנביא	play:PL-0019	candidate	hint_unverified	1	P-6-facs_475_r:2#1	"אין סעזאָן 1929-30 זענען אויפֿגעפֿירט געוואָרן „דער נייער אַליהו הנביא"" פֿון משה נאָדיר, רעזשי — יעקב מעסטל"			
play	די וועשערין	play:PL-0083	candidate	fuzzy_90	1	P-6-facs_475_r:2#7	„די וועשערין“, ליובאַ אייזענבערג, האָבן געהאָלפֿן שאַפן די נייטיקע אַטמאָספערע פֿון דער דראַמע			
play	נאָטקע דער גנב		unmatched		1	P-6-facs_50_tr_1747746193:1#1	"ווען שמשון פֿערשט זינגט זיינע משלים וועגן „דער טרוקענער בוים"" און „דער מאַיאָווע סדר"", זיינע סאַטירעס „נאָטקע דער גנב"""			
play	קימען	play:PL-0260	candidate	fuzzy_89	1	P-6-facs_566_tr_1752130132:1#9	ניט „קומען“ און „קימען“			
play	רב עקיבא	play:PL-0263	candidate	fuzzy_94	1	P-6-facs_639_tr_1747930195:1#4	"„רב עקיבא"" פֿון פֿיינערמאָן (1958)"			
play	מנחם בן ישראל	play:PL-0038	candidate	hint_unverified	1	P-6-facs_644_tr_1747930335:1#1	"גייט אַרען אין אַ טרופּע אין בראָנזוויל, ווו ער טרעט אויף אין ""עלילת דם"" אָדער „מנחם בן ישראל“"			
play	פֿאַר 400 יאָר	play:PL-0001	candidate	hint_unverified	1	P-7-facs_10_tr_1756280321:1#3	1912 — מיטגעפאָרן מיט ראַפּעלס טרופּע קיין אָדעס, ווי ער שפּילט „דעם פֿאַרמער„ אין „די אַמעריקאַנערין“, דעם „קעניג„ אין „פֿאַר 400 יאָר“			
play	עזרה	play:PL-0235	candidate	fuzzy_89	1	P-7-facs_32_tr_1756359774:1#1	"אַריין אין לערער-סעמינאָר פֿון דייטש-יידישן הילפס-פֿאַריין ""עזרה"""			
play	דיבוק-		unmatched		1	P-7-facs_43_tr_1756359812:1#1	"„משולח"" אין ש. אַנסקיס „דיבוק-"			
play	איין טאָכטער פֿון ירושלים	play:PL-0118|play:PL-0224	candidate	fuzzy_91	1	P-7-facs_87_r:1#8	"מיר האָבן אין יענעם אָוונט געשפּילט ""שולמית"" (אָדער „די טאַכטער פֿון ירושלים“) און ער האָט אָנגעשריבן אַ רעצענזיע"			
venue	גערמאַנס פאָלקסטעאַטער	org_cluster:ORG-C02044	candidate	cluster_fuzzy_97	9	P-4-facs_644_tr_1755030005:1#3	"דעם 21 סעפּטעמבער 1931 ווערט אין „גערמאַנס פאָלקסטעאַטער“ אויפֿגעפֿירט דורך מישע גערמאַן ק.'ס פּיעסע „דער שפּיגל פֿון לעבן"" אונטערן נייעם נאָמען „אַזוי איז דאָס לעבן"""			
venue	עליזעאום-טעאַטער	org_cluster:ORG-C04344_Q02	candidate	cluster_no_entity	7	P-1-facs_52_tr_1740521031:1#3	"צו די שלושים פֿון זיין טויט — 9  דעצ. 1920 — האָט די „ווילנער טרופּע"" און וואַרשע אויפֿגעפֿירט אין עליזעאום-טעאַטער א""ר פֿון דוד הערמאַן א.'ס פּיעסע צווישן צוויי וועלטן“ אָדער „דער דיבוק"" מיט פֿאָלגנדיקן פּ"			
venue	פּאָמול ווערדי		unmatched		5	P-6-facs_108_r_85:1#1	"דעביוטירט אַלס „מאָריס שאַרף"" אין „טיסאַ עסלער"" אין „פּאָמול ווערדי"""			
venue	יידישן טעאַטער	org_cluster:ORG-C01387_Q01	candidate	cluster_no_entity	4	P-1-facs_106_r_2:1#1	"פאַרדינענדיק געלט כאָפּט ער זיך אַמאָל אַריין אין יידישן טעאַטער אויף דער פּיעסע ""שלום בית"""			
venue	פּאוויליאָן-טעאַטער	org_cluster:ORG-C00005	candidate	cluster_no_entity	4	P-2-facs_32_tr_1744131393:1#1	"אין 1901 האָט ט. זיך פֿאַראייניקט מיט פעני ריינהאָרדט אין שיקאַגער פּאוויליאָן-טעאַטער און דאָרט אויפֿגעפֿירט זיינע פּיעסעס „חנה מיט די זיבן זיין“, „קאפּיטאן דרייפוס"""			
venue	קאַליש-טעאַטער	org_cluster:ORG-C04115	candidate	cluster_no_entity	4	P-2-facs_71_tr_1744131408:1#1	"אין אַקטאָבער 1906 איז אין קאַליש-טעאַטער אויפֿגעפירט געוואָרן „די שטילע חתונה, לעבנסבילד אין 4 אַקטן פֿון פּראָפּ. יאַקאָבּי"""			
venue	אַ צירק-בנין		unmatched		4	P-4-facs_204_tr_1754998531:1#1	די ערשטע פֿאָרשטעלונג „חיים אין אַמעריקע״ האָט ק. געגעבן אין אַ צירק-בנין.			
venue	גרויסן לאַגער-זאַל		unmatched		4	P-4-facs_598_tr_1755029985:1#1	דעם 20 פעברואַר 1946 האָט ער מיט זיי אויפֿגעפֿירט אין גרויסן לאַגער-זאַל אין באַמבערג, מערב-דייטשלאַנד, „קידוש השם“, לויט שלום אַש			
venue	עליזעום	org_cluster:ORG-C00113	candidate	cluster_no_entity	4	P-6-facs_241_tr_1747928957:1#1	קלאַראַ יאָנג אַ האַלב יאָר אין „די אמעריקאַנערין“			
venue	אָריענטאַל-טעאַטער	org_cluster:ORG-C01757_Q01	candidate	cluster_no_entity	3	P-2-facs_90_tr_1744131428:2#3	פירט מען אויף [1887] אין אָריענטאַל-טעאַטער די אָפּער[עטע] „משפט שלמה“ פון י. לאַטיינער			
venue	נעשאָנאַל-טעאַ⸗ טער	org:118	candidate	cluster_fuzzy_97	3	P-2-facs_198_r_4:2#16	דעם 15 אפריל 1913 איז ער אויפטראָטן אין נעשאָנאַל-טעאַ⸗ טער אין לאַטיינערס „די גרינהאָרנס“			
venue	"„סירענאַ""-טעאַטער"	org_cluster:ORG-C01320	candidate	cluster_no_entity	3	P-3-facs_338_tr_1756106568:1#1	"צו 14 יאָר געשפּילט מיט יוגנט פֿון זעלבן עלטער די ראָל „לבן"" אין מושקאַטס פּיעסע ""יעקב ביי לבן אין חרן“ (רעזשי — געברידער שטאַרק), דערנאָך, צום ערשטן מאָל, פּראָפעסיאנעל, אַלס „פּיצע שמש"" אין זאָלאָטאָ"			
venue	יידישער קונסט טעאַטער	org:713	candidate	fuzzy_95	3	P-4-facs_264_tr_1754998383:1#3	"דעם 31 אויגוסט 1923 איז אין ""יידישער קונסט טעאַטער“ אויפגעפֿירט געוואָרן דורך מאָריס שוואַרץ יערזשי זשולאווסקיס „שבתי צבי"""			
venue	איזראעליטישע-נאַציאָנאַל-גאָרטן		unmatched		2	P-1-facs_312_TextRegion_1708860417410_829:1#2	שבת דען 24-טן אַפּריל 1877 ווירד געשפּילט ווערדן פיר דאָס ערשטע מאַל דער טיראַנישער באַנקער איינע מעלאָדראמע אין דריי אַקטן אונד 10 טאָבלאען [סצענעס] מיט געזאַנג אונד טאַנץ פאַרפאַסט פאָן משה האָראָוו			
venue	קאָמעדיע-הויז		unmatched		2	P-1-facs_140_tr_1740521122:1#1	"אין קאָמעדיע-הויז האָט ב. אויך אויפגעפֿירט אויף דייטש פּינסקיס „אייזיק שעפטל“, „גאַברי און די פרויען"" און „אוצר"""			
venue	ראָשעשואַר		unmatched		2	P-1-facs_174_region_1715799875093_402:1#1	"די טרופּע מיט ג. בראש האָט אָנגעהויבן אירע פאָרשטעלונגען אויף די ראָשעשואַר. אויפגעפירט זיינען געוואָרן ""שולמית“, „בר כוכבא“ „יהודה המכבי“"			
venue	סקאָלאַ טעאַטער	org_cluster:ORG-C00409_Q01	candidate	cluster_no_entity	2	P-1-facs_35_tr_1740520969:1#3	וועלכע ווערט אויפֿגעפֿירט אין לאָדזשער „סקאָלאַ טעאַטער“ דורך דער טרופּע אָדלער-סיעראָצקי			
venue	ווינדזאָרטעאַטער	org:134	candidate	cluster_fuzzy_97	2	P-1-facs_367_tr_1741260402:1#1	"וו. האָט געשריבן און באַאַרבעט פֿאָלגנדיקע פּיעסן, וועלכע זיינען געשפּילט געוואָרן אין אמעריקע: זיין דראָמאַטיזירונג „די נקמה"" אין „דון יצחק אַברבנל“, „משה רבנו“ אָדער ""יציאת מצרים און קריעת ים-סוף"""			
venue	עליזעאום-טעאַטער	org_cluster:ORG-C04344_Q02	candidate	cluster_no_entity	2	P-1-facs_368_TextRegion_1710163037685_362:1#7	בת-שבע קרעמער			
venue	געבילם טעאַטער	org_cluster:ORG-C03902_Q02	candidate	cluster_fuzzy_92	2	P-1-facs_384_r:2#4	"1920-21: „ליבע און ליידענשאָפט"" (דעם 7 מאי 1921 אין געבילם טעאַטער מיט מעי סיימאַן)"			
venue	לאָדזשער גרויסן טעאַטער	org_cluster:ORG-C01011	candidate	cluster_no_entity	2	P-1-facs_405_TextRegion_1710157124987_295:1#1	"ז. געשפּילט 4 יאָר אין לאָדזשער גרויסן טעאַטער ביי זאַנדבערג און דאָרט אויפגעפירט זיין איבערזעצונג פון אַנרי בערנשטייןס ,,ישראל“ א""נ „דער אַנטיסעמיט“"			
venue	לובלינער שטאָט-טעאַטער	org_cluster:ORG-C05566	candidate	cluster_no_entity	2	P-1-facs_65_tr_1740520947:1#2	"אויפֿפֿירנדיק שפּעטער אין זיין אייגענער אובערזעצונג און רעזשי אָנסקיס „דיבוק"" און לייוויקס „גולם"". (5 יאַנואַר 1928 אין לובלינער שטאָט-טעאַטער)"			
venue	פּאָבליק-טעאַטער	org_cluster:ORG-C00635_Q02	candidate	cluster_no_entity	2	P-2-facs_10_tr_1743943373:3#9	"פֿירט אויף דעם 26 נאוועמבער 1930 אין פּאָבליק-טעאַטער זיין אָפּערעטע „אַרץ-ישראל"" (מוזיק — אָב. עלשטיין), אין וועלכער ער שפּילט די ראָל ""ישראל"""			
venue	גרוי סעס טעאַטער	org:263	candidate	fuzzy_93	2	P-2-facs_115_tr_1744279180:1#1	"האָט נאָך אַלס קינד געטאַנצט אין לאָדזשער „גרוי סעס טעאַטער“ ביי זאַנדבערג אין דער פּיעסע „די גרינהאָרנס"""			
venue	זשיגניצאַ		unmatched		2	P-2-facs_329_tr_1744365808:1#1	"די ערשטע ראָל, אין וועלכער ס. דעביוטירט, איז אַ „דינער“ אין דער אָפּערעטע „רש'י"""			
venue	רעסטאָראַן ביי דאוויד לייטנער		unmatched		2	P-2-facs_343_r_5:1#2	"מאי 1920 — אַריינגעטראָטן פּראָפעסיאנעל אין דער טרופּע, וועלכע יצחק דייטש שטעלט צונויף פֿאַרן קור-פּלאַץ מאַריענבאַד און דאָ דעביוטירט אַלס „דר. אַבראַם“ אין לאַטיינערס „כינקע און פּינקע"" אין אַ רעסטאָ"			
venue	עליזעאום	org_cluster:ORG-C00113	candidate	cluster_fuzzy_93	2	P-2-facs_399_tr_1744366849:1#2	"ער האָט קאָרעגירט דאָס טעאַטער-שטיק „שמשון הגבור“, על נהרות בל"" (פֿון יאָזעף לאַטיינער), וואָס זיינען געשפּילט געוואָרן אין עליזעאום מיטן גרעסטן ערפֿאָלג"			
venue	טאַליאַ		unmatched		2	P-2-facs_53_r_6:1#2	אויפֿג 18 נאָוועמבּער אין טאַליאַ			
venue	מאונט מאָריס טעאַטער	org_cluster:ORG-C01097_Q01	candidate	cluster_no_entity	2	P-3-facs_284_tr_1755674201:1#7	"פ. האָט אויך געשריבן די מוזיק צו לאַטיינערס „דער קאָמעדיאַנט, אָדער, אַ שאַנדפֿלעק אין דער משפּחה"""			
venue	טעאַטער אויף סימאָנס פּאַסאַזש	org_cluster:ORG-C01191	candidate	cluster_no_entity	2	P-3-facs_317_tr_1756045226:1#1	"נאָך אַלס קינד האָט ל. געשפּילט קינדער-ראָלן אין „דאָס יידישע האַרץ"" און „דער פרעמדער“ אין טעאַטער אויף סימאָנס פּאַסאַזש"			
venue	גילד-טעאַטער	org_cluster:ORG-C01325	candidate	cluster_no_entity	2	P-3-facs_338_tr_1756106568:1#5	"מיט מרים עליאס אין העברעיש אין גילד-טעאַטער די ראָל „הענעך“ אין אַנסקיס „דיבוק"""			
venue	טעאַטער „ציון“		unmatched		2	P-3-facs_92_r:1#17	געשפּילט געוואָרן אין טעאַטער „ציון“ אין ירושלים			
venue	משה-יאַנקלס טעאַטער		unmatched		2	P-4-facs_141_tr_1754377600:1#3	"ראבינאָוויטש האָט זי [די פּיעסע] „דער דבוק"" אויפגעפֿירט לויט הערמאַנס רעזשי"			
venue	אָריענטאַל טעאַטער	org_cluster:ORG-C01757_Q01	candidate	cluster_no_entity	2	P-4-facs_274_tr_1754998433:1#1	דידאָזיקע ראָלע איז פֿריער געשפּילט געוואָרן פֿון חיה שרה שעהנגאָלד			
venue	ווילשייער איבעל טעאַטער	org_cluster:ORG-C01277	candidate	cluster_no_entity	2	P-4-facs_379_tr_1755030303:1#2	שלמה המלך און די בין קינדער-שפּיל אין פֿיר בילדער, וואָס איז דעם 8 יוני 1951 אויפגעפֿירט געוואָרן דורכן יידישן קינדער-טעאַטער אין לאָס אַנדזשעלעס אין „ווילשייער איבעל טעאַטער“			
venue	דזשיראַרד-טעאַטער	org_cluster:ORG-C04807	candidate	cluster_fuzzy_97	2	P-4-facs_639_tr_1755030118:1#1	"דעם 4 יוני 1931 א""ר פון וויליאַם שפּערלינג ערשטער אַקט פון אַנסקיס „דבוק"""			
venue	ליבערטי טעאַטער	org_cluster:ORG-C00157_Q01	candidate	cluster_no_entity	2	P-4-facs_644_tr_1755030005:1#1	דעם 7 יאַנואַר 1927 ווערט אין „ליבערטי טעאַטער“ אויפֿגעפירט דורך לעאָן בלאַנק „דער גנב, קאָמעדיע-דראַמע פֿון ה. קאַלמאַנאָוויטש“			
venue	"נאַוואַשטשי""-טעאַטער"	org_cluster:ORG-C01284	candidate	cluster_no_entity	2	P-5-facs_240_tr_1739222483:1#1	"מ. האָט געשפּילט מיט זיגמונט טורקאָוו אין וואַרשעווער „נאַוואַשטשי""-טעאַטער אין „מחותנים"""			
venue	טעאַטער „אַרגענטינע״	org_cluster:ORG-C00773	candidate	cluster_no_entity	2	P-6-facs_255_tr_1747928944:1#4	אַ גן-עדן פֿאַר צוויי, די פּיעסע אין וועלכער שיינגאָלד האָט דעביוטירט אין טעאַטער „אַרגענטינע״, איז אַ לייכטע אָפּערעטעמעלאָדראַמע			
venue	יוקליד עוועניו טעמפּל		unmatched		2	P-6-facs_435_r:1#2	דעם 3 נאָוועמבער 1947 ווערט מיטן יובילאַר אַלס גאַסט, געפערט דער 75-יאָריקער יובל פֿון דוד פינסקי, אַראַנזשירט, אין אוידיטאָריע פֿון יוקליד עוועניו טעמפּל, דורך דעם יידישן קולטורקאָמיטעט, אויף וועלכן די			
venue	דראַמע סענטער	org_cluster:ORG-C02346	candidate	cluster_no_entity	2	P-6-facs_435_r:1#6	דעם 21 נאָוועמבער 1956 איז אין דראַמע סענטער געגעבן געוואָרן איר פֿון לעאָן ליבגאָלד מיט זיין און לילי ליליאַנאַס אָנטייל אַ מוזיקאַלישע אויפֿפֿירונג פֿון פרץ הירשביינס „גרינע פעלדער“			
venue	מערקורי טעאַטער		unmatched		2	P-6-facs_475_r:1#4	"גאָר ווויל פֿירט דורך אַברהם האָראָוויץ די ראָל פון דעם אַלטן ""רבי עקיבאַ"""			
venue	באַרביזאַן פלאַזאַ טעאַטער		unmatched		2	P-6-facs_475_r:2#3	"ליובאַ רימער אין דער ראָלע פֿון זיין ווייב, אַ כשרע יידענע, ""בת שבע"""			
venue	שטאָטישער יידישער מיטלשול		unmatched		2	P-6-facs_639_tr_1747930195:1#1	"""שלמה המלך און די בין"" פֿון דוד ברידזשער (1950)"			
venue	זשיגניצאָ-טעאַטער	org_cluster:ORG-C00325	candidate	cluster_no_entity	2	P-7-facs_62_r_7:1#1	די פּרעסע פֿון זיין צייט שרייבט וועגן „די קינסטלערי שע דעקאָרן און קאָסטיומען פֿון סאַלאָמאָן ראָטשטיין צו גאָלדפאַדנס [?] „תחיית המתים“, צו די פּיעסן „דער נביא און דוד אלראי“, „דודס סידעלע“ [פֿון י. לאַ			
venue	פּאמול ווערדי		unmatched		1	P-1-facs_312_TextRegion_1708860417410_829:1#10	"יעקב מעסטעל ניט איבער, אַז אין 1913 האָט ער אין „פּאמול ווערדי“ יאסי (דיר. אשכנזי רעזש. לאַרעסקו), געשפּילט אין דערזעלבער פּיעסע א""נ „טיסא עסלער“"			
venue	באוערי		unmatched		1	P-1-facs_312_TextRegion_1708860417410_829:3#36	לעאָן בּלאַנק— „פּראָפעסאָר“ הורוויץ און שלמה המלך“ אויף דער באוערי „פאַרוו.“ 27 נאָוו., 1928			
venue	קעסלערס רוף-גאַרדן	org_cluster:ORG-C04101	candidate	cluster_no_entity	1	P-2-facs_90_tr_1744131428:4#15	דעם 26 יוני 1914 פירט אויף סעם שנייער אויף קעסלערס רוף-גאַרדן ל.'ס פּיעסע „אַ מאַמע פון יענער וועלט“			
venue	געשאָנאַל-טעאַטער	org_cluster:ORG-C00340_Q04	candidate	cluster_no_entity	1	P-2-facs_90_tr_1744131428:4#20	דעם 11 אָקטאָבּער 1918 איז אין טאָמאַשעווסקיס געשאָנאַל-טעאַטער אויפגעפירט געוואָרן דורך טאָמאַשעווסקין ל.'ס „די מחותנים, אָדער, דאָס שפּיל פון לעבּן, פאָלקסשטיק אין 4 אַקטן, מוּזיק פון יאָזעף רוּמשינ			
venue	אָדעסער האַנטווערקער קלוב		unmatched		1	P-1-facs_160_r_4:1#10	וואו ער פירט אויף דעם 26 יאַנואַר 1883 זיין איבערזעצונג פון „אוריאל אַקאָסטאַ“			
venue	טעאַטער זשיננוצא	org_cluster:ORG-C05325	candidate	cluster_no_entity	1	P-1-facs_18_TextRegion_1711991763648_2536:1#1	"באַאַרבעט הורוויץס פּיעסע, טיסאַ עסלער"" פֿון 10 אַקטן אויף 5, כדי מ'זאָל זיי ניט מוזן שפּילן צוויי אָוונטן"			
venue	ביי טרייטלערן		unmatched		1	P-1-facs_205_tr_1741260275:1#1	"ביי טרייטלערן אַלס „די שור-מאָבערין“ אין דער פּיעסע ""יונה הנביאַ"""			
venue	בראַנזווילער מעטראָפּאָליטען זינגער-האָל	org_cluster:ORG-C06086	candidate	cluster_no_entity	1	P-1-facs_207_tr_1741260330:1#1	"געלינגט אים אָנצוקומען אין בראַנזווילער מעטראָפּאָליטען זינגער-האָל, וואו ער באַקומט די ראָל פֿון שוואַרצען אין „חיים אין אמעריקע"""			
venue	8 פֿאָרסייט-סטריט		unmatched		1	P-1-facs_261_tr_1741260190:1#5	"פֿירט אויף אַ ריי זיינע ניוע איינאַקטערס און זיינע פּיעסן „הלל הזקן“, דראָמע אין 4 אָקטן, „דאָס גאָלדענע קאַלב"""			
venue	קאָמעדיע טעאַטער אויף סאָפֿאָלק סטריט		unmatched		1	P-1-facs_261_tr_1741260190:1#6	דאָ פֿירט נ. אויף זיינע פּיעסן: „די מאָראָל פּרעדיקער“, מעלאָדראָמע אין 4 אַקטן דזשעמס אָניעלס „מאָנטאָ קריסטאָ“			
venue	ברוקלינער ליריק טעאַטער	org_cluster:ORG-C00988	candidate	cluster_no_entity	1	P-1-facs_261_tr_1741260190:1#7	פֿירט דאָרט אויף זיינע פּיעסן: „דער דאַנק פֿון קינדער“, „קינדער-יאָרן“, דראָמע (אידעע גענומען פֿון איבסעןס „ווילדע קאָטשקע“), „הערשל אַסטראָפּאָלער“, „קאָלאָמבוס“ (נאָר איין מאָל געשפּילט)			
venue	סט. לואיסער אויסשטעלונג		unmatched		1	P-1-facs_283_tr_1741260236:1#2	האָט ג. אויף דער סט. לואיסער אויסשטעלונג אין 1904 אויפֿגעפֿירט אַ ביבלישע אָפּערע, „שלמה המלך“			
venue	פּאַנטעאָן-טעאַטער	org_cluster:ORG-C06470	candidate	cluster_no_entity	1	P-1-facs_345_r_10:1#2	אויפגעפירט 17 סעפטעמבער 1928 אין לוב- לינער פּאַנטעאָן-טעאַטער דורך בעטי קעניגס טרופּע			
venue	נייבאָרהוד פלייהויז	org_cluster:ORG-C06567	candidate	cluster_no_entity	1	P-1-facs_348_tr_1741260382:1#3	"אַקטאָבער 1925 פֿירט וו. אויף צוזאַמען מיט אַלסבערן אָנסקיס „דבוק"" אויף ענגליש אין נייבאָרהוד פלייהויז"			
venue	זאָל קאָלאָסעאום		unmatched		1	P-1-facs_393_tr_1741260467:1#1	"אַלס ינד פון 5 יאָר זיך באַטייליקט אין אַ קינדער-ראָל אין שאָרקאָנסקיס פּיעסע „דגל מחנה 'הודה"", וואָס איז געשפּילט געוואָרן אין זאָל קאָלאָסעאום דורכן דראָמאָטישן קרייז פון צימער-מאָלער-פאַריין"			
venue	פּראָפעסיאנעלן טעאַטער		unmatched		1	P-1-facs_393_tr_1741260467:1#2	"איין מאָל געזונגען די סאָלאָ אין לאַטיינערס „כינקע און פינקע"" אין דאָרטיקן פּראָפעסיאנעלן טעאַטער"			
