slot	surface	auto_link	auto_status	auto_method	n_facts	example_fact_id	example_evidence	decision	decided_link	reviewer_notes	reviewer	reviewed_at
person	באָריס ראָזענ טאַל	person:UP-1607	unmatched	mentions	1	M-3-facs_373_tr_1755856146-012	ער האָט געשפּילט אינאיינעם מיט דעם סוביעקט אין שיקאַגאָ.					
person	דעוויד הירש	person:UP-1608	unmatched	mentions	1	M-3-facs_373_tr_1755856146-015	ער האָט געשפּילט אינאיינעם מיט דעם סוביעקט אין שיקאַגאָ.					
person	קאַרנאָווסקיס	person:UP-1609	unmatched	mentions	1	M-3-facs_373_tr_1755856146-023	"דער סוביעקט האָט זיך באַטייליקט אין זיין אויפֿפֿירונג פֿון „דבוק""."					
person	הרב ר' אַלעקסאַנדער זיסקינד ליפשיץ	person:UP-1610	unmatched	mentions	1	M-3-facs_373_tr_1755856139-000	ער איז דער זיידע פון ב.					
person	מענדל עלקינס	person:UP-1611	unmatched	mentions	1	M-3-facs_373_tr_1755856139-006	ב. האָט שטודירט אין זיין דראַמאַטישער שול.					
person	עדי קלאַרק	person:UP-1612	unmatched	mentions	1	M-3-facs_373_tr_1755856139-010	ב. האָט מיט אים געשפּילט אין לעגיטימן ענגלישן טעאַטער.					
person	אַנדרעעווס	person:UP-1613	unmatched	mentions	1	M-3-facs_373_tr_1755856139-011	ער איז דער מחבר פון דער פּיעסע דער וואָס קריגט די פּעטש.					
person	עטל באַרימאָר	person:UP-1614	unmatched	mentions	1	M-3-facs_373_tr_1755856139-012	ב. האָט מיט איר געשפּילט אין עמברעזעלט העווענס.					
person	ווערפל	person:UP-1615	unmatched	mentions	1	M-3-facs_373_tr_1755856139-013	ער איז דער מחבר פון דער פּיעסע עמברעזעלט העווענס.					
person	סינקלער לואיס	person:UP-1616	unmatched	mentions	1	M-3-facs_373_tr_1755856139-016	ער איז דער מחבר פון דער פּיעסע דאָ קאָן עס ניט געשען.					
person	ויראַ מאָסטער	person:UP-1617	unmatched	mentions	1	M-3-facs_373_tr_1755856139-020	ב. האָט מיט איר געשפּילט אין נעשאָנאַל-טעאַטער.					
person	מאיר אייזענבערג	person:UP-1618	unmatched	mentions	1	M-3-facs_373_tr_1755856139-021	ער איז ב.'ס ברידער.			draft (variant): מאַיר אייזענבערג / Meir Eisenberg — confirm → ALIGN person:1554		
person	אַמשינאָווער רבי	person:UP-1619	unmatched	mentions	1	M-3-facs_374_tr_1755856111-001	נ. האָט געלערנט דריי יאָר ביים אַמשינאָווער רבי.					
person	שידלאָ	person:UP-1620	unmatched	mentions	1	M-3-facs_374_tr_1755856111-004	נ. האָט זיך באַטייליקט אין דער דראַמאַטישער סעקציע אונטער זיין רעזשי.					
person	בראָניאַ	person:UP-1621	unmatched	mentions	1	M-3-facs_374_tr_1755856111-005	זי איז די שוועסטער פֿון נ. און זיי האָבן צוזאַמען עמיגרירט קיין אַמעריקע.					
person	ב. צ. גאָלדבערג	person:UP-1622	unmatched	mentions	1	M-3-facs_374_tr_1755856111-009	נ. האָט ביי אים געלערנט אין „פֿאָלקס-אוניווערזיטעט“.					
person	פֿעדער	person:UP-1623	unmatched	mentions	1	M-3-facs_374_tr_1755856111-010	נ. האָט געשפּילט אונטער זיין רעזשי ביים „פּראָדעט“.					
person	עסקין	person:UP-1624	unmatched	mentions	1	M-3-facs_374_r_1-003	דער סוביעקט האָט אַרומגעפֿאָרן מיט זיין טרופּע.					
person	יוסף שטיינבערג	person:UP-1625	unmatched	mentions	1	M-3-facs_374_r_1-004	"ער האָט צוזאַמען מיט דעם סוביעקט געגרינדעט דעם „הייבריו דראַמאַטיק קלאָב"" אין פּיטסבורג."					
person	קאָראַלניק	person:UP-1626	unmatched	mentions	1	M-3-facs_374_r_1-006	"ער איז געווען א לערער אין דעם „קונסט-רינג"" וואו דער סוביעקט האָט מיטאָרגאַניזירט."					
person	שווייך	person:UP-1627	unmatched	mentions	1	M-3-facs_374_r_1-007	"ער איז געווען א לערער אין דעם „קונסט-רינג"" וואו דער סוביעקט האָט מיטאָרגאַניזירט."					
person	פּיראָזשניקאָוו	person:UP-1628	unmatched	mentions	1	M-3-facs_374_r_1-008	"ער איז געווען א לערער אין דעם „קונסט-רינג"" וואו דער סוביעקט האָט מיטאָרגאַניזירט."					
person	שוואַרצס	person:UP-1629	unmatched	mentions	1	M-3-facs_374_r_1-010	"דער סוביעקט האָט מיטגעשפּילט אין עפּיזאָדן-ראָלן אין זיין אויפֿפֿירונג פֿון „שבתי צבי""."					
person	יצחק אייזיק	person:UP-1630	unmatched	mentions	1	M-3-facs_375_tr_1755856142-000	ער איז געווען זיין פֿאָטער.					
person	ר' אַהרעלע	person:UP-1631	unmatched	mentions	1	M-3-facs_375_tr_1755856142-001	ער האָט געזונגען אַלס אַלט ביי אים.					
person	יאַנקל שוואַרצטימער	person:UP-1632	unmatched	mentions	1	M-3-facs_375_tr_1755856142-002	ער האָט געזונגען ביי אים.					
person	לייבעלע באַס	person:UP-1633	unmatched	mentions	1	M-3-facs_375_tr_1755856142-003	דורך אים איז ער באַקאַנט געוואָרן מיט חזנישע און טעאַטער-לידער.					
person	פעטער מענדל	person:UP-1634	unmatched	mentions	1	M-3-facs_375_tr_1755856142-007	ער האָט אים געהאָלפֿן באַזוכן בגנבה דאָס יידישע טעאַטער.					
person	דוד עדעלשטאַט	person:UP-1635	unmatched	mentions	1	M-3-facs_375_tr_1755856142-016	ער האָט דעקלאַמירט זיין ווערק.					
person	דזשייקעלע גראָסמאַן	person:UP-1636	unmatched	mentions	1	M-3-facs_375_tr_1755856142-020	ער איז אַוועקגעפֿאָרן מיט אים אין אַ גרופּע קיין ברידזשפּאָרט.					
person	עני רויטמאַן	person:UP-1637	unmatched	mentions	1	M-3-facs_375_tr_1755856142-023	זי איז אַוועקגעפֿאָרן מיט אים אין אַ גרופּע קיין ברידזשפּאָרט.					
person	סעם העלער	person:UP-1638	unmatched	mentions	1	M-3-facs_375_tr_1755856142-024	ער איז אַוועקגעפֿאָרן מיט אים אין אַ גרופּע קיין ברידזשפּאָרט.					
person	נייטאָן אייקאָפסקי	person:UP-1639	unmatched	mentions	1	M-3-facs_375_tr_1755856142-025	ער איז אַוועקגעפֿאָרן מיט אים אין אַ גרופּע קיין ברידזשפּאָרט.					
person	ליאַ לאַרמאַן	person:UP-1640	unmatched	mentions	1	M-3-facs_375_tr_1755856142-028	ער האָט אים אָנגאַזשירט צו שפּילן אין באָלטימאָר.					
person	ראָזע ראָזענטאַל	person:UP-1641	unmatched	mentions	1	M-3-facs_375_tr_1755856142-033	זי האָט געשפּילט מיט אים.					
person	מיס טוירמאַן	person:UP-1642	unmatched	mentions	1	M-3-facs_375_tr_1755856142-035	זי האָט געשפּילט מיט אים.					
person	זילבערבוש	person:UP-1643	unmatched	mentions	1	M-3-facs_375_tr_1755856142-036	ער האָט געשפּילט מיט אים.					
person	סעם וויינשטיין	person:UP-1644	unmatched	mentions	1	M-3-facs_375_tr_1755856142-038	ער האָט געשפּילט אין זיין טעאַטער.					
person	פעני טאָמאַשעווסקי	person:UP-1645	unmatched	mentions	1	M-3-facs_375_tr_1755856142-044	זי איז געווען אין דער זעלבער טרופּע מיט אים.					
person	יעקב שוואַרץ	person:UP-1646	unmatched	mentions	1	M-3-facs_375_tr_1755856142-046	ער איז געווען אין דער זעלבער טרופּע מיט אים.					
person	אברהם שוואַרץ	person:UP-1647	unmatched	mentions	1	M-3-facs_375_tr_1755856142-047	ער איז געווען אין דער זעלבער טרופּע מיט אים.					
person	טוירקל	person:UP-1648	unmatched	mentions	1	M-3-facs_375_tr_1755856142-048	ער האָט געשריבן לויב-געזאַנגען וועגן זיין שפּילן.					
person	זאַגער	person:UP-1649	unmatched	mentions	1	M-3-facs_375_tr_1755856142-049	ער איז געוואָרן קראַנק און אים האָט מען צוריקגעבראַכט צו שפּילן זיין ראָל.					
person	סימאָנאָף	person:UP-1650	unmatched	mentions	1	M-3-facs_375_tr_1755856142-060	ער האָט אים פֿאַרלויט דעם וועג אויף דער בינע.					
person	אַננאַ מעלצער	person:UP-1651	unmatched	mentions	1	M-3-facs_375_tr_1755856142-076	זי איז געווען אַ מיטגליד פֿון זיין טרופּע.					
person	מר. נאַדאָלסקי	person:UP-1652	unmatched	mentions	1	M-3-facs_375_tr_1755856142-077	ער איז געווען אַ מיטגליד פֿון זיין טרופּע.					
person	מרס. נאַדאָלסקי	person:UP-1653	unmatched	mentions	1	M-3-facs_375_tr_1755856142-078	זי איז געווען אַ מיטגליד פֿון זיין טרופּע.					
person	דזשוליוס ערבער	person:UP-1654	unmatched	mentions	1	M-3-facs_375_tr_1755856142-079	ער איז געווען אַ מיטגליד פֿון זיין טרופּע.					
person	יודל דובינסקי	person:UP-1655	unmatched	mentions	1	M-3-facs_375_tr_1755856142-082	ער איז געווען אַ מיטגליד פֿון זיין טרופּע.					
person	לייזע זילבערט	person:UP-1656	unmatched	mentions	1	M-3-facs_375_tr_1755856142-085	זי איז געווען אַ מיטגליד פֿון זיין טרופּע.					
person	מאַדאַם פֿאַרקויף	person:UP-1657	unmatched	mentions	1	M-3-facs_375_tr_1755856142-089	זי איז געווען אַ מיטגליד פֿון זיין טרופּע.					
person	מאַרק שווייך	person:UP-1658	unmatched	mentions	1	M-3-facs_375_tr_1755856142-090	ער איז געווען אַ מיטגליד פֿון זיין טרופּע.					
person	בינאַ אַבראַמאָוויטש	person:UP-1659	unmatched	mentions	1	M-3-facs_375_tr_1755856142-092	זי איז געווען אַ מיטגליד פֿון זיין טרופּע.					
person	משה טראַכבערג	person:UP-1660	unmatched	mentions	1	M-3-facs_375_tr_1755856142-095	ער איז געווען אַ מיטגליד פֿון זיין טרופּע.					
person	לאה מעלצער	person:UP-1662	unmatched	mentions	1	M-3-facs_375_tr_1755856142-099	זי איז געווען אַ מיטגליד פֿון זיין טרופּע.					
person	איזידאָר קעשיער	person:UP-1663	unmatched	mentions	1	M-3-facs_375_tr_1755856142-101	ער איז געווען אַ מיטגליד פֿון זיין טרופּע.					
person	משה שטראָסבערג	person:UP-1291	unmatched	mentions	1	M-3-facs_375_tr_1755856142-102	ער איז געווען אַ מיטגליד פֿון זיין טרופּע.			draft (variant): משה שטראַסבערג / Morris Strassberg — confirm → ALIGN person:3030		
person	אסתר אָרזשעווסקא	person:UP-1664	unmatched	mentions	1	M-3-facs_375_tr_1755856142-104	זי איז געווען אַ גאַסטראָלערין אין זיין טעאַטער.			draft (variant): אסתּר אׇרזשעווסקאַ / Esther Orzhevskaya — confirm → ALIGN person:2598		
person	אַננאַ באָרדאָווסקאַ	person:UP-1665	unmatched	mentions	1	M-3-facs_375_tr_1755856142-106	זי האָט אָנגעפֿירט מיט דער געשעפטלעכער זייט פֿון די פֿאָרשטעלונגען.					
person	יוליוס ליוואי	person:UP-1666	unmatched	mentions	1	M-3-facs_375_tr_1755856142-111	ער איז מיטגעפֿאָרן מיט זיין טרופּע קיין אייראָפּע.					
person	דייוויך גאָלד	person:UP-1667	unmatched	mentions	1	M-3-facs_375_tr_1755856142-112	ער איז מיטגעפֿאָרן מיט זיין טרופּע קיין אייראָפּע.					
person	מאַדאַם קראַפט	person:UP-1668	unmatched	mentions	1	M-3-facs_375_tr_1755856142-116	זי איז געווען זיין פּרעס-אַגענט.					
person	יעקב קאָהן	person:UP-1669	unmatched	mentions	1	M-3-facs_375_tr_1755856142-120	ער איז געווען אַ מיטגליד פֿון זיין טרופּע.					
person	ליובאַ קאַדיסאָן	person:UP-1670	unmatched	mentions	1	M-3-facs_375_tr_1755856142-121	זי איז געווען אַ מיטגליד פֿון זיין טרופּע.					
person	מיכאל ראָזענבערג	person:UP-0797	unmatched	mentions	1	M-3-facs_375_tr_1755856142-125	ער איז געווען אַ תלמיד אין זיין סטודיאָ.					
person	אַברהם קובאַנסקי	person:UP-1671	unmatched	mentions	1	M-3-facs_375_tr_1755856142-127	ער איז געווען אַ תלמיד אין זיין סטודיאָ.					
person	בען געלינג	person:UP-1672	unmatched	mentions	1	M-3-facs_375_tr_1755856142-129	ער איז געווען אַ תלמיד אין זיין סטודיאָ.					
person	מרדכי חסן	person:UP-1673	unmatched	mentions	1	M-3-facs_375_tr_1755856142-130	ער איז געווען אַ תלמיד אין זיין סטודיאָ.					
person	סאָניאַ ראַדינא	person:UP-1674	unmatched	mentions	1	M-3-facs_375_tr_1755856142-131	זי איז געווען אַ תלמידה אין זיין סטודיאָ.					
person	פֿייגעלע	person:UP-1675	unmatched	mentions	1	M-3-facs_375_tr_1755856142-134	זי איז מיטגעפֿאָרן מיט אים קיין אַרגענטינע.					
person	יוז	person:UP-1676	unmatched	mentions	1	M-3-facs_396_r_1-003	טראָגט אַריין אַ ספּעציעל געזעץ אין אימיגראַציעקאָמיטעט פֿון קאָנגרעס אים צו דערלויבן בלייבן ווי אַן אימיגראַנט					
person	פּרעזידענט קולידזש	person:UP-1677	unmatched	mentions	1	M-3-facs_396_r_1-004	פֿאַר וועמען סוביעקט איז אויפגעטראָטן אין ווייסן הויז					
person	מרס. קולידזש	person:UP-1678	unmatched	mentions	1	M-3-facs_396_r_1-005	פֿאַר וועמען סוביעקט איז אויפגעטראָטן אין ווייסן הויז					
person	באָדער	person:UP-1679	unmatched	mentions	1	M-3-facs_396_r_1-006	מיטמחבר פֿון „דעם רבינס ניגון“					
person	וויינטרויב	person:UP-0240	unmatched	mentions	1	M-3-facs_396_r_1-008	געשפּילט מיט סוביעקט אין דער פּיעסע „דער יידישער שטערן“					
person	בייגעלמאַן-שוועסטער	person:UP-1680	unmatched	mentions	1	M-3-facs_396_r_1-014	רעקאָרדירט צוזאַמען מיט סוביעקט					
person	דאַלטאָן	person:UP-1681	unmatched	mentions	1	M-3-facs_397_tr_1755856120-001	איר לערערין פֿון געזאַנג.					
person	ניקאָלאַס בראָדסקי	person:UP-1682	unmatched	mentions	1	M-3-facs_397_tr_1755856120-013	דער קאָמפּאָזיטאָר פֿון דעם פֿילם וואו זי האָט געשפּילט.					
person	פֿירשט פּשעבילסקי	person:UP-1683	unmatched	mentions	1	M-3-facs_397_tr_1755856120-014	דער רעזשיסאָר פֿון דעם פֿילם וואו זי האָט געשפּילט.					
person	זאיענדא	person:UP-0998	unmatched	mentions	1	M-3-facs_397_tr_1755856120-024	אַן אַקטיאָר וואָס האָט געשפּילט מיט איר.					
person	נ. גאָלדבערג	person:UP-1684	unmatched	mentions	1	M-3-facs_397_tr_1755856120-027	דער דירעקטאָר פֿון דער פּיעסע אין וועלכער זי האָט געשפּילט.					
person	פֿיליפּ יאָרדאַן	person:UP-1685	unmatched	mentions	1	M-3-facs_397_tr_1755856120-029	דער מחבר פֿון דער פּיעסע אין וועלכער זי האָט געשפּילט.					
person	זינגער	person:UP-1686	unmatched	mentions	1	M-3-facs_397_tr_1755856120-031	א מחבר פֿון פּיעסן וואו זי האָט געשפּילט אויף דער ראַדיאָ.					
person	באַשעוויס	person:UP-1687	unmatched	mentions	1	M-3-facs_397_tr_1755856120-032	א מחבר פֿון פּיעסן וואו זי האָט געשפּילט אויף דער ראַדיאָ.					
person	קאַדיא מאָלאָדאָווסקי	person:UP-1688	unmatched	mentions	1	M-3-facs_397_tr_1755856120-035	א מחברת פֿון פּיעסן וואו זי האָט געשפּילט אויף דער ראַדיאָ.					
person	זשולאווסקי	person:UP-0105	unmatched	mentions	1	M-3-facs_398_r_2-002	דער סוביעקט האָט געשפּילט אין זיין פּיעסע.					
person	עבעל	person:UP-1689	unmatched	mentions	1	M-3-facs_398_tr_1755856092-003	דער סוביעקט איז געווען אָנגאַזשירט אין זיין טרופּע.					
person	זאַץ	person:UP-1690	unmatched	mentions	1	M-3-facs_398_tr_1755856092-007	דער סוביעקט האָט געשפּילט מיט אים.					
person	קורט קאַטש	person:UP-1691	unmatched	mentions	1	M-3-facs_398_tr_1755856092-015	דער סוביעקט האָט געשפּילט מיט אים.					
person	ז. שניאור	person:UP-1692	unmatched	mentions	1	M-3-facs_398_tr_1755856092-022	דער סוביעקט האָט געשפּילט אין זיין פּיעסע.					
person	אַטיינער	person:UP-1693	unmatched	mentions	1	M-3-facs_398_tr_1755856092-025	דער סוביעקט האָט געשפּילט לויט זיין ווערק.					
person	לינדבערג	person:UP-1694	unmatched	mentions	1	M-3-facs_398_tr_1755856092-027	דער סוביעקט האָט געשפּילט אונטער זיין אָנפירונג.					
person	מיינהאָרט	person:UP-1695	unmatched	mentions	1	M-3-facs_398_tr_1755856092-028	דער סוביעקט האָט געשפּילט אונטער זיין אָנפירונג.					
person	בת דור	person:UP-1696	unmatched	mentions	1	M-3-facs_398_tr_1755856092-029	דער סוביעקט האָט געשפּילט אונטער איר אָדער זיין אָנפירונג.					
person	רייזל	person:UP-1697	unmatched	mentions	1	M-3-facs_398_tr_1755856092-030	זי איז די פרוי פון דעם סוביעקט.					
person	בלום	person:UP-1698	unmatched	mentions	1	M-3-facs_398_tr_1755856092-033	דער סוביעקט האָט אויפגעטראָטן אין זיין אָפּערעטע.					
person	דזשיגאַן	person:UP-1554	unmatched	mentions	1	M-3-facs_399_tr_1755856127-008	דער סוביעקט האָט געשפּילט מיט אים אין לאָדזש.					
person	דר. פאול באַראַטאָוו	person:UP-1699	unmatched	mentions	1	M-3-facs_399_tr_1755856127-016	דער סוביעקט האָט געשפּילט מיט אים אין ווילנע.					
person	קורט קאָטש	person:UP-1691	unmatched	mentions	1	M-3-facs_399_tr_1755856127-018	דער סוביעקט האָט געשפּילט מיט אים אין לאָדזש.					
person	יעקב ראָטבאָום	person:UP-0900	unmatched	mentions	1	M-3-facs_399_tr_1755856125-002	ער האָט אָנגעפירט מיט דער יידישער דראַמאַטישער שול.					
person	שרה ראָטבאָום	person:UP-1700	unmatched	mentions	1	M-3-facs_399_tr_1755856125-003	זי האָט אָנגעפירט מיט דער יידישער דראַמאַטישער שול.					
person	יהודית בערג	person:UP-1701	unmatched	mentions	1	M-3-facs_399_tr_1755856125-005	זי האָט געטאַנצט אין דער אויפפירונג „200 טויזנט“.					
person	סיוואַק	person:UP-1702	unmatched	mentions	1	M-3-facs_399_tr_1755856125-006	"ער האָט געשאַפֿן דאָס ""עמך טעאַטער“ צוזאַמען מיט ז."					
person	קאַדיאַ מאָלאָדאָווסקי	person:UP-1688	unmatched	mentions	1	M-3-facs_399_tr_1755856125-007	די מחברת פון „מאַרצעפּאַנעס“.					
person	נאָרבערט האָראָוויץ	person:UP-1703	unmatched	mentions	1	M-3-facs_399_tr_1755856125-009	"דער מחבר פון דער אַרבעט ""יידיש טעאַטער פֿון דער שאַרית הפּליטה""."					
person	שושנה קאָרנבליט	person:UP-1704	unmatched	mentions	1	M-3-facs_399_tr_1755856125-010	זי איז אַרומגעפֿאָרן מיט ז. מיט וואָרט-קאָנצערטן.					
person	מאַניאַ ראָזען	person:UP-1705	unmatched	mentions	1	M-3-facs_399_tr_1755856125-012	די פרוי פון ז.'ס ברודער ארטור.					
person	ע. קאַטשערגינסקי	person:UP-1706	unmatched	mentions	1	M-3-facs_399_tr_1755856125-014	דער מחבר פון דעם בוך „חורבן ווילנע“.					
person	פֿייוול	person:UP-1707	unmatched	mentions	1	M-3-facs_399_tr_1755856125-016	א ברודער פון ז.					
person	ראובן	person:UP-1708	unmatched	mentions	1	M-3-facs_399_tr_1755856125-017	א ברודער פון ז.					
person	רובין פֿרידמאַן	person:UP-1709	unmatched	mentions	1	M-3-facs_400_tr_1755856076-001	איז אַן עלטערער ברודער פונעם סוביעקט.			draft (variant): רובין פרידמאַן (מאיר רובין) / Reuben Friedman — confirm → ALIGN person:1705		
person	וועלוול רובין	person:UP-1710	unmatched	mentions	1	M-3-facs_400_tr_1755856076-002	איז אַן עלטערער ברודער פונעם סוביעקט.					
person	האָדעס	person:UP-1711	unmatched	mentions	1	M-3-facs_400_tr_1755856076-006	איז די פרוי פונעם סוביעקט.					
person	יאָזער שערמאַן	person:UP-1712	unmatched	mentions	1	M-3-facs_400_tr_1755856076-008	דער סוביעקט איז געווען אין זיין טרופּע.					
person	הערי ראָזענפעלד	person:UP-1713	unmatched	mentions	1	M-3-facs_400_tr_1755856076-012	דער סוביעקט איז געפֿאָרן מיט אים קיין פאָריז אַלס בינע-מייסטער.					
person	וויעראַ זאָסלאַווסקאַ	person:UP-1714	unmatched	mentions	1	M-3-facs_400_tr_1755856076-019	דער סוביעקט האָט געשפּילט מיט איר.					
person	מיכאַלעסקאָן	person:UP-1715	unmatched	mentions	1	M-3-facs_400_tr_1755856076-021	דער סוביעקט איז געווען טעטיק ביי אים אַלס סצענאַר.					
person	יאָנג	person:UP-1716	unmatched	mentions	1	M-3-facs_400_tr_1755856074-008	דער סוביעקט האָט געשפּילט אין זיין טרופּע.					
person	גראַף ל. נ. טאָלסטאָי	person:UP-1717	unmatched	mentions	1	M-3-facs_400_tr_1755856074-014	דער סוביעקט האָט איבערגעזעצט זיין פּיעסע.					
person	שעקספיר	person:UP-1718	unmatched	mentions	1	M-3-facs_400_tr_1755856074-015	דער סוביעקט האָט איבערגעזעצט זיינע פּיעסן.					
person	ניקאַדעמאַ	person:UP-1719	unmatched	mentions	1	M-3-facs_400_tr_1755856074-017	דער סוביעקט האָט איבערגעזעצט זיין פּיעסע.					
person	מענדל בייליס	person:UP-1720	unmatched	mentions	1	M-3-facs_400_tr_1755856074-018	דער סוביעקט האָט דראַמאַטיזירט זיין געשיכטע.					
person	סעמיועל גאָלדענבערג	person:UP-1721	unmatched	mentions	1	M-3-facs_400_tr_1755856074-019	ער האָט אויפֿגעפֿירט א פּיעסע וואָס דער סוביעקט האָט איבערגעזעצט.					
person	ברוסי (ברוך יאָסל)	person:UP-1722	unmatched	mentions	1	M-3-facs_401_tr_1755856142-015	ער איז דער זון פֿונעם סוביעקט.					
person	שערעשעווסקיס	person:UP-1723	unmatched	mentions	1	M-3-facs_401_tr_1755856147-001	די מוטער פונעם סוביעקט האָט געאַרבעט אין זיין הויז.					
person	גוזיקס	person:UP-1724	unmatched	mentions	1	M-3-facs_401_tr_1755856147-002	דער סוביעקט האָט אַרומגעפֿאָרן מיט זיין טרופּע איבער אַמעריקע.					
person	נייטן גאָלדבערג	person:UP-1725	unmatched	mentions	1	M-3-facs_401_tr_1755856147-003	ער איז געווען דער מענעדזשער פֿון די טעאַטערס וואו דער סוביעקט האָט געשפּילט.					
person	די גערמאַנס	person:UP-1726	unmatched	mentions	1	M-3-facs_401_tr_1755856147-006	דער סוביעקט האָט געשפּילט מיט זיי אין „ראָלאַנד“-טעאַטער.					
person	חיים רומשיסקער	person:UP-1727	unmatched	mentions	1	M-3-facs_402_tr_1755856047-001	ער איז דער פעטער פֿון יוסף רומשינסקי.					
person	חזן קאַהאַן	person:UP-1728	unmatched	mentions	1	M-3-facs_402_tr_1755856047-005	ער איז געווען רומשינסקיס לערער און שפּעטער זיין דיריגענט.					
person	חזן בערנשטיין	person:UP-1729	unmatched	mentions	1	M-3-facs_402_tr_1755856047-007	רומשינסקי האָט געאַרבעט ביי אים אַלס אַלט-זינגער און דאַלבער דיריגענט.					
person	חזן ראָזומני	person:UP-1730	unmatched	mentions	1	M-3-facs_402_tr_1755856047-008	ער האָט מיטגענומען רומשינסקין קיין רוסלאַנד.					
person	חזן ראַבינאָוויטש	person:UP-1731	unmatched	mentions	1	M-3-facs_402_tr_1755856047-010	רומשינסקי איז געווען זיין דיריגענט.					
person	הענריק מעלצער	person:UP-1732	unmatched	mentions	1	M-3-facs_402_tr_1755856047-011	רומשינסקי האָט געשטודירט מוזיק ביי אים.					
person	פּראָפעסאָר פּראָוד	person:UP-1733	unmatched	mentions	1	M-3-facs_402_tr_1755856047-012	רומשינסקי האָט געשטודירט מוזיק ביי אים אין לאָנדאָן.					
person	טשאַרלז צונזער	person:UP-1734	unmatched	mentions	1	M-3-facs_402_tr_1755856047-013	אונטער זיין השפּעה איז רומשינסקי אָפּגעפֿאָרן קיין אַמעריקע.					
person	מאָרי רומשינסקי	person:UP-1735	unmatched	mentions	1	M-3-facs_402_tr_1755856047-016	ער איז דער זון פֿון יוסף רומשינסקי.					
person	אַנשעל שאָר	person:UP-0173	unmatched	mentions	1	M-3-facs_402_tr_1755856047-020	ער האָט געשריבן פילע פּיעסן מיט רומשינסקיס מוזיק.					
person	יעפיס ישורון	person:UP-1736	unmatched	mentions	1	M-3-facs_402_tr_1755856047-030	ער האָט געשריבן וועגן רומשינסקיס הילף פֿאַר די ווילנער יידן.					
person	יעקב ראַפּאָפּאָרט	person:UP-1737	unmatched	mentions	1	M-3-facs_402_tr_1755856047-033	ער האָט אָנערקענט רומשינסקין אַלס ערשט-קלאָסיקן מוזיקער און לערער.					
person	עדווין פֿראַנקאָ גאָלדמאַן	person:UP-1738	unmatched	mentions	1	M-3-facs_402_tr_1755856047-037	ער האָט אָנגערופֿן רומשינסקין 'דער צווייטער וויקטאָר הוירבערט'.					
person	י. ל. וואָהלמאַן	person:UP-1739	unmatched	mentions	1	M-3-facs_402_tr_1755856047-040	ער האָט אָנגעשריבן די אָפּערע 'רות' פֿאַר וועלכער רומשינסקי האָט פֿאַרפֿאַסט די מוזיק.					
person	פֿריידעל לאַסקער	person:UP-1740	unmatched	mentions	1	M-3-facs_402_tr_1755856047-041	זי איז געווען די צווייטע פֿרוי פֿון יוסף רומשינסקי.					
person	בעטי	person:UP-1741	unmatched	mentions	1	M-3-facs_402_tr_1755856047-042	זי איז די טאָכטער פֿון יוסף רומשינסקי.					
person	משה קוסאָוויצקי	person:UP-1742	unmatched	mentions	1	M-3-facs_402_tr_1755856047-043	רומשינסקי האָט אָנפֿירט מיט די אָרקעסטערס צו זיינע תפילות.					
person	מעכל ניעגריניץ	person:UP-1743	unmatched	mentions	1	M-3-facs_415_tr_1755856164-001	זיין זיידע מצד דער מוטער.					
person	יאָסל דער פּוילישער	person:UP-1744	unmatched	mentions	1	M-3-facs_415_tr_1755856164-003	דער זיידע פֿון דעם סוביעקט מצד זיין פֿאָטער.					
person	הלל וויכנין	person:UP-1745	unmatched	mentions	1	M-3-facs_415_tr_1755856164-010	האָט אים רעקאָמענדירט צו די יידישע טעאַטער-דירעקטאָרן אין ניו יאָרק.					
person	צירע אַדלער	person:UP-1746	unmatched	mentions	1	M-3-facs_415_tr_1755856164-021	געשפּילט מיט אים אין דער פֿאַרשטעלונג „בר כוכבא“.					
person	עדגאר דזש. אולמער	person:UP-1075	unmatched	mentions	1	M-3-facs_415_tr_1755856164-024	דער רעזשיסאָר פֿון זיין פֿילם „יאַנקל דער שמיד“.					
person	יעקב וויינבערג	person:UP-1747	unmatched	mentions	1	M-3-facs_415_tr_1755856164-027	דער מחבר פֿון דער מוזיק פֿאַר עטלעכע פֿון זיינע פֿילמען און רעקאָרדס.					
person	מאַקס נאָסעק	person:UP-1748	unmatched	mentions	1	M-3-facs_415_tr_1755856164-030	דער רעזשיסאָר פֿון זיין פֿילם „דער ווילנער שטאָט-חזן“.					
person	ט. ביילין	person:UP-1749	unmatched	mentions	1	M-3-facs_415_tr_1755856164-032	אַ קריטיקער וועלכער האָט געשריבן וועגן דעם סוביעקטס אויפֿטריטן.					
person	דר. נ. סווערדלין	person:UP-1750	unmatched	mentions	1	M-3-facs_415_tr_1755856164-033	אַ שרייבער וועלכער האָט אַנאַליזירט זיין קאַריערע אין טעאַטער און פֿילם.					
person	דזשעראָם קוירן	person:UP-1751	unmatched	mentions	1	M-3-facs_415_tr_1755856164-034	דער מחבר פֿון מוזיק וואָס דער סוביעקט האָט געזונגען אין אן ענגלישן פֿילם.					
person	ראָבערט טעילאָר	person:UP-1752	unmatched	mentions	1	M-3-facs_415_tr_1755856164-035	אַן אַקטיאָר אין אַ פֿילם וואו דער סוביעקט האָט מיטגעווירוקט.					
