fact_id	person_id	xml_id	source	window_id	hit_ids	play_title_surface	play_id_hint	fact_type	person_surface	person_role	character	org_surface	venue_surface	settlement_surface	country	date_start	date_end	date_precision	evidence_quote	evidence_ok	confidence	model	drafted_at	notes
P-1-facs_368_TextRegion_1710163037685_362:1#9	P-1-facs_368_TextRegion_1710163037685_362	facs_368_TextRegion_1710163037685_362	gemini_window	P-1-facs_368_TextRegion_1710163037685_362:1	HIT-00438|HIT-00443|HIT-00444|HIT-00446|HIT-00447|HIT-00448	דער גנב		production	ל. קאָדיסאָן	director		ווילנער טרופּע	צירק-בנין	ווילנע	Lithuania	1916		year	"מירבאָס „דער גנב"""	yes	high	gemini-3-flash-preview	2026-07-25T17:13:29+00:00	Attributed to Mirbeau, not Hurwitz (PL-0131).
P-1-facs_36_tr_1740520946:1#1	P-1-facs_36_tr_1740520946	facs_36_tr_1740520946	gemini_window	P-1-facs_36_tr_1740520946:1	HIT-00449|HIT-00450|HIT-00451|HIT-00452|HIT-00453|HIT-00454	יוסף און זיינע ברידער	PL-0199	music	[HOST]	composer						1895		circa	"א. האָט פֿאַרפֿאָסט מוזיק צו צענדליקער יידישע פּיעסן, וועלכע זיינען געשפּילט געוואָרן אין יענער צייט, ווי: לאַטיינערס אָפּעדעטן ""יוסף און זיינע ברידער“"	yes	high	gemini-3-flash-preview	2026-07-25T17:13:35+00:00	The text attributes this to Lateiner, though the registry lists Hurwitz; the host composed music for this production.
P-1-facs_36_tr_1740520946:1#2	P-1-facs_36_tr_1740520946	facs_36_tr_1740520946	gemini_window	P-1-facs_36_tr_1740520946:1	HIT-00449|HIT-00450|HIT-00451|HIT-00452|HIT-00453|HIT-00454	אשת חיל	PL-0026	music	[HOST]	composer						1895		circa	"א. האָט פֿאַרפֿאָסט מוזיק צו צענדליקער יידישע פּיעסן, וועלכע זיינען געשפּילט געוואָרן אין יענער צייט, ווי: לאַטיינערס אָפּעדעטן ""יוסף און זיינע ברידער“, „עזראָ דער עווינער יוד“, „אשת חיל“"	yes	high	gemini-3-flash-preview	2026-07-25T17:13:35+00:00	
P-1-facs_36_tr_1740520946:1#3	P-1-facs_36_tr_1740520946	facs_36_tr_1740520946	gemini_window	P-1-facs_36_tr_1740520946:1	HIT-00449|HIT-00450|HIT-00451|HIT-00452|HIT-00453|HIT-00454	דניאָל אין דער לייבנגרוב	PL-0117	music	[HOST]	composer						1895		circa	"א. האָט פֿאַרפֿאָסט מוזיק צו צענדליקער יידישע פּיעסן, וועלכע זיינען געשפּילט געוואָרן אין יענער צייט, ווי: לאַטיינערס אָפּעדעטן ""יוסף און זיינע ברידער“, „עזראָ דער עווינער יוד“, „אשת חיל“, „דניאָל אין דער לייבנגרוב“"	yes	high	gemini-3-flash-preview	2026-07-25T17:13:35+00:00	
P-1-facs_36_tr_1740520946:1#4	P-1-facs_36_tr_1740520946	facs_36_tr_1740520946	gemini_window	P-1-facs_36_tr_1740520946:1	HIT-00449|HIT-00450|HIT-00451|HIT-00452|HIT-00453|HIT-00454	יפת תואָר	PL-0203	music	[HOST]	composer						1895		circa	"א. האָט פֿאַרפֿאָסט מוזיק צו צענדליקער יידישע פּיעסן, וועלכע זיינען געשפּילט געוואָרן אין יענער צייט, ווי: לאַטיינערס אָפּעדעטן ""יוסף און זיינע ברידער“, „עזראָ דער עווינער יוד“, „אשת חיל“, „דניאָל אין דער לייבנגרוב“, ""יפת תואָר“"	yes	high	gemini-3-flash-preview	2026-07-25T17:13:35+00:00	The text groups this under Lateiner's operettas, though registry lists Hurwitz.
P-1-facs_36_tr_1740520946:1#5	P-1-facs_36_tr_1740520946	facs_36_tr_1740520946	gemini_window	P-1-facs_36_tr_1740520946:1	HIT-00449|HIT-00450|HIT-00451|HIT-00452|HIT-00453|HIT-00454	קורחס אוצרות	PL-0256	music	[HOST]	composer						1895		circa	"א. האָט פֿאַרפֿאָסט מוזיק צו צענדליקער יידישע פּיעסן, וועלכע זיינען געשפּילט געוואָרן אין יענער צייט, ווי: לאַטיינערס אָפּעדעטן ""יוסף און זיינע ברידער“, „עזראָ דער עווינער יוד“, „אשת חיל“, „דניאָל אין דער לייבנגרוב“, ""יפת תואָר“, „קורחס אוצרות"""	yes	high	gemini-3-flash-preview	2026-07-25T17:13:35+00:00	The text groups this under Lateiner's operettas, though registry lists Hurwitz.
P-1-facs_36_tr_1740520946:1#6	P-1-facs_36_tr_1740520946	facs_36_tr_1740520946	gemini_window	P-1-facs_36_tr_1740520946:1	HIT-00449|HIT-00450|HIT-00451|HIT-00452|HIT-00453|HIT-00454	דער גליקלעכער פּאָסטוך	PL-0230	music	[HOST]	composer						1895		circa	"צו יעקב טערס „אַמנון ותמר“ אָדער „דער גליקלעכער פּאָסטוך"""	yes	high	gemini-3-flash-preview	2026-07-25T17:13:35+00:00	The text attributes this to Jacob Ter, though the registry lists Hurwitz.
P-1-facs_377_r_4:1#1	P-1-facs_377_r_4	facs_377_r_4	gemini_window	P-1-facs_377_r_4:1	HIT-00456	אהבת ציון		mention_only	אברהם מאָפּו	author								none	ליברעטאָ גענומען פֿון אַברהם מאָפּוס ראָמאַן „אהבת ציון“	yes	high	gemini-3-flash-preview	2026-07-25T17:13:36+00:00	The text explicitly identifies this as Mapu's novel, the source for Alman's opera 'Melekh Ahaz', not Lateiner's play PL-0013.
P-1-facs_378_tr_1739715272:1#1	P-1-facs_378_tr_1739715272	facs_378_tr_1739715272	gemini_window	P-1-facs_378_tr_1739715272:1	HIT-00457|HIT-00459|HIT-00460	דער אוצר		production	[HOST]	actor				ניו יאָרק	USA	1922		year	"אין 1922 האָט וו. זיך באַטייליקט אין דער שרייבער אויפֿירונג פֿון פינסקיס „דער אוצר"" אין ניו יאָרק"	yes	high	gemini-3-flash-preview	2026-07-25T17:13:40+00:00	The text explicitly attributes this 'Der Otser' to Pinski, not Hurwitz.
P-1-facs_378_tr_1739715272:1#2	P-1-facs_378_tr_1739715272	facs_378_tr_1739715272	gemini_window	P-1-facs_378_tr_1739715272:1	HIT-00457|HIT-00459|HIT-00460	מאַן און ווייב		authorship	[HOST]	author								none	"דער דריטער באַנד וו.'ס פֿאָלגענדע פּיעסען: ... און „מאַן און ווייב"""	partial	high	gemini-3-flash-preview	2026-07-25T17:13:40+00:00	The text claims this play as the work of the host (Winchevsky), not Hurwitz.
P-1-facs_378_tr_1739715272:1#3	P-1-facs_378_tr_1739715272	facs_378_tr_1739715272	gemini_window	P-1-facs_378_tr_1739715272:1	HIT-00457|HIT-00459|HIT-00460	מאַן און ווייב		production	[HOST]	author				ניו יאָרק	USA	1890		circa	"„מאַן און ווייב"", געשפּילט בערך 1890 אין ניו יאָרק"	yes	high	gemini-3-flash-preview	2026-07-25T17:13:40+00:00	
P-1-facs_378_tr_1739715272:1#4	P-1-facs_378_tr_1739715272	facs_378_tr_1739715272	gemini_window	P-1-facs_378_tr_1739715272:1	HIT-00457|HIT-00459|HIT-00460	די וואַרהייט		mention_only	[HOST]	other						1908		year	"שפּעטער אין „די וואַרהייט"" און ""צוקונפט"", פֿון וועלכער ער איז אין 1908 געווען רעדאַקטאָר"	yes	high	gemini-3-flash-preview	2026-07-25T17:13:40+00:00	Refers to the newspaper 'Die Warheit', not the Lateiner play.
P-1-facs_37_tr_1740520982:1#1	P-1-facs_37_tr_1740520982	facs_37_tr_1740520982	gemini_window	P-1-facs_37_tr_1740520982:1	HIT-00463	דוד בן ישי	PL-0068	production	[HOST]	actor				סאָן פראָנציסקאָ	USA			none	ב. פאָרט אָפּ קיין אָמעריקע, וואו ער קומט אָן אין סאָן פראָנציסקאָ, און דאָ גיט אים יעקב פרענק צו שפּילן אין „דוד בן ישי-	no	high	gemini-3-flash-preview	2026-07-25T17:13:42+00:00	
P-1-facs_37_tr_1740520982:1#2	P-1-facs_37_tr_1740520982	facs_37_tr_1740520982	gemini_window	P-1-facs_37_tr_1740520982:1	HIT-00463	דוד בן ישי	PL-0068	production	יעקב פרענק	producer				סאָן פראָנציסקאָ	USA			none	דאָ גיט אים יעקב פרענק צו שפּילן אין „דוד בן ישי-	yes	high	gemini-3-flash-preview	2026-07-25T17:13:42+00:00	
P-1-facs_380_tr_1739715264:1#1	P-1-facs_380_tr_1739715264	facs_380_tr_1739715264	gemini_window	P-1-facs_380_tr_1739715264:1	HIT-00465	שואָליק		mention_only	שמיר	author				קראָקע	Poland			none	"וועלכער האָט געשפּילט ""שואָליק"" אין שמירס פּיעסע „דער צווייטער המן“"	yes	high	gemini-3-flash-preview	2026-07-25T17:13:45+00:00	The text explicitly attributes the play 'Der tsveyter homon' (containing the character Shualik) to Schomer (Shamir), not Hurwitz. PL-0266 is likely a different play or a misattribution in the registry.
P-1-facs_380_tr_1739715264:1#2	P-1-facs_380_tr_1739715264	facs_380_tr_1739715264	gemini_window	P-1-facs_380_tr_1739715264:1	HIT-00465	שואָליק		production	[HOST]	actor	שואָליק		יידישן טעאַטער	קראָקע	Poland			none	וו. האָט אים פֿאַרטראָטן אין דער ראָל	yes	high	gemini-3-flash-preview	2026-07-25T17:13:45+00:00	Host replaced Karl Silber in the role of Shualik.
P-1-facs_380_tr_1739715264:1#3	P-1-facs_380_tr_1739715264	facs_380_tr_1739715264	gemini_window	P-1-facs_380_tr_1739715264:1	HIT-00465	שואָליק		production	קאָרל זילבער	actor	שואָליק		יידישן טעאַטער	קראָקע	Poland			none	"איז פלוצים קראַנק געוואָרן דער אַקטיאָר קאָרל זילבער, וועלכער האָט געשפּילט ""שואָליק"""	yes	high	gemini-3-flash-preview	2026-07-25T17:13:45+00:00	
P-1-facs_382_r_5:1#1	P-1-facs_382_r_5	facs_382_r_5	gemini_window	P-1-facs_382_r_5:1	HIT-00466	דער פֿאָרקויפטער שלאָף	PL-0155	production	[HOST]	other								none	אַ רעפּראָדוקציע פֿון וו.'ס צייכנונג צו גאָלדפֿאַדעןם „דער פֿאָרקויפטער שלאָף“ איז אָפּגעדרוקט אין „לעקסיקאָן פון יידישן טעאַטער“ זייט 296	yes	high	gemini-3-flash-preview	2026-07-25T17:13:46+00:00	The text attributes the play to Goldfaden, though the registry lists Hurwitz. The host (Werbel) provided drawings/decorations.
P-1-facs_382_tr_1739715272:1#1	P-1-facs_382_tr_1739715272	facs_382_tr_1739715272	gemini_window	P-1-facs_382_tr_1739715272:1	HIT-00468	די ערע		translation_adaptation	[HOST]	translator								none	"האָט איבערזעצט „פיר זייערע"" פֿון נ. זאָפּאָלסקאַ, „דאָקטאָר קערי"" פֿון הענדי דזשונס און 'די ערע"" פֿון זודערמאַן"	yes	high	gemini-3-flash-preview	2026-07-25T17:13:48+00:00	The text explicitly attributes the source to Sudermann, not Lateiner. Lateiner's PL-0100 is likely an adaptation of the same Sudermann play (Die Ehre).
P-1-facs_383_tr_1739715273:1#1	P-1-facs_383_tr_1739715273	facs_383_tr_1739715273	gemini_window	P-1-facs_383_tr_1739715273:1	HIT-00469	די אידישע וועלט		mention_only	[HOST]	other					USA			none	פֿאָרעפנטלעכט דערציילונגען און אָרטיקלען אין „די אידישע וועלט“	yes	high	gemini-3-flash-preview	2026-07-25T17:13:50+00:00	This refers to a periodical (newspaper), not the Lateiner play PL-0085.
P-1-facs_384_r:1#1	P-1-facs_384_r	facs_384_r	gemini_window	P-1-facs_384_r:1	HIT-00470|HIT-00471|HIT-00472|HIT-00473|HIT-00474|HIT-00476|HIT-00477|HIT-00478|HIT-00479|HIT-00481|HIT-00482|HIT-00483|HIT-00484	יוסף מיט די ברידער	PL-0033	production	[HOST]	actor	שמעון	אַקטיאָרן-פֿאַמיליע לעווענווירט			USA	1893		year	"1893 — אָנגעהויבן שפּילן פּראָפעסיאנעל (אַלס „שמעון“ אין לאַטיינערס ""יוסף מיט די ברידער“), מיט דער אַקטיאָרן-פֿאַמיליע לעווענווירט"	yes	high	gemini-3-flash-preview	2026-07-25T17:14:05+00:00	Registry PL-0033 'שמעון און לוי' is a known variant/part of the Joseph story cycle by Lateiner.
P-1-facs_384_r:1#2	P-1-facs_384_r	facs_384_r	gemini_window	P-1-facs_384_r:1	HIT-00470|HIT-00471|HIT-00472|HIT-00473|HIT-00474|HIT-00476|HIT-00477|HIT-00478|HIT-00479|HIT-00481|HIT-00482|HIT-00483|HIT-00484	דער חרם אין בית-המקדש	PL-0136	production	[HOST]	director			פּיפּלס טעאַטער	ניו יאָרק	USA	1902	1903	year	1902-1093— האָט ז. ווידער געשפּילט אין גרענד-טעאַטער און ס'זיינען אויפֿגעפֿירט געוואָרן: אין פּיפּלס טעאַטער — „דער חרם אין בית-המקדש, הייסטאָרישע אָפּערעטע, מוזיק פֿון י. בעלזער“	no	high	gemini-3-flash-preview	2026-07-25T17:14:05+00:00	Date 1093 is a typo for 1903 in text.
P-1-facs_384_r:1#3	P-1-facs_384_r	facs_384_r	gemini_window	P-1-facs_384_r:1	HIT-00470|HIT-00471|HIT-00472|HIT-00473|HIT-00474|HIT-00476|HIT-00477|HIT-00478|HIT-00479|HIT-00481|HIT-00482|HIT-00483|HIT-00484	דער חרם אין בית-המקדש	PL-0136	music	י. בעלזער	composer			פּיפּלס טעאַטער	ניו יאָרק	USA	1902	1903	year	„דער חרם אין בית-המקדש, הייסטאָרישע אָפּערעטע, מוזיק פֿון י. בעלזער“	yes	high	gemini-3-flash-preview	2026-07-25T17:14:05+00:00	
P-1-facs_384_r:1#4	P-1-facs_384_r	facs_384_r	gemini_window	P-1-facs_384_r:1	HIT-00470|HIT-00471|HIT-00472|HIT-00473|HIT-00474|HIT-00476|HIT-00477|HIT-00478|HIT-00479|HIT-00481|HIT-00482|HIT-00483|HIT-00484	דער גאָלדענער לייטער	PL-0058	production	אָדלערן	director			גרענד-טעאַטער	ניו יאָרק	USA	1903	1904	year	אין זעלבן סעזאָן זיי נען אויך אין ניו יאָרקער גרענד-טעאַטער אויפֿגעפֿירט געוואָרן דורך אָדלערן ז.'ס פּיעסען „דער גאָלדענער לייטער“	yes	high	gemini-3-flash-preview	2026-07-25T17:14:05+00:00	The text attributes the play to the HOST (Zolatarevsky), but it is a known Lateiner title (PL-0058). Likely an adaptation or misattribution.
P-1-facs_384_r:1#5	P-1-facs_384_r	facs_384_r	gemini_window	P-1-facs_384_r:1	HIT-00470|HIT-00471|HIT-00472|HIT-00473|HIT-00474|HIT-00476|HIT-00477|HIT-00478|HIT-00479|HIT-00481|HIT-00482|HIT-00483|HIT-00484	יידן	PL-0086	translation_adaptation	[HOST]	translator				שיקאָגאָ	USA	1904	1905	year	"האָט ז. געשפּילט אין שיקאָגאָ, וואו ער האָט אויפֿגעפֿירט זיין איבערזעצונג פֿון טשיריקאָווס ""יידן“"	yes	high	gemini-3-flash-preview	2026-07-25T17:14:05+00:00	This is Chirikov's 'The Jews', not Lateiner's play of the same name.
P-1-facs_384_r:1#6	P-1-facs_384_r	facs_384_r	gemini_window	P-1-facs_384_r:1	HIT-00470|HIT-00471|HIT-00472|HIT-00473|HIT-00474|HIT-00476|HIT-00477|HIT-00478|HIT-00479|HIT-00481|HIT-00482|HIT-00483|HIT-00484	די שטילע חתונה	PL-0108	production	יאָוועליר	actor			ווינדזאָר-טעאַטער	ניו יאָרק	USA	1924	1925	year	"סעזאָן 1924-5 איז אין ניויאָרקער ווינדזאָר-טעאַטער געשפּילט געוואָרן ז.'ס פּיעסע „די שטילע חתונה"" (מיט יאָוועליר, פּראַגער און סעם קעסטין)"	yes	high	gemini-3-flash-preview	2026-07-25T17:14:05+00:00	Text attributes to HOST; Lateiner also has a play of this name (PL-0108).
P-1-facs_384_r:1#7	P-1-facs_384_r	facs_384_r	gemini_window	P-1-facs_384_r:1	HIT-00470|HIT-00471|HIT-00472|HIT-00473|HIT-00474|HIT-00476|HIT-00477|HIT-00478|HIT-00479|HIT-00481|HIT-00482|HIT-00483|HIT-00484	דער קרבן	PL-0010	production	לאָוויץ	actor				שיקאָגאָ	USA	1907	1908	year	"דאָ זיינען אויפֿגעפֿירט געוואָרן זיינע פּיעסען „דער קרבן"" (מיט לאָוויץ, יאָזער שענגאָלד, א. א.)"	yes	high	gemini-3-flash-preview	2026-07-25T17:14:05+00:00	Text attributes to HOST; Lateiner has 'A Korbn fun Libe' (PL-0010).
P-1-facs_384_r:1#8	P-1-facs_384_r	facs_384_r	gemini_window	P-1-facs_384_r:1	HIT-00470|HIT-00471|HIT-00472|HIT-00473|HIT-00474|HIT-00476|HIT-00477|HIT-00478|HIT-00479|HIT-00481|HIT-00482|HIT-00483|HIT-00484	בן-ישראל	PL-0038	mention_only	[HOST]	author								none	וואָס איז שפּעטער געשפּילט געוואָרן אויף דער פּראָווינץ אין „בן-ישראל“	yes	medium	gemini-3-flash-preview	2026-07-25T17:14:05+00:00	Mentioned as an alternate title for 'Di Yidisher Fon'.
P-1-facs_384_r:1#9	P-1-facs_384_r	facs_384_r	gemini_window	P-1-facs_384_r:1	HIT-00470|HIT-00471|HIT-00472|HIT-00473|HIT-00474|HIT-00476|HIT-00477|HIT-00478|HIT-00479|HIT-00481|HIT-00482|HIT-00483|HIT-00484	דער ישיבה בחור	PL-0144	authorship	[HOST]	author								none	"זאָלאָטאָרעווסקי פֿון דאָנען [גאָלדפאַדעןם „די שטומע כלה""] אָרויסגענומען די גאַנצע סצענע מיטן רבי און גבאי און מיט אַלע וויצן פֿאַר זיין ""ישיבה בחור"""	yes	high	gemini-3-flash-preview	2026-07-25T17:14:05+00:00	Gorin claims Zolatarevsky adapted/plagiarized parts for his version of 'The Yeshiva Bocher'.
P-1-facs_384_r:1#10	P-1-facs_384_r	facs_384_r	gemini_window	P-1-facs_384_r:1	HIT-00470|HIT-00471|HIT-00472|HIT-00473|HIT-00474|HIT-00476|HIT-00477|HIT-00478|HIT-00479|HIT-00481|HIT-00482|HIT-00483|HIT-00484	דער ישיבה בחור	PL-0144	production	יוליוס אָדלער	director					Europe	1907		year	אין זומער 1907 געבראַכט געוואָרן אין אייראָפּע דורך יוליוס אָדלער, וועלכער האָט זי דאָרט אויפֿגעפֿירט	yes	high	gemini-3-flash-preview	2026-07-25T17:14:05+00:00	
P-1-facs_384_r:1#11	P-1-facs_384_r	facs_384_r	gemini_window	P-1-facs_384_r:1	HIT-00470|HIT-00471|HIT-00472|HIT-00473|HIT-00474|HIT-00476|HIT-00477|HIT-00478|HIT-00479|HIT-00481|HIT-00482|HIT-00483|HIT-00484	דער ישיבה בחור	PL-0144	publication	[HOST]	author				וואָרשע	Poland	1914		year	"אין 1914 איז די פּיעסע, אָן וויסן פֿון מחבר, דערשיינען אין וואָרשע: „דער ישיבה בחור“ (אָדער דער יודישער האָמלעט) אַ פּיעסע אין 4 אַקטען און 6 בילדער פֿון „זלאָטאָרעווסקי"""	yes	high	gemini-3-flash-preview	2026-07-25T17:14:05+00:00	
P-1-facs_384_r:1#12	P-1-facs_384_r	facs_384_r	gemini_window	P-1-facs_384_r:1	HIT-00470|HIT-00471|HIT-00472|HIT-00473|HIT-00474|HIT-00476|HIT-00477|HIT-00478|HIT-00479|HIT-00481|HIT-00482|HIT-00483|HIT-00484	שמשון הגבור	PL-0272	translation_adaptation	[HOST]	translator			טאָליאָ-טעאַטער	ניו יאָרק	USA	1900	1901	year	"וואו עס זיינען אויפֿגעפֿירט געוואָרן זיינע איבערזעצונגען: ... און ""שמשון הגבור“ (לויט סאָלוויניס ווערסיע)"	partial	high	gemini-3-flash-preview	2026-07-25T17:14:05+00:00	Zolatarevsky's translation of Salvini's version, distinct from Hurwitz's original (PL-0272).
P-1-facs_384_r:1#13	P-1-facs_384_r	facs_384_r	gemini_window	P-1-facs_384_r:1	HIT-00470|HIT-00471|HIT-00472|HIT-00473|HIT-00474|HIT-00476|HIT-00477|HIT-00478|HIT-00479|HIT-00481|HIT-00482|HIT-00483|HIT-00484	די מאָמע	PL-0007	production	בעלאַ גודינסקאַ	actor	די מאָמע		קאָלאָמביאַ-טעאַטער	פֿילאָדעלפֿיער	USA	1899	1900	year	"אויפגעפֿירט אין פֿילאָדעלפֿיער קאָלאָמביאַ-טעאַטער זיין פּיעסע „די מאָמע"" (מיט בעלאַ גודינסקאַ אין דער טיטל-ראָל)"	yes	high	gemini-3-flash-preview	2026-07-25T17:14:05+00:00	Text attributes to HOST; Lateiner has 'A Mame fun yener velt' (PL-0007).
P-1-facs_384_r:2#1	P-1-facs_384_r	facs_384_r	gemini_window	P-1-facs_384_r:2	HIT-00485|HIT-00486|HIT-00487|HIT-00488|HIT-00489|HIT-00490	מוטער ליבע		production	גאָלדענבורג	actor				פֿילאָדעלפֿיע	USA	1917	1918	year	"1917-18 — זיינען אויפֿגעפֿירט געוואָרן: „דאָס רעכט צו לעבן"" אין סעקאָנד עוועניו (מיט אָדלער און זיין טאָכטער סטעלאַ) אין פֿילאָדעלפֿיע — „וועדינג-רינג"", „ווי אַ מאַן ליבט' און „מוטער ליבע"" (אַלע מיט. גאָלדענבורג"	yes	high	gemini-3-flash-preview	2026-07-25T17:14:11+00:00	Likely Zolatarevski's own play of this name, not Hurwitz's PL-0217, given the context of Z.'s career.
P-1-facs_384_r:2#2	P-1-facs_384_r	facs_384_r	gemini_window	P-1-facs_384_r:2	HIT-00485|HIT-00486|HIT-00487|HIT-00488|HIT-00489|HIT-00490	מוטער ליבע		music	סאַנדלער	composer				פֿילאָדעלפֿיע	USA	1917	1918	year	"„מוטער ליבע"" (אַלע מיט. גאָלדענבורג — מוזיק פֿון סאַנדלער)"	yes	high	gemini-3-flash-preview	2026-07-25T17:14:11+00:00	
P-1-facs_384_r:2#3	P-1-facs_384_r	facs_384_r	gemini_window	P-1-facs_384_r:2	HIT-00485|HIT-00486|HIT-00487|HIT-00488|HIT-00489|HIT-00490	ליבע און ליידענשאָפט		production	מעי סיימאַן	actor			געבילם טעאַטער		USA	1921-05-07		day	"1920-21: „ליבע און ליידענשאָפט"" (דעם 7 מאי 1921 אין געבילם טעאַטער מיט מעי סיימאַן)"	yes	high	gemini-3-flash-preview	2026-07-25T17:14:11+00:00	Likely Zolatarevski's own play, not Hurwitz's PL-0260.
P-1-facs_384_r:2#4	P-1-facs_384_r	facs_384_r	gemini_window	P-1-facs_384_r:2	HIT-00485|HIT-00486|HIT-00487|HIT-00488|HIT-00489|HIT-00490	ליבע און ליידענשאָפט		publication	[HOST]	author				וואַרשע	Poland	1926		year	די פּיעסע, איז אין 1926, אַן וויסן פֿון מחבר, דערשינען אין וואַרשע: „י. זאָלאָטאָרעווסקי, ליבע און ליידענשאָפט. לעבענס-בילד אין פֿיער אַקטען“	yes	high	gemini-3-flash-preview	2026-07-25T17:14:11+00:00	Explicitly attributed to Zolatarevski.
P-1-facs_384_r:2#5	P-1-facs_384_r	facs_384_r	gemini_window	P-1-facs_384_r:2	HIT-00485|HIT-00486|HIT-00487|HIT-00488|HIT-00489|HIT-00490	די מאָמע פֿון דער וועלט		production	דאָראָ ווייסמאַן	actor				פֿילאָדעלפיע	USA	1922	1923	year	"וואָס איז אויך אין זעלבן סעזאָן געשפּילט געוואָרן אין פֿילאָדעלפיע אין „די מאָמע פֿון דער וועלט"" (מיט דאָראָ ווייסמאַן)"	yes	high	gemini-3-flash-preview	2026-07-25T17:14:11+00:00	Context identifies this as an alternate title for Z.'s 'A Mames Neshome', not Lateiner's PL-0007.
P-1-facs_384_r:2#6	P-1-facs_384_r	facs_384_r	gemini_window	P-1-facs_384_r:2	HIT-00485|HIT-00486|HIT-00487|HIT-00488|HIT-00489|HIT-00490	ישיבה בחור		publication	[HOST]	author				וואַרשאַ	Poland	1914		year	"[3] דער ""ישיבה בחור"" יאָדער דער יודישער האָמלעט) אַ פּיעסע אין 4 אַקטען און 6 בילדער פֿון „זאָלאָטאָרעווסקי"" וואַרשאַ [לויטן רוסישן 1914, 56 ז. 16]"	yes	high	gemini-3-flash-preview	2026-07-25T17:14:11+00:00	Explicitly attributed to Zolatarevski; homonym of Hurwitz's PL-0144.
P-1-facs_384_r:2#7	P-1-facs_384_r	facs_384_r	gemini_window	P-1-facs_384_r:2	HIT-00485|HIT-00486|HIT-00487|HIT-00488|HIT-00489|HIT-00490	ליבע און ליידענשאָפט		publication	[HOST]	author				וואַרשאָ	Poland	1926		year	[6] י. זאַלאַטאָרעווסקי ליבע און ליידענשאָפט לעבענס-בילד אין פֿיער אַקטען פּרייז 1 זל. פערלאָג ש. גאָלדפֿאָרב, וואַרשאָ, 1926	yes	high	gemini-3-flash-preview	2026-07-25T17:14:11+00:00	Explicitly attributed to Zolatarevski.
P-1-facs_388_tr_1739715081:1#1	P-1-facs_388_tr_1739715081	facs_388_tr_1739715081	gemini_window	P-1-facs_388_tr_1739715081:1	HIT-00491	שמשון הגבור	PL-0272	authorship	[HOST]	author						1891		year	"אין 1891 איז אויפֿגעפֿירט געוואָרן ז.'ס מעלאָדראַמע „שמשון הגבור"""	yes	high	gemini-3-flash-preview	2026-07-25T17:14:14+00:00	The text explicitly attributes this version of the play to the host (Zolotkoff), though the title is a known Hurwitz play.
P-1-facs_388_tr_1739715081:1#2	P-1-facs_388_tr_1739715081	facs_388_tr_1739715081	gemini_window	P-1-facs_388_tr_1739715081:1	HIT-00491	שמשון הגבור	PL-0272	production	טאָמאָשעווסקי	actor				שיקאָגאָ	USA	1895		year	דיזעלבע פּיעסע איז אין 1895 אויפֿגעפֿירט געוואָרן אין שיקאָגאָ דורך טאָמאָשעווסקי	yes	high	gemini-3-flash-preview	2026-07-25T17:14:14+00:00	
P-1-facs_388_tr_1739715081:1#3	P-1-facs_388_tr_1739715081	facs_388_tr_1739715081	gemini_window	P-1-facs_388_tr_1739715081:1	HIT-00491	שמשון הגבור	PL-0272	production	אָדלער	actor				שיקאָגאָ	USA	1895		year	דיזעלבע פּיעסע איז אין 1895 אויפֿגעפֿירט געוואָרן אין שיקאָגאָ דורך טאָמאָשעווסקי און אָדלער	yes	high	gemini-3-flash-preview	2026-07-25T17:14:14+00:00	
P-1-facs_388_tr_1739715081:1#4	P-1-facs_388_tr_1739715081	facs_388_tr_1739715081	gemini_window	P-1-facs_388_tr_1739715081:1	HIT-00491	שמשון הגבור	PL-0272	music	הערמאָן פידלער	composer				שיקאָגאָ	USA	1895		year	מוזיק פֿון הערמאָן פידלער	yes	high	gemini-3-flash-preview	2026-07-25T17:14:14+00:00	
P-1-facs_38_tr_1740521011:1#1	P-1-facs_38_tr_1740521011	facs_38_tr_1740521011	gemini_window	P-1-facs_38_tr_1740521011:1	HIT-00492	דאָס יידישע האַרץ	PL-0052	production	[HOST]	actor			סעקאָנד עוועניו טעאַטער	אומעריקע	USA	1929-11		month	"אין נאוועמבער אויפֿגעטראָטן איין מאָל אין סעקאָנד עוועניו טעאַטער אין „דאָס יידישע האַרץ"""	yes	high	gemini-3-flash-preview	2026-07-25T17:14:16+00:00	
P-1-facs_390_tr_1739715034:1#1	P-1-facs_390_tr_1739715034	facs_390_tr_1739715034	gemini_window	P-1-facs_390_tr_1739715034:1	HIT-00493	חורבן ירושלים	PL-0180	production	[HOST]	actor	גדליהו							none	"ז. די ערשטע צייט שפּילו די ליבהאָבער ראָלן („אבשלום“, ""בר-כוכבאַ"" ""גדליהו"" אין „חורבן ירושלים"" א. ד. ג.)"	yes	high	gemini-3-flash-preview	2026-07-25T17:14:18+00:00	The host played Gedaliahu in Hurwitz's Churban Yerushalayim during his early career.
