File	"""action"""	context	Column 1	place	toKima	place clustered	dodgy reconciliation for place	initial reconciliation for place	province	province clustered	province Qid	country	country cluster	Country Qid
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_60_tr_1747746173	גראָדנע	גראָדנע	Hrodna	Q181376	Q181376				רוסיש-פּוילן	רוסיש-פּוילן	
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_62_tr_1747746110	באָפֿאַלע	באָפֿאַלע	Bison	Q18099		וואָלינער גוב.	וואָלינער גוב.				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_62_tr_1747746121	מאָקאָטאָוו	מאָקאָטאָוו	Mokotów	Q1634585		וואַרשע	וואַרשע				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_63_r_13	סימפּעראָפּאָל	סימפּעראָפּאָל	Simferopol	Q43421		קרים	cream tea	Q1139315			
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_63_tr_1747746207	לאָדזש	לאָדזש	Łódź	Q580	Q580				פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_64_tr_1747746195	לאָדזש	לאָדזש	Łódź	Q580	Q580				פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_65_tr_1747746178	טשערנאָוויץ	טשערנאָוויץ	Chernivtsi	Q157725	Q157725	בוקאָווינע	בוקאָווינע				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_65_tr_1747746191	לובלין	לובלין	Lublin	Q37333	Q37333				פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_65_tr_1747746187	וואַרשע	וואַרשע	Warsaw	Q270	Q270				פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_66_tr_1747746213	לאָדזש	לאָדזש	Łódź	Q580	Q580				פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_67_tr_1747746115	לעמבערג	לעמבערג	Lviv	Q36036	Q36036						
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_68_tr_1747746105	ווילנע	ווילנע	Vilnius	Q216	Q216	פּוילישליטע	פּויליש-ליטע				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_69_tr_1747746123	אַ דאַרף ביים טעך בערעזינאַ	אַ דאַרף ביים טעך בערעזינאַ	אַ דאַרף ביים טעך בערעזינאַ			נעבן מינסק	נעבן מינסק		ווייס-רוסלאַנד	Belarus	Q184
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_69_r_13	קעשענעוו	קעשענעוו	Chișinău	Q21197	Q21197	בעסאַראַביע	בעסאַראַביע				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_70_tr_1747746125	וולאַצלאַוועק	וולאַצלאַוועק	Włocławek	Q114591					פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_71_r_13	קיעוו	קיעוו	Kyiv	Q1899	Q1899				אוקראינע	Ukraine	Q212
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_71_r_6	כאַרקאָוו	כאַרקאָוו	Kharkiv	Q42308	Q42308				אוקראַינע	Ukraine	Q212
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_72_tr_1747746141	סינסינעטי	סינסינעטי	Cincinnati	Q43196	Q43196				אַמעריקע	United States	Q30
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_72_r_192	ניו-יאָרק	ניו-יאָרק	New York City	Q60	Q60						
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_73_tr_1747746199	פֿאַסטאָוו	פֿאַסטאָוו	Pastavy	Q539012		קיעווער גוב.	קיעווער גוב.		אוקראַינע	Ukraine	Q212
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_74_tr_1747746112	פינסק	פינסק	Pinsk	Q157720	Q204150	ווייס-רוסלאַנד	ווייסרוסלאַנד				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_76_tr_1747746207	ראַדזיין	ראַדזיין	Radzyń Podlaski	Q202591					פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_77_tr_1747746215	סמילאָוויטש	סמילאָוויטש	Smilavičy	Q278100					ווייס-רוסלאַנד	Belarus	Q184
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_78_tr_1747746117	וולאָצלאַוועק	וולאָצלאַוועק	Włocławek	Q114591					פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_78_tr_1747746119	יאָסי	יאָסי	Iași	Q46852	Q46852				רומעניע	Romania	Q218
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_81_r_1	אָדעס	אָדעס	Odesa	Q1874	Q1874				אוקראַינע	Ukraine	Q212
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_90_r_2	בראָדי	בראָדי	Brody	Q465104	Q465104	גאָליציע	גאָליציע				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_94_tr_1747746225	קאָלאָמיי	קאָלאָמיי	Kolomyia	Q52193	Q52193	גאַליציע	Galicia	Q180086			
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_95_tr_1747746124	ווילנע	ווילנע	Vilnius	Q216	Q216				פּויליש-ליטע	Polish–Lithuanian Commonwealth	Q172107
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_96_tr_1747746116	ווילנע	ווילנע	Vilnius	Q216	Q216	פּויליש-ליטע	פּויליש-ליטע				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_97_tr_1747746189	בריסק דליטע	בריסק דליטע	Brest	Q140147							
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_98_r	באַטאָשאַן	באַטאָשאַן	Botoșani	Q178855	Q178855				רומעניע	Romania	Q218
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_98_tr_1747746102	ווילנע	ווילנע	Vilnius	Q216	Q216	פּויליש-ליטע	פּויליש-ליטע				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_98_tr_1747746110	מינסק	מינסק	Minsk	Q2280	Q2280				וועסרוסלאַנד	ווענסרוסלאַנד	
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_99_tr_1747746187	נעבן קיעוו	נעבן קיעוו	נעבן קיעוו						אוקראינע	Ukraine	Q212
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_101_tr_1747825157	וואַרשע	וואַרשע	Warsaw	Q270	Q270				פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_102_tr_1747825165	ריגע	ריגע	Riga	Q1773	Q1773				לעטלאַנד	Latvia	Q211
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_102_tr_1747825160	וואַרשע	וואַרשע	Warsaw	Q270	Q270				פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_103_tr_1747825052	יאָסי	יאָסי	Iași	Q46852	Q46852				רומעניע	Romania	Q218
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_104_tr_1747825074	יאָסי	יאָסי	Iași	Q46852	Q46852				רומעניע	Romania	Q218
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_104_tr_1747825076	וואַרשע	וואַרשע	Warsaw	Q270	Q270				פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_104_tr_1747825067	וויטעבסק	וויטעבסק	Vitebsk	Q102217	Q102217	ווייס-רוסלאַנד	ווייסרוסלאַנד				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_105_tr_1747825152	לאָדזש	לאָדזש	Łódź	Q580	Q580				פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_105_tr_1747825151	יאָסי	יאָסי	Iași	Q46852	Q46852				רומעניע	Romania	Q218
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_106_tr_1747825134	באַקאָוו	באַקאָוו	Bąków	Q1022004					רומעניע	Romania	Q218
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_108_r	יאָס	יאָס	Iași	Q46852	Q46852				רומעניע	Romania	Q218
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_108_r_85	יאָסי	יאָסי	Iași	Q46852	Q46852				רומעניע	Romania	Q218
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_108_r_4	אַקערמאַן	אַקערמאַן	Bilhorod-Dnistrovskyi	Q672990		בעסאַראַביע	בעסאַראַביע				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_109_tr_1747825072	ראַדאָמיסל	ראַדאָמיסל	Radomyshl	Q1049284		קיעווער גוב.	קיעווער גוב.		אוקראינע	Ukraine	Q212
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_110_tr_1747825093	וואַרשע	וואַרשע	Warsaw	Q270	Q270				פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_110_tr_1747825087	גראָדנע	גראָדנע	Hrodna	Q181376	Q181376				רוסישפּוילן	רוסיש-פּוילן	
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_112_tr_1747825141	זגערזש	זגערזש	Zgierz	Q193264		ביי לאָדזש	ביי לאָדזש		פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_116_tr_1747825108	לאָדזש	לאָדזש	Łódź	Q580	Q580				פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_118_tr_1747825157	סלאַוואַטאַ	סלאַוואַטאַ	Slavuta	Q856018					אוקראינע	Ukraine	Q212
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_119_r_50	ראַדאָשיין	ראַדאָשיין	Radoszyna	Q5173615		מינסק-מאַזאָוויעצק	מינסק-מאַזאָוויעצק		פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_124_tr_1747825126	לעמבערג	לעמבערג	Lviv	Q36036	Q36036	מזרח-גאַליציע	מזרח-גאַליציע				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_124_tr_1747825116	וואַרשע	וואַרשע	Warsaw	Q270	Q270				פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_125_tr_1747825049	פינסק	פינסק	Pinsk	Q157720	Q204150				ווייסרוסלאַנד	Belarus	Q184
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_125_tr_1747825044	קרעמענעץ	קרעמענעץ	Kremenets	Q849116	Q849116	וואָלין	וואָלין				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_126_tr_1747825032	כערסאָן	כערסאָן	Kherson	Q156732	Q156732				אוקראַנע	Ukraine	Q212
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_131_r	לאָוויטש	לאָוויטש	Łowicz	Q244268		וואַרשעווער געגנט	וואַרשעווער געגנט		פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_132_tr_1747825065	בודאַפּעשט	בודאַפּעשט	Budapest Ghetto	Q2605415	Q1781				אונגאַרן	Hungary	Q28
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_133_tr_1747825075	ניישטאָט שירווינט	ניישטאָט שירווינט	Neustadt-Shirvindt	Q2553113		סווואָלקער געגנט	סווואָלקער געגנט		פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_134_tr_1747825144	ניישטאָט שערווינט	ניישטאָט שערווינט	Neustadt-Shirvindt	Q2553113		סווואָלקער געגנט	סווואָלקער געגנט		פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_140_tr_1747825131	מאָזעסווייל	מאָזעסווייל	Moisés Ville	Q2916085					אַרגענטינע	Argentina	Q414
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_140_tr_1747825133	באָבאָוו	באָבאָוו	Bobowa	Q2341034		גאַליציע	Galicia	Q180086			
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_141_tr_1747825143	וואַרשע	וואַרשע	Warsaw	Q270	Q270						
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_142_tr_1747825183	וואַרשע	וואַרשע	Warsaw	Q270	Q270						
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_142_tr_1747825180	לאָדזש	לאָדזש	Łódź	Q580	Q580				פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_144_tr_1747825158	קאַידאַנאָוו	קאַידאַנאָוו	Dzyarzhynsk	Q200891		מינסקער גוב.	מינסקער גוב.		ווייס-רוסלאַנד	Belarus	Q184
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_144_tr_1747825163	בראַאילאַ	בראַאילאַ	Brăila	Q20765					רומעניע	Romania	Q218
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_147_tr_1747825115	בעלץ	בעלץ	Bălți	Q37801	Q37801	בעסאַראַביע	בעסאַראַביע				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_149_tr_1747825121	רומעניע	רומעניע	Vișeu de Sus	Q596609					רומעניע	Romania	Q218
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_149_tr_1747825109	קעשענעוו	קעשענעוו	Chișinău	Q21197	Q21197	בעסאַראַביע	בעסאַראַביע				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_150_tr_1747825137	דיניוויץ	דיניוויץ	דיניוויץ			פּאָדאָליע	פּאָדאָליע				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_150_tr_1747825139	יאָסי	יאָסי	Iași	Q46852	Q46852				רומעניע	Romania	Q218
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_152_tr_1747825185	וואַרשע	וואַרשע	Warsaw	Q270	Q270				פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_153_tr_1747825076	אַלט-קאָנסטאַנטין	אַלט-קאָנסטאַנטין	Starokostiantyniv	Q997429		וואָלין	וואָלין				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_155_tr_1747825066	בראָד	בראָד	Brody	Q465104	Q465104	גאַליציע	Galicia	Q180086			
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_156_tr_1747825108	ליטע	ליטע	Alytus	Q450625						ליטע	
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_156_tr_1747825094	יאָסי	יאָסי	Iași	Q46852	Q46852				רומעניע	Romania	Q218
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_156_tr_1747825099	ראַוואַ-רוסקאַ	ראַוואַ-רוסקאַ	Rava-Ruska	Q1048138		גאַליציע	Galicia	Q180086			
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_157_tr_1747825067	ראָסיין	ראָסיין	Raseiniai	Q658562		קאָוונער גוב.	קאָוונער גוב.		ליטע	Lithuania	Q37
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_158_tr_1747825103	פינסק	פינסק	Pinsk	Q157720	Q204150	ווייס-רוסלאַנד	ווייסרוסלאַנד				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_159_tr_1747825090	ליובאַן	ליובאַן	Lyuban	Q200991		מינסקער גוב.	מינסקער גוב.		ווייס-רוסלאַנד	Belarus	Q184
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_160_tr_1747825040	בוקאַרעשט	בוקאַרעשט	Bucharest	Q19660	Q19660				רומעניע	Romania	Q218
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_162_tr_1747825124	פּיעטריקאָוו	פּיעטריקאָוו	Piotrków Trybunalski	Q158004	Q158004				פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_162_tr_1747825129	לעמבערג	לעמבערג	Lviv	Q36036	Q36036						
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_163_tr_1747825045	וואַרשע	וואַרשע	Warsaw	Q270	Q270				פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_165_tr_1747825090	ליובאָר	ליובאָר	Liubar	Q2652151		וואָלין	וואָלין				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_169_tr_1747825080	דאַרף נעביריווקע	דאַרף נעביריווקע	דאַרף נעביריווקע			וואָלין	וואָלין		נעבן זשיטאָמיר	נעבן זשיטאָמיר	
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_170_tr_1747825074	מינסק	מינסק	Minsk	Q2280	Q2280	ווייס-רוסלאַנד	ווייסרוסלאַנד				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_171_tr_1747825164	אָראַן	אָראַן	Varėna	Q835843		ווילנער געגנט	ווילנער געגנט		פּויליש-ליטע	Polish–Lithuanian Commonwealth	Q172107
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_171_tr_1747825169	סווואַלק	סווואַלק	Suwałki	Q236083					פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_171_tr_1747825166	וואַרשע	וואַרשע	Warsaw	Q270	Q270				פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_172_tr_1747825165	קאָניעוו	קאָניעוו	Koniukhy	Q4232062		קיעווער גוב.	קיעווער גוב.		אוקראַינע	Ukraine	Q212
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_173_tr_1747825113	קעשענעוו	קעשענעוו	Chișinău	Q21197	Q21197	בעסאַראביע	בעסאַראַביע				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_174_tr_1747825082	וואַרשע	וואַרשע	Warsaw	Q270	Q270				פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_174_tr_1747825098	לאָדזש	לאָדזש	Łódź	Q580	Q580				פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_176_tr_1747825145	סמאַרגאָן	סמאַרגאָן	Smarhon	Q958617		ביי ווילנע	ביי ווילנע		פּויליש-ליטע	Polish–Lithuanian Commonwealth	Q172107
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_177_tr_1747825182	ברוסילאָוו	ברוסילאָוו	Brusyliv	Q869831					אוקראַינע	Ukraine	Q212
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_178_tr_1747825088	שפּאָלע	שפּאָלע	Shpola	Q869877					אוקראַינע	Ukraine	Q212
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_178_tr_1747825078	מינסק	מינסק	Minsk	Q2280	Q2280				ווייסרוסלאַנד	Belarus	Q184
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_180_tr_1747825079	יאָסי	יאָסי	Iași	Q46852	Q46852				רומעניע	Romania	Q218
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_181_tr_1747825077	ווילנע	ווילנע	Vilnius	Q216	Q216	פּויליש-ליטע	פּויליש-ליטע				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_181_tr_1747825054	בריסק ליטאָווסק	בריסק ליטאָווסק	Brest	Q12193							
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_182_tr_1747825093	באָסטאָן	באָסטאָן	Boston	Q100	Q100				אַמעריקע	United States	Q30
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_183_tr_1747825124	לאָדזש	לאָדזש	Łódź	Q580	Q580				פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_185_tr_1747825159	בריסק דליטע	בריסק דליטע	Brest	Q140147							
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_186_tr_1747825065	לעמבערג	לעמבערג	Lviv	Q36036	Q36036	גאַליציע	Galicia	Q180086			
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_187_tr_1747825092	טראָיאנעץ	טראָיאנעץ	Trostianets	Q606706		וואָלין	וואָלין				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_190_tr_1747825169	בוטען	בוטען	Buteni	Q852398		גראָדנער גוב.	גראָדנער גוב.		פּויליש-ליטע	Polish–Lithuanian Commonwealth	Q172107
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_193_tr_1747825032	סאַדיגוראַ	סאַדיגוראַ	Sadhora	Q2005381		בוקאָווינע	בוקאָווינע				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_196_tr_1747825036	בענדער	בענדער	Bender	Q193697		בעסאַראַביע	בעסאַראַביע				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_196_tr_1747825052	ווילנע	ווילנע	Vilnius	Q216	Q216	פּויליש ליטע	פּויליש-ליטע				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_199_tr_1747825102	זאַוואָליע	זאַוואָליע	Завалье	Q21336249					פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_202_tr_1747928985	אָניקשט	אָניקשט	Anykščiai	Q505416					ליטע	Lithuania	Q37
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_203_tr_1747929008	ליפּנע	ליפּנע	Lipne	Q1016680					פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_210_tr_1747928994	וואָליאַ	וואָליאַ	Wola	Q1020136		ביי וואַרשע	ביי וואַרשע		פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_224_tr_1747929007	בעלסק	בעלסק	Bieĺsk	Q816185		ביי ביאָליסטאָק	ביי ביאַליסטאָק				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_226_tr_1747928986	גאָרוד	גאָרוד	Horado	Q11555839					ליטע	Lithuania	Q37
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_226_tr_1747928999	ווילנע	ווילנע	Vilnius	Q216	Q216	פּויליש-ליטע	פּויליש-ליטע				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_237_tr_1747928923	כערסאָן	כערסאָן	Kherson	Q156732	Q156732				אוקראינע	Ukraine	Q212
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_241_tr_1747928957	וואַרשע	וואַרשע	Warsaw	Q270	Q270				פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_244_tr_1747928999	אָדעס	אָדעס	Odesa	Q1874	Q1874				אוקראינע	Ukraine	Q212
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_244_tr_1747929009	מינסק	מינסק	Minsk	Q2280	Q2280	ווייס-רוסלאַנד	ווייסרוסלאַנד				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_245_tr_1747928875	זאַלודאָוואַ	זאַלודאָוואַ	Zabłudów	Q213142		ביי ביאַליסטאָק	ביי ביאַליסטאָק		רוסיש-פּוילן	רוסיש-פּוילן	
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_245_tr_1747928885	ניו יאָרק	ניו יאָרק	New York City	Q60	Q60				אַמעריקע	United States	Q30
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_246_tr_1747928955	מינסק	מינסק	Minsk	Q2280	Q2280						
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_246_r	אָדעס	אָדעס	Odesa	Q1874	Q1874				אוקראינע	Ukraine	Q212
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_247_tr_1747928913	קיעוו	קיעוו	Kyiv	Q1899	Q1899				אוקראינע	Ukraine	Q212
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_248_tr_1747928920	אַ שטעטל	אַ שטעטל	Kiryas Joel	Q913420					ליטע	Lithuania	Q37
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_249_tr_1747928987	לאָנדאָן	לאָנדאָן	London	Q84	Q84	אָנטאַריע	אָנטאַריע		קאָנאַדע	Canada	Q16
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_251_tr_1747928968	וואָדזיסלאָוו	וואָדזיסלאָוו	Gmina Wodzisław	Q553760		קעלצער גוב.	קעלצער גוב.		פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_252_tr_1747928995	טשעכאַנאָוויצע	טשעכאַנאָוויצע	Ciechanowice	Q1882547		גאָליציע	גאָליציע				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_253_tr_1747928926	מינסק	מינסק	Minsk	Q2280	Q2280	ווייסרוסלאַנד	ווייסרוסלאַנד				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_254_tr_1747928885	ווילנע	ווילנע	Vilnius	Q216	Q216	פּויליש-ליטע	פּויליש-ליטע				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_255_tr_1747928944	אָדעס	אָדעס	Odesa	Q1874	Q1874				אוקראַינע	Ukraine	Q212
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_259_tr_1747928894	אָדעס	אָדעס	Odesa	Q1874	Q1874						
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_260_tr_1747928893	רזשיטשעוו	רזשיטשעוו	Rzhyshchiv	Q4394270		קיעווער גוב.	קיעווער גוב.		אוקראינע	Ukraine	Q212
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_263_tr_1747928942	פֿאָקשאַניי	פֿאָקשאַניי	Focșani	Q192265					רומעניע	Romania	Q218
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_264_tr_1747928896	ניי-קאָנסטאַנטין	ניי-קאָנסטאַנטין	Starokostiantyniv	Q997429		פּאָדאָליער געגנט	פּאָדאָליער געגנט		אוקראינע	Ukraine	Q212
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_265_tr_1747928990	לעמבערג	לעמבערג	Lviv	Q36036	Q36036	גאַליציע	Galicia	Q180086			
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_265_r	וואַרשע	וואַרשע	Warsaw	Q270	Q270				פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_266_tr_1747929004	זופּראַן	זופּראַן	Župrany	Q3545343		אָשמיאַנער קרייז, ווילנער גוב.	אָשמיאַנער קרייז, ווילנער גוב.				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_268_tr_1747928948	טאָרנאָפּאָל	טאָרנאָפּאָל	Ternopil	Q156743	Q156743	מזרח-גאַליציע	מזרח-גאַליציע				
Zylbercweig-Extraction2026-02-05 (6).tsv		birth	6-facs_269_tr_1747928912	יידישער קאָלאָניע	יידישער קאָלאָניע	יידישער קאָלאָניע			יעקאַטערינאָסלאַווער גובערניע	יעקאַטערינאָסלאַווער גובערניע		אוקראַניע	Ukraine	Q212
