event_id	event_type	play_id	venue_id	org_id	place_id	date_start	date_end	date_precision	production_key	provenance_person_id	provenance_fact_ids	evidence_sentence	extraction_model	confidence	review_status
event:EV-0540	production	play:NEW-0015		org_cluster:ORG-C02322	place:Q37836			none	11c87576db	P-4-facs_659_tr_1755030151	P-4-facs_659_tr_1755030151:1#2	אַזוי איז לערנער אויפֿגעטראָטן אין „שמאַטעס“ פֿון ה. לייוויק, „גאָט, מענטש און טייוול“ פֿון יעקב גאָרדין, „זאַמד פֿון נגב“ פֿון גאָל מאָסענזאָן, „קידוש השם“ פֿון שלום אַש	gemini-3-flash-preview	high	auto
event:EV-0541	production	play:NEW-0015		org:1110	place:Q60			none	8b797b7fd8	P-4-facs_669_tr_1755030280	P-4-facs_669_tr_1755030280:1#2|P-4-facs_669_tr_1755030280:1#3	"צו דער אויפֿפֿירונג פון „קידוש השם"" אין יידישן קונסט-טעאַטער, איז ראָטפּוירל צוזאַמען מיט זיין קוואַרטעט אַנגאַזשירט געוואָרן פֿון מאָריס שוואַרצן אויסצוטרעטן באַקליידט און גרימירט ווי 'חיים מאָטלס קאַפּעליע"""	gemini-3-flash-preview	high	auto
event:EV-0542	production	play:PL-0188				1887		year	bb6e81554f	P-4-facs_70_r	P-4-facs_70_r:1#1	"אין 1887 האָט זיך פ. באַטייליקט אין דער ראָל פון „שמש"" אין „פּראָפ"". האָראָוויצעס „טיסאַ עסלער“"	gemini-3-flash-preview	high	auto
event:EV-0543	production	play:PL-0052		org:UO-0032	place:Q270	1908		circa	4cdbce73b3	P-4-facs_80_tr_1753938276	P-4-facs_80_tr_1753938276:1#2	פֿירט דאָרט אויף לאַטיינערס „דאָס יידישע האַרץ, וואו ער שפּילט 93 מאָל די פּיעסע ביי אויספֿאַרקויפטע הייזער	gemini-3-flash-preview	high	auto
event:EV-0544	production	play:PL-0009	org:125		place:Q60	1889		year	d503051aea	P-4-facs_82_tr_1753938284	P-4-facs_82_tr_1753938284:1#2	"האָט ר. אין 1889, בעת אַ סכסוך אין רומעניע אָפּערע הויז אין ניו יאָרק, געשפּילט טעאַטער די ראָל פון „דב"" אין שמירס פּיעסע „רבקה, אָדער, אַ פֿונק פֿון יידישקייט"""	gemini-3-flash-preview	high	auto
event:EV-0545	production	play:PL-0050				1892		year	52a1f3e50a	P-4-facs_82_tr_1753938284	P-4-facs_82_tr_1753938284:1#4	"און עס אין „דאָס פּינטעלע ייד"" אַריינגענומען אין זיין פּיעסע „גלות רוסלאַנד“"	gemini-3-flash-preview	medium	auto
event:EV-0546	production	play:PL-0053			place:Q60	1890		year	59694d90ba	P-4-facs_87_tr_1753938277	P-4-facs_87_tr_1753938277:1#2	"אין 1890 זיינען אין ניו יאָרק אויפֿגעפֿירט געוואָרן זיינע פּיעסן „דאָס לעבן אין ניו יאָרק, אָדער, 2 קעץ אין איין זאַק"""	gemini-3-flash-preview	high	auto
event:EV-0547	production	play:PL-0217			place:Q60			none	b38c808051	P-4-facs_88_tr_1753938255	P-4-facs_88_tr_1753938255:1#1	שענקמאַנס ראָלע אין דער „מוטער ליבע“	gemini-3-flash-preview	high	auto
event:EV-0548	production	play:PL-0075				1902		year	1d38939fba	P-4-facs_92_r_1	P-4-facs_92_r_1:1#3	"אין 1902 האָט ק. געשפּילט אין שמירס „גאָלדענע מדינה"""	gemini-3-flash-preview	high	auto
event:EV-0549	production	play:PL-0190	venue:UV-0051		place:Q270			none	01b7ba94ac	P-5-facs_136_tr_1733832804	P-5-facs_136_tr_1733832804:1#2	"מיין ערשטע פאָרשטעלונג איז געווען אַ טריומף פֿאַר מיר. מען האָט געשפּילט ""יהודה און ישראל"""	gemini-3-flash-preview	high	auto
event:EV-0550	production	play:NEW-0010			place:Q270	1924		year	88b20b04fb	P-5-facs_148_tr_1733832676	P-5-facs_148_tr_1733832676:1#4	"אין 1924 האָט ער דיריגירט דוד הערמאַנס אויפֿפֿירונג פֿון משה בראָדערזאָנס אָפּערע „דוד און בת שבע"""	gemini-3-flash-preview	high	auto
event:EV-0551	production	play:PL-0249	venue:UV-0052		place:Q80021	1888	1903	none	94e173a5ef	P-5-facs_152_tr_1735651764	P-5-facs_152_tr_1735651764:1#1	"פלעגט ער, אין דער פרייער צייט, שפּילן אין פּריוואַטע וווינונגען מיט קינדער „קאַפּיטאַן דרייפוס"""	gemini-3-flash-preview	medium	auto
event:EV-0552	production	play:NEW-0073	org_cluster:ORG-C01284		place:Q270		1939	none	bbe95465ab	P-5-facs_240_tr_1739222483	P-5-facs_240_tr_1739222483:1#1|P-5-facs_240_tr_1739222483:1#2	"מ. האָט געשפּילט מיט זיגמונט טורקאָוו אין וואַרשעווער „נאַוואַשטשי""-טעאַטער אין „מחותנים"""	gemini-3-flash-preview	high	auto
event:EV-0553	production	play:PL-0052	org:128		place:Q60	1929		year	075be547ff	P-5-facs_24_r_159	P-5-facs_24_r_159:1#1|P-5-facs_24_tr_1729945242:1#2	האַרבסט 1929 אויפֿגעטראָטן איין מאָל אין „סעקאנד עוועניו טעאַטער“ אין לאַטיינערס 'דאָס יידישע האַרץ‟	gemini-3-flash-preview	high	auto
event:EV-0554	production	play:PL-0068	org_cluster:ORG-C02650_Q01			1918		year	009ba8d2d8	P-5-facs_255_tr_1739220788	P-5-facs_255_tr_1739220788:1#2	פֿון דאָרט איז ער אין 1918 אַריבער אין „ווענוס', וואו ער האָט געשפּילט דוד בן ישי אין דער אָפּערעטע 'דוד אין דער ווייסטע'	gemini-3-flash-preview	high	auto
event:EV-0555	production	play:NEW-0005	org_cluster:ORG-C00440		place:Q270			none	3bb2de6fe6	P-5-facs_307_r	P-5-facs_307_r:1#2	"אַמאָל נאָך אַ רעפּעטיציע פֿון שבתי צבי"", אין וועלכער קלאַראַ האָט רעפּעטירט אַן עפּיזאָד"	gemini-3-flash-preview	high	auto
event:EV-0556	production	play:NEW-0015		org_cluster:ORG-C02163	place:Q1773			none	b797ae37c0	P-5-facs_326_tr_1739221462	P-5-facs_326_tr_1739221462:1#7|P-6-facs_226_tr_1747928999:1#2	וו. האט אויך געמאלן די דעקאראציעס צו ווייכערטס אויפפירונג פון „קידוש השם“ אין ריגער יידישן געזעלשאפטלעכן טעאטער	gemini-3-flash-preview	medium	auto
event:EV-0557	production	play:PL-0133			place:Q580			none	ba22aa7294	P-5-facs_332_tr_1739221443	P-5-facs_332_tr_1739221443:1#2|P-5-facs_332_tr_1739221443:1#3	"זיי האָט געצייכנט דעקאָראַציעס צו אַן אויפֿפֿירונג פֿון אַן אַקט פון קדושים באנד אַנסקיס „דיבוק"""	gemini-3-flash-preview	high	auto
event:EV-0558	production	play:PL-0133		org:485		1920	1921	year	46c1436d78	P-5-facs_353_r	P-5-facs_353_r:1#2|P-5-facs_353_r:1#3	"אין 1920-1 זיך באַטייליקט אין דוד הערמאַנס אויפֿפֿירונג פֿון אַנסקיס „דיבוק"" מיט קאָמפּאַנעעצס טרופּע"	gemini-3-flash-preview	high	auto
event:EV-0559	production	play:PL-0116		org:515	place:Q1899			none	750b3b29fc	P-5-facs_368_r_2	P-5-facs_368_r_2:1#2	רעזשיסער פֿון קיעווער יידישן מלוכה-טעאַטער, וואו ער האָט אויפֿגעפֿירט אייזיק הובערמאַנס פּיעסע „אַ גאַסט פון יענער וועלט“	gemini-3-flash-preview	high	auto
event:EV-0560	production	play:NEW-0026	org_cluster:ORG-C04687		place:Q60	1914-02-06		day	bd8fc0f530	P-5-facs_373_r	P-5-facs_373_r:1#2	"דעם 6 פעברואַר 1914 זיין הייסטאָריש-ראָמאַנטישע דראַמע „דער לעצטער משיח“ (מיט דוד קעסלער אַלס ""שבתאי צבי"")"	gemini-3-flash-preview	medium	auto
event:EV-0561	production	play:NEW-0026		org:540				none	08f2b1c2f8	P-5-facs_422_r_2	P-5-facs_422_r_2:1#2	"אין זשולאַווסקיס ""שבתאי צבי"" נתן הנביאַ"	gemini-3-flash-preview	high	auto
event:EV-0562	production	play:NEW-0015		org_cluster:ORG-C00860	place:UPL-0024			none	30d835d058	P-5-facs_423_tr_1739222033	P-5-facs_423_tr_1739222033:1#2	"מ. מאַזאַ'ה און לייגט מיר פֿאַר גלייך — ווי זיין שטייגער איז — כ'זאָל אויפֿפֿירן „קידוש השם"" ביי די „ווילנער"""	gemini-3-flash-preview	high	auto
event:EV-0563	production	play:NEW-0015		org_cluster:ORG-C00860	place:Q270			none	a5dc21eede	P-5-facs_423_tr_1739222033	P-5-facs_423_tr_1739222033:1#3	"כ'זאָל אויפֿפֿירן „קידוש השם"" ביי די „ווילנער"""	gemini-3-flash-preview	high	auto
event:EV-0564	production	play:NEW-0024		org_cluster:ORG-C00860	place:Q270			none	ed7ed8d002	P-5-facs_423_tr_1739222033	P-5-facs_423_tr_1739222033:1#4	"צוליב די רעפּעטיציעס צו קדוש השם""? — אויך צוליב דעם. מיר ווילן נישט בלייבן פאַרשפּאָרט אין דער פּראָווינץ. מיר ווילן שפּילן אין וואַרשע, מוזן מיר האָבן נייעם רעפּערטואָר. — פאַר וואַרשע איז אייער אַנסאַמבל צו שוואָך, אָגב, האַלט ער זיך אין קרישלען „קדוש השם"" איז אַ פּיעסע פֿאַר אַקטיאָרן. — איר וועט האָבן אַלע אַקטיאָרן וועלכע איר וועט וועלן. — ווייסט איר מיט וואָסערע הוצאות די אויפֿפֿירונג איז פאַרבונדן [דער מאָלער] וויינטרויב האָט אויסגערעכנט"	gemini-3-flash-preview	high	auto
event:EV-0565	production	play:PL-0045		org:551				none	66ad96714b	P-5-facs_423_tr_1739222033	P-5-facs_423_tr_1739222033:1#5	ער גיט איבער די ראָל פון דער רביצין צו בת שבע קרעמער, וועלכע שפּילט לויט ווייכערטס טעקסט	gemini-3-flash-preview	low	auto
event:EV-0566	production	play:PL-0133		org:551				none	e4553c112c	P-5-facs_423_tr_1739222033	P-5-facs_423_tr_1739222033:1#6|P-6-facs_226_tr_1747928999:1#6	מאַזאָ קריגט זיך מיט די בינע-אַרבעטער און שרייט, ער וועט שפּאַלטן קעפּ	gemini-3-flash-preview	high	auto
event:EV-0567	production	play:NEW-0005		org:UO-0034	place:Q46852	1900		circa	8d6ab02c2a	P-5-facs_430_r	P-5-facs_430_r:1#1	"בערך 1900 טרעט ער אַליין אויף אַלס ליבהאָבער אין יאָוועלירס טרופּע אין פּראָפּ. הורוויצס פּיעסע „שבתי צבי"""	gemini-3-flash-preview	high	auto
event:EV-0568	production	play:PL-0144		org:UO-0035				none	2d0df2f286	P-5-facs_442_tr_1739222523	P-5-facs_442_tr_1739222523:1#1|P-5-facs_442_tr_1739222523:1#2|P-5-facs_442_tr_1739222523:1#3	"טרעט ער אַריין, פּראָפעסיאנעל, אין דער טרופּע, וואָס די אַקטעריסע אַנטאָווילסקאַ מיט איר מאַן בורדאַ שטעלן צונויף, און דאָרט דעביוטירט ער אַלס ""ביינישל אין „דער ישיבה בחור"""	gemini-3-flash-preview	high	auto
event:EV-0569	production	play:PL-0247	venue:UV-0053	org_cluster:ORG-C03223	place:Q270	1940	1943	circa	549942f7ca	P-5-facs_509_tr_1739221079	P-5-facs_509_tr_1739221079:1#4	"על נהרות בבל"" האָט קאַצענעלסאָן געלייענט אין אַ פּריוואַטער וווינונג, אויף נאַלעווקי 33. דער אָוונט איז איינגעאָרדנט געוואָרן לויט מיין איניציאָטיוו דורך דער יוגנט-אָרגאַניזאַציע „גורדוניה"""	gemini-3-flash-preview	high	auto
event:EV-0570	production	play:NEW-0015	org_cluster:ORG-C06470	org:929	place:Q37333	1928-09-17		day	889c8e5ada	P-5-facs_52_tr_1733050567	P-5-facs_52_tr_1733050567:1#2	דעם 17 סעפּטעמבער 1928 איז אין לובלינער 'פּאַנטעאָן'-טעאָטער אויפֿגעפֿירט געוואָרן דורך בעטי קעניגס טרופּע וו.'ס פּיעסע 'קידוש השם'	gemini-3-flash-preview	medium	auto
event:EV-0571	production	play:PL-0147	venue:UV-0054					none	5c389bd800	P-5-facs_538_tr_1739221977	P-5-facs_538_tr_1739221977:1#3	די קינדער-פּיעסן זיינען אויפֿגעפֿירט געוואָרן אויף יידישע שול-פֿאָרשטעלונגען.	gemini-3-flash-preview	high	auto
event:EV-0572	production	play:PL-0270	org_cluster:ORG-C03662		place:Q270	1887		circa	8754ba6df6	P-5-facs_561_tr_1739222221	P-5-facs_561_tr_1739222221:1#1	'אָשמאי' אין 'שלמה המלך'	gemini-3-flash-preview	high	auto
event:EV-0573	production	play:PL-0035	org:161	org:485	place:Q270	1905		year	2a6b871695	P-5-facs_561_tr_1739222221	P-5-facs_561_tr_1739222221:1#2	"""שלמן"" אין ""פּרינץ בן הדור"""	gemini-3-flash-preview	high	auto
event:EV-0574	production	play:PL-0244	org:237		place:Q270	1908		year	574e123b11	P-5-facs_561_tr_1739222221	P-5-facs_561_tr_1739222221:1#3	"צוויי תנאים"" אַלס „פילדיש"	gemini-3-flash-preview	high	auto
event:EV-0575	production	play:PL-0074	org:237		place:Q270	1908		year	a56078c3b8	P-5-facs_561_tr_1739222221	P-5-facs_561_tr_1739222221:1#4	"אין „די גאָלדענע חתונה"" — ""נחום געענדזעלע"""	gemini-3-flash-preview	high	auto
event:EV-0576	production	play:NEW-0032	org:400	org:UO-0038	place:Q1899	1917		year	4e9877e6bd	P-5-facs_561_tr_1739222221	P-5-facs_561_tr_1739222221:1#7	"דער רעפּערטואָר איז באַשטאַנען פֿון ''אַלמאָ, וואו וווינסטו?"" „חנהטשע אין אַמעריקע, „זיין ווייבס מאַן, „דזשעקעלע בלאַפער, „די אַמעריקאַנערין"""	gemini-3-flash-preview	medium	auto
event:EV-0577	production	play:NEW-0022				1921		year	e856f765b5	P-5-facs_569_tr_1739221277	P-5-facs_569_tr_1739221277:1#2	"אין 1921 זיך מיטבאַטייליקט אין יאָנאַס טורקאָווס אויפֿפֿירונג פֿון „דבוק"""	gemini-3-flash-preview	medium	auto
event:EV-0578	production	play:NEW-0022			place:Q1792	1933	1934	year	badca84edc	P-5-facs_588_tr_1739222289	P-5-facs_588_tr_1739222289:1#2|P-5-facs_588_tr_1739222289:1#3	"איז אין 1933-34 געקומען רודאָלף זאַסלאָווסקי און, צוזאַמען מיט זיין ברודער נ. און זיין פרוי, געשאַפן אַ יידיש טעאַטער, וואָס האָט אין די ווינטער-חדשים געשפּילט אייניקע מאָל אַ וואָך. ... דער רעפּערטואַר איז באַשטאַנען פֿון „דבוק"""	gemini-3-flash-preview	high	auto
event:EV-0579	production	play:NEW-0008			place:Q1792	1933	1934	year	e647afd10d	P-5-facs_588_tr_1739222289	P-5-facs_588_tr_1739222289:1#4|P-5-facs_588_tr_1739222289:1#5	"איז אין 1933-34 געקומען רודאָלף זאַסלאָווסקי און, צוזאַמען מיט זיין ברודער נ. און זיין פרוי, געשאַפן אַ יידיש טעאַטער, וואָס האָט אין די ווינטער-חדשים געשפּילט אייניקע מאָל אַ וואָך. ... דער רעפּערטואַר איז באַשטאַנען פֿון „דבוק"", ""גרינע פעלדער“"	gemini-3-flash-preview	high	auto
event:EV-0580	production	play:NEW-0024				1926		circa	20b61dfd98	P-5-facs_604_tr_1739220749	P-5-facs_604_tr_1739220749:1#2	"אָבער צו 6 יאָר, האָט זי שוין טאַקע גענומען שפּילן קינדער-ראָלן: „שלמהלע"" אי פּרצס ""שוועסטער“, אין שלום אָש„קדוש השם“"	gemini-3-flash-preview	high	auto
event:EV-0581	production	play:NEW-0024		org_cluster:ORG-C02322	place:Q37836	1935		year	b49cd6d4ab	P-5-facs_607_tr_1739222282	P-5-facs_607_tr_1739222282:1#2	"„פריווע"" אין אַשס „קדוש השם“"	gemini-3-flash-preview	high	auto
event:EV-0582	production	play:NEW-0012				1916	1918	year	a64a3550d4	P-5-facs_70_tr_1733059368	P-5-facs_70_tr_1733059368:1#1	"אַרומגעוואַנדערט איבער דער פּוילישער פּראָווינץ וואו ער שפּילט הויפּט-ראָלן, ווי ""ישיבה בחור“"	gemini-3-flash-preview	medium	auto
event:EV-0583	production	play:PL-0075	org_cluster:ORG-C06151		place:Q1297			none	a9f9719f99	P-6-facs_103_tr_1747825052	P-6-facs_103_tr_1747825052:1#1	"טרעט ר. אויף אין שיקאַגאָ ביי גליקמאַן אַלס קאָמיקער אין „די גאָלדענע מדינה"""	gemini-3-flash-preview	high	auto
event:EV-0584	production	play:NEW-0097		org:506	place:UPL-0026	1933		year	2d44919a9f	P-6-facs_105_tr_1747825152	P-6-facs_105_tr_1747825152:1#3	"""בת שבע"" אין שלום-עליכמס „גאָלדגרעבער“ (רעזשי — אַברהם אייזענבערג)"	gemini-3-flash-preview	high	auto
event:EV-0585	production	play:PL-0188	venue:UV-0002		place:Q46852			none	c869adb283	P-6-facs_108_r_85	P-6-facs_108_r_85:1#1	"דעביוטירט אַלס „מאָריס שאַרף"" אין „טיסאַ עסלער"" אין „פּאָמול ווערדי"""	gemini-3-flash-preview	high	auto
event:EV-0586	production	play:PL-0244	org:237					none	8c5921876d	P-6-facs_11_tr_1747745181	P-6-facs_11_tr_1747745181:1#1	שפּעטער אין עליזעום טעאַטער, ווי ער איז אַרויסגעטראָטן אין כל נדרי, שמשון הגבור, בר כוכבאַ, יעקב און געשין, צוויי תנאים	gemini-3-flash-preview	high	auto
event:EV-0587	production	play:PL-0249			place:Q1489			none	b3a1869450	P-6-facs_140_tr_1747825131	P-6-facs_140_tr_1747825131:1#1	"פֿאָרט גאַסטראָלירן קיין מעקסיקע, ווי ער טרעט אויף אין „קאַפּיטאָן דרייפוס"""	gemini-3-flash-preview	high	auto
event:EV-0588	production	play:PL-0133		org:1110		1924	1925	year	5daafb9bc1	P-6-facs_144_tr_1747825163	P-6-facs_144_tr_1747825163:1#1	"צום סעזאָן 1924-25 האָט מאָריס שוואַרץ, נאָכן טורניי מיט זיין טרופּע איבער לאָנדאָן, פאַריז און ווין, זי געבראַכט אין אַמעריקע ווי זי איז אויפֿגעטראָטן אין ""יידישן קונסט-טעאַטער“ אַלס „לאה"" אין דער באַנייטער אויפֿפֿירונג פֿון אַנ-סקיס „דער דיבוק"""	gemini-3-flash-preview	high	auto
event:EV-0589	production	play:PL-0133		org:713		1924-09		month	320fbd64cf	P-6-facs_144_tr_1747825163	P-6-facs_144_tr_1747825163:1#3	"דער טעאַטער-סעזאָן האָט זיך אין דעם טעאַטער [יידיש קונסטטעאַטער] אָנגעהויבן אָנהייב סעפּטעמבער מיט ש. אַנסקיס „דער דבוק"". אַ סיורפּרייז פאַר דעם עולם איז געווען די באַוויסטע יידיש-דייטשע אַרטיסטין לאה ראָזען, וואָס איז אויפגעטראָטן אין דער ראָל פון „לאַה"""	gemini-3-flash-preview	high	auto
event:EV-0590	production	play:PL-0133		org:1110	place:Q60	1924		year	e57e0168ab	P-6-facs_144_tr_1747825163	P-6-facs_144_tr_1747825163:1#4|P-6-facs_144_tr_1747825163:1#5	"איך וועל אָנהייבן דעם סעזאָן אין ניו יאָרק מיט דעם „דיבוק"" מיט לאה ראָזען אַלס „לאַה"""	gemini-3-flash-preview	medium	auto
event:EV-0591	production	play:PL-0133		org_cluster:ORG-C05825				none	ba5d8f423e	P-6-facs_144_tr_1747825163	P-6-facs_144_tr_1747825163:1#6	"איך האָב בייגעוווינט די פאַרשטעלונג פֿון אַנסקיס „דיבוק"" אין שוואַרצס קונסט טעאַטער מיט לאה ראָזען אין דער ראָלע פֿון דער אומגליקלעכער כלה"	gemini-3-flash-preview	medium	auto
event:EV-0592	production	play:PL-0188			place:Q46852			none	d91e862366	P-6-facs_150_tr_1747825139	P-6-facs_150_tr_1747825139:1#1	"דאָ אין יאָסי האָט מען זיך צו מיר גענומען, מען האָט מיך געלערנט אַ ראָלע ""מאָריץ שאַרף"" אין ""טיסאַ עסלער"""	gemini-3-flash-preview	high	auto
event:EV-0593	production	play:PL-0183			place:Q157725			none	f990625de8	P-6-facs_150_tr_1747825139	P-6-facs_150_tr_1747825139:1#4	"פֿאָרט קיין טשערנאָוויץ, ווי ער טרעט אויף אַלס ליבהאָבער אין דער פּיעסע „חיים אין אַמעריקע"""	gemini-3-flash-preview	high	auto
event:EV-0594	production	play:PL-0106	org_cluster:ORG-C01278_Q01		place:Q84			none	c27cb2f57f	P-6-facs_166_tr_1747825168	P-6-facs_166_tr_1747825168:1#1	"דערנאָך האָט גאַסטראָלירט דיינע פֿיינמאַן מיט אַלעקסאַנדער דיומאַס „קאַמעליען דאָמע"""	gemini-3-flash-preview	medium	auto
event:EV-0595	production	play:PL-0082				1908		circa	afb3d006d8	P-6-facs_170_tr_1747825074	P-6-facs_170_tr_1747825074:1#3	"דערנאָך צו די פּיעסן „יאַנקל דער שמיד“, „גאָט פֿון נקמה"", „סאָנין"" „מען ווייבס מאָן“, „מאַדאָם איקס"", „גאָט, מענטש און טייוול', „קרייצער סאָנאַטאָ“, „די וואַרהייט“"	gemini-3-flash-preview	high	auto
event:EV-0596	production	play:PL-0133		org:551		1927	1940	none	6234b1a016	P-6-facs_183_tr_1747825124	P-6-facs_183_tr_1747825124:1#2	"„לאַה"" אין „דיבוק"""	gemini-3-flash-preview	high	auto
event:EV-0597	production	play:PL-0207		org:510	place:Q21197	1940		year	370b9bb74b	P-6-facs_183_tr_1747825124	P-6-facs_183_tr_1747825124:1#3|P-6-facs_183_tr_1747825124:1#4	"די ראָל פון „דער טאָכטער“ אין פרץ מאַרקישס „כל נדרי"""	gemini-3-flash-preview	high	auto
event:EV-0598	production	play:PL-0012	org:263		place:Q580	1911		year	be69e8ff88	P-6-facs_203_tr_1747929008	P-6-facs_203_tr_1747929008:1#6	"זיי שפּילן דאָ קאָברינס „דער פֿאַרלוירענער גן-עדן"""	gemini-3-flash-preview	medium	auto
event:EV-0599	production	play:PL-0106			place:Q36036	1912		year	27dabbab14	P-6-facs_203_tr_1747929008	P-6-facs_203_tr_1747929008:1#8	"גאַסטראָלירט אין לעמבערג אין „דעבאָראַ“, „די יתומה"" „די שחיטה"", „דער אמת"" פֿון יאָזעף מאַרקאָוויטש און דיומאַס „קאַמעליען-דאָמע"""	gemini-3-flash-preview	high	auto
event:EV-0600	production	play:PL-0106		org:UO-0039	place:Q84	1911		year	0a5dc200bd	P-6-facs_203_tr_1747929008	P-6-facs_203_tr_1747929008:2#1	אין אָנהייב פֿון פֿיינמאַן קונסט-טעאַטער“ (1911) אין לאָנדאָן ... זי איז ערשט שפּעטער, נאָך די גאַסטשפּילן פֿון מאָריס מאָסקאָוויטש, דאָרט אויפֿגעטראָטן אין „די קאָמעליען-דאמע“	gemini-3-flash-preview	medium	auto
event:EV-0601	production	play:PL-0106		org:UO-0040				none	845b926aa1	P-6-facs_203_tr_1747929008	P-6-facs_203_tr_1747929008:2#3	"אין פֿיינמאַן יידישן פאָלקס-טעאַטער האָט זי געשפּילט אין „קאַמעליען דאָמע"" פֿון אַלעקסאַנדער דיומאָ. איך האָב איר שפּילן אין דער פּיעסע באַצייכנט: „מאַדאָם פֿיינמאַן האָט געשפּילט אויסגעצייכנט אַלס מאַרגאַריט גאָוטיע"	gemini-3-flash-preview	medium	auto
event:EV-0602	production	play:PL-0180			place:Q48256			none	66ea7eafbb	P-6-facs_210_tr_1747928994	P-6-facs_210_tr_1747928994:1#1	"בעתן שפּילן אין יעקאַטערינאָסלאָוו, האָט זיך אָפּגעשפּילט מיט ק. אַזאַ סצענע. ""ער האָט געשפּילט דעם „קעניג"" אין „חורבן ירושלים"""	gemini-3-flash-preview	high	auto
event:EV-0603	production	play:PL-0258		org:UO-0041	place:Q270	1911		year	5c7baa6ebc	P-6-facs_210_tr_1747928994	P-6-facs_210_tr_1747928994:1#7	באַלד באַווייזט זיך קאַמינסקי מיט אַן אייגענער (?) אָפּערעטע „דער יידישער מיניסטער“	gemini-3-flash-preview	medium	auto
event:EV-0604	production	play:NEW-0099		org:UO-0041	place:Q270	1912		year	166d619940	P-6-facs_210_tr_1747928994	P-6-facs_210_tr_1747928994:1#8	"עס ווערט אויפגעפירט אַן אָפּערעטע ""רבי עקיבא מיט זיינע 24 טויזנט תלמידים"" פֿון קאַמינסקי (!). די סענסאַציע אין דער אָפּערעטע איז געווען אַ גרויסער העלפאַנד, וואָס אויף אים פֿאָרט רבי עקיבא אין ירושלים"	gemini-3-flash-preview	medium	auto
event:EV-0605	production	play:PL-0106	org:237			1916	1918	circa	34b02dc0e9	P-6-facs_210_tr_1747928994	P-6-facs_210_tr_1747928994:2#1|P-6-facs_210_tr_1747928994:2#2	"אסתר-רחל האָט באַדאַרפט שפּילן נישט-פּאַסיקע פאַר איר ראָלן, ווי „די קאַמעליען-דאַמע"""	gemini-3-flash-preview	high	auto
event:EV-0606	production	play:NEW-0015		org:551				none	298d2a8d83	P-6-facs_226_tr_1747928999	P-6-facs_226_tr_1747928999:1#1	"ק. איז אייניקע מאָל אַריין און אַרויס פֿון דער „ווילנער טרופּע"", אָבער פֿאַר דער צייט, וואָס ער איז געווען מיט איר פֿאַרבונדן, האָט ער באַוויזן זיך אויסצוצייכענען אין אַשס „קידוש השם“"	gemini-3-flash-preview	high	auto
event:EV-0607	production	play:NEW-0008		org:551				none	8cfac0f26e	P-6-facs_226_tr_1747928999	P-6-facs_226_tr_1747928999:1#5	"איין נאַכט דעם 16-יעריקן אַברהם-יצחק אין ""גרינע פעלדער"" פֿון פרץ הירשביין"	gemini-3-flash-preview	high	auto
event:EV-0608	production	play:NEW-0015				1928-09-15		day	a71fa22f87	P-6-facs_22_tr_1747746198	P-6-facs_22_tr_1747746198:1#2	מאָריס שוואַרץ אַרויסגעוויזן דאָס פֿאַרשטענדעניש צוצוציען א. צום יידישן טעאַטער און געבן אים אַ מעגלעכקייט צו קאָמפּאָנירן מוזיק צו אייניקע פֿון זיינע אויפֿפֿירונגען. אַזוי האָט א. געשריבן (פרי נאָך גאָלדפֿאָדן) די מוזיק צו „דאָס צענטע געבאָט“ (18 נאָוו. 1926), צו אָשס „קידוש השם“ (15 סעפּט. 1928)	gemini-3-flash-preview	high	auto
event:EV-0609	production	play:NEW-0100		org:426	place:Q216	1935		year	ebb13eb9e8	P-6-facs_231_tr_1747928940	P-6-facs_231_tr_1747928940:1#3	"אין ווילנע געשפּילט אַ יידישע(ר) טעאַטער אונטער דער אָנפֿירונג פֿון דיום שוישפּילער און רעזשיסער אַלעקס (אַליהו) שטיין, וועלכער האָט געגעבן נייע נישט געשפּילטע פּיעסעס, ווי י. י. זינגערס ""באָריס סאָווינקאָוו"", י. אַלסבערגס „אויספאַרשונג"", „דער כינעזער"" און אַ פּיעסע „דער ליגן"" פֿון לעטישן דראַמאַטורג וואָלף"	gemini-3-flash-preview	medium	auto
event:EV-0610	production	play:NEW-0032	org_cluster:ORG-C00113		place:Q270	1911		circa	f4f1bfa2e6	P-6-facs_241_tr_1747928957	P-6-facs_241_tr_1747928957:1#1|P-6-facs_241_tr_1747928957:1#2	קלאַראַ יאָנג אַ האַלב יאָר אין „די אמעריקאַנערין“	gemini-3-flash-preview	high	auto
event:EV-0611	production	play:PL-0192		org:42	place:Q90	1890		circa	be6feba07a	P-6-facs_246_tr_1747928955	P-6-facs_246_tr_1747928955:1#1	"גאָלדפֿאַדן האָט צווישן אַנדערע זיינע פּיעסן אויך אויפֿגעפֿירט אַ פּיעסע ""יהודה המכבי"""	gemini-3-flash-preview	high	auto
event:EV-0612	production	play:PL-0192			place:Q1874			none	b45202f40e	P-6-facs_246_tr_1747928955	P-6-facs_246_tr_1747928955:1#2|P-6-facs_246_tr_1747928955:1#3|P-6-facs_246_tr_1747928955:1#4|P-6-facs_246_tr_1747928955:1#5	גאָלדפֿאָדן האָט אין אָדעס (א'ר פֿון גרודסקי) אויפֿגעפֿירט זיין פּיעסע „די מאַקאַבעיער“	gemini-3-flash-preview	medium	auto
