entry_key	person_id	volume	xml_id	heading	entry_type	hub_id	db_id	node_id	align_evidence
5-facs_333_tr_1739220896	P-5-facs_333_tr_1739220896	5	facs_333_tr_1739220896	לייבאָוויטש, ציליע	performer	HUB-D2228	2228	person:2228	ra_align
5-facs_334_tr_1739221285	P-5-facs_334_tr_1739221285	5	facs_334_tr_1739221285	יונגווירט, לעאָפּאָלד (פרץ)	performer	HUB-D3325	3325	person:3325	ra_align
5-facs_334_tr_1739221282	P-5-facs_334_tr_1739221282	5	facs_334_tr_1739221282	גאַכאַנסקי, אַברהם	performer	HUB-D1717	1717	person:1717	ra_align
5-facs_335_r	P-5-facs_335_r	5	facs_335_r	זאַכאַראָוו, זכריה	performer	HUB-D3339	3339	person:3339	ra_align
5-facs_336_tr_1739222350	P-5-facs_336_tr_1739222350	5	facs_336_tr_1739222350	מיכטאָם, בן-ציון (בענציע)	other	HUB-D2464	2464	person:2464	ra_align
5-facs_336_r	P-5-facs_336_r	5	facs_336_r	לעוויצקאַ, ליובאַ [זוכלעוויצקאַ]	performer	HUB-D3524	3524	person:3524	ra_align
5-facs_341_tr_1739222058	P-5-facs_341_tr_1739222058	5	facs_341_tr_1739222058	קאָלאָדני, יאָסעלע	performer	HUB-D3544	3544	person:3544	ra_align
5-facs_343_tr_1739221019	P-5-facs_343_tr_1739221019	5	facs_343_tr_1739221019	קייט, בן-ציון	performer	HUB-D2121	2121	person:2121	ra_align
5-facs_344_r	P-5-facs_344_r	5	facs_344_r	שאַראַ, הענריק [שאַפּיראָ]	director_regisseur	HUB-D3563	3563	person:3563	ra_align
5-facs_345_r_2	P-5-facs_345_r_2	5	facs_345_r_2	סוריץ, ראָזע לאה [לעוויאוס]	performer	HUB-D3039	3039	person:3039	ra_align
5-facs_345_r	P-5-facs_345_r	5	facs_345_r	דראַנאָוו, מ. [מרדכי דוד ראָזענבלאַט]	performer	HUB-D1518	1518	person:1518	ra_align
5-facs_346_r	P-5-facs_346_r	5	facs_346_r	נאַכומאָוויטש, [?]	performer	HUB-D2536	2536	person:2536	ra_align
5-facs_346_tr_1739220500	P-5-facs_346_tr_1739220500	5	facs_346_tr_1739220500	באַסטאָמסקי, אהרן	director_regisseur	HUB-D1234	1234	person:1234	ra_align
5-facs_347_tr_1739221408	P-5-facs_347_tr_1739221408	5	facs_347_tr_1739221408	גאַרבאַזש, פעלאַ	performer	HUB-D1724	1724	person:1724	ra_align
5-facs_347_r_5	P-5-facs_347_r_5	5	facs_347_r_5	שקליאַר,		HUB-D2930	2930	person:2930	human_align
5-facs_347_r_2	P-5-facs_347_r_2	5	facs_347_r_2	ליפשיץ,		HUB-P-5-facs_347_r_2		person_entry:P-5-facs_347_r_2	
5-facs_347_r_1	P-5-facs_347_r_1	5	facs_347_r_1	יאַפע, יאַקוב,	performer	HUB-D3313	3313	person:3313	human_align
5-facs_348_tr_1739220913	P-5-facs_348_tr_1739220913	5	facs_348_tr_1739220913	גאַרבאַזש, משה	director_regisseur	HUB-D1723	1723	person:1723	ra_align
5-facs_348_tr_1739220923	P-5-facs_348_tr_1739220923	5	facs_348_tr_1739220923	דובינסקי, ראובן	performer	HUB-D1529	1529	person:1529	ra_align
5-facs_349_tr_1739221468	P-5-facs_349_tr_1739221468	5	facs_349_tr_1739221468	הערצליך רעגינאַ	performer	HUB-D1993	1993	person:1993	ra_align
5-facs_349_tr_1739221478	P-5-facs_349_tr_1739221478	5	facs_349_tr_1739221478	סטראַשון, ציליע	performer	HUB-D3029	3029	person:3029	ra_align
5-facs_349_r	P-5-facs_349_r	5	facs_349_r	מאַניעלאַ, מאַניע [מעלאַמער]	performer	HUB-P-5-facs_349_r		person_entry:P-5-facs_349_r	
5-facs_350_tr_1739221050	P-5-facs_350_tr_1739221050	5	facs_350_tr_1739221050	ברוידאַ כתריאל	performer	HUB-D3501	3501	person:3501	ra_align
5-facs_351_r	P-5-facs_351_r	5	facs_351_r	שטערנבאך, סאמי,	musician	HUB-P-5-facs_351_r		person_entry:P-5-facs_351_r	
5-facs_351_r_7	P-5-facs_351_r_7	5	facs_351_r_7	ראוך לייזער,	musician	HUB-D2740	2740	person:2740	ra_align
5-facs_351_r_11	P-5-facs_351_r_11	5	facs_351_r_11	דאובער אדאלף,	musician	HUB-D1474	1474	person:1474	ra_align
5-facs_351_r_13	P-5-facs_351_r_13	5	facs_351_r_13	שעווטאָלאָוויטש,	performer	HUB-D2925	2925	person:2925	ra_align
5-facs_352_r_3	P-5-facs_352_r_3	5	facs_352_r_3	סיעראָצקאַ, מאַלווינאַ [קאמפאנעעץ]	performer	HUB-D2966	2966	person:2966	ra_align|ra_dup
5-facs_352_r_1	P-5-facs_352_r_1	5	facs_352_r_1	סערבסקי, יעקב בלום, יאקאָווליעוו]	performer	HUB-D2887	2887	person:2887	ra_align
5-facs_353_r_4	P-5-facs_353_r_4	5	facs_353_r_4	אַדלער, אסתר [שאצקי]	performer	HUB-D1118	1118	person:1118	ra_align
5-facs_353_r	P-5-facs_353_r	5	facs_353_r	באַדער שמחה [ניעדזשעוויעצקי]	performer	HUB-D1214	1214	person:1214	ra_align
5-facs_353_tr_1739222259	P-5-facs_353_tr_1739222259	5	facs_353_tr_1739222259	קאַמיאַנאָוו, אהרן	performer	HUB-D2073	2073	person:2073	ra_align
5-facs_354_tr_1739222151	P-5-facs_354_tr_1739222151	5	facs_354_tr_1739222151	גאָלדענבערג, אַסתר	performer	HUB-D1824	1824	person:1824	ra_align
5-facs_354_tr_1739222163	P-5-facs_354_tr_1739222163	5	facs_354_tr_1739222163	ריבאַק, [?]	performer	HUB-D2757	2757	person:2757	ra_align
5-facs_354_tr_1739222148	P-5-facs_354_tr_1739222148	5	facs_354_tr_1739222148	פּילניק, אַליהו	performer	HUB-D2650	2650	person:2650	ra_align
5-facs_355_tr_1739221112	P-5-facs_355_tr_1739221112	5	facs_355_tr_1739221112	גרימינגער אשר	performer	HUB-D1899	1899	person:1899	ra_align|ra_dup
5-facs_355_tr_1739221117	P-5-facs_355_tr_1739221117	5	facs_355_tr_1739221117	אַס, ברוך	administrator	HUB-D1190	1190	person:1190	ra_align
5-facs_355_tr_1739221123	P-5-facs_355_tr_1739221123	5	facs_355_tr_1739221123	אַלפּעראָוויטש, איסאַק	performer	HUB-D1142	1142	person:1142	ra_align
5-facs_355_r_2	P-5-facs_355_r_2	5	facs_355_r_2	שאַיעוויטש, דינה [אייגעלסקיאַ]	performer	HUB-D2906	2906	person:2906	ra_align
5-facs_356_tr_1739222186	P-5-facs_356_tr_1739222186	5	facs_356_tr_1739222186	סעגאַלעסקאָ, אַלבערט	performer	HUB-D2875	2875	person:2875	ra_align|ra_dup
5-facs_356_r_2	P-5-facs_356_r_2	5	facs_356_r_2	באָריסאָוו, בערל (העקער)	performer	HUB-D1357	1357	person:1357	ra_align
5-facs_356_tr_1739222166	P-5-facs_356_tr_1739222166	5	facs_356_tr_1739222166	רייכמאַן, [?]	performer	HUB-D2752	2752	person:2752	ra_align
5-facs_357_tr_1739221523	P-5-facs_357_tr_1739221523	5	facs_357_tr_1739221523	שטאָקפעדער עוואַ חוה]	performer	HUB-D2948	2948	person:2948	ra_align
5-facs_357_tr_1739221525	P-5-facs_357_tr_1739221525	5	facs_357_tr_1739221525	גראָסמאַן, פאַוועל	director_regisseur	HUB-D1922	1922	person:1922	ra_align
5-facs_357_tr_1739221522	P-5-facs_357_tr_1739221522	5	facs_357_tr_1739221522	ראַדין, נאַדיע	performer	HUB-D2723	2723	person:2723	ra_align
5-facs_358_tr_1739221614	P-5-facs_358_tr_1739221614	5	facs_358_tr_1739221614	שטיין, אַדאָלף (אַברהם)	performer	HUB-D3024	3024	person:3024	ra_align
5-facs_358_tr_1739221627	P-5-facs_358_tr_1739221627	5	facs_358_tr_1739221627	אייזען-אַרענשטיין, עוואַ	performer	HUB-D1555	1555	person:1555	ra_align
5-facs_358_tr_1739221613	P-5-facs_358_tr_1739221613	5	facs_358_tr_1739221613	ציפּקינאַ פאַניאַ	performer	HUB-D3110	3110	person:3110	human_align|ra_align
5-facs_358_tr_1739221631	P-5-facs_358_tr_1739221631	5	facs_358_tr_1739221631	ניימילער, זעלדע (זיינא)	performer	HUB-D2566	2566	person:2566	ra_align
5-facs_359_tr_1739221250	P-5-facs_359_tr_1739221250	5	facs_359_tr_1739221250	אַבּעלסאָן, בן-ציון	performer	HUB-D1099	1099	person:1099	ra_align
5-facs_359_tr_1739221254	P-5-facs_359_tr_1739221254	5	facs_359_tr_1739221254	רייזער אַנעטאַ	performer	HUB-D2754	2754	person:2754	ra_align
5-facs_359_tr_1739221244	P-5-facs_359_tr_1739221244	5	facs_359_tr_1739221244	אָפּע, משה (מאַאיסיי)	performer	HUB-D3312	3312	person:3312	ra_align
5-facs_360_tr_1739221940	P-5-facs_360_tr_1739221940	5	facs_360_tr_1739221940	אייזענשטאָט, נחמה	performer	HUB-D1609	1609	person:1609	ra_align
5-facs_360_tr_1739221934	P-5-facs_360_tr_1739221934	5	facs_360_tr_1739221934	האַלפּערן, באָריס	writer	HUB-D1960	1960	person:1960	ra_align
5-facs_360_tr_1739221925	P-5-facs_360_tr_1739221925	5	facs_360_tr_1739221925	האָלענדער לייב	performer	HUB-D2023	2023	person:2023	ra_align
5-facs_360_tr_1739221935	P-5-facs_360_tr_1739221935	5	facs_360_tr_1739221935	האָפמאַן, [?]	administrator	HUB-D2016	2016	person:2016	ra_align
5-facs_360_tr_1739221936	P-5-facs_360_tr_1739221936	5	facs_360_tr_1739221936	לאַמפּע, מאָריס	performer	HUB-D2183	2183	person:2183	human_dedup|ra_align
5-facs_367_tr_1739222548	P-5-facs_367_tr_1739222548	5	facs_367_tr_1739222548	פּאָלאַנסקי, ריטאָ	performer	HUB-D2674	2674	person:2674	ra_align
5-facs_367_tr_1739222551	P-5-facs_367_tr_1739222551	5	facs_367_tr_1739222551	ווידרעוויטש, משה דוד	writer	HUB-D3181	3181	person:3181	ra_align|ra_dup
5-facs_368_tr_1739221075	P-5-facs_368_tr_1739221075	5	facs_368_tr_1739221075	האַסין, מישאַ	performer	HUB-D2112	2112	person:2112	ra_align
5-facs_368_tr_1739221068	P-5-facs_368_tr_1739221068	5	facs_368_tr_1739221068	מאַרמאָ, גרישאַ	performer	HUB-D2411	2411	person:2411	ra_align
5-facs_368_r	P-5-facs_368_r	5	facs_368_r	סאַפּאָזשניקאָוו, איזי (איסאַק)	administrator	HUB-D2836	2836	person:2836	ra_align
5-facs_368_r_2	P-5-facs_368_r_2	5	facs_368_r_2	ראַכמאַנאָוו, [?]	director_regisseur	HUB-D2728	2728	person:2728	ra_align
5-facs_368_tr_1739221061	P-5-facs_368_tr_1739221061	5	facs_368_tr_1739221061	שלאַקמאַן, שלמה	performer	HUB-D2931	2931	person:2931	ra_align
5-facs_369_r	P-5-facs_369_r	5	facs_369_r	קאָוואַ, שלמה-לייב	writer	HUB-D3642	3642	person:3642	ra_align
5-facs_371_tr_1739222500	P-5-facs_371_tr_1739222500	5	facs_371_tr_1739222500	ראָזען, אַברהם, דר.	writer	HUB-D2773	2773	person:2773	ra_align
5-facs_371_tr_1739222499	P-5-facs_371_tr_1739222499	5	facs_371_tr_1739222499	נעלקען, משה	performer	HUB-D2551	2551	person:2551	ra_align
5-facs_371_r_6	P-5-facs_371_r_6	5	facs_371_r_6	בלום חנה	performer	HUB-D1340	1340	person:1340	ra_align
5-facs_371_tr_1739222498	P-5-facs_371_tr_1739222498	5	facs_371_tr_1739222498	מוראַק יאָסל	performer	HUB-D2523	2523	person:2523	ra_align
5-facs_371_r_2	P-5-facs_371_r_2	5	facs_371_r_2	טעפנער, וואָלף	performer	HUB-D3060	3060	person:3060	ra_align
5-facs_372_tr_1739222357	P-5-facs_372_tr_1739222357	5	facs_372_tr_1739222357	קאַהאַן ישראל [אַברהם]	writer	HUB-D3818	3818	person:3818	ra_align
5-facs_372_tr_1739222351	P-5-facs_372_tr_1739222351	5	facs_372_tr_1739222351	קיימאַן, חיים-יוסף	performer	HUB-D2103	2103	person:2103	ra_align
5-facs_373_r_2	P-5-facs_373_r_2	5	facs_373_r_2	ערדי סאַפיע [גאָרפונקעל]	performer	HUB-D1591	1591	person:1591	ra_align
5-facs_373_r_6	P-5-facs_373_r_6	5	facs_373_r_6	וויקטאָראָוו, ווייטיא (אביגדור),	other	HUB-D3182	3182	person:3182	human_align
5-facs_373_r	P-5-facs_373_r	5	facs_373_r	אַרנשטיין, מאַרק [אַנדזשעי מאַרעק]	writer	HUB-D995	995	person:995	ra_align|ra_dup
5-facs_400_tr_1739220489	P-5-facs_400_tr_1739220489	5	facs_400_tr_1739220489	אייזענבערג, אַווראָם	performer	HUB-D1605	1605	person:1605	ra_align
5-facs_400_tr_1739220492	P-5-facs_400_tr_1739220492	5	facs_400_tr_1739220492	קיגעל, יוסף	performer	HUB-D2117	2117	person:2117	ra_align
5-facs_400_tr_1739220482	P-5-facs_400_tr_1739220482	5	facs_400_tr_1739220482	זאַלוניאַק, איז	performer	HUB-D3344	3344	person:3344	ra_align
5-facs_401_tr_1739221659	P-5-facs_401_tr_1739221659	5	facs_401_tr_1739221659	טשעטשילניצקי, אַווראָם		HUB-D3103	3103	person:3103	ra_align
5-facs_401_tr_1739221667	P-5-facs_401_tr_1739221667	5	facs_401_tr_1739221667	וואַסערמאַן, יעקב	writer	HUB-D3210	3210	person:3210	ra_align|ra_dup
5-facs_401_tr_1739221644	P-5-facs_401_tr_1739221644	5	facs_401_tr_1739221644	קאַסיאַקאָוו, וואַדיאַ	performer	HUB-D2089	2089	person:2089	ra_align
5-facs_401_tr_1739221658	P-5-facs_401_tr_1739221658	5	facs_401_tr_1739221658	שעכטער, עמנואל	writer	HUB-D2844	2844	person:2844	ra_align
5-facs_402_tr_1739220478	P-5-facs_402_tr_1739220478	5	facs_402_tr_1739220478	טראָקיינער, חיה	performer	HUB-D3094	3094	person:3094	ra_align
5-facs_402_r_2	P-5-facs_402_r_2	5	facs_402_r_2	געבירטיג, מרדכי [בערטיג]	writer	HUB-D1733	1733	person:1733	ra_align|ra_dup
5-facs_414_tr_1739222253	P-5-facs_414_tr_1739222253	5	facs_414_tr_1739222253	קרעמער יוסף	performer	HUB-D2160	2160	person:2160	ra_align
5-facs_414_tr_1739222259	P-5-facs_414_tr_1739222259	5	facs_414_tr_1739222259	קרעמער איסאַק	performer	HUB-D2158	2158	person:2158	ra_align
5-facs_414_tr_1739222237	P-5-facs_414_tr_1739222237	5	facs_414_tr_1739222237	זילבורג, משה	writer	HUB-D3403	3403	person:3403	ra_align
5-facs_415_tr_1739221390	P-5-facs_415_tr_1739221390	5	facs_415_tr_1739221390	האָראָוויץ, בער	writer	HUB-D2032	2032	person:2032	ra_align|ra_dup
5-facs_416_tr_1739222225	P-5-facs_416_tr_1739222225	5	facs_416_tr_1739222225	זאַוואָדזקי, דוב	composer	HUB-D3518	3518	person:3518	ra_align
5-facs_416_tr_1739222231	P-5-facs_416_tr_1739222231	5	facs_416_tr_1739222231	גאָלדבערג, לילי	performer	HUB-D1814	1814	person:1814	ra_align
5-facs_417_tr_1739222565	P-5-facs_417_tr_1739222565	5	facs_417_tr_1739222565	שטערן ישראל	writer	HUB-D3596	3596	person:3596	ra_align
5-facs_418_tr_1739222210	P-5-facs_418_tr_1739222210	5	facs_418_tr_1739222210	פראַנקענטאַל, מ. (מרדכי נח]	writer	HUB-D3454	3454	person:3454	ra_align
5-facs_421_r_8	P-5-facs_421_r_8	5	facs_421_r_8	גאַזעל, ראָזאַ [פּאָניאַק]	performer	HUB-D1731	1731	person:1731	ra_align
5-facs_421_tr_1739222373	P-5-facs_421_tr_1739222373	5	facs_421_tr_1739222373	פּאָטלאַך, שייע	performer	HUB-D2648	2648	person:2648	ra_align
5-facs_421_tr_1739222376	P-5-facs_421_tr_1739222376	5	facs_421_tr_1739222376	לאַקערניק, נאָיע	performer	HUB-D2181	2181	person:2181	ra_align
5-facs_421_tr_1739222380	P-5-facs_421_tr_1739222380	5	facs_421_tr_1739222380	בעלעגאָלאָווסקאַ, אַננאַ (חנה)	performer	HUB-D1244	1244	person:1244	ra_align
5-facs_422_r_2	P-5-facs_422_r_2	5	facs_422_r_2	ווין, איוואַ [סיוועלע באַקשטיין]	performer	HUB-D3513	3513	person:3513	ra_align
5-facs_423_r_6	P-5-facs_423_r_6	5	facs_423_r_6	פרוימאָוויטש, הערש,	director_regisseur	HUB-D1707	1707	person:1707	ra_align
5-facs_423_r_4	P-5-facs_423_r_4	5	facs_423_r_4	רובינשטיין, נחום,	performer	HUB-D2810	2810	person:2810	human_align
5-facs_423_r_3	P-5-facs_423_r_3	5	facs_423_r_3	רייסקי, באָריס,	performer	HUB-D2753	2753	person:2753	ra_align
5-facs_423_tr_1739222033	P-5-facs_423_tr_1739222033	5	facs_423_tr_1739222033	מאז'ה, (מאַזאָ) מרדכי	administrator	HUB-D2424	2424	person:2424	ra_align
5-facs_430_r	P-5-facs_430_r	5	facs_430_r	לערעסקאָ, סאַמועל [שמואל לערער]	performer	HUB-D2238	2238	person:2238	ra_align|ra_dup
5-facs_431_r	P-5-facs_431_r	5	facs_431_r	לערעסקאָ אַדעלאַ קערנער]	performer	HUB-D2237	2237	person:2237	ra_align|ra_dup
5-facs_431_tr_1739220740	P-5-facs_431_tr_1739220740	5	facs_431_tr_1739220740	גינזבורג, חיים	administrator	HUB-D1775	1775	person:1775	ra_align
5-facs_432_r	P-5-facs_432_r	5	facs_432_r	סאַנדלער חיים	performer	HUB-D3527	3527	person:3527	ra_align
5-facs_434_tr_1739221694	P-5-facs_434_tr_1739221694	5	facs_434_tr_1739221694	שעכטמאַן, יאַקאָוו	other	HUB-D2917	2917	person:2917	ra_align
5-facs_434_tr_1739221693	P-5-facs_434_tr_1739221693	5	facs_434_tr_1739221693	טורעווסקי, דאָוויד	other	HUB-D3121	3121	person:3121	ra_align
5-facs_434_tr_1739221689	P-5-facs_434_tr_1739221689	5	facs_434_tr_1739221689	דייטש, שייע	performer	HUB-D1493	1493	person:1493	ra_align
5-facs_435_tr_1739222512	P-5-facs_435_tr_1739222512	5	facs_435_tr_1739222512	ווינדער, מאיר	administrator	HUB-D3514	3514	person:3514	ra_align
5-facs_436_tr_1739220741	P-5-facs_436_tr_1739220741	5	facs_436_tr_1739220741	זילבערג, יוכבך	performer	HUB-D3520	3520	person:3520	ra_align
5-facs_437_tr_1739221511	P-5-facs_437_tr_1739221511	5	facs_437_tr_1739221511	מילטשין, איסאַק	other	HUB-D2483	2483	person:2483	ra_align
5-facs_438_tr_1739221803	P-5-facs_438_tr_1739221803	5	facs_438_tr_1739221803	וואָלפשטאַט, אַברהם	performer	HUB-D3279	3279	person:3279	ra_align
5-facs_438_tr_1739221804	P-5-facs_438_tr_1739221804	5	facs_438_tr_1739221804	ראַכמאַנאָוו, לייזער	performer	HUB-D2729	2729	person:2729	ra_align
5-facs_438_r_2	P-5-facs_438_r_2	5	facs_438_r_2	בעלעזאָווסקי, נחום,	composer	HUB-D1245	1245	person:1245	human_align
5-facs_438_r_3	P-5-facs_438_r_3	5	facs_438_r_3	דאָווידאָוו, דאָוויד,	performer	HUB-P-5-facs_438_r_3		person_entry:P-5-facs_438_r_3	
5-facs_438_r_4	P-5-facs_438_r_4	5	facs_438_r_4	זעלדיטש יאקאוו	director_regisseur	HUB-D3368	3368	person:3368	human_align
5-facs_438_r_16	P-5-facs_438_r_16	5	facs_438_r_16	בראדסקי	performer	HUB-P-5-facs_438_r_16		person_entry:P-5-facs_438_r_16	
5-facs_438_r_10	P-5-facs_438_r_10	5	facs_438_r_10	רינסלער,	performer	HUB-D2761	2761	person:2761	human_align
5-facs_438_r_15	P-5-facs_438_r_15	5	facs_438_r_15	לאנדאָ שמעון,	performer	HUB-D2186	2186	person:2186	human_align
5-facs_438_r_20	P-5-facs_438_r_20	5	facs_438_r_20	לעאָנאָוו, לעאָניד,	performer	HUB-D2234	2234	person:2234	human_align
5-facs_438_r_22	P-5-facs_438_r_22	5	facs_438_r_22	דוליצקאיא, מאניאַ,	performer	HUB-D3508	3508	person:3508	human_align
5-facs_438_r_12	P-5-facs_438_r_12	5	facs_438_r_12	מיידעלמאַן, באָריס,	performer	HUB-D2453	2453	person:2453	human_align
5-facs_438_r_14	P-5-facs_438_r_14	5	facs_438_r_14	גאַרדאַן, הערשל.	performer	HUB-D1866	1866	person:1866	human_align
5-facs_439_tr_1739220587	P-5-facs_439_tr_1739220587	5	facs_439_tr_1739220587	פּערלע יהושע	writer	HUB-D3534	3534	person:3534	ra_align
5-facs_441_tr_1739220583	P-5-facs_441_tr_1739220583	5	facs_441_tr_1739220583	גלאָטשטיין ישראל	composer	HUB-D1781	1781	person:1781	ra_align
5-facs_442_tr_1739222531	P-5-facs_442_tr_1739222531	5	facs_442_tr_1739222531	לייבאָוויטש, הערץ	administrator	HUB-D2225	2225	person:2225	ra_align
5-facs_442_tr_1739222523	P-5-facs_442_tr_1739222523	5	facs_442_tr_1739222523	גרינשפּאַן, פֿייוול	performer	HUB-D1904	1904	person:1904	ra_align
5-facs_443_tr_1739220791	P-5-facs_443_tr_1739220791	5	facs_443_tr_1739220791	לייפּציקער מאַרק	administrator	HUB-D2312	2312	person:2312	ra_align
5-facs_443_r_3	P-5-facs_443_r_3	5	facs_443_r_3	בערגאָלסקי, יעקב (יאַשאַ)	performer	HUB-D1268	1268	person:1268	ra_align
5-facs_444_tr_1739222259	P-5-facs_444_tr_1739222259	5	facs_444_tr_1739222259	מאַרגאָלין, זכריה	director_regisseur	HUB-D2393	2393	person:2393	ra_align
5-facs_444_tr_1739222260	P-5-facs_444_tr_1739222260	5	facs_444_tr_1739222260	ווייסביין, חיים	musician	HUB-D3169	3169	person:3169	ra_align
5-facs_445_tr_1739221346	P-5-facs_445_tr_1739221346	5	facs_445_tr_1739221346	ראַטבלום ישראל	performer	HUB-D2786	2786	person:2786	human_align|ra_align
5-facs_445_tr_1739221348	P-5-facs_445_tr_1739221348	5	facs_445_tr_1739221348	מאַרווייל, שמואל	writer	HUB-D2415	2415	person:2415	ra_align
5-facs_446_r_2	P-5-facs_446_r_2	5	facs_446_r_2	ראָטשטיין פעליאַ	administrator	HUB-D2788	2788	person:2788	human_align
5-facs_446_tr_1739220512	P-5-facs_446_tr_1739220512	5	facs_446_tr_1739220512	לאַנדוי דר. לייב	performer	HUB-D3627	3627	person:3627	ra_align
5-facs_451_tr_1739220683	P-5-facs_451_tr_1739220683	5	facs_451_tr_1739220683	שאַיעוויטש, ישראל	composer	HUB-D2907	2907	person:2907	ra_align
5-facs_452_tr_1739221807	P-5-facs_452_tr_1739221807	5	facs_452_tr_1739221807	שעכטער אהרן	other	HUB-D2915	2915	person:2915	ra_align
5-facs_452_tr_1739221802	P-5-facs_452_tr_1739221802	5	facs_452_tr_1739221802	שערמאַן, דוד	performer	HUB-D2922	2922	person:2922	ra_align
5-facs_453_tr_1739221401	P-5-facs_453_tr_1739221401	5	facs_453_tr_1739221401	צייטלין, אַלחנן	writer	HUB-D3541	3541	person:3541	ra_align
5-facs_460_tr_1739221038	P-5-facs_460_tr_1739221038	5	facs_460_tr_1739221038	קאַציזנע, אַלטער (שלום)	writer	HUB-D3547	3547	person:3547	ra_align
5-facs_482_tr_1739221607	P-5-facs_482_tr_1739221607	5	facs_482_tr_1739221607	ראַבין, מנחם-מענדל	performer	HUB-D2717	2717	person:2717	ra_align
5-facs_483_tr_1739222529	P-5-facs_483_tr_1739222529	5	facs_483_tr_1739222529	גאָכאַנסקי, מרים (מינצע)	performer	HUB-D1718	1718	person:1718	ra_align
5-facs_484_tr_1739220531	P-5-facs_484_tr_1739220531	5	facs_484_tr_1739220531	ראַן, משה	director_regisseur	HUB-D2732	2732	person:2732	ra_align
5-facs_484_r_5	P-5-facs_484_r_5	5	facs_484_r_5	זעווין, לעוו	other	HUB-D3374	3374	person:3374	ra_align
5-facs_485_r	P-5-facs_485_r	5	facs_485_r	סאַמבערג, א. [יצחק-אייזיק סאָמבאָרק]	performer	HUB-D2824	2824	person:2824	ra_align
5-facs_508_tr_1739222134	P-5-facs_508_tr_1739222134	5	facs_508_tr_1739222134	אַבאָזשאַנעק, יעקב	writer	HUB-D2589	2589	person:2589	ra_align
5-facs_508_tr_1739222135	P-5-facs_508_tr_1739222135	5	facs_508_tr_1739222135	צעלמייסטער דוד	director_regisseur	HUB-D3098	3098	person:3098	ra_align
5-facs_509_tr_1739221079	P-5-facs_509_tr_1739221079	5	facs_509_tr_1739221079	קאַצענעלסאָן, יצחק[-יחיאָל]	writer	HUB-D3548	3548	person:3548	ra_align
5-facs_529_tr_1739221773	P-5-facs_529_tr_1739221773	5	facs_529_tr_1739221773	שאַפּיראָ, דניאל	performer	HUB-D3562	3562	person:3562	ra_align
5-facs_534_tr_1739222534	P-5-facs_534_tr_1739222534	5	facs_534_tr_1739222534	רובין, מלך	performer	HUB-D2806	2806	person:2806	ra_align
5-facs_535_tr_1739222167	P-5-facs_535_tr_1739222167	5	facs_535_tr_1739222167	ניקאָלאַיעווסקי, מייער	director_regisseur	HUB-D2568	2568	person:2568	ra_align
5-facs_535_tr_1739222178	P-5-facs_535_tr_1739222178	5	facs_535_tr_1739222178	ראַבינאָוויטש, ליובאַ	performer	HUB-D2719	2719	person:2719	ra_align
5-facs_535_tr_1739222170	P-5-facs_535_tr_1739222170	5	facs_535_tr_1739222170	שריפטזעצער, לייב	performer	HUB-D3571	3571	person:3571	ra_align
5-facs_538_tr_1739221977	P-5-facs_538_tr_1739221977	5	facs_538_tr_1739221977	צפּור, י. ב. ד'ר [יצחק שטערקמאַן]	writer	HUB-D3542	3542	person:3542	ra_align
5-facs_546_tr_1739220662	P-5-facs_546_tr_1739220662	5	facs_546_tr_1739220662	ראָזענבערג, אַברהם	performer	HUB-D2791	2791	person:2791	ra_align
5-facs_546_tr_1739220658	P-5-facs_546_tr_1739220658	5	facs_546_tr_1739220658	ראַטנער, מאַניע	performer	HUB-D2738	2738	person:2738	ra_align
5-facs_547_tr_1739222026	P-5-facs_547_tr_1739222026	5	facs_547_tr_1739222026	שעכטמאַן, מאַנוועל	other	HUB-D2916	2916	person:2916	ra_align
5-facs_547_tr_1739222018	P-5-facs_547_tr_1739222018	5	facs_547_tr_1739222018	כאַסין, לייזער	performer	HUB-D2111	2111	person:2111	ra_align
5-facs_547_tr_1739222033	P-5-facs_547_tr_1739222033	5	facs_547_tr_1739222033	וואַסערייך, מישע	performer	HUB-D3148	3148	person:3148	ra_align
5-facs_547_tr_1739222023	P-5-facs_547_tr_1739222023	5	facs_547_tr_1739222023	קרוין [קרוויינשטאַט], זלמן	performer	HUB-D2167	2167	person:2167	ra_align
5-facs_547_tr_1739222039	P-5-facs_547_tr_1739222039	5	facs_547_tr_1739222039	עדעלמאַן-קלעבאַנאָוואַ, ניוניאַ (חנה)	performer	HUB-D1541	1541	person:1541	ra_align|ra_dup
5-facs_547_tr_1739222037	P-5-facs_547_tr_1739222037	5	facs_547_tr_1739222037	זאָרין, [?]	performer	HUB-D3422	3422	person:3422	ra_align
5-facs_548_tr_1739220543	P-5-facs_548_tr_1739220543	5	facs_548_tr_1739220543	דויבער, זכריה-אַברהם	writer	HUB-D1516	1516	person:1516	ra_align
5-facs_548_r_4	P-5-facs_548_r_4	5	facs_548_r_4	שמאַיען, נחמיה,	performer	HUB-D2933	2933	person:2933	human_align
5-facs_548_r_5	P-5-facs_548_r_5	5	facs_548_r_5	ביעגון,	performer	HUB-P-5-facs_548_r_5		person_entry:P-5-facs_548_r_5	
5-facs_548_r_3	P-5-facs_548_r_3	5	facs_548_r_3	סטאַרקעוויטש,	other	HUB-D3021	3021	person:3021	human_align
