_ - chunk_number	Archive	File	_ - xml:id	_ - heading	_ - span	_ - entry	_ - credit	_ - subheading	_ - organizations - _ - org_type	_ - organizations - _ - title	clustered organization	_ - organizations - _ - descriptive_name	_ - organizations - _ - relations - _ - category	_ - organizations - _ - relations - _ - specific_relation	_ - organizations - _ - relations - _ - original_sentence	_ - organizations - _ - relations - _ - role_title	_ - organizations - _ - relations - _ - date_start - date	_ - organizations - _ - relations - _ - date_end - date	_ - organizations - _ - locations - _ - settlement	_ - organizations - _ - locations - _ - Venue	_ - organizations - _ - locations - _ - country	_ - organizations - _ - locations - _ - province	_ - organizations - _ - locations - _ - address	_ - organizations - _ - locations - _ - datefrom - date	_ - organizations - _ - locations - _ - dateto - date	_ - organizations - _ - founding_date - date	_ - endnotes - endnotes	_ - family_background - _ - description	_ - family_background - _ - financial	_ - family_background - _ - religion	_ - family_background - _ - theater_connection	_ - family_background - _ - structure
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_92_r_1	קאַרפּ, סאָפיע	2588-2890								Employment_Performance	performer	זי האָט געשפּילט מיט אַדלערן אין גרענד סטריט טעאַטער												„אַרכיוו פֿאַר דער געשיכטע פֿון יידישן טעאַטער און דראַמע“, ווילנע ניויאַרק, זז. 254, 263, 282.					
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_95_tr_1753602022	קאַרפּ, ראָזע	2593-2593								Employment_Performance	performer	אַריבער צו בעסי טאָמאַשעווסקין אין „פּיפלס-טעאַטער																	
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_95_tr_1753602022	קאַרפּ, ראָזע	2593-2593								Employment_Performance	performer	"צוריק צו קעסלערן אין ""סעקאָנד עוועניו""טעאַטער"																	
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_95_tr_1753602024	קירשענבוים, הירש מאיר	2594-2594								Leadership_Ownership	owner_manager	אין 1922 געוואָרן איינער פֿון די אייגנטימער פֿון דער צייטונג	אייגנטימער	1922															
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_95_tr_1753602024	קירשענבוים, הירש מאיר	2594-2594								Leadership_Ownership	owner_manager	זינט 1927 פֿאַרוואַלטער פֿון דער צייטונג... ביז 1931, ווען ער האָט פֿאַרלאָזט די צייטונג	פֿאַרוואַלטער	1927	1931														
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_95_tr_1753602024	קירשענבוים, הירש מאיר	2594-2594								Leadership_Ownership	executive	דער גרינדער און ערשטער עקזעקוטיוו סעקרעטאַר פֿון פּוילישן פֿאַרבאַנד אין קאַנאַדע	ערשטער עקזעקוטיוו סעקרעטאַר																
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_96_tr_1753602020	ראָזענשטיין, לייזער	2595-2596								Employment_Performance	performer	האָבן אַליין דורכגעפירט יידישע טעאַטער-פֿאָרשטעלונגען בעת וועלכע ר. האָט דעביוטירט	אַקטיאָר																
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_97_tr_1753602022	רוניטש, אַסיפּ	2597-2599																רומעניע											
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_97_tr_1753602022	רוניטש, אַסיפּ	2597-2599																ליטע											
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_97_tr_1753602022	רוניטש, אַסיפּ	2597-2599																טשעכאָסלאָוואַקייע											
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_97_tr_1753602022	רוניטש, אַסיפּ	2597-2599																יוגאָסלאַוויע											
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_97_tr_1753602022	רוניטש, אַסיפּ	2597-2599														קאָוונע		ליטע											
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_99_r_2	קאָוואָלסקי, מתתיהן	2601-2602								Employment_Performance	performer	קאָוואָלסקי געשפּילט כמעט אַלע הויפּטראָלן אין די פּיעסן	אַקטיאָר																
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_100_r	קאַנדעל, ה. א.	2603-2605								Employment_Performance	artistic_staff	וואו ער האָט געאַרבעט ביז 1938, און דאָרט פּראָיעקטירט און צוגעגרייט דעקאָראַציעס און קאָסטיומען		1933	1938														
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_101_r_1	שאַראַוונער, דוד	2606-2606								Leadership_Ownership	owner_manager	דערנאָך האָט ער איבערגענומען שטומאַכערס טרופּע												ז. קאַץ — תחית המתם, „די יידישע בינע“, וואַרשע, 3 סעפּטעמבער 1924	זייער שלעכטע מאַטעריעלע באַדינגונגען	poor			
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_101_r_1	שאַראַוונער, דוד	2606-2606								Employment_Performance	performer	זיינען אַוועקגעפֿאָרן קיין וואַרשע צו ווייספעלדן		1891										עמיליע אַדלער — דאָס לעבען פֿון אַ אידישער אַקטעריסע, „די אידישע וועלט“, קליוולאַנד, 11 יולי 1930					
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_101_r_1	שאַראַוונער, דוד	2606-2606														אָפּאָטשנאַ													
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_101_r_1	שאַראַוונער, דוד	2606-2606														קוטנע													
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_102_tr_1753681953	סאָלאָמאָן, אַסתר	2608-2608								Affiliation_Membership	member	פֿאַרגעלעזן די דאָזיקע פּיעסע פֿאַר די מעמבערס (מיטגלידער פֿון דעם קונסט ווינקל	מיטגלידער																
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_114_tr_1753936423	פֿרומקין, אַברהם	2631-2632								Employment_Performance	artistic_staff	פֿון נומער 30, 1896 איבערגענומען די רעדאַקציע	רעדאַקציע	1896															
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_114_tr_1753936423	פֿרומקין, אַברהם	2631-2632								Affiliation_Membership	delegate_official	שפּעטער אין איר רעדאַקציאָנעלער קאָלעגיע	רעדאַקציאָנעלער קאָלעגיע																
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_115_tr_1753936446	שנייער, סעם	2633-2642								Employment_Performance	performer	זיך באַטייליקט אין אייניקע פֿאָרשטעלונגען												"סעמיועל ס. שנייער — צוויי יונגע אַקטיאָרען ענטפערען אויף אַדלער'ס טשאַלענדזש, „פאָרוו."", נ. י., 15 יאַנואַר 1913."	זיין פֿאָטער האָט געהאַט זייער שווערע צייטן, אָבער אים אין דער היים האָט פּערזענלעך גאָרניט געפעלט	modest			
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_115_tr_1753936446	שנייער, סעם	2633-2642								Affiliation_Membership	delegate_official	געווען אַ מיטגליד אין דער עקזעקוטיווע פֿון דער יידישער אַקטיאָרן-יוניאָן	אין דער עקזעקוטיווע											[—] — סעמיועל שנייער געשטאַרבען נאָך אַ וואָך ליידען, „דיא וואַרהייט“, נ. י., 13 נאָוו. 1915.					
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_115_tr_1753936446	שנייער, סעם	2633-2642								Employment_Performance	performer	אימער געשפּילט די צווייטע ראָלע נאָך קעסלערן	צווייטע ראָלע											"[—] — שנייער האָט דערצעהלט ווי אַזוי ער איז געוואָרען אַן אַקטיאָר, „פאָרוו."", נ. י., 16 נאָוו. 1915."					
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_123_tr_1753936429	שאָר [שור], משה	2650-2660								Affiliation_Membership	delegate_official	איז מערערע מאָל געווען אַ מיטגליד אין דער עקזעקוטיווע	מיטגליד אין דער עקזעקוטיווע											"ישראל דער יענקי — די רומענישע חתונה, ""יידטג""בל“, נ. י., 21 סעפּט. 1923."					
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_129_r_2	צוקערבערג, הערשל	2661-2663								Affiliation_Membership	delegate_official	געוואָרן דעלעגאַט פֿון דער ני פּענטס-יוניע	דעלעגאַט											"מאָריס שוואַרץ — מאָריס שוואַרץ דערצעהלט, „פאַרוו."", ל. א. 5, 7 נאָוו. 1941."					
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_129_r_2	צוקערבערג, הערשל	2661-2663								Affiliation_Membership	delegate_official	זיין אַמטירן אַלס פֿאַרוואַלטער פֿון דער יידישער אַקטיאָרן-יוניע	פֿאַרוואַלטער																
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_129_r_2	צוקערבערג, הערשל	2661-2663								Leadership_Ownership	owner_manager	1929-30 - צוזאַמען מיט מיטניק, מענעדזשער אין מאָנטרעאַל	מענעדזשער	1929	1930														
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_129_r_2	צוקערבערג, הערשל	2661-2663								Leadership_Ownership	owner_manager	1928-9 מענעדזשער פֿון סט. לואיס	מענעדזשער	1928	1929														
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_129_r_2	צוקערבערג, הערשל	2661-2663								Leadership_Ownership	owner_manager	1928-9 מענעדזשער פֿון... קליוולאַנד	מענעדזשער	1928	1929	נואַרק	דוטשעס												
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_131_tr_1754224982	הררי, עזרא [בלומבערג]	2665-2667								Employment_Performance	artistic_staff	פֿירט אויף, אין יידיש, און באַטייליקט זיך אין אַמפיטעאַטער אין לעגיאָן	רעזשיסער											[—] — דער נייער פּרואוו, דאָרט, 27 אויגוסט 1949.					
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_132_tr_1754224993	פינקעל, מאָריס [משה]	2668-2677								Employment_Performance	artistic_staff	פ. איז באַגאַנגען זעלבסטמאָרד	רעזשיסער	1891-08-14	1892-05-21									יאַקאָב פּ. אַדלער — 40 יאָהר אויף דער ביהנע, „דיא וואַרהייט“, נ. י., 24 דעצ. 1916, 4, 7, 15 יאַנואַר, 4 פעברואר 1917.					
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_141_tr_1754377601	קאָמפּאַנעיעץ, מאַקס [מרדכי, מאָטעק]	2685-2685														פּאַריז		פראַנקרייך											
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_141_tr_1754377600	ראַבינאָוויטש, לעאָן [לייבל]	2686-2686																פּוילן											
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_141_tr_1754377600	ראַבינאָוויטש, לעאָן [לייבל]	2686-2686								Employment_Performance	artistic_staff	"ראבינאָוויטש האָט זי [די פּיעסע] „דער דבוק"" אויפגעפֿירט לויט הערמאַנס רעזשי"	רעזשיסירט																
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_141_tr_1754377600	ראַבינאָוויטש, לעאָן [לייבל]	2686-2686								Affiliation_Membership	delegate_official	געווען אַ צייט זיין סעקרעטאר	סעקרעטאר																
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_141_tr_1754377600	ראַבינאָוויטש, לעאָן [לייבל]	2686-2686								Employment_Performance	artistic_staff	וועלכע ער רעזשיסירט אַ משך פֿון יאָרן	רעזשיסער																
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_142_tr_1754377600	באָריסאָוואָ [בעטי קאָמפּאַנעיעץ-ראַבינאָוויטש]	2687-2687								Employment_Performance	performer	אין 1914 איבערגעגאַנגען צו דערוואַקסענע סוברעטן- ראָלן	דערוואַקסענע סוברעטן-ראָלן	1914															
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_142_tr_1754377600	באָריסאָוואָ [בעטי קאָמפּאַנעיעץ-ראַבינאָוויטש]	2687-2687								Leadership_Ownership	owner_manager	ב. האָט אויך געבראַכט אין מעקסיקאָ אויף גאַסטראָלן איר שוואָגער לעאָניד סאָקאָלאָוו מיט וועלכן זי האָט געשפּילט	אימפּרעסאַריאָ																
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_142_tr_1754377597	זשיטאָמירסקי, יוסף	2688-2688								Production_Distribution	produced_by	"דורכן אָרטיקן „קונסט ווינקל״ א""ר פֿון וויליאַם שפּערלינג, מיטן אָנטייל פֿון מחבר, אויפֿגעפֿירט געוואָרן ז.'ס פּיעסע „דער קאמף"""		1935-11-22															
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_143_tr_1754377592	קעסלער, דוד	2689-2803														ניו יאָרק		אַמעריקע			1886-07			ד. ב. [ש. יאַנאָווסקי] — אין טהעאַטער, „פא״ש“, נ. י., 7 נאָוו. 1908.					
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_143_tr_1754377592	קעסלער, דוד	2689-2803								Leadership_Ownership	owner_manager	עס האָט לאַנגע יאָרן ניט גענומען און ער איז דאָרט געוואָרן איינער פֿון די דירעקטאָרן	דירעקטאָר											סאול ראַסקין — אונזערע שוישפּיעלער, „די ליטעראַרישע וועלט“, נ. י., 27 דעצ. 1912					
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_143_tr_1754377592	קעסלער, דוד	2689-2803								Leadership_Ownership	owner_manager	אַדלער האָט צוזאַמען מיט ערעלשטיין נענומען דעם גרויסן ווינדזאָר-טעאַטער און זיי זיינען געוואָרן די דירעקטאָרן	פּאַרטנער											"[—] — אין דער אידישער טהעאַטער וועלט, „פארוו."", נ. י. 25 אַפּריל 1914."					
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_143_tr_1754377592	קעסלער, דוד	2689-2803								Leadership_Ownership	owner_manager	"דער 14 סעפּטעמבער 1911 איז אין ניו יאָרק געעפֿנט געוואָרן... „קעסלערס סעקאָנד עוועניו טעאַטער“, מיט ק. און מאַקס ווילנער אַלס „ליסערס און מענעדזשערס"""	ליסער און מענעדזשער	1911-09-14	1918-05-03									[—] — דיפּלאָמאַטישער פּלאַנטער צווישען טהאָמאַשעווסקין, קעסלער און אַדלער, דאָרט, 7 אַפּריל 1916.					
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_202_tr_1754998546	וויינבערג, ישעיהו-דניאל [ס. ד.]	2807-2807														ניו-יאָרק													
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_202_tr_1754998544	ראָזענפעלד, יונה	2808-2810								Production_Distribution	published_by	"ר. האָט געדרוקט אַ גאַנצע ריי איינאַקטערס... פאָרווערטס"", נ. י."												"אָב. קאַהאַן — יונה ראָזענפעלד׳ס „די קאָנקורענטען אין שוואַרץ׳ס טהעאַטער, „פארוו."", נ. י. 13 מערץ 1922."					
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_248_tr_1754998566	קייזער, דזשעני	2900-2900								Employment_Performance	performer	ביז זי איז דאָרט געוואָרן די הויפּט שוישפּילערין	הויפּט שוישפּילערין											געקראָלאָג אין „די צייט“, לאָנדאָן, 27 פעברואר 1940.					
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_248_tr_1754998566	קייזער, דזשעני	2900-2900								Leadership_Ownership	executive	מערערע יאָרן געשטאַנען אין דער שפּיץ פֿון יידישן טעאַטער אין ענגלאַנד	אין דער שפּיץ											בוען יאָנג — „מיין לעבן אין טעאַטער“, ניו יאָרק, 1950, זז. 53-54.					
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_249_tr_1754998575	רובין, גרשון	2901-2905								Employment_Performance	performer	מיט פרצן און שלום עליכמן האָט דער קלוב פונאַנדערגעקלונגען זיין בשורה-גלאָק. צוויי יונגע מענטשן זיינען געווען די בשורה-אָנזאַגער	בשורה-אָנזאַגער											"אַלטער עפּשטיין — גרשון רובין אין אַ קונסט-ראָל אין נעשאַנאַל טעאַטער, „דער טאָג"",, נ. י., 14 נאָוו. 1924."					
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_252_tr_1754998536	שאָר [שור], אַנשל	2907-2923								Employment_Performance	performer	געשפּילט אין איר די הויפּט-ראָל	הויפּט-ראָל											"ב. גאָרין — „געש. איד. טעאַטער"", II, זז. 282, 275."					
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_252_tr_1754998536	שאָר [שור], אַנשל	2907-2923								Employment_Performance	performer	באַלד דערויף נעמט ער דאָרט אויך שפּילן ראָלן	אַקטיאָר											"יואל ענטין — דאָס טהעאַטער, „די צוקונפט"", נ. י., נאוועמבער 1911."					
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_252_tr_1754998536	שאָר [שור], אַנשל	2907-2923								Employment_Performance	employee	פֿאַרפֿאַסט די ליריקס (לידער) פֿאַר די אָפּערעטעס	ליריקס											"ב. גאָרין — דער רעפּערטואר פונם יודישען טעאַטער אין אמעריקאַ פֿאַרן סעזאָן תרע""ב, „דער פנקס"", ווילנע, 1913."					
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_260_tr_1754998378	פרענקעל, יצחק	2924-2924								Employment_Performance	performer	עפּיזאָדן-ראָליסט ביי עלווינג אין נואָרק	עפּיזאָדן-ראָליסט																
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_260_tr_1754998378	פרענקעל, יצחק	2924-2924								Leadership_Ownership	executive	אַ ריי יאָרן געשטאַנען אין דער שפּיץ	אין דער שפּיץ																
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_260_tr_1754998378	פרענקעל, יצחק	2924-2924								Affiliation_Membership	delegate_official	וואו ער איז אַ מיטגליד פֿון דער עקזעקוטיווע	מיטגליד פֿון דער עקזעקוטיווע																
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_261_tr_1754998424	קעסלער יאָזעף	2925-2930								Leadership_Ownership	owner_manager	צוזאַמען מיט דיינע פֿיינמאַן, איבערגענומען דאָס „פּערעגאן טעאַטער“												ס. דינגאָל — דער שלוס פֿון אידישען טהעאַטער סיזאָן אין לאָנדאָן, דאָרט, 3 יוני 1914					
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_261_tr_1754998424	קעסלער יאָזעף	2925-2930								Employment_Performance	performer	זינט דעם 26 יוני 1922 אָנגעהויבן שפּילן אין לאָנדאָנער „פאַוויליאָן טעאַטער“	הויפּט-ראָלן	1922-06-26										בן-א [סאָכאַטשעווסקי] — ה' יאָזעף קעסלער אין „האַמלעט“, „די צייט“, לאָנדאָן, 28 יוני 1922.					
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_261_tr_1754998424	קעסלער יאָזעף	2925-2930								Leadership_Ownership	owner_manager	זיך צוריקגעקערט קיין לאָנדאָן, וואו ער האָט אָנגעפֿירט מיטן „פאַוויליאָן טעאַטער“	אָנגעפֿירט	1924										"מ. מ. — שלום אַש׳ס „מאָטקע גנב"", דאָרט, 5 נאָוו. 1922. מ. מ. — ה' יאָזעף קעסלער אַלס סווענגאלי, דאָרט, 8 דעצ. 1922."					
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_261_tr_1754998424	קעסלער יאָזעף	2925-2930								Leadership_Ownership	owner_manager	צום סעזאָן 1929-30 פֿירט ער ווידער אָן מיטן „פאַוויליאָן טעאַטער“	דירעקטאָר	1929	1930									קריטיקוס — ה' יאָזעף קעסלערס אַבשיעדס אבענד, דאָרט, 10 מאי 1923.					
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_264_tr_1754998383	קאַטץ, משה	2931-2941								Production_Distribution	produced_by	אין סעפּטעמבער אָדער אַקטאָבער 1901 איז אין „טאליאַ טעאַטער“ אויפֿגעפֿירט געוואָרן ק.'ס פּיעסע „לא מיט אן אלף“		1901										ד. ב. — אין טהעאַטער, „פא״ש“, נ. י., 21 נאָוו. 1914.					
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_264_tr_1754998383	קאַטץ, משה	2931-2941								Production_Distribution	published_by	היברו פּאָבלישינג קאָמפּאַני, ניו יאָרק, 1912		1912										״מ. קאַטץ זאַמעלבוך“, פֿילאַדעלפיע, 1925.					
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_269_tr_1754998524	שוואַרצבערג, יוסף	2942-2942								Employment_Performance	artistic_staff	האָט גאַנץ אָפט, בעת באַנייאונגען פֿריער געשפּילטע פּיעסן, זיי אויפֿגעפירט לויט שוואַרצס רעזשי	רעזשיסער																
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_270_tr_1754998438	קאָהן, ראָזעטאַ	2943-2943								Employment_Performance	performer	אין 1920 האָט ק. פֿאַרוואַלטעט און איז געווען די הויפּט-שוישפּילערין פֿון יידישן טעאַטער אין מאָנטרעאל	הויפּט-שוישפּילערין	1920															
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_270_tr_1754998435	שעהנגאָלד אבא [אַלבערט]	2944-2950														בערלין		דייטשלאַנד						רוביקאָוו-באַגין — עראינערונגען וועגן דעם ניט לאַנג פערשטאָרבענעם אַקטיאָר א. שעהנגאָלד, דאָרט.					
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_274_tr_1754998433	שעהנגאָלד, קלאַראַ	2951-2951														האַמבורג													
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_274_tr_1754998433	שעהנגאָלד, קלאַראַ	2951-2951														בערלין													
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_276_tr_1754998430	שאָר יהושע-העשל	2955-2955								Employment_Performance	artistic_staff	די אַקטיאָרן פלעגן זיך אַליין סופלירן, און דערביי האָט זיך ש. באַזונדערס אויסגעצייכנט	סופלער												פֿאָטער — אַ שניט-סוחר	modest			
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_276_tr_1754998432	ראָזענטאַל, סאַבינאַ	2956-2956								Employment_Performance	performer	1927 — ווידער אין „אוירווינג פלייס-טעאַטער“		1927															
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_277_tr_1754998404	קאַנער לעאָפּאָלד [לייב]	2957-2958								Employment_Performance	performer	טרעט שוין אָפן אַריין אין דער טרופּע גאָלדפֿאדן-סעגאַלעסקאָ												יעקב באטאָשאַנסקי — ל. קאַנער און לעאָן בערגער, „טעאַטער“, בוענאָס איירעס, אקטאָבער-נאָוועמבער 1941.					
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_277_tr_1754998404	קאַנער לעאָפּאָלד [לייב]	2957-2958								Employment_Performance	performer	גייען ווידער איבער אין ראָזענבלומס טרופּע				פאנטשע													
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_278_tr_1754998432	קאַנער, שרה [פרילינג]	2959-2960														גאַלאַץ													
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_279_tr_1754998502	קאָהען, הערי	2961-2961								Employment_Performance	performer	"איז ער דאָ אויפֿגעטראָטן אַלס ""באַרטעלאָ“ אין שאַרקאַנסקיס „כל נדרי״"	באַרטעלאָ												געאַרבעט אין אַ שאַפּ ביי ניפענטס [קינדער-הויזן]	modest			
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_279_tr_1754998499	קאָברין, לעאָן	2962-3907								Leadership_Ownership	executive	די צוויי איבערגעבליבענע פֿירער	פֿירער											[ב. גאָרין]— דער פערלאָרענער גן-עדן, „טהעאַטער זשורנאָל“, נ. י., 19 נאָוו. 1902.					
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_279_tr_1754998499	קאָברין, לעאָן	2962-3907								Employment_Performance	employee	"רעדאַקציע-מיטגליד פון ""יידישע קולטור“"	רעדאַקציע-מיטגליד											ח. אַלעקסאַנדראָוו — די צוויי שוועסטער, „דער אַרבייטער“, נ. י. 12 נאָוו. 1904					
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_321_tr_1754998460	קאָגוט, אייב	3046-3046								Leadership_Ownership	executive	פֿון וועלכער ער איז געוואָרן דער פּרעזידענט און מענעדזשער	פּרעזידענט																
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_321_tr_1754998460	קאָגוט, אייב	3046-3046								Leadership_Ownership	owner_manager	פֿון וועלכער ער איז געוואָרן דער פּרעזידענט און מענעדזשער	מענעדזשער																
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_322_tr_1754998441	רייטין (רייצען], דוד	3047-3047														פאַריז													
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_323_tr_1754998450	שניצער לואיס [ישראל-לייב]	3050-3052								Leadership_Ownership	owner_manager	ער האָט אַליין פינאַנסירט זיין טעאַטער צוויי יאָר צייט	דירעקטאָר																
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_325_tr_1754998561	רייכער, עמנואל	3053-3058															אונגאָרן	אונגאָרן						Julius Bab, Wolli Handl—“Deutsche Schauspieler”, Berlin, 1908, pp. 58-73.	געבוירן אין אונטער אן עכטער יידישער סביבה		religious		
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_325_tr_1754998561	רייכער, עמנואל	3053-3058								Leadership_Ownership	owner_manager	איבערגענומען די לייטונג פֿון דעם ניי-געגרינדעטן נייעם יידישן טעאַטער' אין ניו יאָרק	דירעקטאָר	1919										א. ס. ליריק — דער געשמד'טער עמנואל רייכער, „די צייט“, לאָנדאָן, 1 יוני 1924.					
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_328_tr_1754998393	קרישטאָל, לעאָן [לייב]	3059-3062								Employment_Performance	artistic_staff	צוערשט ווי דער ליטעראַרישער סעקרעטאַר	ליטעראַרישער סעקרעטאַר	1918										"ס. רעגענסבערג — גרויסער עולם ביי לויה פון לעאָן קרישטאַל, באַלייבטען שרייבער, „פאַרווערטס""-מיטאַרבעטער, דאָרט, 25 אויגוסט 1959"					
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_328_tr_1754998393	קרישטאָל, לעאָן [לייב]	3059-3062								Employment_Performance	artistic_staff	ווי דער ליטעראַרישער לייטער	ליטעראַרישער לייטער											מאָריס שוואַרץ — לעאָן קרישטאָל אין דעם אידישען קונסט טעאַטער, דאַרט, 28 אויגוסט 1959					
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_328_tr_1754998393	קרישטאָל, לעאָן [לייב]	3059-3062								Employment_Performance	performer	ער האָט געשפּילט די ראָלע פון „פּניעכעם' אין משה נאָדירס „סוקסעס'	אַקטיאָר											חיים ליבערמאַן — אַ פֿריינט איז אַוועק, דאָרט, 28 סעפּט. 1959.					
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_328_tr_1754998393	קרישטאָל, לעאָן [לייב]	3059-3062								Affiliation_Membership	delegate_official	ער איז געווען איינער פון די בעסטע יידישע סיטי עדיטאָרס	סיטי עדיטאָר											"מלך ראָוויטש — לעאָן קרישטאַל, „די פרעסע“, ב""א, 4 סעפּטעמבער 1960"					
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_328_tr_1754998393	קרישטאָל, לעאָן [לייב]	3059-3062								Employment_Performance	employee	ער איז געווען דער פאַרווערטס'-קאָרעספּאָנדענט אין דער יונייטער ניישאַנס	קאָרעספּאָנדענט																
