db_id	name	name_yiddish	n_clusters	n_sents	cluster_ids	text_source	tags	confidence	evidence	review_flags	source
1488	טרופּע זילבערמאַן און חיימאָוויטש	טרופּע זילבערמאַן און חיימאָוויטש	1	1	ORG-C06347	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «זילבערמאַן און חיימאָוויטש» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1489	Roman Rosenthal (ראָמאַן ראָזענטאַל) and Weintraub (וויינטרויב) cooperative of artists	קאָאָפּעראָטיוו פֿון קינסטלער	1	1	ORG-C03315	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1490	קאָטצס און ביבערס פֿאָלקס קאָמפּאַני	קאָטצס און ביבערס פֿאָלקס קאָמפּאַני	1	1	ORG-C00400	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «קאָטצס און ביבערס» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1491	Boaz Yungvitz and Iser Bezman	בוען יוננוויץ און בעזמאָן	1	1	ORG-C05547	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «Yungvitz and Iser» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1492	נעביל	נעביל	1	1	ORG-C05515	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1493	מאָקס ראָזענטאָל און געביל	מאָקס ראָזענטאָל און געביל	1	1	ORG-C05631	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «ראָזענטאָל און געביל» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1494	באָריס טאָמאָשעווסקי און לעאָן גאָלובאַק און ישראל באָרסקי	באָריס טאָמאָשעווסקי און לעאָן גאָלובאַק און ישראל באָרסקי אַלס מחבר	1	1	ORG-C05655	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «טאָמאָשעווסקי און לעאָן» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1495	אוקראַאינישער טרופּע א'אַ פֿון סוכאָדאָלסקי	אוקראַאינישער טרופּע א'אַ פֿון סוכאָדאָלסקי	1	1	ORG-C04963	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1496	י. ראָקאָווס וואַנדער-טרופּע	י. ראָקאָווס וואַנדער-טרופּע	1	1	ORG-C00417	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1497	באָריס בוקאַנץ	באָריס בוקאַנץ	1	1	ORG-C03215	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1498	גאַרטענשטיין	גאַרטענשטיין	1	1	ORG-C00044	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1499	רוסישער אָפּערעטעס- טרופּע פֿון איוואנאָוו-נאָוויקאוו	רוסישער אָפּערעטעס- טרופּע פֿון איוואנאָוו-נאָוויקאוו	1	1	ORG-C04751	linked	Operetta / Opera Company | Impresario Company	high	Operetta / Opera Company ⟵ «אָפּערעט» [text] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1512	אינברודערס טרופּע	אינברודערס טרופּע	1	1	ORG-C05416	name-match	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1513	אינברודערס טרופּע	אינברודערס טרופּע	1	1	ORG-C05416	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1577	"העברעאישע פאָרשטעלונגען א""ל פון יצחק קאַצענעלזאָן"	"העברעאישע פאָרשטעלונגען א""ל פון יצחק קאַצענעלזאָן"	1	1	ORG-C06832	linked	Institutional Company | Zionist Company	medium	"Institutional Company ⟵ «העברעאישע פאָרשטעלונגען א""ל פון יצחק קאַצענעלזאָן» [text] ; Zionist Company ⟵ «העברעא» [low]"		Claude-draft
1578	"חברים-טרופּע א""פ פֿון וואָלף שומסקי"	"חברים-טרופּע א""פ פֿון וואָלף שומסקי"	1	1	ORG-C01127	linked	Institutional Company	high	"Institutional Company ⟵ «חברים-טרופּע א""פ פֿון וואָלף שומסקי» [text]"		Claude-draft
1579	לעאָן ליבגאָלד ליליאַנאַ-אַנסאַמבל	לעאָן ליבגאָלד ליליאַנאַ-אַנסאַמבל	1	1	ORG-C01755	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1580	טרופּע פֿון יעקב בערלין און מאָלי קאָהן	טרופּע פֿון יעקב בערלין און מאָלי קאָהן	1	1	ORG-C02269	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «בערלין און מאָלי» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]	maybe German-Jewish? (tours «בערלין») — needs Ruthie	Claude-draft
1581	טראַכטענבערגס קליינער וואַנדער-טרופּע	טראַכטענבערגס קליינער וואַנדער-טרופּע	1	1	ORG-C05455	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1582	Alex Stein's Vilna Troupe	א. שטייןס טייל פֿון דער ווילנער טרופּע	1	1	ORG-C06589	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1583	פאַריין פון יידישע דראַמאַטישע אַרטיסטן אין ווילנע אונטער דער לייטונג פון מ. קאָוואַלסקי (פא“דא)	פאַריין פון יידישע דראַמאַטישע אַרטיסטן אין ווילנע אונטער דער לייטונג פון מ. קאָוואַלסקי (פא“דא)	1	1	ORG-C06682	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1584	"פֿאָד""א"	"פֿאָד""א"	3	7	ORG-C05264 | ORG-C02134 | ORG-C07172	linked	Institutional Company	high	"Institutional Company ⟵ «פֿאָד""א» [text]"		Claude-draft
1585	בן ציון וויטלער	בןציון וויטלער	1	1	ORG-C03687	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1586	יידישע פֿאָלקס-בינע	יידישע פֿאָלקס-בינע	3	5	ORG-C00095 | ORG-C00889 | ORG-C02341	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «לקס-בינע» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1587	זלמן קאָלעשניקאָווס וואַנדער-טרופּע	זלמן קאָלעשניקאָווס וואַנדער-טרופּע	2	2	ORG-C03386 | ORG-C00107	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1588	יידישע קינדער-טרופּע Shaiele Rotshayn (שאַיעלע ראָטשיין)	יידישע קינדער-טרופּע	1	2	ORG-C03280	name-match	Children's Company | Impresario Company	high	Children's Company ⟵ «קינדער» [text] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1589	יידישע קינדער-טרופּע Shaiele Rotshayn (שאַיעלע ראָטשיין)	יידישע קינדער-טרופּע	1	2	ORG-C03280	linked	Children's Company | Impresario Company	high	Children's Company ⟵ «קינדער» [text] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1590	טרופּע  א'ד פֿון אָביש מייזעלס	טרופּע... א'ד פֿון אָביש מייזעלס	1	1	ORG-C03027	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1591	אָסקאַר גרין סטאַק קאָמפּאַניע	אָסקאַר גרין סטאַק קאָמפּאַניע	1	1	ORG-C04057	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1592	יידישער טעאַטער-טרופּע פֿון מאָריס בראון און גינטער	יידישער טעאַטער-טרופּע פֿון מאָריס בראון און גינטער	1	0	ORG-C01343	none	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «בראון און גינטער» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1593	פֿילאָדעלפֿיער טרופּע Joshua (Jay) Gruber (יהושע גרובער)	פֿילאָדעלפֿיער טרופּע	1	1	ORG-C01378	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1594	קייט-טרופּע	קייט-טרופּע	1	2	ORG-C01384	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1595	Spivakovski, Shoengold and Simcha Dineman: the first Romanian Troupe in America.	ערשטער רומענישער טרופּע	1	1	ORG-C06022	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «Shoengold and Simcha» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1596	פּראָפעסיאנעלער טרופּע פֿון וואָלפשטיין	פּראָפעסיאנעלער טרופּע פֿון וואָלפשטיין	1	1	ORG-C06533	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1597	ערשטער יידישער טרופּע: לעאָן און מיראָן גאָלובאַק, ספּעקטאָר און פרוי, באָרסקי, ראָזענבלום, באָיאָרסקי, בערנשטיין, סיימאַן און באָריס טאָמאָשעווסקי	ערשטער יידישער טרופּע	1	1	ORG-C06872	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «לעאָן און מיראָן» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1603	יידישער טעאַטער- טרופּע פֿון שוואַרץ	יידישער טעאַטער- טרופּע פֿון שוואַרץ	1	1	ORG-C02667	linked	Star Company | Impresario Company	medium	Star Company ⟵ known star: Schwartz [knowledge] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1605	טרופּע סטרעלסקאַ	טרופּע סטרעלסקאַ	1	1	ORG-C05454	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1607	"חברים-טרופּע א""פ פֿון פּאַלעפּאָדע"	חברים-טרופּע א	2	2	ORG-C06531 | ORG-C03026	linked	Institutional Company	high	"Institutional Company ⟵ «חברים-טרופּע א""פ פֿון פּאַלעפּאָדע» [text]"		Claude-draft
1609	טור פֿון חיים יאַבלאָקאָוו	טור פֿון חיים יאַבלאָקאָוו	1	1	ORG-C07095	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1614	דער טרופּע פאַקט (זיגמונט טורקאָוו, א. שטיין, קלאַראַ סעגאָלאָוויטש, געניאַ שליט, אַברהם מאָרעווסקי)	טרופּע 'פאַקט'	2	7	ORG-C02821 | ORG-C02168	linked	Family Company | Star Company | Impresario Company	medium	Family Company ⟵ known family: Turkow [knowledge] ; Star Company ⟵ known star: Turkow [knowledge] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]	maybe German-Jewish? (tours «ווין») — needs Ruthie	Claude-draft
1618	רומעניע אָפּערע טרופּע	רומעניע אָפּערע טרופּע	1	1	ORG-C07013	linked	Operetta / Opera Company | Impresario Company	high	Operetta / Opera Company ⟵ «אָפּערע» [text] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1619	בעלאָסקאָ סטאָק-קאָמפּאָניע	בעלאָסקאָ סטאָק-קאָמפּאָניע	1	1	ORG-C06269	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1622	(צילע אַדלער, בערטאַ גערסטין, מישע און לוסי גערמאַן, מנחם רובין, מאַקס באָזשיק און יצחק רויטבלום)  קאָאָפּעראַטיווע סטאָר-טרופּע	קאָאָפּעראַטיווע סטאָר-טרופּע	1	1	ORG-C01313	linked	Ad Hoc Company | Cooperative Company | Star Company	medium	Ad Hoc Company ⟵ joined names «מישע און לוסי» [text-low] ; Cooperative Company ⟵ «קאָאָפּעראַטיוו» [text] ; Star Company ⟵ known star: Adler [knowledge]		Claude-draft
1624	ביידעםקאָס טרופּע	ביידעםקאָס טרופּע	1	1	ORG-C06011	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1627	נייטאן פרענק	נייטאן פרענק	1	1	ORG-C06890	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1628	טרי קידס סוירקל	טרי קידס סוירקל	1	1	ORG-C01461	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1629	"חברים-טרופּע א""ל פֿון מאָריס בראון"	"חברים-טרופּע א""ל פֿון מאָריס בראון"	1	1	ORG-C05469	linked	Institutional Company	high	"Institutional Company ⟵ «חברים-טרופּע א""ל פֿון מאָריס בראון» [text]"		Claude-draft
1630	גשחט-טרופּע: מאיר שווארץ, יהודה גרינהויז, האש און טרילינג	גשחט-טרופּע	1	1	ORG-C06908	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «האש און טרילינג» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1631	טרופּע פֿון יידישע אָרטיסטן אונטער דער דירעקציע פֿון בעלאַו	טרופּע פֿון יידישע אָרטיסטן אונטער דער דירעקציע פֿון בעלאַו	1	1	ORG-C05820	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1632	טרופּע פֿון „דראַנאָוו“	טרופּע פֿון „דראַנאָוו“	1	1	ORG-C02051	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1633	שלום פּאָדזאַמטשע	שלום פּאָדזאַמטשע	3	3	ORG-C02770 | ORG-C05888 | ORG-C06764	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]	maybe German-Jewish? (tours «ווין») — needs Ruthie	Claude-draft
1634	יוניע-טרופּע	יוניע-טרופּע	1	1	ORG-C01491	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1635	"דער אַרטיסטישער גרופּע, וועלכע עס האָט געגרינדעט (נחום) צמח ע""ה (צוזאַמען מיט דער פרוי פֿון מאיר אייזענשטאַט)."	אַרטיסטישער גרופּע	2	2	ORG-C03303 | ORG-C07353	linked	Institutional Company	high	"Institutional Company ⟵ «דער אַרטיסטישער גרופּע, וועלכע עס האָט געגרינדעט (נחום) צמח ע""ה (צוזאַמען מיט דער פרוי פֿון מאיר אייזענשטאַט).» [text]"		Claude-draft
1636	טרופּע פֿון יאָוועליר, מאָרגולעס, גילטמאַן און ס. פֿאַרקויף	טרופּע פֿון יאָוועליר, מאָרגולעס, גילטמאַן און ס. פֿאַרקויף	1	1	ORG-C06731	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «גילטמאַן און ס.» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1637	דדער אָרגענטינער יידישער טרופּע פֿון מאָריס בראון	דדער אָרגענטינער יידישער טרופּע פֿון מאָריס בראון	1	1	ORG-C06177	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1638	מענעדזשמענט פֿון יאָזער פֿיליפּ און ה. וואַכטעל	מענעדזשמענט פֿון יאָזער פֿיליפּ און ה. וואַכטעל	1	1	ORG-C06282	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «פֿיליפּ און ה.» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1643	Yosef Hoberman (יאָזעף האָבערמאַן) in collaboration with L. Freiman (ל. פֿריימאַן)	טרופּע פֿאָר בראַזיליע	1	1	ORG-C06409	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1644	טרופּע מיט קאָניעווסקא, ברייטמאַן און סאָניע ברין	טרופּע מיט קאָניעווסקא, ברייטמאַן און סאָניע ברין	1	1	ORG-C06763	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «ברייטמאַן און סאָניע» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1645	פּראָווינץ-טרופּע „לידאַ“	פּראָווינץ-טרופּע „לידאַ“	1	1	ORG-C03675	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1646	ווניט-  יונאס טורקוב	ווניט	1	9	ORG-C00533	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1647	אינטערנאַציאָנאַלער טרופּע	אינטערנאַציאָנאַלער טרופּע	1	1	ORG-C01076	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]	maybe German-Jewish? (tours «בערלין») — needs Ruthie	Claude-draft
1648	פֿאַרבאַנד-טרופּע: בען באַנוס / בען ניסן אַלטער	פֿאַרבאַנד-טרופּע	1	2	ORG-C01420	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1649	גוּטענטאַגס יידישער טרוּפּע	גוּטענטאַגס יידישער טרוּפּע	3	4	ORG-C04041 | ORG-C06655 | ORG-C06819	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1661	פּריזאַמענט-היידען	פּריזאַמענט-היידען	1	1	ORG-C01747	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «מענט-היידען» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1662	דער ווילנער דראָמאַטישער טרופּע (אסתר רחל קאמינסקי, זיגמונד טורקאָוו, ש. קוטנער און סאַמבערג)	ווילנער דראָמאַטישער טרופּע	1	1	ORG-C05686	linked	Ad Hoc Company | Family Company | Star Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «קוטנער און סאַמבערג)» [text-low] ; Family Company ⟵ known family: Kaminski [knowledge] ; Star Company ⟵ known star: Turkow [knowledge] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1663	ערשטער יידישער פֿאַראייניקטער דראָמאָטישער טרופּע אין ליטע	ערשטער יידישער פֿאַראייניקטער דראָמאָטישער טרופּע אין ליטע	2	2	ORG-C05429 | ORG-C03678	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1664	יידישע פֿראָנט-טרופּע א'א פֿון בערטאַנאָוו	יידישע פֿראָנט-טרופּע	1	1	ORG-C04457	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1665	יידישער טרופּע פֿון פאַריז (אַרנשטיין, עפּשטיין, פּיעקאַרניק און פרוי א'אַ)	יידישער טרופּע פֿון פאַריז	1	1	ORG-C01632	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «פּיעקאַרניק און פרוי» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1666	לאָדזשער חברים-טרופּע	לאָדזשער חברים-טרופּע	2	3	ORG-C03070 | ORG-C06853	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1667	יונגווירט	יונגווירט	1	4	ORG-C02606	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]	maybe German-Jewish? (tours «ווין») — needs Ruthie	Claude-draft
1668	געברידער פאול: מיט Chizhik (טשיזשיק), Titelman (טיטעלמאַן), and Sendik (סענדיק).	געברידער פּאָול	1	1	ORG-C00513	linked	Kleinkunst / Revue / Cabaret Company | Family Company | Impresario Company	high	Kleinkunst / Revue / Cabaret Company ⟵ «קוואַרטעט» [text] ; Family Company ⟵ «ברידער» [text] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1669	יידיש-דייטש-טעאַטער	יידיש-דייטש-טעאַטער	1	2	ORG-C03873	name-match	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «יידיש-דייטש» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1670	יידיש-דייטש-טעאַטער	יידיש-דייטש-טעאַטער	1	2	ORG-C03873	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «יידיש-דייטש» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1671	קריסטאָל און בערנשטיין	קריסטאָל און בערנשטיין	1	1	ORG-C07098	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «קריסטאָל און בערנשטיין» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1672	גאָלדפלוס	גאָלדפלוס	1	1	ORG-C03212	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]	maybe German-Jewish? (tours «ווין») — needs Ruthie	Claude-draft
1673	טרופּע פון גוטענטאָג-מאָריענהאָף	טרופּע פון גוטענטאָג-מאָריענהאָף	1	1	ORG-C06408	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1674	Tevye Opera Company	טעוויע אָפּערע קאָמפּאָני	1	1	ORG-C00375	linked	Operetta / Opera Company | Impresario Company	high	Operetta / Opera Company ⟵ «אָפּערע» [text] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1675		בדרך	1	1	ORG-C00394	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1676	Progress Yiddish Troupe	יידישע טרופּע „פּראָגרעס“	1	1	ORG-C00432	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1677	Royter Fakl / The Red Torch	טרופּע „רויטער פקל״	2	2	ORG-C00434 | ORG-C05103	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1678		ניו-יאָרקער קונסט-טעאַטער-טרופּע	1	1	ORG-C00484	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «קונסט-טעא» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1679	Di Budapester	די בודאפּעסטער	2	1	ORG-C00619 | ORG-C00620	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1680	Mogilev-Podolsky	טרופּע „מאַגילאָוו פּאָדאָלסק“	1	1	ORG-C00641	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «Mogilev-Podolsky» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1681	Kolektiv Poltavshchina / Poltava Region Collective	„קאָלעקטיוו פּאָלטאווטשינא“	1	1	ORG-C00647	linked	Cooperative Company	high	Cooperative Company ⟵ «קאָלעקטיוו» [text]		Claude-draft
1682	Poylishe Bande / Polish Band	פּוילישער באַנדע	1	1	ORG-C00685	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1683	קינדער-טרופּע אונטער דער אָנפֿירונג פון פּאַולין ווינטער	קינדער-טרופּע אונטער דער אָנפֿירונג פון פּאַולין ווינטער	1	1	ORG-C01013	linked	Children's Company | Impresario Company	high	Children's Company ⟵ «קינדער» [text] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1684	מיט אַש פֿייערשטיין און משה דער בלינדער	מיט אַש פֿייערשטיין און משה דער בלינדער	1	1	ORG-C05917	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «פֿייערשטיין און משה» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1685	קיציס	קיציסן	1	1	ORG-C05996	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1686	טרופּע, וועלכע יצחק דייטש האָט צונויפגעשטעלט	טרופּע, וועלכע יצחק דייטש האָט צונויפגעשטעלט	1	1	ORG-C02952	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1687	United Dramatic Troupe of Lithuania	פֿאַראייניקטע דראַמאַטישע טרופּע פֿון ליטע	2	2	ORG-C00781 | ORG-C00790	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1688		חוה מאזא	1	1	ORG-C03008	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1689	יונג ווילנע	יונג ווילנע	1	2	ORG-C03235	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1690	„פאָלנישע“	„פאָלנישע“	1	1	ORG-C07490	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1691	שטרענג	שטרענג	1	2	ORG-C03059	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]	maybe German-Jewish? (tours «ווין») — needs Ruthie	Claude-draft
1692	קאָסטעלאָניס איטאָלייענישער וואָנדער-אָפּערע טרופּע	קאָסטעלאָניס איטאָלייענישער וואָנדער-אָפּערע טרופּע	1	1	ORG-C06394	linked	Operetta / Opera Company | Impresario Company	high	Operetta / Opera Company ⟵ «אָפּערע» [text] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1693	טרופּע פֿון פרענק און מ. ברוין	טרופּע פֿון פרענק און מ. ברוין	1	1	ORG-C05589	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «פרענק און מ.» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1694	די פּוילישע זינגער	די פּוילישע זינגער	1	2	ORG-C03644	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1695	לאָדזשער קאָלעקטיוו	לאָדזשער קאָלעקטיוו	1	3	ORG-C02646	linked	Cooperative Company	high	Cooperative Company ⟵ «קאָלעקטיוו» [text]		Claude-draft
1696	יונגוויץ-יאָנג	יונגוויץ-יאָנג	1	1	ORG-C04122	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1697	לודווייג זאַץ	לודווייג זאַץ	1	1	ORG-C05052	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1698	די בראָדער	די בראָדער	1	1	ORG-C06304	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1699	פּראָווינץ-דירעקטאָר דרוקער	פּראָווינץ-דירעקטאָר דרוקער	2	2	ORG-C06367 | ORG-C05653	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «ווינץ-דירעקטא» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1700	ה. סיעראצקי	ה. סיעראצקי	1	1	ORG-C06393	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
