cluster_id	canonical_yiddish	org_type	n_person_edges	n_distinct_persons	top_edge_types	n_located_in	places_en	sample_persons	cluster_size	existing_review_status
ORG-C06010	פּראָפעסיאנעלער רומענישער טרופּע	troupe	1	1	performed_with:1	1	Romania	מוישע גאָלדבּלאט (משה גאָלדענבלאַט-בן עמי)(1823)	1	decision=DESCRIPTIVE
ORG-C06012	טעאַטער-שול ביים מאָסקווער יידישן קאָמער-טעאַטער	school	1	1	studied_at:1	1	Moscow	מוישע גאָלדבּלאט (משה גאָלדענבלאַט-בן עמי)(1823)	1	decision=NEW; aligned_db_id=1102
ORG-C06013	מאָסקווער מערבא-אוניווערסיטעט	school	1	1	staff_of:1	1	Moscow	מוישע גאָלדבּלאט (משה גאָלדענבלאַט-בן עמי)(1823)	1	in_review_file_no_decision
ORG-C06014	רומענישער פּרימאַר-שול	school	1	1	studied_at:1	0		מוישע גאָלדבּלאט (משה גאָלדענבלאַט-בן עמי)(1823)	1	in_review_file_no_decision
ORG-C06015	מאָדערניזירטער יידישער שול	school	1	1	studied_at:1	0		מוישע גאָלדבּלאט (משה גאָלדענבלאַט-בן עמי)(1823)	1	in_review_file_no_decision
ORG-C06016	קיבוץ פֿון די פּרושים	school	1	1	studied_at:1	0		אברהם גאָלדבּערג(1809)	1	in_review_file_no_decision
ORG-C06017	וואָרעוויל-פּלעצער	theatre	1	1	performed_with:1	0		לואיס גאָלדבּערג (לייבוש)(1816)	1	in_review_file_no_decision
ORG-C06018	מ. ד. וואַקסמאָןס דראָמאָטישער פאַריין	theatre	1	1	member_of:1	1	Chicago	מאָריס גאָלדבּערג(788)	1	in_review_file_no_decision
ORG-C06020	דז. קעסלער	theatre	1	1	work_produced_by:1	1	Chicago	מיכל גאָלדבּערג(1817)	1	in_review_file_no_decision
ORG-C06024	גאָלדענרול-הויז	theatre	1	1	performed_with:1	0		נייטאן גאָלדבּערג(1819)	1	in_review_file_no_decision
ORG-C06025	חדר און סקול	school	1	1	studied_at:1	1	Chicago	סעם גאָלדבּערג(1821)	1	in_review_file_no_decision
ORG-C06029	דראָמאָטישער סטודיע ביים קונסט-טעאַטער	school	1	1	staff_of:1	0		סעמיועל גאָלדעבּורג (שלום גאָלדשטיין)(1829)	1	in_review_file_no_decision
ORG-C01278_Q02	טעמפּל	choir	1	1	performed_with:1	2	Iași|Romania	איציקל גאָלדענבּורג(1826)	1	in_review_file_no_decision
ORG-C06035	כאָר ביי רחל אַקסעלראָד	choir	1	1	performed_with:1	1	Chernivtsi	שפרה גאָלדענבּורג (האַזענבערג)(1827)	1	in_review_file_no_decision
ORG-C06036	סימפעראָפּאָלער רעגירונגסשול	school	1	1	staff_of:1	1	Simferopol	אברהם גאָלדפאַדען (גאָלדענפאָדים)(804)	1	in_review_file_no_decision
ORG-C06037	דאָס בוקאָוויינער איזראעליטישע פאָלקס-בלאַט	newspaper	1	1	founded:1	1	Chernivtsi	אברהם גאָלדפאַדען (גאָלדענפאָדים)(804)	1	in_review_file_no_decision
ORG-C06039	האָטעל צוקער	theatre	1	1	performed_with:1	0		אברהם גאָלדפאַדען (גאָלדענפאָדים)(804)	1	in_review_file_no_decision
ORG-C06040	פאַראיינס-ברידער לבנון	union	1	1	member_of:1	1	Romania	„די אינטריגע אָדער דוואָסי די פּליאָטקע-מאַכערין(P-1-facs_160_r_4)	1	in_review_file_no_decision
ORG-C06041	רומענישן טעאַטער	theatre	1	1	performed_with:1	0		„די אינטריגע אָדער דוואָסי די פּליאָטקע-מאַכערין(P-1-facs_160_r_4)	1	in_review_file_no_decision
ORG-C06042	האָטעל ווייבעל	theatre	1	1	performed_with:1	1	Brăila	„די אינטריגע אָדער דוואָסי די פּליאָטקע-מאַכערין(P-1-facs_160_r_4)	1	in_review_file_no_decision
ORG-C06046	אברהם גאָלדפאַדען'ס טעאַטער	theatre	1	1	founded:1	1	New York City	שער-בלאַט פון דער וואַרשעווער אויסגאַבע(P-1-facs_171_tr_1714741712)	1	in_review_file_no_decision
ORG-C02149_Q03	רומעניע-אָפּערע-הויז	theatre	1	1	staff_of:1	1	Romania	געצייכנט פון אברהם גאָלדפאַדען(P-1-facs_174_region_1715799875093_402)	1	in_review_file_no_decision
ORG-C06048	פאַריין לירא	school	1	1	founded:1	1	New York City	געצייכנט פון אברהם גאָלדפאַדען(P-1-facs_174_region_1715799875093_402)	1	in_review_file_no_decision
ORG-C06049	טעאַטער פאַנטאַזיע פּאַריזיען	theatre	1	1	staff_of:1	1	Paris	געצייכנט פון אברהם גאָלדפאַדען(P-1-facs_174_region_1715799875093_402)	1	in_review_file_no_decision
ORG-C06050	ציוניסטישן קאָנגרעס	organization	1	1	member_of:1	1	London	געצייכנט פון אברהם גאָלדפאַדען(P-1-facs_174_region_1715799875093_402)	1	in_review_file_no_decision
ORG-C06051	די יידישע גאַזעטטען	newspaper	1	1	employed_by:1	1	New York City	אלי פּסח בדחן(3812)	1	in_review_file_no_decision
ORG-C06052	ציוניסטישער פּאַרטיי	organization	1	1	performed_with:1	1	Paris	אלי פּסח בדחן(3812)	1	in_review_file_no_decision
ORG-C06056	גאָלדפאַדעןלאדזש	organization	1	1	member_of:1	1	New York City	אַפיש פון דער קבלת-פּנים-פאָרשטעלונג(P-1-facs_180_region_1715801037095_458)	1	in_review_file_no_decision
ORG-C06057	אַרכיוו פאַר יידיש טעאַטער	publisher	1	1	work_published_by:1	1	Vilnius	דער געדענק-טאָוול אין מאַריענבאַד(P-1-facs_184_tr_1714741505)	1	in_review_file_no_decision
ORG-C06058	אידישן טעאַטער מוזיי ניו יאָרק	museum	1	1	work_published_by:1	1	New York City	דער מאַנוסקריפּט פון ג.'ס אויטאַביאָגראַפיע — אין באַזיץ פון שלום פּערלמוטער אין ניו-יאָרק(P-1-facs_193_region_1715802361116_623)	1	in_review_file_no_decision
ORG-C06061	בוימריטטער וחתנו גאנשאר	publisher	1	1	work_published_by:1	1	Warsaw	דער מאַנוסקריפּט פון ג.'ס אויטאַביאָגראַפיע — אין באַזיץ פון שלום פּערלמוטער אין ניו-יאָרק(P-1-facs_193_region_1715802361116_623)	1	in_review_file_no_decision
ORG-C06062	ליב מאָרגענשטערן בוכהאַנדלונג	publisher	1	1	work_published_by:1	1	Warsaw	דער מאַנוסקריפּט פון ג.'ס אויטאַביאָגראַפיע — אין באַזיץ פון שלום פּערלמוטער אין ניו-יאָרק(P-1-facs_193_region_1715802361116_623)	1	in_review_file_no_decision
ORG-C06063	ניעזשינער גימנאַזיע	school	1	1	studied_at:1	0		וואָלף גאָלדפאַדען(1833)	1	in_review_file_no_decision
ORG-C06066	אינטים טעאַטער	theatre	1	1	founded:1	2	Mykolaiv|Ukraine	וואָלף גאָלדפאַדען(1833)	1	in_review_file_no_decision
ORG-C06069	אָפּטייק	other	1	1	managed:1	1	Harbin	יידל גאָלדפאַדען (איליאַ גאָלדענפאָדים)(1834)	1	in_review_file_no_decision
ORG-C00114_Q06	הזמיר	theatre	1	1	staff_of:1	1	Montreal	ב. גאָלדשטיין (ברוך)(1844)	1	in_review_file_no_decision
ORG-C06080	דרום-אָפריקע-טעאַטער-טראָסט	organization	1	1	staff_of:1	1	South Africa	דזשאן גאָלדשטיין (יעקב)(1849)	1	in_review_file_no_decision
ORG-C06083	זשינניצע	theatre	1	1	managed:1	2	Iași|Romania	גאָלדשטיין, יוסף(P-1-facs_206_tr_1741260252)	1	in_review_file_no_decision
ORG-C06087	גאָלדן-רול האָל	theatre	1	1	performed_with:1	0		יעקב גאָלדשטיין(1851)	1	in_review_file_no_decision
ORG-C06088	שוואַרץס אוירווינג פלייס-טעאַטער	theatre	1	1	performed_with:1	0		יעקב גאָלדשטיין(1851)	1	in_review_file_no_decision
ORG-C06090	יידיש דראָמאָטיש-מוזיקאַלישע ליג	theatre	1	1	founded:1	2	New York City|United States	לואיס גאָלדשטיין(1853)	1	in_review_file_no_decision
ORG-C06091	וואָרעוויליוניע (לאָקאָל 5)	union	1	1	executive_of:1	0		לואיס גאָלדשטיין(1853)	1	in_review_file_no_decision
ORG-C06092	פֿאַרבאַנד פֿון די טעאַטער-יוניעס	union	1	1	delegate_of:1	0		לואיס גאָלדשטיין(1853)	1	in_review_file_no_decision
ORG-C06096	גאָלדפֿאַדענישן טעאָטער	theatre	1	1	performed_with:1	0		לייזער גאָלדשטיין(1852)	1	in_review_file_no_decision
ORG-C06098	פּעלהעם-סטריטקלאָב	theatre	1	1	performed_with:1	1	London	יוסף גאָלדשמידט(1841)	1	in_review_file_no_decision
ORG-C06099	קאָאָפּעראַטיוו-טעאַטער	theatre	1	1	founded:1	0		שכר גאָלדשטיין(1855)	1	in_review_file_no_decision
ORG-C06100	ייד. אַקט. יוניע	union	1	1	member_of:1	0		יחיאל גאָלדשמידט(1843)	1	in_review_file_no_decision
ORG-C06102	בן-עמים קונסט-טעאַטער	theatre	1	1	performed_with:1	0		יחיאל גאָלדשמידט(1843)	1	in_review_file_no_decision
ORG-C06103	יאַקאָבינס פּאָפּיראָסן-פֿאַבריק	factory	1	1	employed_by:1	1	New York City	אַננאַ גאָלובּאָק (חנה רובינשטיין)(1864)	1	in_review_file_no_decision
ORG-C06104	קאַנקאַרדיע-טעאַטער	theatre	1	1	performed_with:1	2	New York City|United States	מיראָן גאָלובּאָק(789)	1	in_review_file_no_decision
ORG-C06105	יאָקאָביס סיגאָרעטן-פאָבריק	factory	1	1	employed_by:1	0		מיראָן גאָלובּאָק(789)	1	in_review_file_no_decision
ORG-C06106	קאָלעקטיוו פֿון וואָרפעווער יידישן אָרטיסטן-פֿאַריין	theatre	1	1	performed_with:1	0		סאָניע גאָלובּטשיק (גרענשטאַט)(1863)	1	in_review_file_no_decision
ORG-C06110	ישיבות פֿון לידע	school	1	1	studied_at:1	0		הערש-לייב גאָרדאָן(1867)	1	in_review_file_no_decision
ORG-C06111	ישיבות פֿון וואָלאָזשין	school	1	1	studied_at:1	0		הערש-לייב גאָרדאָן(1867)	1	in_review_file_no_decision
ORG-C06112	קאַטוילישן אוניווערסיטעט	school	1	1	graduated_from:1	1	Washington, D.C.	הערש-לייב גאָרדאָן(1867)	1	in_review_file_no_decision
ORG-C06113	אַמעריקאָנער אוניווערסיטעט	school	1	1	graduated_from:1	1	Washington, D.C.	הערש-לייב גאָרדאָן(1867)	1	in_review_file_no_decision
ORG-C06117	יעליסאַוועטגראָדסקי וויעסטניק	newspaper	1	1	executive_of:1	1	Kropyvnytskyi	יעקב גאָרדין(698)	1	in_review_file_no_decision
ORG-C06118	דוכאָוונאָיע ביבלעיסקאָיע בראָטסטוואָ	organization	1	1	founded:1	1	Kropyvnytskyi	יעקב גאָרדין(698)	1	in_review_file_no_decision
ORG-C06119	דיאַ אַרבייטער-ציוטונג	newspaper	1	1	employed_by:1	1	New York City	יעקב גאָרדין(698)	1	in_review_file_no_decision
ORG-C06120	עדיוקיישאָנאַל ליג	school	1	1	executive_of:1	1	New York City	יעקב גאָרדין(698)	1	in_review_file_no_decision
ORG-C06121	דיאַ אינטערנאַציאָנאַלע ביבליאָטעק	publisher	1	1	work_published_by:1	1	New York City	יעקב גאָרדין(698)	1	in_review_file_no_decision
ORG-C06122	פּאָלקאָוואי בית-המדרש	school	1	1	studied_at:1	0		יעקב גארטעלוויטש(1727)	1	in_review_file_no_decision
ORG-C06123	שפּינאָזאַ לאָדזש 23	union	1	1	executive_of:1	1	Chicago	יעקב גאַרטענשעיין (הארטענשטיין)(1729)	1	in_review_file_no_decision
ORG-C06125	אווענד-בלאַט	newspaper	1	1	staff_of:1	0		בּ. גאָרין (יצחק גוידא-הוידא)(890)	1	in_review_file_no_decision
ORG-C06127	אידישען פֿאַרמער	newspaper	1	1	managed:1	0		בּ. גאָרין (יצחק גוידא-הוידא)(890)	1	in_review_file_no_decision
ORG-C06128	פֿאָראיינס-אָרגאָן	newspaper	1	1	employed_by:1	0		אליעזר גאריעלאָוו(1871)	1	in_review_file_no_decision
ORG-C06129	גאָלדפֿאַדען-קלאָב	theatre	1	1	member_of:1	0		בּעלאַ גודינסקאַ(1935)	1	in_review_file_no_decision
ORG-C06132	אָבליק	school	1	1	graduated_from:1	0		בּעסי גודמאַן(1936)	1	in_review_file_no_decision
ORG-C06138	דייטשער פֿילם	film company	1	1	performed_with:1	2	Berlin|Germany	יוליוס (יידל) גוטמאַן (יהודה-יוסף)(1953)	1	in_review_file_no_decision
ORG-C06139	פּראָפעסיאנעלער בינע	theatre	1	1	performed_with:1	1	Austria	קאַרל גוטענטאַג(1946)	1	in_review_file_no_decision
ORG-C00154_Q02	בונד	union	1	1	member_of:1	1	Babruysk	ראובן גוסקין(1944)	1	in_review_file_no_decision
ORG-C06140	"צענטראָל-פֿאַרבאַנד פֿון ""בונד"" אין אַמעריקע"	union	1	1	member_of:1	1	United States	ראובן גוסקין(1944)	1	in_review_file_no_decision
ORG-C06141	"גענעראָל-עקזעקוטיוו פֿון ""בונד"""	union	1	1	executive_of:1	0		ראובן גוסקין(1944)	1	in_review_file_no_decision
ORG-C06142	באַרבער-יוניע	union	1	1	delegate_of:1	0		ראובן גוסקין(1944)	1	in_review_file_no_decision
ORG-C06143	פּיפּלס-רעליף-קאָמיטעט	organization	1	1	member_of:1	0		ראובן גוסקין(1944)	1	in_review_file_no_decision
ORG-C06144	יונגן בונד	union	1	1	member_of:1	0		סאָניאַ גורסקאַ (פריידע-שיינע גורעוויטש)(1942)	1	in_review_file_no_decision
ORG-C06146	פֿאָן מייערס דראָמאַטישע קורסן	school	1	1	studied_at:1	1	Vienna	סאָניאַ גורסקאַ (פריידע-שיינע גורעוויטש)(1942)	1	in_review_file_no_decision
ORG-C03902_Q02	געבילס טעאַטער	theatre	1	1	performed_with:1	1	United States	סאָניאַ גורסקאַ (פריידע-שיינע גורעוויטש)(1942)	1	in_review_file_no_decision
ORG-C06153	קינדער-שול ביים טעאַטער	school	1	1	staff_of:1	0		סאָניאַ גורסקאַ (פריידע-שיינע גורעוויטש)(1942)	1	in_review_file_no_decision
ORG-C06154	מאָרינסקער גימנאָזיע	school	1	1	studied_at:1	0		מרים גורעוויטש (מינאַ)(1939)	1	in_review_file_no_decision
ORG-C06155	אוקראַאינישן אָפּערעטן-טעאַטער פֿון סאַקסאַגאַנסקי און קראָפּיווניצקי	theatre	1	1	performed_with:1	0		מרים גורעוויטש (מינאַ)(1939)	1	in_review_file_no_decision
ORG-C06158	פֿראַנצויזישער דראָמאַטישער סטודיע פֿון רענע מויבעל	school	1	1	studied_at:1	0		ראָזע גזיוואַטש (לינדער)(1954)	1	in_review_file_no_decision
ORG-C06160	קאָמפּאָנעיעץס וואָרעוויל-טעאַטער	theatre	1	1	performed_with:1	2	Warsaw|Poland	מיכל גיבּסאָן (גזשיבאָוויטש)(1761)	1	in_review_file_no_decision
ORG-C06162	ניי-צייט	newspaper	1	1	work_published_by:1	0		שלמה גילבערט(1762)	1	in_review_file_no_decision
ORG-C06163	ליטעראַטור-פֿאַנד	publisher	1	1	work_published_by:1	0		שלמה גילבערט(1762)	1	in_review_file_no_decision
ORG-C06164	גאָרדין ליטעראָרי-סוירקל	school	1	1	executive_of:1	0		בּער גילמאַן(1763)	1	in_review_file_no_decision
ORG-C06165	צייטנייסט	newspaper	1	1	employed_by:1	0		בּער גילמאַן(1763)	1	in_review_file_no_decision
ORG-C06168	זומער-טעאַטער אויף סעקאָנד געוועניו	theatre	1	1	performed_with:1	2	New York City|United States	לואי גילראָד(1764)	1	in_review_file_no_decision
ORG-C06169	זומער-טעאַטער אויפן רוף פון ניישאָנאַל-טעאַטער	theatre	1	1	performed_with:1	0		לואי גילראָד(1764)	1	in_review_file_no_decision
ORG-C06174	ווילנער ישיבות	school	1	1	studied_at:1	1	Vilnius	יעקב גינזבּורג(1777)	1	in_review_file_no_decision
ORG-C06178	אידיש פליי פּאָבלישינג קאָ.	publisher	1	1	work_published_by:1	1	New York City	מאָריס גיסנעט(1778)	1	in_review_file_no_decision
ORG-C06181	פּערמינאָווס העכערע טעכנישע קורסן	school	1	1	studied_at:1	0		ברוך גלאַזמאַן(1784)	1	in_review_file_no_decision
ORG-C06182	אוניווערזיטעט פֿון שטאָט אָהאיאָ	university	1	1	graduated_from:1	1	Ohio	ברוך גלאַזמאַן(1784)	1	in_review_file_no_decision
ORG-C02415_Q02	סטאָבילן יידישן טעאַטער	theatre	1	1	performed_with:1	1	Lviv	משה גלאַזמאַן(1785)	1	in_review_file_no_decision
ORG-C06183	עלעמענטאָר-רעגירונגס-שול	school	1	1	graduated_from:1	0		שמואל גלאַזערמאַן(1783)	1	in_review_file_no_decision
ORG-C06184	נאַציאָנאַל-שול (גימנאָזיע)	school	1	1	studied_at:1	2	Buenos Aires|Argentina	שמואל גלאַזערמאַן(1783)	1	in_review_file_no_decision
ORG-C06185	זעגלען	newspaper	1	1	work_published_by:1	0		שמואל גלאַזערמאַן(1783)	1	in_review_file_no_decision
ORG-C06187	ישיבת עץ-חיים	school	1	1	studied_at:1	1	Jerusalem	הערשעל גליק(1788)	1	in_review_file_no_decision
ORG-C06190	רומענישער מיליטער-קאָפּעלע	band	1	1	staff_of:1	0		מאַרקוס גליקמאַן(1793)	1	in_review_file_no_decision
ORG-C06191	ניסן בעלזער אין כאָר	choir	1	1	performed_with:1	0		מעכעלע גליקמאַן(1794)	1	in_review_file_no_decision
ORG-C02149_Q02	רומעניע-אָפּערע-הויז	theatre	1	1	performed_with:1	1	United States	עליאַס גליקמאַן(1789)	1	in_review_file_no_decision
ORG-C06197	איסט סייד דראָמאָטיק קלאָב	theatre	1	1	member_of:1	2	New York City|United States	מאַקס געבּיל (מנחם-מענדעל, נחום)(1716)	1	in_review_file_no_decision
ORG-C06201	ניויאָרקער פּיפּלס מיוזיק-האָל	theatre	1	1	performed_with:1	2	New York City|United States	מאַקס געבּיל (מנחם-מענדעל, נחום)(1716)	1	in_review_file_no_decision
ORG-C06204	געבילם פֿאָלקס-טעאַטער	theatre	1	1	managed:1	2	New York City|United States	מאַקס געבּיל (מנחם-מענדעל, נחום)(1716)	1	in_review_file_no_decision
ORG-C06205	די רומענישע חתונה	theatre	1	1	work_produced_by:1	0		מרדכי געבירטיג(1733)	1	in_review_file_no_decision
ORG-C06206	פֿאָלקסטימלעך	publisher	1	1	work_published_by:1	0		מרדכי געבירטיג(1733)	1	in_review_file_no_decision
ORG-C00458_Q02	שטאָט-שול	synagogue	1	1	staff_of:1	1	Łódź	מיכל געלבּאַרט(1736)	1	in_review_file_no_decision
ORG-C06211	מאָדיאַקאט-טעאַטער	theatre	1	1	work_produced_by:1	0		מיכל געלבּאַרט(1736)	1	in_review_file_no_decision
ORG-C06212	פֿרייהייט-געזאָננס-פֿאַריין	union	1	1	staff_of:1	2	Philadelphia|United States	מיכל געלבּאַרט(1736)	1	in_review_file_no_decision
ORG-C06213	סובאָלקער ישיבה	school	1	1	studied_at:1	1	Suwałki	בּערנאַרד געלינג(1735)	1	in_review_file_no_decision
ORG-C06215	געמישטן כאָר פֿון די האַנדלס-אָנגעשטעלטע	choir	1	1	performed_with:1	2	Lublin|Poland	זשאַן געצמאַן (שמואל יעקב)(1760)	1	in_review_file_no_decision
ORG-C06216	פּוילישן מוזיקאַלישן פֿאַריין	association	1	1	studied_at:1	0		זשאַן געצמאַן (שמואל יעקב)(1760)	1	in_review_file_no_decision
ORG-C06218	נירנבערגער אָפּערע	theatre	1	1	performed_with:1	1	Nuremberg (Germany)	זשאַן געצמאַן (שמואל יעקב)(1760)	1	in_review_file_no_decision
ORG-C06219	בערליינער קאָלאָסעאָום קאָנצערט-זאָל	theatre	1	1	staff_of:1	1	Berlin	זשאַן געצמאַן (שמואל יעקב)(1760)	1	in_review_file_no_decision
ORG-C06221	4 קלאָסיקע יידיש-רומענישע שול פֿון דר. בעק	school	1	1	graduated_from:1	2	Bucharest|Romania	אַדאָלף גערטנער(1753)	1	in_review_file_no_decision
ORG-C06222	דייטשע טרופּע פֿאַר אַמעריקע	troupe	1	1	performed_with:1	2	New York City|United States	אַדאָלף גערטנער(1753)	1	in_review_file_no_decision
ORG-C06224	דראָמאָטישן קרייז ביים גראָסערקלוב	theatre	1	1	performed_with:1	1	Warsaw	יאַקאָוו גערטנער(1755)	1	in_review_file_no_decision
ORG-C04613_Q02	גראַנאָווסקיס סטודיע	school	1	1	studied_at:1	1	Moscow	יאַקאָוו גערטנער(1755)	1	decision=NEW; aligned_db_id=1102
ORG-C06225	פּוילישע פּראָווינץ-טרופּע	troupe	1	1	performed_with:1	2	Warsaw|Poland	לוסי גערמאַן (לאָשאַ קוטנער)(1746)	1	decision=DESCRIPTIVE
ORG-C06226	שיקאָנאַ	theatre	1	1	performed_with:1	1	Olive Hill	לוסי גערמאַן (לאָשאַ קוטנער)(1746)	1	in_review_file_no_decision
ORG-C06227	רוסישער טרופּע פֿון אוגריומאָוו	troupe	1	1	performed_with:1	0		מישע גערמאַן (הערמאַן)(1747)	1	in_review_file_no_decision
ORG-C06229	בן-עמי-שניצערס יידישער קונסט-טעאַטער	theatre	1	1	performed_with:1	0		מישע גערמאַן (הערמאַן)(1747)	1	in_review_file_no_decision
ORG-C06230	קאָפּעלמאַנען אין וואָרעווילטעאַטער	theatre	1	1	performed_with:1	0		בּערטאַ גערסטין(1751)	1	in_review_file_no_decision
ORG-C06231	ווילנער וואָכענבלאַט	newspaper	1	1	employed_by:1	1	Vilnius	מ. גערץ (מאָשקאָוויטש)(1757)	1	in_review_file_no_decision
ORG-C06232	כנסת ישראל	school	1	1	studied_at:1	0		מ. גערץ (מאָשקאָוויטש)(1757)	1	in_review_file_no_decision
ORG-C06233	יעקב אָרדיןס געזעלשאָפט „גייסטיק-ביבלישע ברוערשאָפט“	society	1	1	member_of:1	0		מ. גערשאָי (משה גערשויג)(1749)	1	in_review_file_no_decision
ORG-C06234	פֿאַרזיכערונגס-געזעלשאָפֿט „יאקאָר“	company	1	1	employed_by:1	0		מ. גערשאָי (משה גערשויג)(1749)	1	in_review_file_no_decision
ORG-C06236	דייטשן קוואָרטעט	troupe	1	1	performed_with:1	1	Russia	סעם גערשטענזאַנג (שמואל)(1750)	1	decision=DESCRIPTIVE
ORG-C00065_Q04	אידישע צייטונג	newspaper	1	1	employed_by:1	1	Vilnius	גראָדזענסקי, אהרן-יצחק(P-1-facs_269_tr_1741260229)	1	in_review_file_no_decision
ORG-C06241	גראָדנער שטאָט-שול	school	1	1	performed_with:1	1	Hrodna	א גראָדנער(1907)	1	in_review_file_no_decision
ORG-C06245	קאַרוזאָס זאַל	theatre	1	1	performed_with:1	1	Odesa	ישראל גראַדנער (ראָזענפעלד)(900)	1	in_review_file_no_decision
ORG-C06248	מאָקס קאַרפּ	theatre	1	1	staff_of:1	0		דוד גראָלל(1910)	1	in_review_file_no_decision
ORG-C06249	היפּאָדראָם	theatre	1	1	managed:1	1	Boston	טשאַרלס גראָלל(1909)	1	in_review_file_no_decision
ORG-C06250	יידישע טעאַטער-מענערזשער-אַסאָסיאיושאָן	union	1	1	founded:1	0		טשאַרלס גראָלל(1909)	1	in_review_file_no_decision
ORG-C06251	יידישע סעקציע בוים פֿאָלקסקאָמיסאַריאָט פֿאַר בילדונגס-ענינים אין ראָטנפֿאַרבאַנד	government body	1	1	employed_by:1	0		אַלעקסאַנדער גראַנאָווסקי (אברהם אַזאַרך)(1887)	1	in_review_file_no_decision
ORG-C06252	ניי-ערד	newspaper	1	1	work_published_by:1	1	Moscow	אַלעקסאַנדער גראַנאָווסקי (אברהם אַזאַרך)(1887)	1	in_review_file_no_decision
ORG-C06253	דראָמאַטישן קרייז ביי דער יידיש-סאַציאָליסטישער סעקציע	theatre	1	1	performed_with:1	1	Lviv	אַלעקסאַנדער גראנאך(1886)	1	in_review_file_no_decision
ORG-C06256	קליינער יידישער טרופּע	troupe	1	1	performed_with:1	1	Berlin	אַלעקסאַנדער גראנאך(1886)	1	decision=DESCRIPTIVE
ORG-C06257	מינכענער שוישפּיל-הויז	theatre	1	1	performed_with:1	1	Munich	אַלעקסאַנדער גראנאך(1886)	1	in_review_file_no_decision
ORG-C06258	באַרנאָווסקי	theatre	1	1	performed_with:1	1	Berlin	אַלעקסאַנדער גראנאך(1886)	1	in_review_file_no_decision
ORG-C06259	בערלינער דייטשן שטאָט-טעאַטער	theatre	1	1	performed_with:1	1	Berlin	אַלעקסאַנדער גראנאך(1886)	1	in_review_file_no_decision
ORG-C06260	דייטשער פֿאָלקסבינע	theatre	1	1	performed_with:1	0		אַלעקסאַנדער גראנאך(1886)	1	in_review_file_no_decision
ORG-C06261	פיסקאַטאָר-בינע	theatre	1	1	performed_with:1	0		אַלעקסאַנדער גראנאך(1886)	1	in_review_file_no_decision
ORG-C06262	וועלט-פֿאַרלאָג	publisher	1	1	work_published_by:1	1	Berlin	סאַמי גראָנעמאַן(1911)	1	in_review_file_no_decision
ORG-C06263	יידישער-פֿאַרלאָג	publisher	1	1	work_published_by:1	1	Berlin	סאַמי גראָנעמאַן(1911)	1	in_review_file_no_decision
ORG-C06264	אבעראָסט	administration	1	1	employed_by:1	0		סאַמי גראָנעמאַן(1911)	1	in_review_file_no_decision
ORG-C01323_Q02	פּאָבליק און האָי-סקול	school	1	1	graduated_from:1	1	Chicago	אוירווינג גראָסמאַן (יצחק לייבּ)(1919)	1	in_review_file_no_decision
ORG-C06270	יידיש טעאַטער אויף בראָדוויי	theatre	1	1	performed_with:1	1	New York City	אוירווינג גראָסמאַן (יצחק לייבּ)(1919)	1	in_review_file_no_decision
ORG-C06271	באָסטאָן ביי דזשוליוס נאָטאָנסאָן	theatre	1	1	performed_with:1	1	Boston	אוירווינג גראָסמאַן (יצחק לייבּ)(1919)	1	in_review_file_no_decision
ORG-C06272	פֿאָקס-סוירקעט	theatre	1	1	performed_with:1	0		אוירווינג גראָסמאַן (יצחק לייבּ)(1919)	1	in_review_file_no_decision
ORG-C06274	סאַליווער מאַראַסקאַ	theatre	1	1	performed_with:1	0		העלען גראָסמאַן(1918)	1	in_review_file_no_decision
ORG-C06275	ענגלישן דראָמאָטישן קלוב ביי דער (דיוקיישאָנאַל עליינס	theatre	1	1	performed_with:1	1	New York City	יעקב גראָסמאַן(1920)	1	in_review_file_no_decision
ORG-C06276	אינדאָסטריאָל יוניאָן	union	1	1	member_of:1	0		יעקב גראָסמאַן(1920)	1	in_review_file_no_decision
ORG-C06277	אָמפיאָן — [ניט-יוניע]-טעאַטער	theatre	1	1	performed_with:1	2	New York City|United States	סילוויאַ גראָסמאַן(1926)	1	in_review_file_no_decision
ORG-C06278	קלינטאָן-וואָדעוויל-הויז	theatre	1	1	performed_with:1	0		סעמועל גראָסמאַן(1924)	1	in_review_file_no_decision
ORG-C06280	דיימאַנט סטאָר-דראָמאָטיק קלאָב	theatre	1	1	member_of:1	0		פעני גראָסמאַן (אַדלער)(1917)	1	in_review_file_no_decision
ORG-C06283	שעכטערס ראָבינער-סעמינאָר	school	1	1	studied_at:1	0		שלמה גראָסמאַן(1925)	1	in_review_file_no_decision
ORG-C06284	ביוראָ אָוו עדיוקיישאָן	organization	1	1	employed_by:1	1	New York City	שלמה גראָסמאַן(1925)	1	in_review_file_no_decision
ORG-C06287	ביוראָ און דזשואיש עדיוקיישאָן	publisher	1	1	work_published_by:1	0		שלמה גראָסמאַן(1925)	1	in_review_file_no_decision
ORG-C00001_Q11	קאָנסערוואַטאָריע	school	1	1	studied_at:1	2	Iași|Romania	לעאָן גראַף(1884)	1	in_review_file_no_decision
ORG-C01903_Q04	האַנדלס-שול	school	1	1	graduated_from:1	2	Vienna|Austria	לעאָן גראַף(1884)	1	in_review_file_no_decision
ORG-C06288	רעסטאָראָן ברייער	restaurant	1	1	performed_with:1	2	Vienna|Austria	לעאָן גראַף(1884)	1	in_review_file_no_decision
