cluster_id	canonical_yiddish	org_type	sampling_stratum	top_candidate_db_id	top_candidate_score	n_candidates	draft_decision	draft_aligned_db_id	confidence	rationale	drafted_at	model	raw_response
ORG-C02476	סינעמאַ-טעאַטער	Theatre	low_score	124 	0.692	5	NEW		high	Specific Miami Beach address provided; name is a common noun but refers to a specific venue not in DB.	2026-05-17T16:59:30+00:00	gemini-3-flash-preview	
ORG-C02479	סאַול דיקשטיינס טרופּע	Traveling Company	low_score	203	0.600	1	NEW		high	Specific troupe named after Saul Dickstein; candidate Bronstein is phonetically similar but a distinct surname.	2026-05-17T16:59:31+00:00	gemini-3-flash-preview	
ORG-C02486	סעקאָנד געוועניו-טעאַטער	Theatre	high_score	128	0.857	1	ALIGN	128	high	Phonetic match for Second Avenue Theatre in New York; name, type, and location all align perfectly.	2026-05-17T16:59:32+00:00	gemini-3-flash-preview	
ORG-C02500	פּראָפעסיאנעלן יידישן טעאַטער	Theatre	low_score	472 	0.692	4	GENERIC		high	The name translates to 'Professional Yiddish Theatre', a generic description rather than a specific entity name.	2026-05-17T16:59:35+00:00	gemini-3-flash-preview	
ORG-C02607	טאַנענצאַפּס טרופּע	Traveling Company	low_score	559 	0.688	5	NEW		high	Specific family-named troupe (Tanenzap) not found in candidates; settlements Podhajce and Kolomyia are consistent with a Galician traveling company.	2026-05-17T16:59:36+00:00	gemini-3-flash-preview	
ORG-C02612	בער האַרט	Traveling Company	high_score	198	0.857	1	ALIGN	198	high	Exact name match (Ber Hart) and type agreement; plural variant 'troupes' in this context refers to his touring company's iterations.	2026-05-17T16:59:37+00:00	gemini-3-flash-preview	
ORG-C02619	די יידישע בערזע	Journals/ Newspapers	low_score	461	0.643	1	NEW		high	Specific newspaper title not found in DB; candidate is a different publication (Jewish Herald).	2026-05-17T16:59:38+00:00	gemini-3-flash-preview	
ORG-C02623	זאַנדבערגס יידישן טעאַטער	Theatre	low_score	472 	0.739	5	ALIGN	455	medium	Phonetic match to Zandberg Troupe; Zandberg's theatre in Lodz is a well-known historical entity corresponding to this troupe/venue.	2026-05-17T16:59:39+00:00	gemini-3-flash-preview	
ORG-C02639	וואַרשעווער יידישע טעאַטערס	Theatre	low_score	472 	0.739	5	GENERIC		high	The name is a plural generic reference to 'Warsaw Yiddish theatres' rather than a specific organization.	2026-05-17T16:59:40+00:00	gemini-3-flash-preview	
ORG-C02643	טיטעלמאַנס טרופּע	Traveling Company	high_score	325 	0.800	5	NEW		high	Specific family-named troupe (Titelman) not found in DB; Littman (db_id 325) is phonetically similar but a distinct name.	2026-05-17T16:59:41+00:00	gemini-3-flash-preview	
ORG-C02645	ס. קופּערמאַנס טרופּע	Traveling Company	low_score	330	0.611	1	NEW		high	Specific troupe name not found in DB; candidate is a different leader (Meerson vs. Kuperman).	2026-05-17T16:59:42+00:00	gemini-3-flash-preview	
ORG-C02653	גימפּלטעאַטער	Theatre	low_score	611 	0.727	5	NEW		high	Gimpel's Theatre in Lemberg is a famous historical entity; no candidate matches this specific proper name.	2026-05-17T16:59:43+00:00	gemini-3-flash-preview	
ORG-C02676	צעלמייסטערס טרופע	Traveling Company	low_score	533 	0.667	5	NEW		high	Specific troupe name (Tselmeister) not found in candidates; phonetic matches like Meltzer or Adler are distinct entities.	2026-05-17T16:59:44+00:00	gemini-3-flash-preview	
ORG-C02719	ראָטשטייןס יידישער טרופּע	Traveling Company	low_score	485	0.654	1	NEW		high	Specific troupe name (Rothstein's) not in DB; candidate is a different leader (Kompaneyets). Consistent settlement (Józefka) for this cluster.	2026-05-17T16:59:46+00:00	gemini-3-flash-preview	
ORG-C02720	ווילנער אָפּערעטן-טרופּע	Traveling Company	low_score	435	0.650	1	ALIGN	435	high	Name and type match DB entry 435; settlements (Vilna, Riga) are consistent with a traveling operetta troupe from Vilna.	2026-05-17T16:59:46+00:00	gemini-3-flash-preview	
ORG-C02741	לערמאַנקעס טרופּע	Traveling Company	low_score	325 	0.733	5	NEW		high	Specific family/leader name 'Lermanke' not found in candidates; phonetic matches are for distinct troupes (Littman, Nenker, Gertner).	2026-05-17T16:59:48+00:00	gemini-3-flash-preview	
ORG-C02749	'וויקט'-טעאַטער	Theatre	low_score	553 	0.692	5	NEW		high	Specific name 'וויקט'-טעאַטער (Wikt) in Poland has no matching candidates; existing candidates are phonetically distant or in different countries.	2026-05-17T16:59:49+00:00	gemini-3-flash-preview	
ORG-C02767	גימפּעלס יידישן טעאַטער	Theatre	low_score	500 	0.762	5	NEW		high	Gimpel's Theatre in Lemberg is a famous specific entity not present in the current DB; candidates are all state theaters in other cities.	2026-05-17T16:59:51+00:00	gemini-3-flash-preview	
ORG-C02779	ווינער יידישן טעאַטער רעקלאַם	Theatre	low_score	500	0.654	1	NEW		high	Specific name 'Reclam' in Vienna; candidate is a state theatre in Riga. No match in DB.	2026-05-17T16:59:53+00:00	gemini-3-flash-preview	
ORG-C02780	אונגאַרישן טעאַטער	Theatre	low_score	252 	0.688	5	NEW		high	Specific entity (Hungarian Theatre in Budapest) not found in candidates; name and location are consistent.	2026-05-17T16:59:54+00:00	gemini-3-flash-preview	
ORG-C02788	קאַלישער זומער-טעאַטער	Theatre	low_score	237 	0.600	2	NEW		high	Specific name (Kalisz Summer Theatre) not found in DB; candidates are phonetically weak and semantically unrelated.	2026-05-17T16:59:55+00:00	gemini-3-flash-preview	
ORG-C02792	טעאַטער 'פילהאַרמאָניע'	Theatre	low_score	479 	0.700	2	ALIGN	517	high	Name and location (Vilna) match candidate 517; 'Philharmonie' in Vilna is a well-known venue/theatre.	2026-05-17T16:59:57+00:00	gemini-3-flash-preview	
ORG-C02795	'אַרטיסטיש ווינקעלע'	Theatre	low_score	226	0.706	1	ALIGN	226	high	Exact phonetic match (Yiddish to Romanized) and location (Warsaw) is consistent with the 'Hazamir' venue context.	2026-05-17T16:59:58+00:00	gemini-3-flash-preview	
ORG-C02797	ליפּאָווסקיס יידישער טרופּע	Traveling Company	low_score	485	0.654	1	NEW		high	Specific troupe name (Lipovsky) not found in DB; candidate is a different leader (Kompaneetz).	2026-05-17T16:59:59+00:00	gemini-3-flash-preview	
ORG-C02800	טעאַטער-צייטונג	Journals/ Newspapers	low_score	81 	0.706	2	NEW		high	Specific Warsaw-based publication 'Teater-Tsaytung' not found in candidates; existing candidates are phonetically similar but distinct titles (Arbeiter/Lodzer).	2026-05-17T17:00:00+00:00	gemini-3-flash-preview	
ORG-C02805	חנאַ וואָלפסטאַלס טרופּע	Traveling Company	low_score	337	0.632	1	NEW		high	Specific troupe named after Chana Wolfstal; no matching candidate in DB. Budapest location is consistent with Wolfstal's known activity.	2026-05-17T17:00:01+00:00	gemini-3-flash-preview	
ORG-C02837	אינטערמעדיען-טעאַטער	Theatre	low_score	472 	0.650	3	NEW		high	Specific theatre name (Intermedyen) not found in DB; candidates are unrelated state theatres with low phonetic similarity.	2026-05-17T17:00:02+00:00	gemini-3-flash-preview	
ORG-C02853	טרופּע פֿון קופּערמאַן	Traveling Company	low_score	596 	0.667	5	NEW		high	Specific troupe name (Kuperman) not found in DB; candidates are other troupes with similar structures but different leaders.	2026-05-17T17:00:03+00:00	gemini-3-flash-preview	
ORG-C02856	לאָדזשער 'פילהאַרמאָניע'-זאַל	Theatre	low_score	479	0.625	1	NEW		high	Specific venue in Lodz; candidate 479 is a generic 'local philharmonic' and not a match.	2026-05-17T17:00:04+00:00	gemini-3-flash-preview	
ORG-C02866	ניי טעאַטער	Theatre	low_score	555 	0.727	5	NEW		high	Specific theatre in Vilna ('Nayer Teater') not found in candidates; existing candidates are phonetic matches for different names or locations.	2026-05-17T17:00:06+00:00	gemini-3-flash-preview	
ORG-C02882	גרויסע 'שטאָט-טעאַטער'	Theatre	low_score	263	0.600	1	NEW		medium	Specific Grodno city theater; candidate 263 is a generic 'Groyse Teater' without location match.	2026-05-17T17:00:07+00:00	gemini-3-flash-preview	
ORG-C02888	טעאַטער 'אַמביגי'	Theatre	low_score	581 	0.667	3	NEW		high	Specific venue (Théâtre de l'Ambigu-Comique) in Paris; no matching candidate in DB.	2026-05-17T17:00:08+00:00	gemini-3-flash-preview	
ORG-C02892	אָרטיקן דייטשן טעאַטער	Theatre	low_score	472 	0.600	2	GENERIC		high	Name translates to 'local German theatre', a generic description rather than a specific organization name.	2026-05-17T17:00:09+00:00	gemini-3-flash-preview	
ORG-C02900	יצחק גענפערס טרופּע	Traveling Company	low_score	254 	0.688	3	ALIGN	254	high	Name matches Genfer Troupe; Genfer is the surname of leader Itzhak Genfer. Location Vilna is consistent with Genfer's activity.	2026-05-17T17:00:10+00:00	gemini-3-flash-preview	
ORG-C02931	וואַרשעווער יידישן טעאַטער	Theatre	high_score	472 	0.818	5	NEW		medium	Specific Warsaw Ghetto context suggests a distinct wartime entity; candidate 534 is a State (Mlukhe) theatre, not a direct match.	2026-05-17T17:00:12+00:00	gemini-3-flash-preview	
ORG-C02945	קראָקעווער יידישן טעאַטער	Theatre	high_score	472 	0.818	5	NEW		high	Specific regional theater (Krakow) not found in candidates; candidates are for other cities (Odessa, Kharkov, Riga).	2026-05-17T17:00:15+00:00	gemini-3-flash-preview	
ORG-C02961	יידישער קונסט-געזעלשאַפֿט	Theatre-related Society/ Union	low_score	446	0.652	1	NEW		medium	Specific Vilna-based art society; candidate 446 is a generic dramatic society name and not a strong phonetic or geographic match.	2026-05-17T17:00:16+00:00	gemini-3-flash-preview	
ORG-C02966	ווילנער געטאָ-טעאַטער	Theatre	low_score	624 	0.680	3	ALIGN	624	high	Strong name and location agreement with candidate 624; 'יידישן' is a common descriptor in such titles.	2026-05-17T17:00:17+00:00	gemini-3-flash-preview	
ORG-C03013	יידישן מלוכהשן טעאַטער	Theatre	low_score	633 	0.778	5	SPLIT		high	Cluster name is generic 'Jewish State Theatre' and contains distinct locations (Odessa, Lemberg) representing different state-sponsored institutions.	2026-05-17T17:00:18+00:00	gemini-3-flash-preview	
ORG-C03049	גימפּעלן אין יידישן טעאַטער	Theatre	low_score	500 	0.640	2	NEW		high	Specific reference to Gimpel's Theatre in Lemberg; candidates are unrelated state theaters in Riga and Odessa.	2026-05-17T17:00:20+00:00	gemini-3-flash-preview	
ORG-C03072	גאָלדבערגס פּריוואַט שול	Education	low_score	455	0.625	1	NEW		high	Specific private school name not found in DB; candidate is a phonetically distant theater troupe.	2026-05-17T17:00:21+00:00	gemini-3-flash-preview	
ORG-C03099	וואָריעטע-טעאַטער	Theatre	low_score	529 	0.714	5	GENERIC		high	The name 'Variety Theatre' is a generic term for a genre of venue, and the locations (NY, Czechoslovakia) are unrelated.	2026-05-17T17:00:22+00:00	gemini-3-flash-preview	
ORG-C03116	קאָאָפּעראַטיוון יידישן טעאַטער	Theatre	low_score	575 	0.680	3	NEW		high	Specific cooperative theater in Samarkand; candidates are state theaters in different cities (Kharkiv, Odessa, Riga) with low phonetic similarity.	2026-05-17T17:00:23+00:00	gemini-3-flash-preview	
ORG-C03120	טרופּע פֿון זאָלאָטניצקי	Traveling Company	low_score	283 	0.619	2	NEW		high	Specific troupe named after Zolotnitsky; no matching candidate exists in the database.	2026-05-17T17:00:24+00:00	gemini-3-flash-preview	
ORG-C03152	קרויזעס טרופּע	Traveling Company	low_score	521 	0.714	5	ALIGN	305	high	Phonetic match for Krause Troupe (קרויזעס טרופּע) and matching org_type; itinerant nature explains the varied locations.	2026-05-17T17:00:26+00:00	gemini-3-flash-preview	
ORG-C03169	טעאַטער פאַר יוגנט	Theatre	low_score	398	0.625	1	NEW		high	Specific organization name 'Theatre for Youth' not in DB; candidate 398 is a different entity (Teater un kunst).	2026-05-17T17:00:28+00:00	gemini-3-flash-preview	
ORG-C03170	"„פּיאַט""-טעאַטער"	Theatre	low_score	553 	0.692	5	NEW		high	Specific name (PIAT Theatre) in Paris not found in DB; candidates are phonetic matches for different names or locations.	2026-05-17T17:00:29+00:00	gemini-3-flash-preview	
ORG-C03184	באַוועגלעכן טעאַטער	Theatre	low_score	252 	0.625	2	GENERIC		high	The name translates to 'Mobile Theatre', a generic term for a touring company rather than a specific proper name.	2026-05-17T17:00:30+00:00	gemini-3-flash-preview	
ORG-C03217	קאַמעראַל-טעאַטער	Theatre	high_score	296 	0.857	5	NEW		medium	Specific Warsaw venue (Kameral-teater) not in DB; db_id 296 (Kamer-teater) is phonetically similar but likely refers to the Habima/Kameri context.	2026-05-17T17:00:33+00:00	gemini-3-flash-preview	
ORG-C03219	כאָר פֿון יידישן טעאַטער	Theatre	low_score	575 	0.773	5	GENERIC		high	The name translates to 'Choir of the Yiddish Theatre', a generic descriptive term rather than a specific named organization.	2026-05-17T17:00:34+00:00	gemini-3-flash-preview	
ORG-C03220	יוגנט-טעאַטער	Theatre	low_score	560 	0.750	5	GENERIC		high	The name 'יוגנט-טעאַטער' (Youth Theatre) is a generic term for a type of institution rather than a specific proper name.	2026-05-17T17:00:35+00:00	gemini-3-flash-preview	
ORG-C03243	טשערנאָוויצער יידישן טעאַטער	Theatre	low_score	569 	0.781	5	ALIGN	569	high	Strong name and location match with candidate 569; 'מלוכה' (State) is a common descriptor for this institution.	2026-05-17T17:00:37+00:00	gemini-3-flash-preview	
ORG-C03245	יידישער קונסטגעזעלשאַפט	Theatre-related Society/ Union	low_score	446	0.682	1	NEW		medium	Specific Vilna-based society; candidate 446 is a generic 'Dramatic Society' match and does not align with 'Art Society' (קונסטגעזעלשאַפט).	2026-05-17T17:00:38+00:00	gemini-3-flash-preview	
ORG-C03251	לערמאַנס יידישער טרופּע	Traveling Company	low_score	485	0.654	1	NEW		high	Specific troupe name (Lerman's) not found in DB; candidate is a different leader (Kompaneetz).	2026-05-17T17:00:39+00:00	gemini-3-flash-preview	
ORG-C03254	פאַרשיידענע טעאַטערס	Theatre	low_score	252 	0.667	2	GENERIC		high	The name translates to 'various theatres', which is a generic plural description rather than a specific organization name.	2026-05-17T17:00:40+00:00	gemini-3-flash-preview	
ORG-C03263	קאָריקס טרופּע	Traveling Company	low_score	264 	0.750	5	NEW		high	Specific troupe name (Korik) not found in DB; candidates are phonetically similar but distinct entities (Guzik, Hart, Harbiner).	2026-05-17T17:00:41+00:00	gemini-3-flash-preview	
ORG-C03264	לאָלאַ פאָלמאַנס טרופּע	Traveling Company	low_score	313 	0.632	3	NEW		high	Specific troupe name (Lola Folman) not found in candidates; phonetic matches are for different leaders (Golubok, Littman, Goldfaden).	2026-05-17T17:00:42+00:00	gemini-3-flash-preview	
ORG-C03282	מועטים טעאַטער	Theatre	low_score	536 	0.769	5	ALIGN	536	high	Name matches candidate 536 phonetically (מעוטים/מועטים) and the extracted settlement (Riga) matches the candidate name prefix.	2026-05-17T17:00:44+00:00	gemini-3-flash-preview	
ORG-C03318	יידישע מלוכהשע טעאַטערס	Theatre	low_score	633 	0.667	4	GENERIC		high	The name is plural ('טעאַטערס') and refers generically to Jewish State Theatres in Soviet Russia, not a specific entity.	2026-05-17T17:00:45+00:00	gemini-3-flash-preview	
ORG-C03319	קינדער-טעאַטער	Theatre	low_score	296 	0.769	5	GENERIC		high	Name means 'Children's Theatre'; generic term used for different activities in Warsaw and Vilna. No specific candidate matches.	2026-05-17T17:00:46+00:00	gemini-3-flash-preview	
ORG-C03341	רומענישן יידישן טעאַטער	Theatre	high_score	567 	0.815	5	ALIGN	567	high	Strong phonetic and semantic match with db_id 567; both refer to the Romanian Jewish State Theatre.	2026-05-17T17:00:47+00:00	gemini-3-flash-preview	
ORG-C03342	עמיל פֿרידעס יידישער טרופּע	Traveling Company	low_score	485	0.615	1	NEW		high	Specific troupe named after Emil Friede; no matching candidate in DB. Candidate 485 is a different leader (Kompaneyets).	2026-05-17T17:00:48+00:00	gemini-3-flash-preview	
ORG-C03356	גאַכאַנסקיס טרופּע	Traveling Company	low_score	337 	0.625	5	NEW		high	Specific leader-named troupe (Gakhansky) not found in DB; candidates are phonetically similar but distinct entities.	2026-05-17T17:00:49+00:00	gemini-3-flash-preview	
ORG-C03366	קאָוונער נייעם יידישן טעאַטער	Theatre	low_score	575 	0.692	3	NEW		high	Specific entity (Kovno New Yiddish Theatre) not found in candidates; candidates refer to different cities (Kharkiv, Odessa, Riga).	2026-05-17T17:00:50+00:00	gemini-3-flash-preview	
ORG-C03372	נאַציאָנאַל-טעאַטער	Theatre	low_score	151 	0.625	5	NEW		high	Specific Romanian National Theatre in Iasi (Yassy) not found in candidates; name and location are consistent within the cluster.	2026-05-17T17:00:52+00:00	gemini-3-flash-preview	
ORG-C03385	דאַנציגער יידישן טעאַטער	Theatre	low_score	472 	0.783	5	NEW		high	Specific name and location (Danzig) not found in candidates; candidates represent state theaters in other cities (Odessa, Riga, Kharkiv).	2026-05-17T17:00:53+00:00	gemini-3-flash-preview	
ORG-C03391	טרופּע פון מישוראַט	Traveling Company	low_score	626 	0.706	5	NEW		high	Specific troupe name 'Mishurat' not found in DB; candidates are other distinct troupes. Plural variant 'טרופּעס' likely refers to multiple seasons/tours.	2026-05-17T17:00:54+00:00	gemini-3-flash-preview	
ORG-C03418	לובלינער יידישן טעאַטער	Theatre	low_score	500 	0.773	5	NEW		high	Specific regional theater (Lublin) not found in candidates; phonetic matches refer to theaters in other cities (Riga, Odessa, Kharkov).	2026-05-17T17:00:55+00:00	gemini-3-flash-preview	
ORG-C03421	קליינעם טעאַטער	Theatre	low_score	237 	0.643	4	GENERIC		high	The name 'קליינעם טעאַטער' (Small Theatre) is a generic descriptive term; candidates are phonetic matches only with no semantic relation.	2026-05-17T17:00:56+00:00	gemini-3-flash-preview	
ORG-C03463	קוטנער שטאָטישן טעאַטער	Theatre	low_score	472 	0.619	2	NEW		high	Specific local municipal theater in Kutno, Poland; candidates are state theaters in Odessa and Riga with low phonetic similarity.	2026-05-17T17:00:57+00:00	gemini-3-flash-preview	
ORG-C03497	גימפּעל-טרופּע	Traveling Company	low_score	625 	0.667	3	NEW		high	Specific troupe associated with Gimpel in Lemberg; no matching candidate in DB. Candidates are phonetically similar but distinct entities.	2026-05-17T17:00:58+00:00	gemini-3-flash-preview	
ORG-C03498	זומער-טעאַטער	Theatre	high_score	296 	0.833	5	GENERIC		high	The name 'זומער-טעאַטער' (Summer Theatre) is a generic term for a seasonal venue type, not a specific organization name.	2026-05-17T17:00:59+00:00	gemini-3-flash-preview	
ORG-C03500	עמפּייער טעאַטער	Theatre	low_score	577 	0.714	4	NEW		high	Specific name (Empire Theatre) in London; no candidates match phonetically or geographically.	2026-05-17T17:01:01+00:00	gemini-3-flash-preview	
ORG-C03567	יידישע דראַמאַטישע געזעלשאַפֿט בינע	Theatre	low_score	607 	0.629	3	NEW		high	Specific local society in Rzeszów (ריישע) not found in DB; candidates refer to Chicago or other generic/unspecified locations.	2026-05-17T17:01:02+00:00	gemini-3-flash-preview	
ORG-C03580	קונסט-פֿאַריין	Theatre	low_score	306	0.667	1	GENERIC		high	The name translates to 'Art Association', a generic term for a type of organization; candidate Kunst-Ring is a different specific entity.	2026-05-17T17:01:03+00:00	gemini-3-flash-preview	
ORG-C03598	גראָדנער רוסישער טרופּע	Traveling Company	low_score	43	0.667	1	NEW		medium	Specific Russian troupe in Grodno; candidate 43 refers to a different entity (Gradner's company) despite phonetic similarity.	2026-05-17T17:01:04+00:00	gemini-3-flash-preview	
ORG-C03606	כערסאָנער טעאַטער	Theatre	low_score	161 	0.688	5	NEW		high	Specific regional theater (Kherson) not found in DB; candidates are phonetically similar but geographically distinct entities (Warsaw, Lviv, Riga).	2026-05-17T17:01:06+00:00	gemini-3-flash-preview	
ORG-C03622	אָסטיודישער צייטונג	Journals/ Newspapers	low_score	81	0.684	1	NEW		high	Specific newspaper name (Ostjüdische Zeitung) not present in DB; candidate is a generic 'Arbeiter Zeitung' with low phonetic similarity.	2026-05-17T17:01:07+00:00	gemini-3-flash-preview	
ORG-C03662	ווייספעלדס יידיש טעאַטער	Theatre	low_score	472 	0.636	2	NEW		high	Specific name and Warsaw address provided; no matching candidates in DB. Candidates are state theaters in other cities.	2026-05-17T17:01:08+00:00	gemini-3-flash-preview	
ORG-C03691	קיעווער יידישן טעאַטער	Theatre	high_score	472 	0.850	5	NEW		medium	Specific Kiev Yiddish Theatre not in DB; candidate 515 is a State (Mlukhe) theatre, which is a distinct entity.	2026-05-17T17:01:09+00:00	gemini-3-flash-preview	
ORG-C03701	יידישער קאָלאָ	Jewish political bodies	low_score	461	0.714	1	NEW		high	Specific political body (Jewish Circle/Kolo) not present in DB; candidate is a newspaper with low phonetic similarity.	2026-05-17T17:01:10+00:00	gemini-3-flash-preview	
ORG-C03719	אָפּערעטן-טעאַטער	Theatre	high_score	622 	0.857	5	GENERIC		high	The name translates to 'Operetta Theatre', a generic descriptive term; candidates are phonetic matches but not semantic matches.	2026-05-17T17:01:11+00:00	gemini-3-flash-preview	
ORG-C03730	קרימער יידישן קאָלווירטישן טעאַטער	Theatre	low_score	576 	0.647	5	NEW		high	Specific Soviet-era Crimean Jewish Kolkhoz Theatre not found in DB; candidates are phonetically similar but geographically/institutionally distinct.	2026-05-17T17:01:12+00:00	gemini-3-flash-preview	
ORG-C03787	לאָדזשער אָרטיקן יידישן טעאַטער	Theatre	low_score	472 	0.667	2	NEW		high	Specific local theater in Lodz; candidates are for Odessa and Kharkov. No existing DB entry for the Lodz local Jewish theater.	2026-05-17T17:01:13+00:00	gemini-3-flash-preview	
ORG-C03839	בערליינער יידישן טעאַטער	Theatre	low_score	500 	0.783	5	NEW		high	Specific entity (Berlin Yiddish Theatre) not found in candidates; candidates are phonetically similar but geographically distinct state theatres (Riga, Odessa, etc.).	2026-05-17T17:01:14+00:00	gemini-3-flash-preview	
ORG-C03841	קעסלערס טעאַטער	Theatre	low_score	278 	0.714	5	NEW		high	Specific well-known NYC venue (Kessler's Theatre) not found in candidates; candidates are phonetic mismatches or different locations.	2026-05-17T17:01:15+00:00	gemini-3-flash-preview	
ORG-C03848	פּאַלי-טעאַטער	Theatre	high_score	123 	0.818	5	SPLIT		high	Cluster contains 'Pali-Theater' in both Baltimore and Chicago; these are distinct local venues, not a traveling company.	2026-05-17T17:01:18+00:00	gemini-3-flash-preview	
ORG-C03855	שיקאַגער פּאוויליאָן-טעאַטער	Theatre	low_score	500	0.609	1	NEW		high	Specific name and location (Chicago Pavilion Theatre) not found in DB; candidate is a phonetically similar but geographically distinct entity in Riga.	2026-05-17T17:01:19+00:00	gemini-3-flash-preview	
ORG-C03865	טאָמאַשעווסקיס טרופּע	Traveling Company	low_score	337	0.647	1	NEW		high	Specific troupe name (Thomashefsky's) not in DB; candidate is a different leader (Mogulesco).	2026-05-17T17:01:20+00:00	gemini-3-flash-preview	
ORG-C03884	גימפּעל-טעאַטער	Theatre	low_score	611 	0.692	5	NEW		high	Gimpel's Theatre in Lemberg is a famous historical entity not present in the current DB; candidates are phonetic mismatches.	2026-05-17T17:01:21+00:00	gemini-3-flash-preview	
ORG-C03893	די מאַהיליווער טרופּע	Traveling Company	low_score	295 	0.667	5	NEW		high	Specific regional troupe (Mogilev) not found in candidates; candidates represent other distinct cities (Vilna, Lodz, Harbin).	2026-05-17T17:01:22+00:00	gemini-3-flash-preview	
ORG-C03894	האַלענדערס טרופּע	Traveling Company	low_score	579 	0.733	5	NEW		high	Specific troupe name (Hollander's) not found in DB; candidates are phonetically similar but distinct entities. Consistent location in Canada.	2026-05-17T17:01:23+00:00	gemini-3-flash-preview	
ORG-C03899	קאָפּעלמאַנען	Traveling Company	low_score	503	0.600	1	NEW		medium	Name refers to a troupe led by Kopelman; candidate 'Zalman' is phonetically similar but a distinct surname.	2026-05-17T17:01:25+00:00	gemini-3-flash-preview	
ORG-C03947	ליט. דראמ. געזעלשאַפט	Theatre	low_score	446	0.700	1	ALIGN	446	medium	Strong phonetic and semantic match for 'Literary Dramatic Society' in Chicago; candidate 446 is the generic equivalent.	2026-05-17T17:01:26+00:00	gemini-3-flash-preview	
ORG-C03953	וואַלערשטייןס טרופּע	Traveling Company	low_score	203	0.706	1	NEW		medium	Specific troupe name (Wallerstein) not in DB; candidate Bronstein is phonetically similar but a distinct surname.	2026-05-17T17:01:27+00:00	gemini-3-flash-preview	
ORG-C03961	הורוויץן	Traveling Company	high_score	283	0.800	1	ALIGN	283	high	Name matches Hurwitz Troupe (הורוויץן is the plural/possessive form); type and geography (Romania/Hungary) are consistent with the Hurwitz family troupes.	2026-05-17T17:01:29+00:00	gemini-3-flash-preview	
ORG-C03962	יעדוואַבס טרופּע	Traveling Company	low_score	330 	0.643	5	NEW		high	Specific family-named troupe (Yedvab) not found in DB; phonetic candidates like Ebels or Beckers are distinct surnames.	2026-05-17T17:01:30+00:00	gemini-3-flash-preview	
ORG-C03970	נייער אייידישער טעאַטער	Theatre	low_score	609 	0.773	4	NEW		high	Specific name 'New Yiddish Theatre' is a distinct entity; candidates are all location-specific state theaters (Odessa, Riga, Kharkov) with low similarity.	2026-05-17T17:01:31+00:00	gemini-3-flash-preview	
ORG-C03979	יידישער קוּלטוּר-געזעלשאַפט	Theatre-related Society/ Union	low_score	446	0.625	1	NEW		medium	Specific cultural society name not found in DB; candidate 446 is a dramatic society, which is a distinct type of organization.	2026-05-17T17:01:32+00:00	gemini-3-flash-preview	
ORG-C03984	יידישן ליריק-טעאַטער	Theatre	low_score	176 	0.632	3	ALIGN	176	medium	Name is a direct Yiddish translation of 'Lyric Theatre' (db_id 176) and matches the organization type.	2026-05-17T17:01:33+00:00	gemini-3-flash-preview	
ORG-C04001	אַקסעלראדס יידישער טרופּע	Traveling Company	low_score	485	0.615	1	NEW		high	Specific troupe name (Axelrad's) not found in DB; candidate is a different leader (Kompaneyets).	2026-05-17T17:01:34+00:00	gemini-3-flash-preview	
ORG-C04014	הורוויץס טרופּע	Traveling Company	high_score	283 	0.800	4	ALIGN	283	high	Exact name match (Hurwitz/הורוויץ) and type agreement; settlements (Vienna, Bucharest) are consistent with this historical troupe's European touring circuit.	2026-05-17T17:01:35+00:00	gemini-3-flash-preview	
ORG-C04041	גוּטענטאַגס יידישער טרוּפּע	Traveling Company	low_score	485	0.615	1	NEW		high	Specific troupe name (Guttentag's) not found in DB; candidate is a different leader (Kompaneyets).	2026-05-17T17:01:37+00:00	gemini-3-flash-preview	
ORG-C04062	ליבערטס טרופּע	Traveling Company	low_score	545 	0.692	5	NEW		high	Specific troupe name (Libert's Troupe) not found in DB; candidates are phonetically similar but distinct entities.	2026-05-17T17:01:38+00:00	gemini-3-flash-preview	
ORG-C04063	ברייטמאַןס טרופּע	Traveling Company	high_score	325 	0.800	5	NEW		high	Specific leader name (Breitman) not found in candidates; phonetic matches like Littman or Bronstein are distinct surnames.	2026-05-17T17:01:39+00:00	gemini-3-flash-preview	
ORG-C04071	יעקב גאָלדשטייןס טרופּע	Traveling Company	low_score	203 	0.667	2	NEW		high	Specific troupe named after Jacob Goldstein; candidates are phonetically similar but refer to different leaders (Bronstein, Goldfaden).	2026-05-17T17:01:41+00:00	gemini-3-flash-preview	
ORG-C04078	קליוולאַנדער יידישן טעאַטער	Theatre	low_score	575 	0.750	5	NEW		high	Specific regional theater in Cleveland; candidates are all phonetically similar but geographically distinct entities (Kharkiv, Riga, Odessa, etc.).	2026-05-17T17:01:42+00:00	gemini-3-flash-preview	
ORG-C04080	רויז טעאַטער	Theatre	low_score	263 	0.714	5	NEW		high	Specific name and location (Milwaukee) provided; candidates are phonetic matches for different entities (Groyse, Riga, Ringtheater).	2026-05-17T17:01:43+00:00	gemini-3-flash-preview	
ORG-C04082	אַרטש סט. טעאַטער	Theatre	low_score	263	0.600	1	NEW		high	Specific venue (Arch St. Theatre) in Philadelphia not found in DB; candidate is a generic phonetic mismatch.	2026-05-17T17:01:44+00:00	gemini-3-flash-preview	
