pair_id	cluster_id_i	cluster_id_j	name_i	name_j	org_type	settlement	similarity	location_conflict	entry_id_i	entry_id_j	file_i	file_j	heading_i	heading_j	sentence_i	sentence_j	location_i	location_j	decision	reviewer_settlement	reviewer_address	reviewer_notes	reviewer	reviewed_at
PAIR-00037	ORG-C00200	ORG-C00776	יידישן אַקטיאָרן פאַריין אין פּוילן	יידישן אַקטיאָרן פֿאַראיין אין אַרגענטינע	union		0.9545	TRUE	facs_44_tr_1756359784	facs_618_tr_1755029883	volume7IIIorg.json	Volume_4IIIorg.json	געזעלשאַפֿטלעכער יידישער טעאַטער אין דעטראָיט	גאָלד זישע [לייזגאָלד]	מאַרק יואַווילער [געוו. פאַרוואַלטער פון יידישן אַקטיאָרן פאַריין אין פּוילן]	ג. איז אַ סך יאָרן געווען סעקרעטאַר פֿון יידישן אַקטיאָרן פֿאַראיין אין אַרגענטינע	פּוילן	אַרגענטינע						
PAIR-00038	ORG-C00776	ORG-C00776	יידישן אַקטיאָרן-פאַראיין אין ווין	יידישן אַקטיאָרן פֿאַראיין אין אַרגענטינע	union		0.9545	TRUE	facs_150_tr_1754213811	facs_618_tr_1755029883	Volume_3IIIorg.json	Volume_4IIIorg.json	פּרייס, מיכאל	גאָלד זישע [לייזגאָלד]	פּ. איז געווען אַ מיטגליד ... אין יידישן אַקטיאָרן-פאַראיין אין ווין	ג. איז אַ סך יאָרן געווען סעקרעטאַר פֿון יידישן אַקטיאָרן פֿאַראיין אין אַרגענטינע	ווין	אַרגענטינע						
PAIR-00039	ORG-C00200	ORG-C00776	יידישן אַקטיאָרן פאַריין אין פּוילן	יידישן אָקטיאָרן-פֿאַריין אין ווין	union		0.9524	TRUE	facs_44_tr_1756359784	facs_93_tr_1740521070	volume7IIIorg.json	volume_1IIIorg.json	געזעלשאַפֿטלעכער יידישער טעאַטער אין דעטראָיט	בוקסענבוים, יוסף	מאַרק יואַווילער [געוו. פאַרוואַלטער פון יידישן אַקטיאָרן פאַריין אין פּוילן]	ב. איז געווען איינער פֿון די גרינדער פֿון יידישן אָקטיאָרן-פֿאַריין אין ווין	פּוילן	ווין						
PAIR-00040	ORG-C02849	ORG-C02849	יידישער מלוכה-טעאַטער (וו. פּ. א.)	יידישע מלוכה-טעאַטער אין פּוילן	theatre		0.95	TRUE	facs_321_tr_1756057140	facs_41_tr_1747746148	Volume_3IIIorg.json	volume6IIIorg.json	שאַכט, גוסטאָוו	לעווענשטיין, חנן	אין 1936 איז ש. אַריינגעטראָטן אין יידישן מלוכה-טעאַטער (וו. פּ. א.) און געשפּילט	געהערט ער צו דער אָנפֿירונג פֿון טעאַטער								
PAIR-00041	ORG-C02849	ORG-C02849	יידישן מלוכה-טעאַטער אין באָקו	יידישע מלוכה-טעאַטער אין פּוילן	theatre		0.9474	TRUE	facs_10_tr_1756280321	facs_41_tr_1747746148	volume7IIIorg.json	volume6IIIorg.json	קאָפּעלמאַן, יאָסעף	לעווענשטיין, חנן	אין 1932 איז ער איינער פֿון די טיכטיקסטע גרינדער פֿון יידישן מלוכה-טעאַטער אין באָקו	געהערט ער צו דער אָנפֿירונג פֿון טעאַטער	באָקו							
PAIR-00042	ORG-C02849	ORG-C02849	יידישן מלוכה-טעאַטער אין באָקו	יידישן מלוכה טעאַטער אין בעסאַראָביע	theatre		0.9474	TRUE	facs_10_tr_1756280321	facs_565_tr_1752129114	volume7IIIorg.json	volume6IIIorg.json	קאָפּעלמאַן, יאָסעף	אַש, חיהלע	אין 1932 איז ער איינער פֿון די טיכטיקסטע גרינדער פֿון יידישן מלוכה-טעאַטער אין באָקו	אין 1940 איז א. אַרענגעטראָטן אין יידישן מלוכה-טעאַטער אין בעסאַראַביע.	באָקו							
PAIR-00043	ORG-C02849	ORG-C02849	יידישן מלוכה-טעאַטער אין באָקו	יידישן מלוכהטעאַטער אין פּוילן	theatre		0.9474	TRUE	facs_10_tr_1756280321	facs_557_tr_1739222011	volume7IIIorg.json	Volume5IIIorg.json	קאָפּעלמאַן, יאָסעף	אַבּעלמאַן, ציפּע (צפּורה)	אין 1932 איז ער איינער פֿון די טיכטיקסטע גרינדער פֿון יידישן מלוכה-טעאַטער אין באָקו	"לויט דער ""יזכור-רשימה"" אין פּראָגראַם פֿון יידישן מלוכהטעאַטער אין פּוילן"	באָקו	פּוילן						
PAIR-00044	ORG-C02849	ORG-C02849	יידישע מלוכה-טעאַטער אין פּוילן	יידישע מלוכהטעאַטער אין לעמבערג	theatre		0.9474	TRUE	facs_41_tr_1747746148	facs_112_tr_1733832830	volume6IIIorg.json	Volume5IIIorg.json	לעווענשטיין, חנן	מעסטעל, מאיר	געהערט ער צו דער אָנפֿירונג פֿון טעאַטער	ווען ס'האָט זיך שפּעטער אָרגאַניזירט דאָס יידישע מלוכהטעאַטער אין לעמבערג, האָט מעסטעל דאָרט אויך געאַרבעט								
PAIR-00045	ORG-C02849	ORG-C02849	יידישן מלוכה טעאַטער אין בעסאַראָביע	יידישן מלוכהטעאַטער אין פּוילן	theatre		0.9474	TRUE	facs_565_tr_1752129114	facs_557_tr_1739222011	volume6IIIorg.json	Volume5IIIorg.json	אַש, חיהלע	אַבּעלמאַן, ציפּע (צפּורה)	אין 1940 איז א. אַרענגעטראָטן אין יידישן מלוכה-טעאַטער אין בעסאַראַביע.	"לויט דער ""יזכור-רשימה"" אין פּראָגראַם פֿון יידישן מלוכהטעאַטער אין פּוילן"		פּוילן						
PAIR-00046	ORG-C02591	ORG-C02984	העברעישער גימנאָזיע אין ביאַליסטאָק	העברעישע גימנאַזיע אין ווילנע	school		0.9444	TRUE	facs_665_r_1	facs_176_tr_1736589046	volume6IIIorg.json	Volume5IIIorg.json	שבתי (שעפּסל) סולקעס	דורמאַשקין, וואָלף	די העברעישער גימנאָזיע אין ביאַליסטאָק, וועלכע ער האָט געענדיקט אין 1932	צו 16 יאָר ענדיקט וואולף די העברעישע גימנאַזיע אין ווילנע	ביאַליסטאָק	ווילנע						
PAIR-00047	ORG-C02849	ORG-C02849	יידישע מלוכהטעאַטער אין לעמבערג	יידישן מלוכהטעאַטער אין פּוילן	theatre		0.9444	TRUE	facs_112_tr_1733832830	facs_557_tr_1739222011	Volume5IIIorg.json	Volume5IIIorg.json	מעסטעל, מאיר	אַבּעלמאַן, ציפּע (צפּורה)	ווען ס'האָט זיך שפּעטער אָרגאַניזירט דאָס יידישע מלוכהטעאַטער אין לעמבערג, האָט מעסטעל דאָרט אויך געאַרבעט	"לויט דער ""יזכור-רשימה"" אין פּראָגראַם פֿון יידישן מלוכהטעאַטער אין פּוילן"		פּוילן						
PAIR-00048	ORG-C00118	ORG-C00118	פּראָפעסיאנעלן יידישן אַרטיסטן פֿאַריין אין וואַרשע	פּראָפעסיאנעלן יידישן אַרטיסטן-פאַראיין אין פּוילן	union		0.9429	TRUE	facs_345_r	facs_305_tr_1744365748	Volume5IIIorg.json	volume_2IIIorg.json	דראַנאָוו, מ. [מרדכי דוד ראָזענבלאַט]	נאָזשיק, יצחק	ער איז דעם 21 אַפּריל 1920 אַריינגענומען געוואָרן ווי אַ מיטגליד אין פּראָפעסיאנעלן יידישן אַרטיסטן פֿאַריין אין וואַרשע.	נ. איז אייניקע מאָל געווען פאֳרזיצער, וויצע-פאֳרזיצער אין סעקרעטאַר פון פּראָפעסיאנעלן יידישן אַרטיסטן-פאַראיין אין פּוילן	וואַרשע	פּוילן						
PAIR-00049	ORG-C02802	ORG-C02802	געזעלשאַפֿטלעכן יידישן טעאַטער אין קראָקע	געזעלשאַפטלעך יידיש טעאַטער אין שיקאַגאָ	theatre		0.9259	TRUE	facs_452_tr_1739221802	facs_655_tr_1755030260	Volume5IIIorg.json	Volume_4IIIorg.json	שערמאַן, דוד	יעקב דובאָוו	האָט ער דאָרט אָנגאַזשירט ש.	ווען די געזעלשאַפט האָט געזוכט אויף וועמען אָנצוטאָן דעם מאַנטל פון אַ פאָזיצער, האָט זי עס אָנגעטאָן אויף די פּלייצעס פון... יעקב דובאָוו	קראָקע	שיקאַגאָ						
PAIR-00050	ORG-C05162	ORG-C05162	יידישע טרופּע (ראָוונע לוצק-קאָוול)	יידישער טרופּע אין מאָנטרעאַל	troupe		0.9231	TRUE	facs_76_tr_1747746207	facs_254_r_4	volume6IIIorg.json	volume_2IIIorg.json	לובעלטשיק יצחק	מיטניק, אייק	אין סעזאָן 1924-25 פֿירט ער אָן, אויף שכירות, מיט אַ יידישע טרופּע אויף דער ליניע ראָוונע לוצק-קאָוול	געוואָרן דער מענעדזשער פֿון דער יידישער טרופּע אין מאָנטרעאַל	ראָוונע לוצק-קאָוול	מאָנטרעאַל · יידישער טרופּע						
PAIR-00051	ORG-C05162	ORG-C05162	יידישע טרופּע (ראָוונע לוצק-קאָוול)	יידישע טרופּעס אין רומעניע	troupe		0.9231	TRUE	facs_76_tr_1747746207	facs_364_tr_1744366859	volume6IIIorg.json	volume_2IIIorg.json	לובעלטשיק יצחק	סעגאַלעסקאָ, מרדכי (סעגאַל)	אין סעזאָן 1924-25 פֿירט ער אָן, אויף שכירות, מיט אַ יידישע טרופּע אויף דער ליניע ראָוונע לוצק-קאָוול	געפירט יידישע טרופּעס אין רומעניע	ראָוונע לוצק-קאָוול							
PAIR-00052	ORG-C01387	ORG-C01387	יידישן טעאַטער אין וואַרשע	יידיש טעאַטער אין מינסק	theatre		0.9231	TRUE	facs_34_r_4	facs_50_tr_1756359800	volume7IIIorg.json	volume7IIIorg.json	האַרטמאַן, קאָרל, דר.	קאָלמאַנאָוויטש, לייזער	אין 1957 געקומען אין באַרירונג מיטן יידישן טעאַטער אין וואַרשע	אין 1907 אָרגאַניזירט ער מיט אים אין מינסק אַ יידיש טעאַטער, וואָס פונקציאָנירט ביז 1910.	וואַרשע · פּוילן	מינסק						
PAIR-00053	ORG-C01827	ORG-C01468	שיקאַגער יידישע דראַמאַטישע געזעלשאַפט	שיקאַגער יידישער דראַמאַטיישער געזעלשאַפט	theatre		0.9189		facs_99_tr_1747746187	facs_124_tr_1747825116	volume6IIIorg.json	volume6IIIorg.json	מעיסאָן, מאָריס	אייזענבערג, ליובאַ	ער האָט אין איר אָנגעהויבן שפּילן אַ גאָר וויכטיקע ראָל	"אין 1918 אַרענגעטראָטן אין דער שיקאַגער יידישער דראַמאַטיישער געזעלשאַפט"" און זיך באַטייליקט אין די אויפפירונגען"	שיקאַגע	שיקאַגער						
PAIR-00054	ORG-C00271	ORG-C01059	שטאָטישע שול אין כאָטין	שטאָטישער שול אין גאַלאַץ	school		0.9167	TRUE	facs_53_tr_1756359804	facs_281_tr_1755674203	volume7IIIorg.json	Volume_3IIIorg.json	גויכבערג ישראל	שור זעליג [יוסף-אהרן אַשר-זעליג]	געענדיקט די שטאָטישע שול אין כאָטין	ווערט דירעקטאָר פֿון דער שטאָטישער שול אין גאַלאַץ	כאָטין	גאַלאַץ · רומעניע						
PAIR-00055	ORG-C03694	ORG-C03739	אוניווערזיטעט	אוניווערסיטעט אין תל אביב	school		0.9167		facs_57_tr_1756359819	facs_595_r	volume7IIIorg.json	Volume5IIIorg.json	רובין, דוד	סעם ווישניאַק	געענדיקט דעם אוניווערזיטעט אַלס דאָקטאָר פֿילאַזאָפיע	ער איז געווען איינער פֿון די הויפּט-מיטבויער פֿון דעם אוניווערסיטעט אין תל אביב		תל אביב · ישראל						
PAIR-00056	ORG-C01059	ORG-C00271	שטאָטישער שול אין גאַלאַץ	די שטאָטישע שול	school		0.9167		facs_281_tr_1755674203	facs_68_tr_1740521051	Volume_3IIIorg.json	volume_1IIIorg.json	שור זעליג [יוסף-אהרן אַשר-זעליג]	אַרקאַ, יצחק	ווערט דירעקטאָר פֿון דער שטאָטישער שול אין גאַלאַץ	דאָרט ענדיקט ער די שטאָטישע שול	גאַלאַץ · רומעניע							
PAIR-00057	ORG-C03739	ORG-C03694	אוניווערסיטעט אין תל אביב	דעם אוניווערזיטעט	school		0.9167		facs_595_r	facs_107_tr_1744279110	Volume5IIIorg.json	volume_2IIIorg.json	סעם ווישניאַק	לאַנדוי, יהוּדה-לייבּ דר.	ער איז געווען איינער פֿון די הויפּט-מיטבויער פֿון דעם אוניווערסיטעט אין תל אביב	1898 — דעם אוניווערזיטעט מיטן טיטל דר.	תל אביב · ישראל							
PAIR-00058	ORG-C00074	ORG-C05660	טרופּע פון קלמן יוווילער	קלמן יאָווילער	troupe		0.9167		facs_23_tr_1756894461	facs_82_r_4	volume7IIIorg.json	volume_1IIIorg.json	כץ, איזאַק	אהרן [פּאַרך]	"האָט די טרופּע פון קלמן יוווילער אויפגעפירט אין בוקאַרעסט „אליהו הנביא, אָדער אַריסתובלוס מלך יהודה, הייסטאָרישע אָפּערעטע אין 5 אַקטען אונד 1 פּראָלאָג אין ריימען געשריעבען""."	דערונטער אויך מיט קלמן יאָווילער	בוקאַרעסט							
PAIR-00059	ORG-C00227	ORG-C06108	טרופּע פֿון מישע פישזאָן	מישע פישזאָנס טרופּע	troupe		0.9167		facs_48_tr_1756359789	facs_211_tr_1741260275	volume7IIIorg.json	volume_1IIIorg.json	צוויט, מרדכי	גאָלצאווא, העלענאַ [הערצבלוט]	זינט דעמאָלט געבליבן אַלס אַקטיאָר אין די טרופּעס פֿון מישע פישזאָן	נעמט זי אַריין צו זיך אין טרופּע	רומעניע	רומעניע						
PAIR-00060	ORG-C00751	ORG-C05624	גוזיקס טרופּע	גוזיקס אַרופּע	troupe		0.9167		facs_124_tr_1754820300	facs_78_tr_1740521032	Volume_3IIIorg.json	volume_1IIIorg.json	פּיקעלטשיק, יעטע	באָקמאַן, פעלי	אַריינגעטראָטן אין גוזיקס טרופּע אין ראָמען, און צוליב דער דעמאָלטיקער גזרה אויף יידיש, געשפּילט דאָרט אויף רוסיש דראַמאַטישע ראָלן	אין 1912 געשפּילט אין מינסק אין גוזיקס אַרופּע פֿאַראַנטוואָרטלעכע געזאַנגס און כאָראָקטער-ראָלן	ראָמען	מינסק						
PAIR-00061	ORG-C00875	ORG-C06403	טרופּע „האור“	"די טרופּע „האור"""	troupe		0.9167		facs_148_tr_1754213822	facs_302_tr_1741260418	Volume_3IIIorg.json	volume_1IIIorg.json	פריזאַמענט, שלמה	"„האור"""	1920 גרינדעט ער... אין פּרעסבורג (בראָטיסלאָוואַ), טשעכאָסלאָוואַקייע, די טרופּע „האור“	"אויף דער איניציאָטיוו פֿון זכריה פֿראַנצאָז, יצחק מעסטעל און שלמה פּריזאָמענט, אַנטשטאָנען אין טשעכאָסלאָוואָקייע די טרופּע „האור"""	פּרעסבורג (בראָטיסלאָוואַ) · טשעכאָסלאָוואַקייע	פּרעסבורג · אַ גרויסן רעסטאָראַציע-זאָל · טשעכאָסלאָוואָקייע						
PAIR-00062	ORG-C01671	ORG-C01671	ספּיוואַקאָווסקי	טרופּע פֿון ספּיוואַקאָווסקין	troupe		0.9167		facs_280_r_3	facs_58_r_23	Volume_3IIIorg.json	volume6IIIorg.json	פֿייווישאָוו, לייבע	שוואַרץ פעני [גלאַזער, גרינבערג]	האָט אויך געשפּילט... ביי כפּיוואַקאָווסקין אין פּעטערבורג	"צו ספּיוואַקאָווסקין אין טרופּע, ווי זי דעביוטירט אין „די קאַפּריזנע כלה"""	פּעטערבורג	טשערנאָוויץ						
PAIR-00063	ORG-C01671	ORG-C01671	ספּיוואַקאָווסקי	ספּיוואַקאָווסקיס טרופּע	troupe		0.9167		facs_280_r_3	facs_67_tr_1740521120	Volume_3IIIorg.json	volume_1IIIorg.json	פֿייווישאָוו, לייבע	אַרנשטיין, ראָזע	האָט אויך געשפּילט... ביי כפּיוואַקאָווסקין אין פּעטערבורג	טרעט אַריין אין ספּיוואָקאָווסקיס טרופּע מיט וועלכער זיי פֿאָרט זעקס יאָר איבער רוסלאַנד	פּעטערבורג	רוסלאַנד						
PAIR-00064	ORG-C00227	ORG-C06108	מישע פישזאָן	מישע פישזאָנס טרופּע	troupe		0.9167		facs_313_tr_1756043360	facs_211_tr_1741260275	Volume_3IIIorg.json	volume_1IIIorg.json	פֿאַכלער, דוד	גאָלצאווא, העלענאַ [הערצבלוט]	אין רומעניע, האָט פ. ווידער געפּרובט שפּילן מיט מישע פישזאָן	נעמט זי אַריין צו זיך אין טרופּע	רומעניע	רומעניע						
PAIR-00065	ORG-C01671	ORG-C01671	טרופּע פֿון ספּיוואַקאָווסקין	ספּיוואָקאָווסקי טרופּע	troupe		0.9167		facs_58_r_23	facs_157_r	volume6IIIorg.json	volume_2IIIorg.json	שוואַרץ פעני [גלאַזער, גרינבערג]	ליפּאָוויעצקי, אברהם	"צו ספּיוואַקאָווסקין אין טרופּע, ווי זי דעביוטירט אין „די קאַפּריזנע כלה"""	איבערגעגאַנגען אין די טרופּעס פֿון... ספּיוואָקאָווסקי	טשערנאָוויץ							
PAIR-00066	ORG-C01671	ORG-C01671	טרופּע פֿון ספּיוואַקאָווסקין	ספּיוואַקאָווסקיס טרופּע	troupe		0.9167		facs_58_r_23	facs_67_tr_1740521120	volume6IIIorg.json	volume_1IIIorg.json	שוואַרץ פעני [גלאַזער, גרינבערג]	אַרנשטיין, ראָזע	"צו ספּיוואַקאָווסקין אין טרופּע, ווי זי דעביוטירט אין „די קאַפּריזנע כלה"""	טרעט אַריין אין ספּיוואָקאָווסקיס טרופּע מיט וועלכער זיי פֿאָרט זעקס יאָר איבער רוסלאַנד	טשערנאָוויץ	רוסלאַנד						
PAIR-00067	ORG-C03263	ORG-C05178	קאָריקס טרופּע	קאָליךס טרופּע	troupe		0.9167		facs_281_tr_1739220611	facs_371_tr_1744366835	Volume5IIIorg.json	volume_2IIIorg.json	גוטמאַן, חיים	סערעבראָוו, מוני [חיים זילבערראַנג]	ווערט סופֿלער און פּיעסן איבערשרייבער אין קאָריקס טרופּע	ער טרעט אַריין אין קאָליךס טרופּע	אָדעס · קאָריקס טרופּע	בוקאַרעסט						
PAIR-00068	ORG-C00155	ORG-C00155	פּראָגרעסיון דראַמאַטיק קלאָבּ	פּראָגרעסיוו דראַמאַטיק קלוב	troupe		0.9167		facs_51_tr_1744131372	facs_397_r	volume_2IIIorg.json	volume_2IIIorg.json	טענענהאָלץ, אליהוּ	ענטין, יואל	"אַריינגענוּמען געוואָרן אַלס מיטגליד אין „פּראָגרעסיון דראַמאַטיק קלאָבּ"""	"דעם „פּראָגרעסיון דראַמאָטיק-קלוב"", פֿון וועלכן ער איז געווען דער אָנפֿירער"		ניו-יאָרק · אמעריקע						
PAIR-00069	ORG-C01671	ORG-C01671	טרופּע פֿון ספּיוואָקאָווסקי	ספּיוואַקאָווסקיס טרופּע	troupe		0.9167		facs_114_tr_1744279198	facs_67_tr_1740521120	volume_2IIIorg.json	volume_1IIIorg.json	לוּבאַרטאָווסקאָ, רעגינאַ (רבקה)	אַרנשטיין, ראָזע	שפּעטער אַריבער אין דער טרופּע פֿון ספּיוואָקאָווסקי און אַרומגעפֿאַרן איבער רוסלאַנד, אוקראַאינע, לעטלאַנד און קורלאַנד	טרעט אַריין אין ספּיוואָקאָווסקיס טרופּע מיט וועלכער זיי פֿאָרט זעקס יאָר איבער רוסלאַנד	רוסלאַנד	רוסלאַנד						
PAIR-00070	ORG-C04556	ORG-C06273	טרופּע פֿון אירע עלטערן	אירע עלטערנס טרופּע	troupe		0.9167		facs_197_tr_1744279124	facs_277_tr_1741260246	volume_2IIIorg.json	volume_1IIIorg.json	לעש, רבקה [ראָזענבלום]	גראָסמאַן, העלען	געשפּילט קינדער-ראָלן אין דער טרופּע פֿון אירע עלטערן	אָנגעהויבן שפּילן קינדער-ראָלן אין אירע עלטערנס טרופּע	קאַאייראָ · עגיפּטען	אַמעריקע · אובער אַמעריקע						
