cluster_id	canonical_yiddish	org_type	cluster_size	name_variants	extracted_settlements	extracted_addresses	extracted_venues	extracted_countries	candidate_db_ids	candidate_scores	candidate_methods	decision	aligned_db_id	reviewer_notes	reviewer_settlement	reviewer_address	reviewer	reviewed_at
ORG-C05854	יידישע אָרטיסטן-פֿאַריינען	union	1	יידישע אָרטיסטן-פֿאַריינען	פּאַריז													
ORG-C05855	"דראָמאַטישע סטודיע ביי דער „ק""ל“"	theatre	1	"דראָמאַטישע סטודיע ביי דער „ק""ל“"														
ORG-C05856	פיסקאַטאָר-טעאַטער	theatre	1	פיסקאַטאָר-טעאַטער														
ORG-C05857	שיקאָגער יידישער ליט. דראָמ. געזעלשאָפֿט קאָלעקטיוו	theatre	1	שיקאָגער יידישער ליט. דראָמ. געזעלשאָפֿט קאָלעקטיוו	שיקאַגאָ		שיקאָגער	יו-עס-עי										
ORG-C05858	רומענישיידיש טעאַטער אונטער דער דירעקציאָן פֿון איזאַק ליברעסקאָ און לעאָן בערגער	theatre	1	רומענישיידיש טעאַטער אונטער דער דירעקציאָן פֿון איזאַק ליברעסקאָ און לעאָן בערגער	בראָדי													
ORG-C05859	טרופּע צוקערמאָן, ספּיוואַקאָווסקי, שיינגאַלד שרה גאָלדשטיין-קאָרפּ, יוסף גאָלדשמידט, וויינשטאָק, שואָל וויינשטיין און די קויפמאָנס	troupe	1	טרופּע צוקערמאָן, ספּיוואַקאָווסקי, שיינגאַלד שרה גאָלדשטיין-קאָרפּ, יוסף גאָלדשמידט, וויינשטאָק, שואָל וויינשטיין און די קויפמאָנס	קעניגסבערג		מייערס לאָקאָל											
ORG-C05860	די יידיש-אַריענטאָלישע טרופּע	troupe	1	די יידיש-אַריענטאָלישע טרופּע														
ORG-C05861	אָריענטאָליש	troupe	1	אָריענטאָליש	האָמבורג													
ORG-C05862	סעמינאָר פֿאַר יידישע לערער	school	1	סעמינאָר פֿאַר יידישע לערער														
ORG-C05863	קונסט-רינני	theatre	1	קונסט-רינני					306	0.636	ipa_phonetic							
ORG-C05864	ענגלישן טעאַטער	theatre	1	ענגלישן טעאַטער														
ORG-C05865	"שילדקרויטס „אונזער-טעאַטער"""	theatre	1	"שילדקרויטס „אונזער-טעאַטער"""														
ORG-C05866	לייב קאָריקס טרופּע	troupe	1	לייב קאָריקס טרופּע														
ORG-C05867	טרופּע מעערסאָן-עפּשטיין	troupe	1	טרופּע מעערסאָן-עפּשטיין														
ORG-C05868	הכרם	newspaper	1	הכרם					268	0.667	ipa_phonetic							
ORG-C05869	ווילנער רוסישן שטאָטטעאַטער	theatre	1	ווילנער רוסישן שטאָטטעאַטער	ווילנע		ווילנער רוסישן שטאָטטעאַטער											
ORG-C05870	רוסישן רעגירונגס-טעאַטער	theatre	1	רוסישן רעגירונגס-טעאַטער	טיפליס		רוסישן רעגירונגס-טעאַטער											
ORG-C05871	סיביריאָקאָווס רוסישן טעאַטער	theatre	1	סיביריאָקאָווס רוסישן טעאַטער	אָדעס		סיביריאָקאָווס רוסישן טעאַטער											
ORG-C05872	זונטאָנהאַנדלס-שול	school	1	זונטאָנהאַנדלס-שול														
ORG-C05873	טלאָמאָצקער כאָר-שול	school	1	טלאָמאָצקער כאָר-שול														
ORG-C05874	רוסישער דירעקטאָרשע אָלגינסקאַ	troupe	1	רוסישער דירעקטאָרשע אָלגינסקאַ	וואַרשע													
ORG-C05875	וואַרשעווער באַגאַטעלאָטעאַטער	theatre	1	וואַרשעווער באַגאַטעלאָטעאַטער	וואַרשע													
ORG-C05876	רעווי-טעאָטער „סמבטיון“	theatre	1	רעווי-טעאָטער „סמבטיון“														
ORG-C05877	"„אָמעריקאַן ענגליש קאָמפּאָני"""	troupe	1	"„אָמעריקאַן ענגליש קאָמפּאָני"""	יאָהאָנעסבורג													
ORG-C05878	רוסישע געזאָנג און טאַנץ-קאָפּעלע	troupe	1	רוסישע געזאָנג און טאַנץ-קאָפּעלע				דייטשלאַנד										
ORG-C05879	אָנשעל שאָר	troupe	5	אָנשעל שאָר | אַנשעל שאָר טרופּע	פּשעמישל | פֿילאַדעלפיע | פֿילאָדעלפיע													
ORG-C05880	"הערי בערנשטיין א""פּ ""בערנאָרדי"""	theatre	1	"הערי בערנשטיין א""פּ ""בערנאָרדי"""	קליוולאַנד													
ORG-C05881	יעקב זילכערט	troupe	1	יעקב זילכערט			פּראָווינץ											
ORG-C05882	גערטנער	theatre	2	גערטנער	שיקאָגאַ | שיקאָנאָ													
ORG-C05883	קאָליך און דיינע פֿיינמאַן	theatre	1	קאָליך און דיינע פֿיינמאַן	באָסטאָן													
ORG-C05884	ראָט	theatre	1	ראָט	נואַרק													
ORG-C05885	פּאָפּיראָסן-פֿאָבדיק פֿון פּאָליאָקעוויטש	factory	1	פּאָפּיראָסן-פֿאָבדיק פֿון פּאָליאָקעוויטש														
ORG-C05886	קוואָרטעט פון גאָרדעצקי	choir	1	קוואָרטעט פון גאָרדעצקי														
ORG-C05887	קוואָרטעט שטיין	troupe	1	קוואָרטעט שטיין	פּוילן													
ORG-C05888	פּאָדזאָמטשעס טרופּע	troupe	1	פּאָדזאָמטשעס טרופּע	ווין													
ORG-C05889	פֿרייער פֿאָלקס בינע	theatre	2	פרייער פֿאָלקס-בינע | פֿרייער פֿאָלקס בינע														
ORG-C05890	נעלי קעסמאַן	troupe	1	נעלי קעסמאַן														
ORG-C05891	"„לעמבערנער טאָגבלאַט"""	newspaper	2	"„לעמבערנער טאָגבלאַט"""	לעמבערג													
ORG-C05892	"„הדואַר"""	newspaper	1	"„הדואַר"""	ניו יאָרק			אַמעריקע										
ORG-C05893	"„דביר"""	publisher	1	"„דביר"""	תל-אביב			אָרץ-ישראל										
ORG-C05894	ווייסרוסלענדיש-יידישער טעאַטער-סטודיע	theatre	1	ווייסרוסלענדיש-יידישער טעאַטער-סטודיע														
ORG-C05895	בראָדסקי-קאָמיטעט	publisher	1	בראָדסקי-קאָמיטעט	בוענאָס-איידעס													
ORG-C05896	פֿאָלקס-פאַנד	publisher	1	פֿאָלקס-פאַנד														
ORG-C05897	חד- נדיא	theatre	1	חד- נדיא	לאָדזש													
ORG-C05898	שור הבר	theatre	1	שור הבר	לאָדזש													
ORG-C05899	פּורימדיקער וואָנדער-טעאַטער	theatre	1	פּורימדיקער וואָנדער-טעאַטער														
ORG-C05900	פֿאָלקס-קאָבאַדעטן	theatre	1	פֿאָלקס-קאָבאַדעטן														
ORG-C05901	וואָלף ליטוואָקס גערטנדל	theatre	1	וואָלף ליטוואָקס גערטנדל	וואַרשע	פראָנטשישקאנער 36	וואָלף ליטוואָקס גערטנדל											
ORG-C05902	גאַסטהויז פינקוס	theatre	1	גאַסטהויז פינקוס	בראָדי		גאַסטהויז פינקוס											
ORG-C05903	לעמבערגער אויסגאָבע	publisher	1	לעמבערגער אויסגאָבע	לעמבערג													
ORG-C05904	דער עסטרייכישער אַרטיי	army	1	דער עסטרייכישער אַרטיי														
ORG-C05905	דייטשע קאָפע-שאָנטאָנען	theatre	1	דייטשע קאָפע-שאָנטאָנען	ווין		קאָפע-שאָנטאָנען											
ORG-C05906	וואָלף ליטוואַקס גאָרטן	theatre	4	וואָלף ליטוואַקס גאָרטן	וואַרשע	פראָנטשישקאַנער 36	וואָלף ליטוואַקס גאָרטן | וואָלף ליטוואָקס גאָרטן	פּוילן										
ORG-C05907	וואַרשויער יידישע צייטונג	newspaper	1	וואַרשויער יידישע צייטונג														
ORG-C05908	דיאַ בעריהמטע בראָדערזענגער	troupe	1	דיאַ בעריהמטע בראָדערזענגער		נאָלעווקעס, נאָטאָנזאַנס הויז No. 2244a	באַוואָריע [טיי-הויז]											
ORG-C05909	באַוואָריע	theatre	1	באַוואָריע	וואַרשע	נאָלעווקעס	נאָטאָנזאַנס הויז No. 2244a											
ORG-C05910	פֿאָלקסזינגער	troupe	4	די פֿאָלקסזינגער | פֿאָלקסזינגער			גאַליציע | רומעניע	רומעניע										
ORG-C05911	ראָזענבערג	troupe	1	ראָזענבערג	אָדעס													
ORG-C05912	פּאָפּערס האָלץ פֿאַבריק	factory	1	פּאָפּערס האָלץ פֿאַבריק														
ORG-C05913	אַ טרופּע פֿאָר בראָד	troupe	1	אַ טרופּע פֿאָר בראָד	בראָד													
ORG-C05914	וואַלסגעשאַפֿוס טרופּע	troupe	1	וואַלסגעשאַפֿוס טרופּע														
ORG-C05915	"""ברעטל-זינגער"" קאָנער"	troupe	1	"""ברעטל-זינגער"" קאָנער"														
ORG-C05916	שלמה אָגער אין קרעטשמע	theatre	1	שלמה אָגער אין קרעטשמע	לעמבערג		קרעטשמע											
ORG-C05917	מיט אַש פֿייערשטיין און משה דער בלינדער	troupe	1	מיט אַש פֿייערשטיין און משה דער בלינדער			די פּראָווינץ											
ORG-C05918	צום עסטרייכישן אָדלער	business	1	צום עסטרייכישן אָדלער	קאָנסטאָנטינאָפּאָל		נאָלאָטאָ											
ORG-C05919	קאָסינאַ פֿון פּשעמישלער אָפיצירן	theatre	1	קאָסינאַ פֿון פּשעמישלער אָפיצירן	פּשעמישל		קאָסינאַ											
ORG-C05920	לעמבערגער מושב-זקנים	institution	1	לעמבערגער מושב-זקנים	לעמבערג		לעמבערגער מושב-זקנים											
ORG-C05921	פּריוואָטער מאָדערנער יידישער שול	school	1	פּריוואָטער מאָדערנער יידישער שול														
ORG-C05922	מעערסאָנס טרופּע	troupe	3	מעערסאָנס טרופּע	ניקאָלאַיעוו				330	0.786	ipa_phonetic							
ORG-C05923	אָבענד-נייעם	newspaper	1	אָבענד-נייעם														
ORG-C05924	נתלי נאָלדפאָדען	troupe	1	נתלי נאָלדפאָדען														
ORG-C05925	געבילם דריטן סטריט-טעאַטער	theatre	1	געבילם דריטן סטריט-טעאַטער														
ORG-C05926	זאַבלודאָווסקיס שול	synagogue	1	זאַבלודאָווסקיס שול	ביאַליסטאָק		זאַבלודאָווסקיס שול											
ORG-C05927	טעאַטער אָלקאָזאָר	theatre	1	טעאַטער אָלקאָזאָר	וואַרשע		טעאַטער אָלקאָזאָר											
ORG-C05928	דיען	newspaper	1	דיען														
ORG-C05929	פאָרם בן-שמן	farm	1	פאָרם בן-שמן			בן-שמן											
ORG-C05930	טעאַטער פֿרינטאַנע	theatre	1	טעאַטער פֿרינטאַנע	קאַאיראָ		טעאַטער פֿרינטאַנע	עניפּטן	173	0.600	ipa_phonetic							
ORG-C05931	פּאָלטאָווער טעאַטערקאָמיטעט	union	1	פּאָלטאָווער טעאַטערקאָמיטעט	פּאָלטאָווע			ראָטנפֿאַרבאַנד										
ORG-C05932	פּראָווינץ-טרופּע פֿון שיינפעלד	troupe	1	פּראָווינץ-טרופּע פֿון שיינפעלד														
ORG-C05933	מאָסקווער שלום-עליכם-סטודיע	school	1	מאָסקווער שלום-עליכם-סטודיע	מאָסקווע													
ORG-C05934	טעאָטער-סטודיע „פֿרייקונסט“	theatre	1	טעאָטער-סטודיע „פֿרייקונסט“														
ORG-C05935	ווילנער יידישער פּרעסע	newspaper	1	ווילנער יידישער פּרעסע	ווילנע													
ORG-C05936	פיג קונסט	publisher	1	פיג קונסט														
ORG-C05937	צאָלמאַנען	troupe	1	צאָלמאַנען	קראָקע				503	0.778	ipa_phonetic							
ORG-C05938	מעלצערן	troupe	1	מעלצערן	קראָקע													
ORG-C05939	שולינגן	troupe	1	שולינגן														
ORG-C05940	רונישע שטאָטישע שול	school	1	רונישע שטאָטישע שול														
ORG-C05941	גימנאָיע	school	1	גימנאָיע														
ORG-C05942	כאָר ביי קאמינסקי און ליבערט	troupe	1	כאָר ביי קאמינסקי און ליבערט			באַנאַטעלאַ											
ORG-C05943	בעקערן	troupe	1	בעקערן	לובלין													
ORG-C05944	פֿאַראייניקטער טרופּע פֿון גוזיק-זשעלאַזאָ-קרויזע	troupe	1	פֿאַראייניקטער טרופּע פֿון גוזיק-זשעלאַזאָ-קרויזע														
ORG-C05945	טרופּע סאַבסיי	troupe	1	טרופּע סאַבסיי														
ORG-C05946	אַן אייגענער טרופּע	troupe	1	אַן אייגענער טרופּע				דרום-אפריקע										
ORG-C05947	ענגלישער סאַציאָליסטישער פּאָרטיי	party	1	ענגלישער סאַציאָליסטישער פּאָרטיי			ענגלאַנד	ענגלאַנד										
ORG-C05948	"חודשזשורנאָל „דרום אפריקע"""	newspaper	1	"חודשזשורנאָל „דרום אפריקע"""	יאָהאָניסבורג													
ORG-C05949	"פ""ג לייכט"	publisher	1	"פ""ג לייכט"	קאָוונע													
ORG-C05950	יידישן קאָלעדזש	school	1	יידישן קאָלעדזש	לאָנדאָן													
ORG-C05951	אַמעריקאַנער ענצוקלאָפּעדיע	publisher	1	אַמעריקאַנער ענצוקלאָפּעדיע	ניו יאָרק													
ORG-C05952	די ניויאָרק דושוירנאָל	newspaper	1	די ניויאָרק דושוירנאָל	ניו יאָרק													
ORG-C05953	אַשכנזי זיגלער	troupe	1	אַשכנזי זיגלער				רומעניע										
ORG-C05954	הענריעטאַ שניצער	troupe	1	הענריעטאַ שניצער														
ORG-C05955	מאָדערנע חדרים	school	1	מאָדערנע חדרים														
ORG-C05956	פּריוואָט-שול	school	1	פּריוואָט-שול														
ORG-C05957	מאָשקאָוויטש	troupe	2	מאָשקאָוויטש	לאָנדאָן			ענגלאנד										
ORG-C05958	זשיטאָמירער שטאָט-טעאַטער	theatre	1	זשיטאָמירער שטאָט-טעאַטער	זשיטאָמיר		שטאָט-טעאַטער											
ORG-C05959	ערשטן אָלרוסישן אַרטיסטן-פֿאַריין	union	1	ערשטן אָלרוסישן אַרטיסטן-פֿאַריין														
ORG-C05960	מענדעלע-טעאַטער	theatre	1	מענדעלע-טעאַטער	כערסאָן		מענדעלע-טעאַטער		509	0.643	ipa_phonetic							
ORG-C05961	פּאָלטאָווער גובערניאַלן טעאַטער-קאָמיטעט	union	1	פּאָלטאָווער גובערניאַלן טעאַטער-קאָמיטעט														
ORG-C05962	דייטשע טרופּעס	troupe	1	דייטשע טרופּעס			פּראָווינץ פֿון עסטרייך און דייטשלאַנד											
ORG-C05963	יידיש קונסט-טעאַטער אויף דייטש	theatre	1	יידיש קונסט-טעאַטער אויף דייטש	ווין													
ORG-C05964	יאָרנאָבינעם	theatre	1	יאָרנאָבינעם	ווין													
ORG-C05965	דראַמאַטישער שול פֿון דער פרייע יידישע פֿאָלקסבינע	school	1	דראַמאַטישער שול פֿון דער פרייע יידישע פֿאָלקסבינע														
ORG-C05966	טעאַטער-גילד	theatre	1	טעאַטער-גילד														
ORG-C05967	סיוויק רעפּערטואָר-טעאַטער	theatre	1	סיוויק רעפּערטואָר-טעאַטער														
ORG-C05968	טרופּע קאָמפּאַנעעץ-ראָפּעל	troupe	1	טרופּע קאָמפּאַנעעץ-ראָפּעל	וואַרשע													
ORG-C05969	ראָפּעל און עפּעלבערנס טרופּע	troupe	1	ראָפּעל און עפּעלבערנס טרופּע	וואַרשע													
ORG-C05970	יידיש טעאַטער איז בוענאָס איירעס	theatre	1	יידיש טעאַטער איז בוענאָס איירעס	בוענאָס איירעס			אַרגענטינע										
ORG-C05971	אַרגענטינער פֿאַרלאָנס-קאָמיטעט פון „לעקסיקאָן פון יידישן טעאַטער“	union	1	אַרגענטינער פֿאַרלאָנס-קאָמיטעט פון „לעקסיקאָן פון יידישן טעאַטער“				אַרגענטינע										
ORG-C05972	קוואָרטעט פֿון די ברידער שוואַרץ	troupe	1	קוואָרטעט פֿון די ברידער שוואַרץ														
ORG-C05973	רובינשטיין	troupe	1	רובינשטיין	לאָנדאָן			ענגלאַנד										
ORG-C05974	די וואָלערשטיין	troupe	1	די וואָלערשטיין				דרום-אפריקע										
ORG-C05975	דראַמאַטישער סעקציע פֿון „הזמיר“	theatre	1	דראַמאַטישער סעקציע פֿון „הזמיר“	וואַרשע													
ORG-C05976	גערשאָנאָוויטש אין ווייטערסק	troupe	1	גערשאָנאָוויטש אין ווייטערסק	ווייטערסק													
ORG-C05977	רוסישער אָפּערעטע פֿון קרוטשינין	troupe	1	רוסישער אָפּערעטע פֿון קרוטשינין														
ORG-C05978	טשאָרנעצקיס פּוילישער אָפּערעטן-טרופּע	troupe	1	טשאָרנעצקיס פּוילישער אָפּערעטן-טרופּע	ראַדאָם													
ORG-C05979	מיראזש	theatre	1	מיראזש														
ORG-C05980	אסתר רחל קאמינסקי און זייגמונט טורקאָווס טרופּע	troupe	1	אסתר רחל קאמינסקי און זייגמונט טורקאָווס טרופּע														
ORG-C05981	וועטערינאָר-אינסטיטוט	school	1	וועטערינאָר-אינסטיטוט	וואַרשע													
ORG-C05982	הבקר אור	newspaper	1	הבקר אור														
ORG-C05983	יהודה ליב מאַרגענשטערן בוכהאַנדלונג	publisher	1	יהודה ליב מאַרגענשטערן בוכהאַנדלונג	וואַרשאַ		בוכהאַנדלונג											
ORG-C05984	רענד-טעאַטער	theatre	1	רענד-טעאַטער	ניו יאָרק		רענד-טעאַטער	אַמעריקע	509 | 489	0.750 | 0.636	ipa_phonetic | ipa_phonetic							
ORG-C05985	אַקטיאָרן-יוניע, סעקשאָן — פֿון לאָקאָל 7	union	1	אַקטיאָרן-יוניע, סעקשאָן — פֿון לאָקאָל 7														
ORG-C05986	אָרפעום-טעאַטער	theatre	1	אָרפעום-טעאַטער	האַרלעם	125 סטריט	אָרפעום-טעאַטער											
ORG-C05987	פּ.פּ.ס'שן קלוב	theatre	1	פּ.פּ.ס'שן קלוב	לאָנדאָן													
ORG-C05988	מיניקעס יוביליי-נומער	publisher	1	מיניקעס יוביליי-נומער														
ORG-C05989	טשערנאָוויצער גימנאָזיע	school	1	טשערנאָוויצער גימנאָזיע	טשערנאָוויץ													
ORG-C05990	קאָאָפּעראָטיוון ראָיאַל-טעאַטער	theatre	1	קאָאָפּעראָטיוון ראָיאַל-טעאַטער	ניו יאָרק													
ORG-C05991	פאַרלאָג קלעצקין	publisher	1	פאַרלאָג קלעצקין	ווילנע													
ORG-C05992	אינטימער-טעאַטער	theatre	2	אינטימער-טעאַטער	בראַנקס | בראָנקס, ניו-יאָרק													
ORG-C05993	ווייסרוסלענדישן אינסטיטוט פֿון טעאַטראָער קונסט	school	1	ווייסרוסלענדישן אינסטיטוט פֿון טעאַטראָער קונסט	מאָסקווע													
ORG-C05994	תושה	publisher	1	תושה														
ORG-C05995	1925	newspaper	1	1925														
ORG-C05996	קיציסן	troupe	1	קיציסן														
ORG-C05997	דירעקטאָר לערמאַן	troupe	1	דירעקטאָר לערמאַן														
ORG-C05998	דיר. בלומענטאָל	troupe	1	דיר. בלומענטאָל	פאַריז													
ORG-C05999	בראַנווילער האָפּקינסאָן-טעאַטער	theatre	1	בראַנווילער האָפּקינסאָן-טעאַטער	בראַנווילער		האָפּקינסאָן-טעאַטער											
ORG-C06000	זאַקס פאָלקס-טעאַטער	theatre	2	זאַקס פאָלקס-טעאַטער	ניו יאַרק		זאַקס פאָלקס-טעאַטער											
ORG-C06001	טעאַטער באַלגאַראָוו	theatre	1	טעאַטער באַלגאַראָוו														
ORG-C06002	ביי איציקל גאָלדענבערג	troupe	2	ביי איציקל גאָלדענבערג														
ORG-C06003	וואַרשעווער פּראָגרעסיוו-דראַמאַטיק-קלאָב	theatre	1	וואַרשעווער פּראָגרעסיוו-דראַמאַטיק-קלאָב														
ORG-C06004	"ג""אָלדן-רול"	theatre	2	"ג""אָלדן-רול"														
ORG-C06005	בראַנווילער מעטראָפּאָליטאָן	theatre	1	בראַנווילער מעטראָפּאָליטאָן	בראַנוויל		מעטראָפּאָליטאָן											
ORG-C06006	זינגער האָל	theatre	3	זינגער האָל	בראַנזוויל | ברוקלין													
ORG-C06007	לייסעוםטעאַטער	theatre	1	לייסעוםטעאַטער														
ORG-C06008	זילבערטס טרופּע	troupe	1	זילבערטס טרופּע	מאָנטרעאַל				41 | 455	0.643 | 0.600	ipa_phonetic | ipa_phonetic							
ORG-C06009	פּראָספּעקט	theatre	4	פּראָספּעקט	ניו יאָרק		פּראָספּעקט											
ORG-C06010	פּראָפעסיאנעלער רומענישער טרופּע	troupe	1	פּראָפעסיאנעלער רומענישער טרופּע	גאָלאַץ			רומעניע										
ORG-C06011	ביידעםקאָס טרופּע	troupe	1	ביידעםקאָס טרופּע	קאָמענעץ-פּאָדאָלסק													
ORG-C06012	טעאַטער-שול ביים מאָסקווער יידישן קאָמער-טעאַטער	school	1	טעאַטער-שול ביים מאָסקווער יידישן קאָמער-טעאַטער	מאָסקווע													
ORG-C06013	מאָסקווער מערבא-אוניווערסיטעט	school	1	מאָסקווער מערבא-אוניווערסיטעט	מאָסקווע													
ORG-C06014	רומענישער פּרימאַר-שול	school	1	רומענישער פּרימאַר-שול														
ORG-C06015	מאָדערניזירטער יידישער שול	school	1	מאָדערניזירטער יידישער שול														
ORG-C06016	קיבוץ פֿון די פּרושים	school	1	קיבוץ פֿון די פּרושים	מאָלטש													
ORG-C06017	וואָרעוויל-פּלעצער	theatre	1	וואָרעוויל-פּלעצער														
ORG-C06018	מ. ד. וואַקסמאָןס דראָמאָטישער פאַריין	theatre	1	מ. ד. וואַקסמאָןס דראָמאָטישער פאַריין	שיקאָגאָ													
ORG-C06019	שוואַרץ	troupe	1	שוואַרץ														
ORG-C06020	דז. קעסלער	theatre	1	דז. קעסלער	שיקאָגאָ													
ORG-C06021	הורוויץגרינבערגס טרופּע	troupe	1	הורוויץגרינבערגס טרופּע														
ORG-C06022	ערשטער רומענישער טרופּע	troupe	1	ערשטער רומענישער טרופּע	אַמעריקע													
ORG-C06023	נייטען גאָלדבערג דראַמאָטיקקלאָב	theatre	1	נייטען גאָלדבערג דראַמאָטיקקלאָב														
ORG-C06024	גאָלדענרול-הויז	theatre	1	גאָלדענרול-הויז														
ORG-C06025	חדר און סקול	school	1	חדר און סקול	שיקאָגאָ													
ORG-C06026	לעאָן גאָלובאָקס טרופּע	troupe	1	לעאָן גאָלובאָקס טרופּע					313 | 492	0.737 | 0.600	ipa_phonetic | ipa_phonetic							
ORG-C06027	אַבאַ שיינגאָלד	troupe	2	אַבאַ שיינגאָלד | אבאַ שיינגאָלדס טרופּע	באָלטימאָר | קעשענעוו													
ORG-C06028	"„איי ענד עס"" פֿילם-קאָמפּאָניע"	film_company	1	"„איי ענד עס"" פֿילם-קאָמפּאָניע"														
ORG-C06029	דראָמאָטישער סטודיע ביים קונסט-טעאַטער	school	1	דראָמאָטישער סטודיע ביים קונסט-טעאַטער														
ORG-C06030	יידיש-רומענישער שול פֿון ייבטשע זאַנדבערג	school	1	יידיש-רומענישער שול פֿון ייבטשע זאַנדבערג	יאָסי		יידיש-רומענישער שול	רומעניע										
ORG-C06031	טרופּע פינקל, פֿיינמאַן און מאָגולעסקאָ	troupe	1	טרופּע פינקל, פֿיינמאַן און מאָגולעסקאָ	יאָסי			רומעניע										
ORG-C06032	"רומענישן פֿאַרלאָגס-קאָמיטעט פֿון „לעקסיקאָן פון יידישן טעאַטער"""	publisher	2	"רומענישן פאַרלאַגס-קאָמיטעט פון לעקסיקאָן פון יידישן טעאַטער | רומענישן פֿאַרלאָגס-קאָמיטעט פֿון „לעקסיקאָן פון יידישן טעאַטער"""														
ORG-C06033	גלותטעאַטער	טרופּע	1	גלותטעאַטער														
ORG-C06034	קאָנער	טרופּע	2	קאָנער														
ORG-C06035	כאָר ביי רחל אַקסעלראָד	choir	1	כאָר ביי רחל אַקסעלראָד	טשערנאָוויץ													
ORG-C06036	סימפעראָפּאָלער רעגירונגסשול	school	1	סימפעראָפּאָלער רעגירונגסשול	סימפעראָפּאָל		סימפעראָפּאָלער רעגירונגסשול											
ORG-C06037	דאָס בוקאָוויינער איזראעליטישע פאָלקס-בלאַט	newspaper	1	דאָס בוקאָוויינער איזראעליטישע פאָלקס-בלאַט	טשערנאָוויץ													
ORG-C06038	שמעון מאַרקס גערטנדל	theatre	2	שמעון מאַרקס גערטנדל	יאַסי | יאָסי		שמעון מאַרקס גערטנדל | שמעון מאַרקס גערטנדעל											
ORG-C06039	האָטעל צוקער	theatre	1	האָטעל צוקער	גאַלאַץ		האָטעל צוקער											
ORG-C06040	פאַראיינס-ברידער לבנון	union	1	פאַראיינס-ברידער לבנון	גאַלאַץ			רומעניע										
ORG-C06041	רומענישן טעאַטער	theatre	1	רומענישן טעאַטער														
ORG-C06042	האָטעל ווייבעל	theatre	1	האָטעל ווייבעל	בראַאילא		האָטעל ווייבעל											
ORG-C06043	דער יודישער טעלעגראף	newspaper	1	דער יודישער טעלעגראף	בוקאַרעסט				461	0.700	ipa_phonetic							
ORG-C06044	זומער-טעאַטער פון דייטשן קלוב	theatre	1	זומער-טעאַטער פון דייטשן קלוב	מאָסקווע		זומער-טעאַטער פון דייטשן קלוב	רוסלאַנד										
ORG-C06045	ר. מאַזין קאָמפּ.	publisher	3	ד. מאזין קאָמפּ. | ר. מאַזין קאָמפּ.	לאָנדאָן													
ORG-C06046	אברהם גאָלדפאַדען'ס טעאַטער	theatre	1	אברהם גאָלדפאַדען'ס טעאַטער	ניו-יאָרק													
ORG-C06047	חבת-ציון-באַוועגונג	movement	1	חבת-ציון-באַוועגונג	אָדעס													
ORG-C06048	פאַריין לירא	school	1	פאַריין לירא	ניו-יאָרק	165 איסט בראָדוויי	אַמעריקאן סטאַר-האָל											
ORG-C06049	טעאַטער פאַנטאַזיע פּאַריזיען	theatre	1	טעאַטער פאַנטאַזיע פּאַריזיען	פּאַריז	רי לאנקרי 42	טעאַטער פאַנטאַזיע פּאַריזיען											
ORG-C06050	ציוניסטישן קאָנגרעס	organization	1	ציוניסטישן קאָנגרעס	לאָנדאָן													
ORG-C06051	די יידישע גאַזעטטען	newspaper	1	די יידישע גאַזעטטען	ניו-יאָרק													
ORG-C06052	ציוניסטישער פּאַרטיי	organization	1	ציוניסטישער פּאַרטיי	פּאַריז													
ORG-C06053	בני-ציון	organization	1	בני-ציון	ליד			ענגלאַנד										
ORG-C06054	דר. הערצל ציון-קלאָב	union	1	דר. הערצל ציון-קלאָב	ניו-יאָרק		דר. הערצל ציון-קלאָב	אַמעריקע										
ORG-C06055	דער יודישער אַרטיסטען-פאַריין - אברהם גאָלדפאַדען	union	1	דער יודישער אַרטיסטען-פאַריין - אברהם גאָלדפאַדען	לעמבערג		דער יודישער אַרטיסטען-פאַריין											
ORG-C06056	גאָלדפאַדעןלאדזש	organization	1	גאָלדפאַדעןלאדזש	ניו-יאָרק		גאָלדפאַדעןלאדזש											
ORG-C06057	אַרכיוו פאַר יידיש טעאַטער	publisher	1	אַרכיוו פאַר יידיש טעאַטער	ווילנע													
ORG-C06058	אידישן טעאַטער מוזיי ניו יאָרק	museum	1	אידישן טעאַטער מוזיי ניו יאָרק	ניו יאָרק													
ORG-C06059	אינסטיטוט פאַר ווייסרוסלענדישער קולטור	publisher	1	אינסטיטוט פאַר ווייסרוסלענדישער קולטור	מינסק													
ORG-C06060	יוסף פישער	publisher	1	יוסף פישער	קראקא	גראדנגאססע 62			25	1.000	exact							
ORG-C06061	בוימריטטער וחתנו גאנשאר	publisher	1	בוימריטטער וחתנו גאנשאר	וואַרשא	ביעליינסקע 16												
ORG-C06062	ליב מאָרגענשטערן בוכהאַנדלונג	publisher	1	ליב מאָרגענשטערן בוכהאַנדלונג	וואַרשא	פראַנצישקאַנער שטראססע נומ. 26												
ORG-C06063	ניעזשינער גימנאַזיע	school	1	ניעזשינער גימנאַזיע														
ORG-C06064	פּעטערבורגער דראַמאַטישער שול פֿון ניקאָליי פּאָפּאָוו	school	1	פּעטערבורגער דראַמאַטישער שול פֿון ניקאָליי פּאָפּאָוו	פּעטערבורג			רוסלאַנד										
ORG-C06065	ערשטן אַקטיאָרישן פֿאַרבאַנד	union	1	ערשטן אַקטיאָרישן פֿאַרבאַנד	אָדעם			אוקראינע										
