person_id	xml_id	heading	primary_form	alias_form	source
P-6-facs_247_tr_1747928913	facs_247_tr_1747928913	קאָמפּאַנעעץ, לאה [גאָטליב]	לאה קאָמפּאַנעעץ	גאָטליב	heading_bracket
P-6-facs_248_tr_1747928920	facs_248_tr_1747928920	שיף דזשייקאָב ר.	שיף דזשייקאָב ר.	יעקב ר. שיף	names_variant
P-6-facs_248_tr_1747928920	facs_248_tr_1747928920	שיף דזשייקאָב ר.	שיף דזשייקאָב ר.	דזשייקאָב ר. שיף	names_variant
P-6-facs_248_tr_1747928920	facs_248_tr_1747928920	שיף דזשייקאָב ר.	שיף דזשייקאָב ר.	שיף	names_variant
P-6-facs_249_tr_1747928987	facs_249_tr_1747928987	מילער דזשעימז אַלבערט	מילער דזשעימז אַלבערט	מילער	names_variant
P-6-facs_249_tr_1747928987	facs_249_tr_1747928987	מילער דזשעימז אַלבערט	מילער דזשעימז אַלבערט	מר. מילער	names_variant
P-6-facs_249_tr_1747928987	facs_249_tr_1747928987	מילער דזשעימז אַלבערט	מילער דזשעימז אַלבערט	דר. מילער	names_variant
P-6-facs_249_tr_1747928987	facs_249_tr_1747928987	מילער דזשעימז אַלבערט	מילער דזשעימז אַלבערט	דזשעים מילער	names_variant
P-6-facs_251_tr_1747928968	facs_251_tr_1747928968	פרענק, ע[זריאל]-נ[תן] [געב. 1863 — געשט. 1 פעברואר 1924]	ע -נ פרענק	זריאל	heading_bracket
P-6-facs_251_tr_1747928968	facs_251_tr_1747928968	פרענק, ע[זריאל]-נ[תן] [געב. 1863 — געשט. 1 פעברואר 1924]	ע -נ פרענק	תן	heading_bracket
P-6-facs_251_tr_1747928968	facs_251_tr_1747928968	פרענק, ע[זריאל]-נ[תן] [געב. 1863 — געשט. 1 פעברואר 1924]	ע -נ פרענק	ע. נ. פרענק	names_variant
P-6-facs_254_tr_1747928885	facs_254_tr_1747928885	קאַצענעלענבאַגען, ש. י. (רש'י)	ש. י. קאַצענעלענבאַגען	רש'י	heading_bracket
P-6-facs_254_tr_1747928885	facs_254_tr_1747928885	קאַצענעלענבאַגען, ש. י. (רש'י)	ש. י. קאַצענעלענבאַגען	קאַצענעלנבאַגען	names_variant
P-6-facs_254_tr_1747928885	facs_254_tr_1747928885	קאַצענעלענבאַגען, ש. י. (רש'י)	ש. י. קאַצענעלענבאַגען	רש'י קאַצענעלנבאַגען	names_variant
P-6-facs_255_tr_1747928944	facs_255_tr_1747928944	שעהנגאָלד, יוסף	יוסף שעהנגאָלד	יאָזעף שיינגאָלד	names_variant
P-6-facs_255_tr_1747928944	facs_255_tr_1747928944	שעהנגאָלד, יוסף	יוסף שעהנגאָלד	יוסף שיינגאָלד	names_variant
P-6-facs_255_tr_1747928944	facs_255_tr_1747928944	שעהנגאָלד, יוסף	יוסף שעהנגאָלד	י. שיינגאָלד	names_variant
P-6-facs_259_tr_1747928894	facs_259_tr_1747928894	אָפּשאַצונגען:	אָפּשאַצונגען:	יאָזעף שיינגאָלד	names_variant
P-6-facs_259_tr_1747928894	facs_259_tr_1747928894	אָפּשאַצונגען:	אָפּשאַצונגען:	שיינגאָלד	names_variant
P-6-facs_259_tr_1747928894	facs_259_tr_1747928894	אָפּשאַצונגען:	אָפּשאַצונגען:	הער שיינגאָלד	names_variant
P-6-facs_259_tr_1747928894	facs_259_tr_1747928894	אָפּשאַצונגען:	אָפּשאַצונגען:	דער פּרינץ	names_variant
P-6-facs_259_tr_1747928894	facs_259_tr_1747928894	אָפּשאַצונגען:	אָפּשאַצונגען:	דער פּרינץ פֿון דער יידישער בינע	names_variant
P-6-facs_260_tr_1747928893	facs_260_tr_1747928893	באָיאַרסקאַ, רבקה	רבקה באָיאַרסקאַ	רבקה באַיאַרסקאַ	names_variant
P-6-facs_260_tr_1747928893	facs_260_tr_1747928893	באָיאַרסקאַ, רבקה	רבקה באָיאַרסקאַ	ר. באַיאַרסקאַ	names_variant
P-6-facs_260_tr_1747928893	facs_260_tr_1747928893	באָיאַרסקאַ, רבקה	רבקה באָיאַרסקאַ	רבקה באַיאַרסקאַיאַ	names_variant
P-6-facs_260_tr_1747928893	facs_260_tr_1747928893	באָיאַרסקאַ, רבקה	רבקה באָיאַרסקאַ	ריווע באַיאַרסקאָ	names_variant
P-6-facs_260_tr_1747928893	facs_260_tr_1747928893	באָיאַרסקאַ, רבקה	רבקה באָיאַרסקאַ	באַיאַרסקאַיאָ	names_variant
P-6-facs_262_tr_1747928892	facs_262_tr_1747928892	וואָלף פרענק	וואָלף פרענק	פרענק וואָלף	names_variant
P-6-facs_262_tr_1747928892	facs_262_tr_1747928892	וואָלף פרענק	וואָלף פרענק	פרענק וואולף	names_variant
P-6-facs_262_tr_1747928892	facs_262_tr_1747928892	וואָלף פרענק	וואָלף פרענק	נ. נ.	names_variant
P-6-facs_265_tr_1747928990	facs_265_tr_1747928990	רובינשטיין, צבי-הירש	צבי-הירש רובינשטיין	צבי-הערש רובינשטיין	names_variant
P-6-facs_265_tr_1747928990	facs_265_tr_1747928990	רובינשטיין, צבי-הירש	צבי-הירש רובינשטיין	צ. ה. רובינשטיין	names_variant
P-6-facs_265_tr_1747928990	facs_265_tr_1747928990	רובינשטיין, צבי-הירש	צבי-הירש רובינשטיין	רובי	names_variant
P-6-facs_265_tr_1747928990	facs_265_tr_1747928990	רובינשטיין, צבי-הירש	צבי-הירש רובינשטיין	צבי הירש רובינשטיין	names_variant
P-6-facs_265_r	facs_265_r	מאַרגאָלעס-דאַווידזאָן, חיים-[משה יואל]	חיים- מאַרגאָלעס-דאַווידזאָן	משה יואל	heading_bracket
P-6-facs_265_r	facs_265_r	מאַרגאָלעס-דאַווידזאָן, חיים-[משה יואל]	חיים- מאַרגאָלעס-דאַווידזאָן	חיים מאַרגאָלעס-דאַווידזאָן	names_variant
P-6-facs_265_r	facs_265_r	מאַרגאָלעס-דאַווידזאָן, חיים-[משה יואל]	חיים- מאַרגאָלעס-דאַווידזאָן	חיים מאַרגאָלעסדאַווידזאָן	names_variant
P-6-facs_265_r	facs_265_r	מאַרגאָלעס-דאַווידזאָן, חיים-[משה יואל]	חיים- מאַרגאָלעס-דאַווידזאָן	מאַרגאָלעס-דאַווידזאָן	names_variant
P-6-facs_266_tr_1747929004	facs_266_tr_1747929004	קראַנץ פֿיליפּ [יעקב ראָמבראָ]	קראַנץ פֿיליפּ	יעקב ראָמבראָ	heading_bracket
P-6-facs_266_tr_1747929004	facs_266_tr_1747929004	קראַנץ פֿיליפּ [יעקב ראָמבראָ]	קראַנץ פֿיליפּ	פיליפּ קראַנץ	names_variant
P-6-facs_266_tr_1747929004	facs_266_tr_1747929004	קראַנץ פֿיליפּ [יעקב ראָמבראָ]	קראַנץ פֿיליפּ	פֿיליפּ קראַנץ	names_variant
P-6-facs_266_tr_1747929004	facs_266_tr_1747929004	קראַנץ פֿיליפּ [יעקב ראָמבראָ]	קראַנץ פֿיליפּ	קראַנץ	names_variant
P-6-facs_268_tr_1747928948	facs_268_tr_1747928948	רייטמאַן, הירש	הירש רייטמאַן	רייטמאַן	names_variant
P-6-facs_268_tr_1747928948	facs_268_tr_1747928948	רייטמאַן, הירש	הירש רייטמאַן	ה. ש. ר-ן	names_variant
P-6-facs_269_tr_1747928912	facs_269_tr_1747928912	פֿרידמאַן יצחק-אייזיק, הרב	הרב פֿרידמאַן יצחק-אייזיק	יצחק אייזיק פרידמאַן	names_variant
P-6-facs_291_tr_1747928923	facs_291_tr_1747928923	קאָמפּאַנעעץ, אַבא	אַבא קאָמפּאַנעעץ	אבאַ קאָמפּאַנעעץ	names_variant
P-6-facs_291_tr_1747928923	facs_291_tr_1747928923	קאָמפּאַנעעץ, אַבא	אַבא קאָמפּאַנעעץ	קאָמפּאַנעעץ	names_variant
P-6-facs_291_tr_1747928923	facs_291_tr_1747928923	קאָמפּאַנעעץ, אַבא	אַבא קאָמפּאַנעעץ	א. קאָמפּאַנעעץ	names_variant
P-6-facs_299_r	facs_299_r	שאַפּיראָ, פּנחס	פּנחס שאַפּיראָ	שאַפּיראָ	names_variant
P-6-facs_299_r	facs_299_r	שאַפּיראָ, פּנחס	פּנחס שאַפּיראָ	פּנחס ליכטלמאַכער	names_variant
P-6-facs_300_tr_1747928891	facs_300_tr_1747928891	קאָמינסקי, אַסתר-רחל [האַלפערן]	אַסתר-רחל קאָמינסקי	האַלפערן	heading_bracket
P-6-facs_300_tr_1747928891	facs_300_tr_1747928891	קאָמינסקי, אַסתר-רחל [האַלפערן]	אַסתר-רחל קאָמינסקי	אסתר-רחל קאַמינסקאַ	names_variant
P-6-facs_300_tr_1747928891	facs_300_tr_1747928891	קאָמינסקי, אַסתר-רחל [האַלפערן]	אַסתר-רחל קאָמינסקי	פרייליין האַלפערן	names_variant
P-6-facs_300_tr_1747928891	facs_300_tr_1747928891	קאָמינסקי, אַסתר-רחל [האַלפערן]	אַסתר-רחל קאָמינסקי	מאַדאָם קאַמינסקאַיאָ	names_variant
P-6-facs_300_tr_1747928891	facs_300_tr_1747928891	קאָמינסקי, אַסתר-רחל [האַלפערן]	אַסתר-רחל קאָמינסקי	רחל קאַמינסקאַ	names_variant
P-6-facs_300_tr_1747928891	facs_300_tr_1747928891	קאָמינסקי, אַסתר-רחל [האַלפערן]	אַסתר-רחל קאָמינסקי	קאַמינסקאַ	names_variant
P-6-facs_327_tr_1747930566	facs_327_tr_1747930566	"„ליטעראַרישע טרופּע""."	"„ליטעראַרישע טרופּע""."	אסתר רחל קאַמינסקאַ	names_variant
P-6-facs_327_tr_1747930566	facs_327_tr_1747930566	"„ליטעראַרישע טרופּע""."	"„ליטעראַרישע טרופּע""."	א. ר. ק.	names_variant
P-6-facs_327_tr_1747930566	facs_327_tr_1747930566	"„ליטעראַרישע טרופּע""."	"„ליטעראַרישע טרופּע""."	אסתר רחל קאמינסקי	names_variant
P-6-facs_327_tr_1747930566	facs_327_tr_1747930566	"„ליטעראַרישע טרופּע""."	"„ליטעראַרישע טרופּע""."	אסתר יעפימאָוונאַ	names_variant
P-6-facs_327_tr_1747930566	facs_327_tr_1747930566	"„ליטעראַרישע טרופּע""."	"„ליטעראַרישע טרופּע""."	אסתר-רחל	names_variant
P-6-facs_327_tr_1747930566	facs_327_tr_1747930566	"„ליטעראַרישע טרופּע""."	"„ליטעראַרישע טרופּע""."	די קאַמינסקאַ	names_variant
P-6-facs_327_tr_1747930566	facs_327_tr_1747930566	"„ליטעראַרישע טרופּע""."	"„ליטעראַרישע טרופּע""."	מאַמע פֿון יידישן טעאַטער	names_variant
P-6-facs_327_tr_1747930566	facs_327_tr_1747930566	"„ליטעראַרישע טרופּע""."	"„ליטעראַרישע טרופּע""."	יידישע עלאָנאָראַ דוזע	names_variant
P-6-facs_391_tr_1747930571	facs_391_tr_1747930571	רעזניקאָוו, מאַקאַר אָסיפּאָוויטש	מאַקאַר אָסיפּאָוויטש רעזניקאָוו	מאַקאַרקע	names_variant
P-6-facs_391_tr_1747930571	facs_391_tr_1747930571	רעזניקאָוו, מאַקאַר אָסיפּאָוויטש	מאַקאַר אָסיפּאָוויטש רעזניקאָוו	מאַקאַר	names_variant
P-6-facs_392_r	facs_392_r	הערשעלע אַסטראָפאָלער	הערשעלע אַסטראָפאָלער	הערשל אַסטראָפּאָליער	names_variant
P-6-facs_392_r	facs_392_r	הערשעלע אַסטראָפאָלער	הערשעלע אַסטראָפאָלער	הערשעלע אַסטראָפּאָליער	names_variant
P-6-facs_392_r	facs_392_r	הערשעלע אַסטראָפאָלער	הערשעלע אַסטראָפאָלער	הערשעלע	names_variant
P-6-facs_392_r	facs_392_r	הערשעלע אַסטראָפאָלער	הערשעלע אַסטראָפאָלער	הערשל עסטערפאָלער	names_variant
P-6-facs_392_r	facs_392_r	הערשעלע אַסטראָפאָלער	הערשעלע אַסטראָפאָלער	הערשעלע אָסטראָפּאָלער	names_variant
P-6-facs_392_r	facs_392_r	הערשעלע אַסטראָפאָלער	הערשעלע אַסטראָפאָלער	הערש אַסטראָפּאָלער	names_variant
P-6-facs_392_r	facs_392_r	הערשעלע אַסטראָפאָלער	הערשעלע אַסטראָפאָלער	הערשעלע עסטערפּאָלער	names_variant
P-6-facs_392_r	facs_392_r	הערשעלע אַסטראָפאָלער	הערשעלע אַסטראָפאָלער	הערשעלע אָסטראָפֿאָלער	names_variant
P-6-facs_403_tr_1747930160	facs_403_tr_1747930160	האָבערמאַן, קלאַראַ [פּריימאַן]	קלאַראַ האָבערמאַן	פּריימאַן	heading_bracket
P-6-facs_404_tr_1747930204	facs_404_tr_1747930204	קלעטער, מאַקס	מאַקס קלעטער	מעכעלע	names_variant
P-6-facs_406_tr_1747930314	facs_406_tr_1747930314	גאָלדשטיין, שמואליק	שמואליק גאָלדשטיין	גאָלד	names_variant
P-6-facs_406_tr_1747930311	facs_406_tr_1747930311	ליובאָמירסקי, יהושע	יהושע ליובאָמירסקי	לובין	names_variant
P-6-facs_407_r_118	facs_407_r_118	סאָווער, מאָליי	מאָליי סאָווער	מאָלי סאָווער	names_variant
P-6-facs_408_tr_1747930566	facs_408_tr_1747930566	רייזען, אַברהם	אַברהם רייזען	לייב ראָזענצווייג	names_variant
P-6-facs_413_tr_1747930424	facs_413_tr_1747930424	שטיינבאַרג אַליעזר	שטיינבאַרג אַליעזר	אַליעזר שטיינבאַרג	names_variant
P-6-facs_413_tr_1747930424	facs_413_tr_1747930424	שטיינבאַרג אַליעזר	שטיינבאַרג אַליעזר	א. שטיינבאַרג	names_variant
P-6-facs_417_tr_1747930467	facs_417_tr_1747930467	קאַלמוס אולריך	קאַלמוס אולריך	אולריך קאַלמוס	names_variant
P-6-facs_417_tr_1747930467	facs_417_tr_1747930467	קאַלמוס אולריך	קאַלמוס אולריך	U. K.	names_variant
P-6-facs_417_tr_1747930467	facs_417_tr_1747930467	קאַלמוס אולריך	קאַלמוס אולריך	אולריך קאָלמוס	names_variant
P-6-facs_417_tr_1747930464	facs_417_tr_1747930464	קופּערמאַן, לעאָן (ישעיה-אַריה)	לעאָן קופּערמאַן	ישעיה-אַריה	heading_bracket
P-6-facs_417_tr_1747930464	facs_417_tr_1747930464	קופּערמאַן, לעאָן (ישעיה-אַריה)	לעאָן קופּערמאַן	ליאָן קופּערמאַן	names_variant
P-6-facs_417_tr_1747930464	facs_417_tr_1747930464	קופּערמאַן, לעאָן (ישעיה-אַריה)	לעאָן קופּערמאַן	לעאָן דין יאָש	names_variant
P-6-facs_417_tr_1747930464	facs_417_tr_1747930464	קופּערמאַן, לעאָן (ישעיה-אַריה)	לעאָן קופּערמאַן	ל. קופּערמאַן	names_variant
P-6-facs_418_tr_1747930192	facs_418_tr_1747930192	ראַפֿאַלאָוויטש, חנה [לייבאָוויטש, קלאַפּ]	חנה ראַפֿאַלאָוויטש	לייבאָוויטש, קלאַפּ	heading_bracket
P-6-facs_419_tr_1747930126	facs_419_tr_1747930126	פּערלמאַן, אַסתר	אַסתר פּערלמאַן	אסתר פּערלמאַן	names_variant
P-6-facs_423_tr_1747930553	facs_423_tr_1747930553	שאַפּיראָ, אַננאַ (עני)	אַננאַ שאַפּיראָ	מאַדאַם שאַפּיראָ	names_variant
P-6-facs_424_tr_1747930496	facs_424_tr_1747930496	שאַפּיראָ, ליזאַ	ליזאַ שאַפּיראָ	מרס. שאַפּיראָ	names_variant
P-6-facs_425_r_5	facs_425_r_5	"""פערהיפט"""	"""פערהיפט"""	פּערהיפט	names_variant
P-6-facs_425_r_5	facs_425_r_5	"""פערהיפט"""	"""פערהיפט"""	פּערהיפט-שפּילער	names_variant
P-6-facs_425_r_5	facs_425_r_5	"""פערהיפט"""	"""פערהיפט"""	פּערהיפט-גרופּע	names_variant
P-6-facs_425_r_5	facs_425_r_5	"""פערהיפט"""	"""פערהיפט"""	פּערהיפט-טרופּע	names_variant
P-6-facs_425_r_5	facs_425_r_5	"""פערהיפט"""	"""פערהיפט"""	פּערהייט	names_variant
P-6-facs_425_r_5	facs_425_r_5	"""פערהיפט"""	"""פערהיפט"""	פּערהייט-טרופּע	names_variant
P-6-facs_425_r_5	facs_425_r_5	"""פערהיפט"""	"""פערהיפט"""	פּערהיפניקעס	names_variant
P-6-facs_430_tr_1747930458	facs_430_tr_1747930458	קאַרליק ליבע [לינאַ]	קאַרליק ליבע	לינאַ	heading_bracket
P-6-facs_430_tr_1747930458	facs_430_tr_1747930458	קאַרליק ליבע [לינאַ]	קאַרליק ליבע	לינאַ קאַרליק	names_variant
P-6-facs_430_tr_1747930469	facs_430_tr_1747930469	בעלצער יאָשע [יעקב בעלפער]	בעלצער יאָשע	יעקב בעלפער	heading_bracket
P-6-facs_430_tr_1747930469	facs_430_tr_1747930469	בעלצער יאָשע [יעקב בעלפער]	בעלצער יאָשע	יעקב בעלצער	names_variant
P-6-facs_432_tr_1747930458	facs_432_tr_1747930458	שוואַרצער בנימין	שוואַרצער בנימין	בנימין שוואַרצער	names_variant
P-6-facs_432_tr_1747930458	facs_432_tr_1747930458	שוואַרצער בנימין	שוואַרצער בנימין	ב. שוואַרצער	names_variant
P-6-facs_435_r	facs_435_r	קליוולאַנד טעאַטער סטודיאַ ביי דער אידישער קולטור-געזעלשאַפט	קליוולאַנד טעאַטער סטודיאַ ביי דער אידישער קולטור-געזעלשאַפט	פּראָגרעסיוו דראַמאַטיק קלוב	names_variant
P-6-facs_435_r	facs_435_r	קליוולאַנד טעאַטער סטודיאַ ביי דער אידישער קולטור-געזעלשאַפט	קליוולאַנד טעאַטער סטודיאַ ביי דער אידישער קולטור-געזעלשאַפט	יעקב גאָרדין דראַמאָטיק קלוב	names_variant
P-6-facs_435_r	facs_435_r	קליוולאַנד טעאַטער סטודיאַ ביי דער אידישער קולטור-געזעלשאַפט	קליוולאַנד טעאַטער סטודיאַ ביי דער אידישער קולטור-געזעלשאַפט	ליטעראַריש דראַמאַטישע געזעלשאַפט	names_variant
P-6-facs_435_r	facs_435_r	קליוולאַנד טעאַטער סטודיאַ ביי דער אידישער קולטור-געזעלשאַפט	קליוולאַנד טעאַטער סטודיאַ ביי דער אידישער קולטור-געזעלשאַפט	יידישע קולטור געזעלשאַפט	names_variant
P-6-facs_435_r	facs_435_r	קליוולאַנד טעאַטער סטודיאַ ביי דער אידישער קולטור-געזעלשאַפט	קליוולאַנד טעאַטער סטודיאַ ביי דער אידישער קולטור-געזעלשאַפט	יידישע טעאַטער-סטודיע	names_variant
P-6-facs_435_r	facs_435_r	קליוולאַנד טעאַטער סטודיאַ ביי דער אידישער קולטור-געזעלשאַפט	קליוולאַנד טעאַטער סטודיאַ ביי דער אידישער קולטור-געזעלשאַפט	יידישער קולטור-קאָמיטעט פֿון יידישן קאָמיוניטי קאונסיל	names_variant
P-6-facs_435_r	facs_435_r	קליוולאַנד טעאַטער סטודיאַ ביי דער אידישער קולטור-געזעלשאַפט	קליוולאַנד טעאַטער סטודיאַ ביי דער אידישער קולטור-געזעלשאַפט	די יידישע סעקציע פֿון דראַמע סענטער ביי די יידישע קאָמיוניטי סענטערס	names_variant
P-6-facs_454_tr_1747930319	facs_454_tr_1747930319	שמולעוויטש, שלמה	שלמה שמולעוויטש	שלמה שמואילעוויץ	names_variant
P-6-facs_454_tr_1747930319	facs_454_tr_1747930319	שמולעוויטש, שלמה	שלמה שמולעוויטש	ש. שמולעוויטש	names_variant
P-6-facs_454_tr_1747930319	facs_454_tr_1747930319	שמולעוויטש, שלמה	שלמה שמולעוויטש	סאָלאָמאַן סמאָל	names_variant
P-6-facs_454_tr_1747930319	facs_454_tr_1747930319	שמולעוויטש, שלמה	שלמה שמולעוויטש	שלמה שמלעוויטש	names_variant
P-6-facs_459_tr_1747930172	facs_459_tr_1747930172	קרעמער איידא	קרעמער איידא	קרעמער	names_variant
P-6-facs_459_tr_1747930174	facs_459_tr_1747930174	קאַהאַן, סאָלאָמאָן [שלמה]	סאָלאָמאָן קאַהאַן	שלמהלע	names_variant
P-6-facs_459_tr_1747930174	facs_459_tr_1747930174	קאַהאַן, סאָלאָמאָן [שלמה]	סאָלאָמאָן קאַהאַן	שלמהלע קאַגאַן-ראַפּאָפּאָרט	names_variant
P-6-facs_459_tr_1747930174	facs_459_tr_1747930174	קאַהאַן, סאָלאָמאָן [שלמה]	סאָלאָמאָן קאַהאַן	סאָלאָמאָן קאַגאַן-ראַפּאָפּאָרט	names_variant
P-6-facs_459_tr_1747930174	facs_459_tr_1747930174	קאַהאַן, סאָלאָמאָן [שלמה]	סאָלאָמאָן קאַהאַן	שלמהלע קאַגאָן	names_variant
P-6-facs_459_tr_1747930174	facs_459_tr_1747930174	קאַהאַן, סאָלאָמאָן [שלמה]	סאָלאָמאָן קאַהאַן	סאָלאָמאָן קאַגאָן	names_variant
P-6-facs_459_tr_1747930174	facs_459_tr_1747930174	קאַהאַן, סאָלאָמאָן [שלמה]	סאָלאָמאָן קאַהאַן	שלמהלע קאַהאַן	names_variant
P-6-facs_464_tr_1747930221	facs_464_tr_1747930221	שייקע פֿייפער	שייקע פֿייפער	שייקע פייפער	names_variant
P-6-facs_464_tr_1747930221	facs_464_tr_1747930221	שייקע פֿייפער	שייקע פֿייפער	שייקע וויצלער	names_variant
P-6-facs_465_tr_1747930358	facs_465_tr_1747930358	שטיין, גיטל	גיטל שטיין	מיס שטיין	names_variant
P-6-facs_466_tr_1747930136	facs_466_tr_1747930136	בלאָק[ך] יעטע	בלאָק  יעטע	ך	heading_bracket
P-6-facs_467_tr_1747930273	facs_467_tr_1747930273	פֿישלער בערטאָ	פֿישלער בערטאָ	פֿישלער	names_variant
P-6-facs_467_tr_1747930273	facs_467_tr_1747930273	פֿישלער בערטאָ	פֿישלער בערטאָ	טאַדאַניעראָוואָ	names_variant
P-6-facs_468_tr_1747930432	facs_468_tr_1747930432	פינקעלשטיין ישעיה מאיר	פינקעלשטיין ישעיה מאיר	ישעיה מאיר פינקעלשטיין	names_variant
P-6-facs_468_tr_1747930432	facs_468_tr_1747930432	פינקעלשטיין ישעיה מאיר	פינקעלשטיין ישעיה מאיר	הרב ר' ישעיהו מאיר פֿינקעלשטיין	names_variant
P-6-facs_468_tr_1747930432	facs_468_tr_1747930432	פינקעלשטיין ישעיה מאיר	פינקעלשטיין ישעיה מאיר	ישעיה גוטמאַנן	names_variant
P-6-facs_468_tr_1747930432	facs_468_tr_1747930432	פינקעלשטיין ישעיה מאיר	פינקעלשטיין ישעיה מאיר	ישעיה מיכל פֿינקעלשטיין	names_variant
P-6-facs_468_tr_1747930432	facs_468_tr_1747930432	פינקעלשטיין ישעיה מאיר	פינקעלשטיין ישעיה מאיר	ישעיה גוטמאַן	names_variant
P-6-facs_475_r	facs_475_r	"""ארטעף"""	"""ארטעף"""	אַרבעטער טעאַטער-פֿאַרבאַנד	subheading_bracket
P-6-facs_475_r	facs_475_r	"""ארטעף"""	"""ארטעף"""	אַרטעף	names_variant
P-6-facs_475_r	facs_475_r	"""ארטעף"""	"""ארטעף"""	יידישער טעאַטער אַנסאַמבל	names_variant
P-6-facs_475_r	facs_475_r	"""ארטעף"""	"""ארטעף"""	נייער יידישער טעאַטער	names_variant
P-6-facs_538_r_3	facs_538_r_3	שייפער יעקב [סופר]	שייפער יעקב	סופר	heading_bracket
P-6-facs_538_r_3	facs_538_r_3	שייפער יעקב [סופר]	שייפער יעקב	יעקב שייפער	names_variant
P-6-facs_538_r_3	facs_538_r_3	שייפער יעקב [סופר]	שייפער יעקב	יאַנקל	names_variant
P-6-facs_538_r_3	facs_538_r_3	שייפער יעקב [סופר]	שייפער יעקב	יאַנקל שייפער	names_variant
P-6-facs_566_r_2	facs_566_r_2	"""יידישע מוזיקאַלישע טעאַטער גרופּע"" (פילאָדעלפּיע)"	"""יידישע מוזיקאַלישע טעאַטער גרופּע"""	פילאָדעלפּיע	heading_bracket
P-6-facs_566_r_2	facs_566_r_2	"""יידישע מוזיקאַלישע טעאַטער גרופּע"" (פילאָדעלפּיע)"	"""יידישע מוזיקאַלישע טעאַטער גרופּע"""	די גרופּע	names_variant
P-6-facs_566_tr_1752130132	facs_566_tr_1752130132	פֿורמאַן, אַברהם	אַברהם פֿורמאַן	פֿורמאַן	names_variant
P-6-facs_602_tr_1747930276	facs_602_tr_1747930276	פלייסיג, [?]	פלייסיג,	?	heading_bracket
P-6-facs_603_r	facs_603_r	"זייגער, מאַרווין ל. ד""ר"	"מאַרווין ל. ד""ר זייגער"	מאַרווין ל. זייגער	names_variant
P-6-facs_603_r	facs_603_r	"זייגער, מאַרווין ל. ד""ר"	"מאַרווין ל. ד""ר זייגער"	זייגער	names_variant
P-6-facs_603_r	facs_603_r	"זייגער, מאַרווין ל. ד""ר"	"מאַרווין ל. ד""ר זייגער"	דר. זייגער	names_variant
P-6-facs_605_tr_1747930539	facs_605_tr_1747930539	גריידיקער אפֿרים	גריידיקער אפֿרים	אפרים גריידינגער	names_variant
P-6-facs_605_tr_1747930539	facs_605_tr_1747930539	גריידיקער אפֿרים	גריידיקער אפֿרים	פראָים גריידיקער	names_variant
P-6-facs_605_tr_1747930539	facs_605_tr_1747930539	גריידיקער אפֿרים	גריידיקער אפֿרים	פראים גריידיקער	names_variant
P-6-facs_605_tr_1747930539	facs_605_tr_1747930539	גריידיקער אפֿרים	גריידיקער אפֿרים	פראָים	names_variant
P-6-facs_608_tr_1747930290	facs_608_tr_1747930290	האַר, משה	משה האַר	משה האָר	names_variant
P-6-facs_609_tr_1747930163	facs_609_tr_1747930163	"בראַנדט, לואי [„מאָטעלע""]"	לואי בראַנדט	"„מאָטעלע"""	heading_bracket
P-6-facs_609_tr_1747930163	facs_609_tr_1747930163	"בראַנדט, לואי [„מאָטעלע""]"	לואי בראַנדט	מאָטעלע	names_variant
P-6-facs_609_tr_1747930163	facs_609_tr_1747930163	"בראַנדט, לואי [„מאָטעלע""]"	לואי בראַנדט	מאַטעלע	names_variant
P-6-facs_611_r_33	facs_611_r_33	אָסטראָווסקי, סעם (שמואל)	סעם אָסטראָווסקי	סעמיועל אָסטראָווסקי	names_variant
P-6-facs_611_r_33	facs_611_r_33	אָסטראָווסקי, סעם (שמואל)	סעם אָסטראָווסקי	אָסטראָווסקי	names_variant
P-6-facs_612_r	facs_612_r	סקולניק, מנשה	מנשה סקולניק	מנשה	names_variant
P-6-facs_639_tr_1747930195	facs_639_tr_1747930195	זאָלאָטאַראָף, מאו	מאו זאָלאָטאַראָף	זאָלאַטאַראָף	names_variant
P-6-facs_639_tr_1747930195	facs_639_tr_1747930195	זאָלאָטאַראָף, מאו	מאו זאָלאָטאַראָף	זאָלאַטאַראָוו	names_variant
P-6-facs_639_tr_1747930195	facs_639_tr_1747930195	זאָלאָטאַראָף, מאו	מאו זאָלאָטאַראָף	מאָי זאָלאָטאַראָוו	names_variant
P-6-facs_639_tr_1747930195	facs_639_tr_1747930195	זאָלאָטאַראָף, מאו	מאו זאָלאָטאַראָף	מאו זאָלאָטאַראָוו	names_variant
P-6-facs_641_tr_1747930520	facs_641_tr_1747930520	בערקאָוויטש, יוסף (יוזשבו)	יוסף בערקאָוויטש	יוזשבו	heading_bracket
P-6-facs_642_tr_1747930358	facs_642_tr_1747930358	שעכטער לעאָן	שעכטער לעאָן	שטיין	names_variant
P-6-facs_642_tr_1747930347	facs_642_tr_1747930347	וויינטרויב, מילטאָן	מילטאָן וויינטרויב	וויינטרויב	names_variant
P-6-facs_643_tr_1747930524	facs_643_tr_1747930524	פֿריידעלע [אוישער]	פֿריידעלע	אוישער	heading_bracket
P-6-facs_643_tr_1747930524	facs_643_tr_1747930524	פֿריידעלע [אוישער]	פֿריידעלע	פריידעלע	names_variant
P-6-facs_643_tr_1747930524	facs_643_tr_1747930524	פֿריידעלע [אוישער]	פֿריידעלע	פריידעלע אוישער	names_variant
