person_id	xml_id	volume	heading	names_variants	birth_year	death_year	entry_type	candidate_db_ids	candidate_scores	candidate_names	decision	aligned_db_id	reviewer	reviewer_notes	reviewed_at
P-5-facs_295_r_2	facs_295_r_2	5	גוטמאַן, פֿאַלטשע [סערל האַרמאַן]	ג.	1881	1939	performer	1951	0.833	סאַלטשע גוטמאַן	ALIGN	1951			
P-5-facs_295_tr_1739221297	facs_295_tr_1739221297	5	קאָרנטייער ס.	י. (ס) קאַרנטייער | ס. קאַרנטייער | קאָרנטייער | ק.			writer	2146	1.000	ס. קארנטייער	ALIGN	2146			
P-5-facs_296_tr_1739220884	facs_296_tr_1739220884	5	ראָטשיין, שאַיעלע	שאַיעלע ראָטשיין | שייעלע | ראָטשיין | ר. | שאַעלע ראָטשיין | שאַיעלע דאָטשיין | שאַיעלע ראַטשיין | שאַיעלען | ראַטשיין | ראַטשיינען	1870	1942	performer	3448	1.000	שאַיעלע ראָטשיין					
P-5-facs_298_r	facs_298_r	5	אורקע, נאָכאַלניק [יצחק פאַרבעראָוויטש]	אורקע נאָכאַלניק | יצחק פאַרבאַראָוויטש | י. פֿאַרבאַראָוויטש | א. | אורקע נאָכאָלניק	1897	1939	writer	3494	1.000	נַאַכאַלנִיק אורקע (יצחק פאַרבּעראָוויטש)	ALIGN	3494			
P-5-facs_300_tr_1739221668	facs_300_tr_1739221668	5	ליפּינסקי, (ווייצמאַן) אַנקאַ	ליפּינסקי | ל.	1903	1942	performer	2313	1.000	אַנקאַ ליפינסקי (ווייצמאַן)	ALIGN	2313			
P-5-facs_301_tr_1739221393	facs_301_tr_1739221393	5	שטערנהיים, נחום	נחום שטערנהיים | נחומל | ש. | בן-עיר	1879		composer	3566	1.000	נחום שטערנהיים	ALIGN	3566			
P-5-facs_305_tr_1739220515	facs_305_tr_1739220515	5	זאַנדבערג, משה	משה זאַנדבערג | זאַנדבערג | משהלע | משהלע קאַרזש | ניסל שרייער | ז. | משהל	1889		administrator	3449	1.000	משה זאַנדבערג	ALIGN	3449			
P-5-facs_306_tr_1739221517	facs_306_tr_1739221517	5	פֿילית	לילית			performer	2302	0.600	לילית	ALIGN	2302			
P-5-facs_306_tr_1739221515	facs_306_tr_1739221515	5	טראָיאַנאָווסקי, לייבל			1942	performer	3095	1.000	לייבל טראָיאַנאָווסקי	ALIGN	3095			
P-5-facs_306_tr_1739221514	facs_306_tr_1739221514	5	רויטמאַן, בן-ציון	ר.		1943	performer	2769	1.000	בּן-ציון רויטמאַן	ALIGN	2769			
P-5-facs_307_r	facs_307_r	5	סעגאָלאָוויטש, קלאַראַ [באַראַדינאַ]	קלאַראַ סעגאַלאָוויטש | קלאַראַ באַראַדינאַ | קלאַראַן | קלאַראָס | באַראַדינאָ	1896	1942	performer	2880	1.000	קלאַראַ סעגאַלאׇוויטש (בּאׇראׇדינאׇ)	ALIGN	2880			
P-5-facs_319_tr_1739221737	facs_319_tr_1739221737	5	העלפמאַן, דוד	דוד העלפמאַן | דאָווידעק | דודל	1907	1943	administrator	3512	1.000	דוד העלפמאַן	ALIGN	3512			
P-5-facs_322_tr_1739221858	facs_322_tr_1739221858	5	ראָזענטאַל, ראָמאַן	ראָמאַן ראָזענטאַל | ראָמאַן ראָזענטאָל | דאָמאַן ראָזענטאָל | ר.	1897	1942	composer	3559	1.000	ראמאן ראָזענטאַל	ALIGN	3559			
P-5-facs_324_tr_1739221845	facs_324_tr_1739221845	5	בראַן, חנה	חנה בראַז | ח. בראַז | ב. | חנה בראָז | מומע בראַז	1892		performer	3500	1.000	חנה בּראז	ALIGN	3500			
P-5-facs_326_tr_1739221462	facs_326_tr_1739221462	5	וויינטרויב, וולאַדיסלאָוו	וו. וויינטרויב | וויינטרויב | וו.	1891	1942	other	3450	1.000	וולאַדיסלאַוו וויינטרויב	ALIGN	3450			
P-5-facs_331_tr_1739222376	facs_331_tr_1739222376	5	גראָדזענסקי, אהרן יצחק	גראָדזענסקי | ג.	1891	1941	writer	1908	0.800	אהרון-יצחק גראָדזענסקי	ALIGN	1908			
P-5-facs_331_tr_1739222358	facs_331_tr_1739222358	5	קאָן, מאָטל	ק. | דער חלוץ	1905		performer	2134	1.000	מאטל קאן	ALIGN	2134			
P-5-facs_332_tr_1739221443	facs_332_tr_1739221443	5	מאַטום, דינה	דינה מאַטום | ד. מאַטום | דינה מאַטוס | מ.			other	2420	1.000	דינה מאַטוס	ALIGN	2420			
P-5-facs_332_tr_1739221453	facs_332_tr_1739221453	5	וויטקאָווער פֿישל	פישל ווייטקאָווער | אימין	1880		writer	3189	1.000	פישל וויטקאווער	ALIGN	3189			
P-5-facs_333_tr_1739220904	facs_333_tr_1739220904	5	אייזענבערג, אהרן	א.	1892		performer	1603	0.688	אהרון אייזענבערג	ALIGN	1603			
P-5-facs_333_tr_1739220898	facs_333_tr_1739220898	5	קרעמער צלאַל (סאַשאַ)	בצלאָל קרעמער	1905	1944	director_regisseur				ALIGN	2156			
P-5-facs_333_tr_1739220890	facs_333_tr_1739220890	5	זאַגאָרין, זלמן	ז. | זלמן זאַגאָרין	1915	1943	director_regisseur	3334	1.000	זלמן זאַגאָרין	ALIGN	3334			
P-5-facs_333_tr_1739220886	facs_333_tr_1739220886	5	רייבאָוויטש, מאַטי				performer	2226	0.625	מאָטי לייבאָוויטש	ALIGN	2226			
P-5-facs_333_tr_1739220896	facs_333_tr_1739220896	5	לייבאָוויטש, ציליע	ל.		1942	performer	2228	1.000	ציליע לייבאָוויטש	ALIGN	2228			
P-5-facs_334_tr_1739221285	facs_334_tr_1739221285	5	יונגווירט, לעאָפּאָלד (פרץ)	לעאָפּאָלד יונגווירט | י.	1891		performer	3325	1.000	לעאׇפאׇלד יונגווירט (פרץ)	ALIGN	3325			
P-5-facs_334_tr_1739221282	facs_334_tr_1739221282	5	גאַכאַנסקי, אַברהם	אַוורעמל | גאַכאַנסקי | אַברהם | דוב-בער דעם סטאָליערס גאַכאַנסקיס זיינדל		1941	performer	1717	1.000	אברהם גאכאנסקי	ALIGN	1717			
P-5-facs_335_r	facs_335_r	5	זאַכאַראָוו, זכריה	זכריה | ז.			performer	3339	1.000	זכריה זאַכאַראָוו	ALIGN	3339			
P-5-facs_336_tr_1739222350	facs_336_tr_1739222350	5	מיכטאָם, בן-ציון (בענציע)	בענציע מיכטאָם | בענציע מיטאַם | בן-ציון מיכטאַזם | מיכטאָם | מ.	1908	1941	other	2464	1.000	בּן-ציון מיכטאם (בענציע)	ALIGN	2464			
P-5-facs_336_r	facs_336_r	5	לעוויצקאַ, ליובאַ [זוכלעוויצקאַ]	ליובאַ לעוויצקאַ | ליובע לעוויצקי | ל. לעוויצקאַ | ליובען | ליובאַ לעוויצקאַיאַ		1943	performer	3524	0.769	לובא לעוויצקא	ALIGN	3524			
P-5-facs_341_tr_1739222058	facs_341_tr_1739222058	5	קאָלאָדני, יאָסעלע	יאָסעלע קאָלאָדני | יאָסל | אָסעלע קאָלאָדני | קאָלאָדני	1898	1942	performer	3544	1.000	יאָסעלע קאלאדני	ALIGN	3544			
P-5-facs_343_tr_1739221019	facs_343_tr_1739221019	5	קייט, בן-ציון	בן-ציון קייט | בוציון קייט | קייט		1942	performer				ALIGN	2121			
P-5-facs_344_r	facs_344_r	5	שאַראַ, הענריק [שאַפּיראָ]	הענריק שאַראָ | ש. | שאַראָ		1942	director_regisseur	3563	1.000	הענריק שארא (שאַפּיראָ)	ALIGN	3563			
P-5-facs_345_r_2	facs_345_r_2	5	סוריץ, ראָזע לאה [לעוויאוס]	ס.	1890	1941	performer	3039	1.000	ראָזע-לאה סוריץ (לעוויאוס)	ALIGN	3039			
P-5-facs_345_r	facs_345_r	5	דראַנאָוו, מ. [מרדכי דוד ראָזענבלאַט]	דראַנאָוו | אימיטאַציע דראַנאָוו | ד. | ק.			performer	1518	1.000	מ. דראַנאָוו (מרדכי-דוד ראָזענבלאַט)	ALIGN	1518			
P-5-facs_346_r	facs_346_r	5	נאַכומאָוויטש, [?]				performer	2536	0.600	נאַכומאָוויטש	ALIGN	2536			
P-5-facs_346_tr_1739220500	facs_346_tr_1739220500	5	באַסטאָמסקי, אהרן	אהרן באַסטאָמסקי | ב. | אַבע | אַרעלען	1907	1944	director_regisseur	1234	1.000	אהרן בּאַסטאמסקי	ALIGN	1234			
P-5-facs_347_tr_1739221408	facs_347_tr_1739221408	5	גאַרבאַזש, פעלאַ	פעלאַ גאַרבאַזש | ג.			performer				ALIGN	1724			
P-5-facs_347_r_5	facs_347_r_5	5	שקליאַר,					2930	0.600	שקליאר					
P-5-facs_347_r_2	facs_347_r_2	5	ליפשיץ,					2299|2322|2321|2298|2297	0.600|0.500|0.500|0.500|0.500	ליפּשיץ|יחזקאל ליפּשיץ|יצחק ליפּשיץ|משה ליפּשיץ (ליוושיץ) (ליוושיץ)|מרים ליפשיץ					
P-5-facs_347_r_1	facs_347_r_1	5	יאַפע, יאַקוב,				performer	3313|3312	1.000|0.333	יאקוב יאָפע|משה יאָפע (מאָאיסיי)					
P-5-facs_348_tr_1739220913	facs_348_tr_1739220913	5	גאַרבאַזש, משה	משה גאַרבאַזש			director_regisseur				ALIGN	1723			
P-5-facs_348_tr_1739220923	facs_348_tr_1739220923	5	דובינסקי, ראובן	דובינסקי | ד.	1911		performer	1529	1.000	ראובן דובּינסקי	ALIGN	1529			
P-5-facs_349_tr_1739221468	facs_349_tr_1739221468	5	הערצליך רעגינאַ	רעגינאַ הערצליך			performer				ALIGN	1993			
P-5-facs_349_tr_1739221478	facs_349_tr_1739221478	5	סטראַשון, ציליע	'צילקע'			performer	3029	0.615	צילע סטראַשון	ALIGN	3029			
P-5-facs_349_r	facs_349_r	5	מאַניעלאַ, מאַניע [מעלאַמער]				performer				ALIGN	3145			
P-5-facs_350_tr_1739221050	facs_350_tr_1739221050	5	ברוידאַ כתריאל	כתריאָל ברוידאָ | ברוידאָ | ב.	1907	1945	performer	3501	1.000	כתריאל בּרוידא	ALIGN	3501			
P-5-facs_351_r	facs_351_r	5	שטערנבאך, סאמי,				musician				ALIGN	3043			
P-5-facs_351_r_7	facs_351_r_7	5	ראוך לייזער,	יאסער			musician	2740	1.000	לייזער ראוך	ALIGN	2740			
P-5-facs_351_r_11	facs_351_r_11	5	דאובער אדאלף,			1941	musician	1474	1.000	אַדאָלף דאובער	ALIGN	1474			
P-5-facs_351_r_13	facs_351_r_13	5	שעווטאָלאָוויטש,				performer	2925	0.600	שעווטאָלאָוויטש	ALIGN	2925			
P-5-facs_352_r_3	facs_352_r_3	5	סיעראָצקאַ, מאַלווינאַ [קאמפאנעעץ]	ס. | באָריסאָוואַ	1881		performer	2966	1.000	מאלווינאַ סיעראׇצקא (קאׇמפּאַניעעץ)	ALIGN	2966			
P-5-facs_352_r_1	facs_352_r_1	5	סערבסקי, יעקב בלום, יאקאָווליעוו]	סערבסקי | א'נ סערבסקי | יאַקאָווליעוו	1892		performer	2887	0.857	יעקב סערבסקי (בלום, יאַקאָווליעוו)	ALIGN	2887			
P-5-facs_353_r_4	facs_353_r_4	5	אַדלער, אסתר [שאצקי]			1942	performer	1118	1.000	אסתר אַדלער (שאַצקי)	ALIGN	1118			
P-5-facs_353_r	facs_353_r	5	באַדער שמחה [ניעדזשעוויעצקי]	ב.	1899		performer	1214	1.000	שמחה בּאדער (ניעדזשעוויעצקי)	ALIGN	1214			
P-5-facs_353_tr_1739222259	facs_353_tr_1739222259	5	קאַמיאַנאָוו, אהרן	ק.			performer	2073	1.000	אהרן קאַמיאָנאוו	ALIGN	2073			
P-5-facs_354_tr_1739222151	facs_354_tr_1739222151	5	גאָלדענבערג, אַסתר	אסתר גאָלדענבערג | ג. | אסתר גאָלדינבערג | פרוי גאָלדינבערג		1943	performer	1824	1.000	אסתר גאָלדענבערג	ALIGN	1824			
P-5-facs_354_tr_1739222163	facs_354_tr_1739222163	5	ריבאַק, [?]	ר.			performer	2757	0.600	ריבאק	ALIGN	2757			
P-5-facs_354_tr_1739222148	facs_354_tr_1739222148	5	פּילניק, אַליהו	פ.		1943	performer	2650	1.000	אליהו פּילניק	ALIGN	2650			
P-5-facs_355_tr_1739221112	facs_355_tr_1739221112	5	גרימינגער אשר	ג.	1892		performer	1899	1.000	אשר גרימינגער	ALIGN	1899			
P-5-facs_355_tr_1739221117	facs_355_tr_1739221117	5	אַס, ברוך	א.			administrator	1190	1.000	בּרוך אַס	ALIGN	1190			
P-5-facs_355_tr_1739221123	facs_355_tr_1739221123	5	אַלפּעראָוויטש, איסאַק	א.	1909	1942	performer	1142	1.000	איסאַק אַלפּעראָוויטש	ALIGN	1142			
P-5-facs_355_r_2	facs_355_r_2	5	שאַיעוויטש, דינה [אייגעלסקיאַ]	דינה שאַיעוויטש | ש.	1891		performer	2906	1.000	דינה שאַיעוויטש (איזעלסקיאַ)	ALIGN	2906			
P-5-facs_356_tr_1739222186	facs_356_tr_1739222186	5	סעגאַלעסקאָ, אַלבערט	סעגאַלעסקאָ | .ס	1889	1941	performer	2875	0.812	אַלבּערט סגעאַלעסקאׇ	ALIGN	2875			
P-5-facs_356_r_2	facs_356_r_2	5	באָריסאָוו, בערל (העקער)	באָריסאָוו		1941	performer	1357	1.000	בּערל בּאריסאוו (העקער)	ALIGN	1357			
P-5-facs_356_tr_1739222166	facs_356_tr_1739222166	5	רייכמאַן, [?]	ר.			performer	2752	0.625	רייכמאַן	ALIGN	2752			
P-5-facs_357_tr_1739221523	facs_357_tr_1739221523	5	שטאָקפעדער עוואַ חוה]	עוואַ שטאָקפעדער | ש.			performer	2948	1.000	עוואַ שטאָקפעדער (חוה)	ALIGN	2948			
P-5-facs_357_tr_1739221525	facs_357_tr_1739221525	5	גראָסמאַן, פאַוועל			1941	director_regisseur	1922	1.000	פּאַוועל גראסמאַן	ALIGN	1922			
P-5-facs_357_tr_1739221522	facs_357_tr_1739221522	5	ראַדין, נאַדיע	נאַדינקע | ראַדינאַ		1941	performer	2723	1.000	נאַדיע ראדין	ALIGN	2723			
P-5-facs_358_tr_1739221614	facs_358_tr_1739221614	5	שטיין, אַדאָלף (אַברהם)	ש. | מעכעלע תם	1886		performer	3024	1.000	אַדאָלף שטיין (אברהם)	ALIGN	3024			
P-5-facs_358_tr_1739221627	facs_358_tr_1739221627	5	אייזען-אַרענשטיין, עוואַ	מאַניע זשעליזשינסקאַ | זשעליזשינסקאַ | מאַניע	1899	1939	performer	1555	1.000	עווא אייזען-אָרענשטיין	ALIGN	1555			
P-5-facs_358_tr_1739221613	facs_358_tr_1739221613	5	ציפּקינאַ פאַניאַ				performer	3110	1.000	פאַניאַ ציפּקינא	ALIGN	3110			
P-5-facs_358_tr_1739221631	facs_358_tr_1739221631	5	ניימילער, זעלדע (זיינא)	נ.	1917	1944	performer	2566	1.000	זעלדע ניימילער (זינא)	ALIGN	2566			
P-5-facs_359_tr_1739221250	facs_359_tr_1739221250	5	אַבּעלסאָן, בן-ציון	אַבעלסאָן | א. | דער זשוליקל		1941	performer	1099	1.000	בּן-ציון אבּעלסאָן	ALIGN	1099			
P-5-facs_359_tr_1739221254	facs_359_tr_1739221254	5	רייזער אַנעטאַ	אַנעטאַ רייזער | רייזער | ר.			performer	2754	1.000	אַנעטאַ רייזער	ALIGN	2754			
P-5-facs_359_tr_1739221244	facs_359_tr_1739221244	5	אָפּע, משה (מאַאיסיי)	י.		1941	performer	3312	0.400	משה יאָפע (מאָאיסיי)	ALIGN	3312			
P-5-facs_360_tr_1739221940	facs_360_tr_1739221940	5	אייזענשטאָט, נחמה	א.			performer	1609	1.000	נחמה אייזענשטאט	ALIGN	1609			
P-5-facs_360_tr_1739221934	facs_360_tr_1739221934	5	האַלפּערן, באָריס	ה.	1868	1944	writer	1960	1.000	באָריס האַלפּערן	ALIGN	1960			
P-5-facs_360_tr_1739221925	facs_360_tr_1739221925	5	האָלענדער לייב				performer	2023	1.000	לייב האָלענדער	ALIGN	2023			
P-5-facs_360_tr_1739221935	facs_360_tr_1739221935	5	האָפמאַן, [?]				administrator	2016	0.600	האָפמאַן	ALIGN	2016			
P-5-facs_360_tr_1739221936	facs_360_tr_1739221936	5	לאַמפּע, מאָריס	מאָריס לאַמפּע | לאַמפּע | ל.	1895	1941	performer	2183	1.000	מאׇריס לאַמפע	ALIGN	2183			
P-5-facs_367_tr_1739222548	facs_367_tr_1739222548	5	פּאָלאַנסקי, ריטאָ				performer	2674	1.000	ריטאַ פּאָלאַנסקי	ALIGN	2674			
P-5-facs_367_tr_1739222551	facs_367_tr_1739222551	5	ווידרעוויטש, משה דוד	משה דוד ווידרעוויטש | מ. ד. ווידרעוויטש | ווידרעוויטש | וו.	1867	1941	writer	3181	1.000	משה-דוד ווידרעוויטש	ALIGN	3181			
P-5-facs_368_tr_1739221075	facs_368_tr_1739221075	5	האַסין, מישאַ		1915	1942	performer	2112	0.455	מישא חאסין	ALIGN	2112			
P-5-facs_368_tr_1739221068	facs_368_tr_1739221068	5	מאַרמאָ, גרישאַ		1921	1941	performer	2411	1.000	גרישא מאַרמאָ	ALIGN	2411			
P-5-facs_368_r	facs_368_r	5	סאַפּאָזשניקאָוו, איזי (איסאַק)	ט.	1909	1942	administrator	2836	1.000	איזי סאַפּאָזשניקאָוו (איסאַק)	ALIGN	2836			
P-5-facs_368_r_2	facs_368_r_2	5	ראַכמאַנאָוו, [?]				director_regisseur	2728	0.600	ראַכמאַנאָוו	ALIGN	2728			
P-5-facs_368_tr_1739221061	facs_368_tr_1739221061	5	שלאַקמאַן, שלמה	שלמה שלאַקמאַן | ש. | סטעפאַן קאָלושקאָ | קאָלעיאַזש			performer	2931	1.000	שלמה שלאַקמאַן	ALIGN	2931			
P-5-facs_369_r	facs_369_r	5	קאָוואַ, שלמה-לייב	שלמה לייב קאַוואַ | משה יוסף דיקשטיין | מ. וואַנווילד | קאַוואָ | קאַווע | ש. ל. קאָוואַ | ק.	1889		writer				ALIGN	3642			
P-5-facs_371_tr_1739222500	facs_371_tr_1739222500	5	ראָזען, אַברהם, דר.	א. ראָזען | ר.	1893	1941	writer	2773	0.667	אברהם ראזען	ALIGN	2773			
P-5-facs_371_tr_1739222499	facs_371_tr_1739222499	5	נעלקען, משה	נ.	1901	1944	performer	2551	1.000	משה נעלקען	ALIGN	2551			
P-5-facs_371_r_6	facs_371_r_6	5	בלום חנה	ב.	1900		performer	1340	1.000	חנה בּלום (חנה-בּלומע צענציפּער)	ALIGN	1340			
P-5-facs_371_tr_1739222498	facs_371_tr_1739222498	5	מוראַק יאָסל		1921	1941	performer	2523	1.000	יאָסל מוראק	ALIGN	2523			
P-5-facs_371_r_2	facs_371_r_2	5	טעפנער, וואָלף			1942	performer	3060	1.000	וואָלף טעפנער	ALIGN	3060			
P-5-facs_372_tr_1739222357	facs_372_tr_1739222357	5	קאַהאַן ישראל [אַברהם]	ישראל ק. | י. ק. | ק.	1888	1939	writer	3818	1.000	ישראל קאַהאַן (אברהם)	ALIGN	3818			
P-5-facs_372_tr_1739222351	facs_372_tr_1739222351	5	קיימאַן, חיים-יוסף	ק.	1891	1942	performer	2103	1.000	חיים-יוסף קיימאַן	ALIGN	2103			
P-5-facs_373_r_2	facs_373_r_2	5	ערדי סאַפיע [גאָרפונקעל]	ע.			performer	1591	0.475	סאָפיאַ ערדי (גאַרפינקעל)	ALIGN	1591			
P-5-facs_373_r_6	facs_373_r_6	5	וויקטאָראָוו, ווייטיא (אביגדור),	זון פֿון בערל וואַקסמאַן	1914	1943	other	3134|3182|506|3136|3135	0.857|0.812|0.500|0.457|0.457	בערל וואַקסמאַן|וויטיא וויקטאָראָוו (אַביגדור)|אביגדור המאירי|פעני וואַקסמאַן|אסתר וואַקסמאַן					
P-5-facs_373_r	facs_373_r	5	אַרנשטיין, מאַרק [אַנדזשעי מאַרעק]	מאַרק אַרנשטיין | אַנדזשעי מאַרעק | א'ן אַנדזשעי מאַרעק | א.	1878	1942	writer	995	1.000	מארק ארנשטיין (אַנדזשעי מאַרק)	ALIGN	995			
P-5-facs_400_tr_1739220489	facs_400_tr_1739220489	5	אייזענבערג, אַווראָם	א.	1899	1941	performer	1605	0.812	אַוראָם אייזענבערג	ALIGN	1605			
P-5-facs_400_tr_1739220492	facs_400_tr_1739220492	5	קיגעל, יוסף		1921	1941	performer	2117	1.000	יוסף קיגעל	ALIGN	2117			
P-5-facs_400_tr_1739220482	facs_400_tr_1739220482	5	זאַלוניאַק, איז	איזי זאַלוניאַק	1910		performer	3344	0.643	איזי זאלוזניאק	ALIGN	3344			
P-5-facs_401_tr_1739221659	facs_401_tr_1739221659	5	טשעטשילניצקי, אַווראָם					3103	0.737	אווראם טשעטשעלניצקי	ALIGN	3103			
P-5-facs_401_tr_1739221667	facs_401_tr_1739221667	5	וואַסערמאַן, יעקב	וו.	1880		writer	3210	1.000	יעקב וואַסערמאַן	ALIGN	3210			
P-5-facs_401_tr_1739221644	facs_401_tr_1739221644	5	קאַסיאַקאָוו, וואַדיאַ		1908		performer	2089	1.000	וואדיא קאָסיאקאוו	ALIGN	2089			
P-5-facs_401_tr_1739221658	facs_401_tr_1739221658	5	שעכטער, עמנואל	עמנואל שעכטער		1942	writer	2844	1.000	עמנואל שעכטער	ALIGN	2844			
P-5-facs_402_tr_1739220478	facs_402_tr_1739220478	5	טראָקיינער, חיה		1919	1942	performer	3094	0.750	חיה טראָקינער	ALIGN	3094			
P-5-facs_402_r_2	facs_402_r_2	5	געבירטיג, מרדכי [בערטיג]	מרדכי געבירטיג | מרדכילע געבירטיג | געבירטיג | בערטיג | ג.	1887	1942	writer	1733	1.000	מרדכי געבירטיג	ALIGN	1733			
P-5-facs_414_tr_1739222253	facs_414_tr_1739222253	5	קרעמער יוסף		1917	1942	performer	2160	1.000	יוסף קרעמער	ALIGN	2160			
P-5-facs_414_tr_1739222259	facs_414_tr_1739222259	5	קרעמער איסאַק		1912	1941	performer	2158	1.000	איסאַק קרעמער	ALIGN	2158			
P-5-facs_414_tr_1739222237	facs_414_tr_1739222237	5	זילבורג, משה	משה זילבורג | זילבורג | ז.	1884		writer	3403	1.000	משה זילבורג	ALIGN	3403			
P-5-facs_415_tr_1739221390	facs_415_tr_1739221390	5	האָראָוויץ, בער	בער האָראָוויץ | האָראָוויץ | ה.	1892	1942	writer	2032	1.000	בער האָראָוויץ	ALIGN	2032			
P-5-facs_416_tr_1739222225	facs_416_tr_1739222225	5	זאַוואָדזקי, דוב	בערנאַר זאַוואַדזקי | ב. זאַוואַדזקי | ז. | דוב זאַוואַדזקי	1888		composer	3518	1.000	דוב זאוואדזקי	ALIGN	3518			
P-5-facs_416_tr_1739222231	facs_416_tr_1739222231	5	גאָלדבערג, לילי	ג.	1912		performer	1814	1.000	לילי גאָלדבּערג	ALIGN	1814			
P-5-facs_417_tr_1739222565	facs_417_tr_1739222565	5	שטערן ישראל	ישראל שטערן | ש.	1894		writer	3596	1.000	ישראל שטערן	ALIGN	3596			
P-5-facs_418_tr_1739222210	facs_418_tr_1739222210	5	פראַנקענטאַל, מ. (מרדכי נח]	מאָטל פראַנקענטאָל | מאָטעלע פראַנקענטאָל | מ. פ. | מאָטל פיל | מ. פראַנקינטה | מ. פראַנקענטאַל | מ. פראַנקענטאָל	1893	1943	writer	3454	1.000	מ. פראַנקענטאַל (מרדכי-נח)	ALIGN	3454			
P-5-facs_421_r_8	facs_421_r_8	5	גאַזעל, ראָזאַ [פּאָניאַק]	ג.			performer	1731	1.000	ראָזאַ גאזעל (פאזניאק)	ALIGN	1731			
P-5-facs_421_tr_1739222373	facs_421_tr_1739222373	5	פּאָטלאַך, שייע				performer	2648	1.000	שייע פּאַטלאַך	ALIGN	2648			
P-5-facs_421_tr_1739222376	facs_421_tr_1739222376	5	לאַקערניק, נאָיע		1907		performer	2181	1.000	נאַיע לאקערניק	ALIGN	2181			
P-5-facs_421_tr_1739222380	facs_421_tr_1739222380	5	בעלעגאָלאָווסקאַ, אַננאַ (חנה)	ב.	1883		performer	1244	0.706	אַננאַ בּעלאגאלאווסקאַ (חנה)	ALIGN	1244			
P-5-facs_422_r_2	facs_422_r_2	5	ווין, איוואַ [סיוועלע באַקשטיין]	איוואַ ווין | איוואַ וווין | איוועריווע | וו. | איוואָ ווין	1900	1942	performer	3513	1.000	איווא ווין (סיוועלע בּאָקשטיין)	ALIGN	3513			
P-5-facs_423_r_6	facs_423_r_6	5	פרוימאָוויטש, הערש,	קאַמערן			director_regisseur	1707	1.000	הערש פרוימאַוויטש	ALIGN	1707			
P-5-facs_423_r_4	facs_423_r_4	5	רובינשטיין, נחום,				performer	2810|2811	1.000|0.429	נחום רובינשטיין|צבי-הירש רובינשטיין					
P-5-facs_423_r_3	facs_423_r_3	5	רייסקי, באָריס,			1941	performer	2753	1.000	באָריס רייסקי	ALIGN	2753			
P-5-facs_423_tr_1739222033	facs_423_tr_1739222033	5	מאז'ה, (מאַזאָ) מרדכי	מרדכי מאַזאָ | מ. | מאַזאַ | מזאַה | מרדכי מאַה | מאה	1880	1943	administrator	2424	0.500	מרדכי מזא'ה ((מאַזאָ))	ALIGN	2424			
P-5-facs_430_r	facs_430_r	5	לערעסקאָ, סאַמועל [שמואל לערער]	סעמועל לאַרעסקאָ | לערעסקאָ | ל.	1876	1943	performer	2238	1.000	סאַמוּעל לערעסקאׇ (שמוּאל לעהרער)	ALIGN	2238			
P-5-facs_431_r	facs_431_r	5	לערעסקאָ אַדעלאַ קערנער]	ל.	1886	1943	performer	2237	0.729	אַדעלאַ לערעסקאׇ (קערנער)	ALIGN	2237			
P-5-facs_431_tr_1739220740	facs_431_tr_1739220740	5	גינזבורג, חיים		1908	1942	administrator	1775	1.000	חיים גינזבּורג	ALIGN	1775			
P-5-facs_432_r	facs_432_r	5	סאַנדלער חיים	חיים סאַנדלער | ח. סאַנדלער | סאַנדלער | ס.	1886		performer	3527	1.000	חיים סאַנדלער (קאַפיטקא)	ALIGN	3527			
P-5-facs_434_tr_1739221694	facs_434_tr_1739221694	5	שעכטמאַן, יאַקאָוו	ש.	1912	1942	other	2917	1.000	יאַקאָוו שעכטמאַן	ALIGN	2917			
P-5-facs_434_tr_1739221693	facs_434_tr_1739221693	5	טורעווסקי, דאָוויד		1914	1943	other	3121	1.000	דאוויד טורעווסקי	ALIGN	3121			
P-5-facs_434_tr_1739221689	facs_434_tr_1739221689	5	דייטש, שייע	ד.			performer	1493	1.000	שייע דייטש	ALIGN	1493			
P-5-facs_435_tr_1739222512	facs_435_tr_1739222512	5	ווינדער, מאיר	מאיר ווינדער | וו.	1897		administrator	3514	1.000	מאיר ווינדער	ALIGN	3514			
P-5-facs_436_tr_1739220741	facs_436_tr_1739220741	5	זילבערג, יוכבך	יאָדזשע זילבערג-ווינדער | יוכבך זילבערג	1900	1942	performer	3520	0.571	יוכבד זילבּערג	ALIGN	3520			
P-5-facs_437_tr_1739221511	facs_437_tr_1739221511	5	מילטשין, איסאַק	מ.	1895		other	2483	1.000	איסאַק מילטשין	ALIGN	2483			
P-5-facs_438_tr_1739221803	facs_438_tr_1739221803	5	וואָלפשטאַט, אַברהם	וו. | וואָלפשטאַט	1897		performer	3279	0.625	אברהם וואָלפסטאַט	ALIGN	3279			
P-5-facs_438_tr_1739221804	facs_438_tr_1739221804	5	ראַכמאַנאָוו, לייזער	ר.	1909	1941	performer	2729	1.000	לייזער ראַכמאַנאָוו	ALIGN	2729			
P-5-facs_438_r_2	facs_438_r_2	5	בעלעזאָווסקי, נחום,				composer	1245|2319	1.000|0.450	נחום בּעלעזאווסקי|נחוּם ליפּאָווסקי					
P-5-facs_438_r_3	facs_438_r_3	5	דאָווידאָוו, דאָוויד,		1914		performer	3820|3821|3121	1.000|0.700|0.514	דאוויד דאַווידאָוו|דוד דאַווידאָוו (ראַציק)|דאוויד טורעווסקי					
