xml_id	person_id	heading	draft_decision	draft_aligned_db_id	draft_merge_xml_id	confidence	rationale	raw
facs_602_r	P-5-facs_602_r	יצחק (אוירווינג) נידאָרף	NEW			high	Unique person with birth year 1905; the only DB candidate is a name mismatch and no other duplicates exist.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Unique person with birth year 1905; the only DB candidate is a name mismatch and no other duplicates exist.""}"
facs_602_tr_1739222225	P-5-facs_602_tr_1739222225	האָפמאַן אַברהם	NEW			medium	Clear heading for Avrom Hoffman, but DB 2016 lacks a given name and others are different people. Likely missing from DB.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""medium"", ""rationale"": ""Clear heading for Avrom Hoffman, but DB 2016 lacks a given name and others are different people. Likely missing from DB.""}"
facs_604_tr_1739220749	P-5-facs_604_tr_1739220749	חיהלע אָש (פֿורמאַן)	MERGE		facs_565_tr_1752129114	high	Identical name and birth year in volume 6. Both entries refer to DB 1186 (Khayele Ash); the surname variant Furman is in parentheses.	"{""draft_decision"": ""MERGE"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": ""facs_565_tr_1752129114"", ""confidence"": ""high"", ""rationale"": ""Identical name and birth year in volume 6. Both entries refer to DB 1186 (Khayele Ash); the surname variant Furman is in parentheses.""}"
facs_605_r_101	P-5-facs_605_r_101	ארי פֿורמאַן	ALIGN	1711		high	Exact name match at 1.0; birth year 1924 matches the dedup candidate which points to the same individual; other candidates score significantly lower.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""1711"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match at 1.0; birth year 1924 matches the dedup candidate which points to the same individual; other candidates score significantly lower.""}"
facs_605_r	P-5-facs_605_r	זעליג סלאָבאָדניק	NEW			high	Distinct personal name with specific variant spelling; DB candidates only match common first name 'Zelig' and have completely different surnames.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Distinct personal name with specific variant spelling; DB candidates only match common first name 'Zelig' and have completely different surnames.""}"
facs_606_r_165	P-5-facs_606_r_165	קערי האָדעם	NEW			high	Distinct personal name with birth year 1930; no DB or dedup candidates suggests this performer is not yet in the system.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Distinct personal name with birth year 1930; no DB or dedup candidates suggests this performer is not yet in the system.""}"
facs_606_r	P-5-facs_606_r	וויעראַ ווייס	NEW			medium	Distinct name and variant דבורה ראָוואָ. DB candidates score very low and do not match the given name or specific alias.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""medium"", ""rationale"": ""Distinct name and variant דבורה ראָוואָ. DB candidates score very low and do not match the given name or specific alias.""}"
facs_607_tr_1739222280	P-5-facs_607_tr_1739222280	קולטור-דעפּאַרטאַמענט ביי דער אַשכנזישער קהלה אין מעקסיקע	NEW			high	Entry is a collective institution (Mexico Jewish community culture dept), not a person; DB candidates are irrelevant individuals.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Entry is a collective institution (Mexico Jewish community culture dept), not a person; DB candidates are irrelevant individuals.""}"
facs_607_tr_1739222282	P-5-facs_607_tr_1739222282	גיטל טעפּער	NEW			medium	Distinct full name with specific variants (Saltsman, Gertrude) not matching the given DB candidates; likely a performer not yet in the DB.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""medium"", ""rationale"": ""Distinct full name with specific variants (Saltsman, Gertrude) not matching the given DB candidates; likely a performer not yet in the DB.""}"
facs_607_tr_1739222283	P-5-facs_607_tr_1739222283	בערנאַרד פֿייטעק	NEW			high	Distinct name Bernard Faytek and birth year 1920; DB candidates share the name 'Bernard' but represent entirely different people (Baruch Greenberg, Berel Top).	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Distinct name Bernard Faytek and birth year 1920; DB candidates share the name 'Bernard' but represent entirely different people (Baruch Greenberg, Berel Top).""}"
facs_608_r_137	P-5-facs_608_r_137	נחמן זיידענוועבער	MERGE		facs_652_r_1	high	Exact name match in volume 4. The death year 1965 in vol 5 provides supplementary data for the same person.	"{""draft_decision"": ""MERGE"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": ""facs_652_r_1"", ""confidence"": ""high"", ""rationale"": ""Exact name match in volume 4. The death year 1965 in vol 5 provides supplementary data for the same person.""}"
facs_609_r_249	P-5-facs_609_r_249	רוכטשע קאָרן	NEW			high	Clear personal name and birth year 1895 provided, but zero matches in the DB or other volumes; likely a unique entry.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Clear personal name and birth year 1895 provided, but zero matches in the DB or other volumes; likely a unique entry.""}"
facs_609_r	P-5-facs_609_r	מאַלי טראָי	NEW			medium	Distinct personal name (Molly Troy) with variants; DB candidates only share the common first name 'Molly' and no dedup matches exist.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""medium"", ""rationale"": ""Distinct personal name (Molly Troy) with variants; DB candidates only share the common first name 'Molly' and no dedup matches exist.""}"
facs_610_r_262	P-5-facs_610_r_262	מאָריס און מאַניאַ פֿאַרבער	MERGE		facs_652_tr_1755030209	high	Heading describes a duo including Morris Farber; matches the specific Vol 4 entry for Morris Farber at 0.65 score.	"{""draft_decision"": ""MERGE"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": ""facs_652_tr_1755030209"", ""confidence"": ""high"", ""rationale"": ""Heading describes a duo including Morris Farber; matches the specific Vol 4 entry for Morris Farber at 0.65 score.""}"
facs_610_r_145	P-5-facs_610_r_145	משה מאָרגענשטערן	NEW			high	Distinct personal name and variant (Morris) with no matching DB or dedup candidates; appears to be a unique entry missing from the DB.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Distinct personal name and variant (Morris) with no matching DB or dedup candidates; appears to be a unique entry missing from the DB.""}"
facs_610_tr_1739221773	P-5-facs_610_tr_1739221773	וועלט-פֿאַרבאַנד פֿון בערגען-בעלזען	DEFER			low	Heading is an organization (Bergen-Belsen World Federation); variants identify Yosef Rosensaft, but no DB candidates or dates are present to confirm identity.	"{""draft_decision"": ""DEFER"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""low"", ""rationale"": ""Heading is an organization (Bergen-Belsen World Federation); variants identify Yosef Rosensaft, but no DB candidates or dates are present to confirm identity.""}"
facs_614_r_2	P-5-facs_614_r_2	געניאַ (באָיאַרסקאָ) לובינסקי	NEW			medium	Distinct name Genia (Boyarsko) Lubinski; DB candidates only match pieces of the name (surname or maiden name) with low scores and different given names.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""medium"", ""rationale"": ""Distinct name Genia (Boyarsko) Lubinski; DB candidates only match pieces of the name (surname or maiden name) with low scores and different given names.""}"
facs_614_r_3	P-5-facs_614_r_3	צילע (באַיאָרסקאָ) זילבערצווייג	ALIGN	3429		high	Matches Zylbercweig's wife; the heading includes her maiden name (Boyarska) and married name; DB 3429 is the clear match despite varying transliteration.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""3429"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Matches Zylbercweig's wife; the heading includes her maiden name (Boyarska) and married name; DB 3429 is the clear match despite varying transliteration.""}"
facs_615_r_516	P-5-facs_615_r_516	הענרי סאַלאָמאַן	NEW			high	Distinct personal name and dates provided, but only DB candidate is a woman with a low score. Likely a new entry.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Distinct personal name and dates provided, but only DB candidate is a woman with a low score. Likely a new entry.""}"
facs_615_r_1	P-5-facs_615_r_1	לייב ראוואַ	NEW			medium	Distinct personal name provided, but no DB or dedup candidates exist; likely a real person missing from the database.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""medium"", ""rationale"": ""Distinct personal name provided, but no DB or dedup candidates exist; likely a real person missing from the database.""}"
facs_615_r_5	P-5-facs_615_r_5	וויערא וייס	NEW			medium	Distinct name (Viera Weiss) with no matching DB candidates (score 0.3 is negligible) or dedupes; likely a real person missing from DB.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""medium"", ""rationale"": ""Distinct name (Viera Weiss) with no matching DB candidates (score 0.3 is negligible) or dedupes; likely a real person missing from DB.""}"
facs_615_r_7	P-5-facs_615_r_7	דוב בעריש סאָכאַטשעווסקי	NEW			high	Distinctive three-part name and death year 1929 provided, but DB candidates are unrelated surnames (Bekerman) with low similarity scores.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Distinctive three-part name and death year 1929 provided, but DB candidates are unrelated surnames (Bekerman) with low similarity scores.""}"
facs_615_tr_1739221651	P-5-facs_615_tr_1739221651	חיה ליבע סאָכאַטשעווסקי	NEW			high	Distinct full name provided; only DB candidate is a weak partial match (given name only) with low score and different surname.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Distinct full name provided; only DB candidate is a weak partial match (given name only) with low score and different surname.""}"
facs_615_r_6	P-5-facs_615_r_6	מרדכי יוסף סאָכאַטשעווסקי	NEW			medium	Distinctive full name (Mordechai Yosef Sochaczewski), but no candidates found in the DB or other volumes; likely a person missing from the database.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""medium"", ""rationale"": ""Distinctive full name (Mordechai Yosef Sochaczewski), but no candidates found in the DB or other volumes; likely a person missing from the database.""}"
facs_615_r_10	P-5-facs_615_r_10	רבקה סאָכאַטשעווסקי	NEW			medium	Distinct personal name provided, but no DB or dedup candidates exist; likely a new addition not in the database.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""medium"", ""rationale"": ""Distinct personal name provided, but no DB or dedup candidates exist; likely a new addition not in the database.""}"
facs_615_r_11	P-5-facs_615_r_11	מרים סאַכאַטשעווסקי	NEW			medium	Distinct name 'Miriam Sakhatshevski' not in DB; candidates match the common nickname 'Motl' but not the surname or primary heading.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""medium"", ""rationale"": ""Distinct name 'Miriam Sakhatshevski' not in DB; candidates match the common nickname 'Motl' but not the surname or primary heading.""}"
facs_616_r	P-5-facs_616_r	בעלאַ פֿיינמאַן	NEW			high	Clear personal name Bella Feinman; DB candidates are family members (Jacob Kalich) or other Feinmans with low scores. No direct DB match.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Clear personal name Bella Feinman; DB candidates are family members (Jacob Kalich) or other Feinmans with low scores. No direct DB match.""}"
facs_617_r_9	P-5-facs_617_r_9	ייהודית מרים שייווער מאַרקאָוויטש	DEFER			low	Complex heading containing multiple names/surnames and a variant 'Moshe Sheyver' that conflicts with the female heading names; DB scores are very low.	"{""draft_decision"": ""DEFER"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""low"", ""rationale"": ""Complex heading containing multiple names/surnames and a variant 'Moshe Sheyver' that conflicts with the female heading names; DB scores are very low.""}"
facs_617_r_221	P-5-facs_617_r_221	רחל ווינציגסטער	NEW			high	Distinct personal name with specific birth/death years but no matches in DB or other volumes; likely not in the database.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Distinct personal name with specific birth/death years but no matches in DB or other volumes; likely not in the database.""}"
facs_617_r_315	P-5-facs_617_r_315	בענאַ ווינציגסטער	NEW			medium	Distinct name from the dedup candidate (Bena vs Rachel); no DB matches found. Likely a new entry for a real person.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""medium"", ""rationale"": ""Distinct name from the dedup candidate (Bena vs Rachel); no DB matches found. Likely a new entry for a real person.""}"
facs_617_tr_1739221429	P-5-facs_617_tr_1739221429	חיים ווינטשעסטער	NEW			medium	Distinct personal name (Chaim Winchester) but no matches found in DB or other volumes; likely a person not yet cataloged.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""medium"", ""rationale"": ""Distinct personal name (Chaim Winchester) but no matches found in DB or other volumes; likely a person not yet cataloged.""}"
facs_617_tr_1739221426	P-5-facs_617_tr_1739221426	חיים-ברוך ווישאָגראָד	NEW			high	Distinct name and birth year provided, but no matches in the DB or other volumes; person is likely not in the DB.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Distinct name and birth year provided, but no matches in the DB or other volumes; person is likely not in the DB.""}"
facs_617_r	P-5-facs_617_r	חנה ספּעקטאָר	NEW			high	Clear personal name (Khane Spektor); DB candidates are different people (Leon, Betty). No match or dedup found.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Clear personal name (Khane Spektor); DB candidates are different people (Leon, Betty). No match or dedup found.""}"
facs_617_r_1	P-5-facs_617_r_1	אָסקאַר גאָרין	NEW			medium	Distinct personal name and radio group descriptor; DB candidates are all irrelevant pseudonyms or different people (B. Gorin).	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""medium"", ""rationale"": ""Distinct personal name and radio group descriptor; DB candidates are all irrelevant pseudonyms or different people (B. Gorin).""}"
facs_617_r_3	P-5-facs_617_r_3	שושנה ספעקטאָר-גרינבערג	NEW			high	Distinctive double surname not found in DB; candidates match only individual components (Greenberg/Spector) at low scores.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Distinctive double surname not found in DB; candidates match only individual components (Greenberg/Spector) at low scores.""}"
facs_617_r_6	P-5-facs_617_r_6	רודאַ פּשיסוואַ	DEFER			low	Non-standard name heading with no dates, variants, or candidates; likely a troupe name or obscure epithet requiring entry text analysis.	"{""draft_decision"": ""DEFER"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""low"", ""rationale"": ""Non-standard name heading with no dates, variants, or candidates; likely a troupe name or obscure epithet requiring entry text analysis.""}"
facs_617_r_8	P-5-facs_617_r_8	יחזקאָל קרייסטאָל	NEW			high	Distinctive full name and death year provided; lack of DB candidates or dedup matches suggests this person is not currently in the database.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Distinctive full name and death year provided; lack of DB candidates or dedup matches suggests this person is not currently in the database.""}"
facs_618_tr_1739221549	P-5-facs_618_tr_1739221549	אהרן יעקב האַנס	NEW			high	Distinct personal name and pseudonym; sole DB candidate is a poor match (Hans as given name vs. surname). Likely missing from DB.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Distinct personal name and pseudonym; sole DB candidate is a poor match (Hans as given name vs. surname). Likely missing from DB.""}"
facs_618_r_9	P-5-facs_618_r_9	ראַוז און מענדל קראוט	DEFER			low	Collective heading for a pair (Rose and Mendel Kraut) with no dates or DB candidates; requires splitting or individual identification from text.	"{""draft_decision"": ""DEFER"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""low"", ""rationale"": ""Collective heading for a pair (Rose and Mendel Kraut) with no dates or DB candidates; requires splitting or individual identification from text.""}"
facs_618_r_11	P-5-facs_618_r_11	מאָריס און ען טרייבער	NEW			high	Entry is for a duo (Morris and Ann Treiber). No matching DB records for the surname Treiber or this couple.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Entry is for a duo (Morris and Ann Treiber). No matching DB records for the surname Treiber or this couple.""}"
facs_618_r_10	P-5-facs_618_r_10	זיין קוזיין מעקס קרעימאַרז	DEFER			low	Heading 'His cousin Max Kramarz' is a relative mention, not a standard entry; lacks dates, variants, or candidates to confirm identity.	"{""draft_decision"": ""DEFER"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""low"", ""rationale"": ""Heading 'His cousin Max Kramarz' is a relative mention, not a standard entry; lacks dates, variants, or candidates to confirm identity.""}"
facs_618_r_12	P-5-facs_618_r_12	משה און נינאַ אַסטער	DEFER			low	Collective entry for a couple (Moshe and Nina Aster) with no dates or DB candidates; requires entry text to split or identify.	"{""draft_decision"": ""DEFER"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""low"", ""rationale"": ""Collective entry for a couple (Moshe and Nina Aster) with no dates or DB candidates; requires entry text to split or identify.""}"
facs_618_r_13	P-5-facs_618_r_13	משה און סאָניאַ שיין	DEFER			low	Collective entry for a couple (Moshe and Sonya) with no dates or variants; DB candidate is for a different name (Manya).	"{""draft_decision"": ""DEFER"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""low"", ""rationale"": ""Collective entry for a couple (Moshe and Sonya) with no dates or variants; DB candidate is for a different name (Manya).""}"
facs_618_r_14	P-5-facs_618_r_14	חיים אַסטער	NEW			medium	Clear personal name provided in heading; absence of DB candidates or duplicates suggests this is a new person entry for the database.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""medium"", ""rationale"": ""Clear personal name provided in heading; absence of DB candidates or duplicates suggests this is a new person entry for the database.""}"
facs_618_r_15	P-5-facs_618_r_15	איוואַ ביילאָוויץ	NEW			medium	Distinct personal name not found in DB; all DB candidates score very low (0.333) and match only the given name 'Eva'.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""medium"", ""rationale"": ""Distinct personal name not found in DB; all DB candidates score very low (0.333) and match only the given name 'Eva'.""}"
facs_618_r_16	P-5-facs_618_r_16	ען ווייסדאַרף	DEFER			low	Incomplete name heading ('N. Weissdorf'?) with no dates, variants, or candidates; requires body text to identify the subject.	"{""draft_decision"": ""DEFER"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""low"", ""rationale"": ""Incomplete name heading ('N. Weissdorf'?) with no dates, variants, or candidates; requires body text to identify the subject.""}"
facs_618_r_17	P-5-facs_618_r_17	מר. און מרס סוסמאַן	DEFER			low	Collective heading 'Mr. and Mrs. Sussman' lacks given names, dates, or DB matches; requires full text to identify specific individuals.	"{""draft_decision"": ""DEFER"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""low"", ""rationale"": ""Collective heading 'Mr. and Mrs. Sussman' lacks given names, dates, or DB matches; requires full text to identify specific individuals.""}"
facs_618_r_18	P-5-facs_618_r_18	וויליאַם גאָלד און פאַמיליע	NEW			high	The heading identifies 'William Gold and family'; no matching William Gold exists in the DB or other volumes; existing Gold candidates have different given names.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""The heading identifies 'William Gold and family'; no matching William Gold exists in the DB or other volumes; existing Gold candidates have different given names.""}"
facs_618_r_20	P-5-facs_618_r_20	משה וואָלקאָוויץ	NEW			medium	Distinct personal name with no DB or dedup candidates; likely a real person omitted from the current database.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""medium"", ""rationale"": ""Distinct personal name with no DB or dedup candidates; likely a real person omitted from the current database.""}"
facs_618_r_21	P-5-facs_618_r_21	אסתר קרעימער	NEW			medium	Clear personal name (Esther Kremer), but no matching DB entries or duplicates found. Likely not in the database.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""medium"", ""rationale"": ""Clear personal name (Esther Kremer), but no matching DB entries or duplicates found. Likely not in the database.""}"
facs_618_r_22	P-5-facs_618_r_22	משה און לאָטי טאַמרעז	DEFER			low	Collective entry for a couple (Moshe and Loti Tamrez) with no dates or DB candidates; requires body text to split/identify individuals.	"{""draft_decision"": ""DEFER"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""low"", ""rationale"": ""Collective entry for a couple (Moshe and Loti Tamrez) with no dates or DB candidates; requires body text to split/identify individuals.""}"
facs_618_r_24	P-5-facs_618_r_24	מר. און מרס. שעהנהאַלץ	DISAMBIG			low	Heading refers to a couple ('Mr. and Mrs.'); DB candidate 2853 is an individual and score is below floor for a match.	"{""draft_decision"": ""DISAMBIG"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""low"", ""rationale"": ""Heading refers to a couple ('Mr. and Mrs.'); DB candidate 2853 is an individual and score is below floor for a match.""}"
facs_618_r_2	P-5-facs_618_r_2	מאַן און קינדער	DEFER			low	Heading translates to 'Husband and Children'; likely a cross-reference or collective entry with no personal name or biographical metadata.	"{""draft_decision"": ""DEFER"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""low"", ""rationale"": ""Heading translates to 'Husband and Children'; likely a cross-reference or collective entry with no personal name or biographical metadata.""}"
facs_618_r_1	P-5-facs_618_r_1	מאַלי שטערן	NEW			high	Clear personal name (Molly Stern); DB candidates are weak matches with different surnames or given names; no dedup matches found.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Clear personal name (Molly Stern); DB candidates are weak matches with different surnames or given names; no dedup matches found.""}"
facs_618_r_4	P-5-facs_618_r_4	נאָך אַננאַ (חנה) טיליס	DEFER			low	Heading starts with 'נאָך' (after/following), suggesting a cross-reference or appendix entry for Anna Tilis; no DB or dedup candidates found.	"{""draft_decision"": ""DEFER"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""low"", ""rationale"": ""Heading starts with 'נאָך' (after/following), suggesting a cross-reference or appendix entry for Anna Tilis; no DB or dedup candidates found.""}"
facs_618_tr_1739221557	P-5-facs_618_tr_1739221557	מעלווין טיליס	NEW			medium	Clear personal name (Melvin Tillis) with no DB or dedup candidates; appears to be a unique entry missing from the database.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""medium"", ""rationale"": ""Clear personal name (Melvin Tillis) with no DB or dedup candidates; appears to be a unique entry missing from the database.""}"
facs_618_tr_1739221558	P-5-facs_618_tr_1739221558	שמעון רוסאַטאַ	NEW			medium	Distinct name (Shimon Rusata/Russotto) and death year (1936); DB candidate 850 is a different person (Henry/Chaim). Likely a new entry.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""medium"", ""rationale"": ""Distinct name (Shimon Rusata/Russotto) and death year (1936); DB candidate 850 is a different person (Henry/Chaim). Likely a new entry.""}"
facs_83_tr_1733059382	P-5-facs_83_tr_1733059382	האַרט, בערנאַרד (בער)	ALIGN	3511		high	Exact match between heading and DB hebname at 1.0; includes the specific parenthetical 'בער' which distinguishes this entry.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""3511"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact match between heading and DB hebname at 1.0; includes the specific parenthetical 'בער' which distinguishes this entry.""}"
facs_11_tr_1747745181	P-6-facs_11_tr_1747745181	אַבּעלמאַן, בעני [ברוך-משה]	ALIGN	3572		high	Exact match to DB hebname including the bracketed birth-name ברוך-משה at score 1.0; other candidates are different individuals.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""3572"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact match to DB hebname including the bracketed birth-name ברוך-משה at score 1.0; other candidates are different individuals.""}"
facs_24_r_2	P-6-facs_24_r_2	אַרצישעווסקאַ, טאָטשיא [ליפּסקי, קראטקאָ]	ALIGN	3456		high	Exact match to DB hebname including bracketed maiden/married names (ליפסקי, קראַטקאַ); variant names like 'מאַדאַם קראַטקאָ' confirm the identity.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""3456"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact match to DB hebname including bracketed maiden/married names (ליפסקי, קראַטקאַ); variant names like 'מאַדאַם קראַטקאָ' confirm the identity.""}"
facs_28_r_2	P-6-facs_28_r_2	בעלזער, יודל [ספּיוואַק]	ALIGN	877		high	Exact heading and bracketed name match DB hebname at 1.0; variants 'Yudele Belzer' further support the identification.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""877"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact heading and bracketed name match DB hebname at 1.0; variants 'Yudele Belzer' further support the identification.""}"
facs_31_r_1	P-6-facs_31_r_1	בערגער גוסטאוו [גרשון לעמבערגער]	ALIGN	3576		high	Exact match to DB row 3576; heading and bracketed name [גרשון לעמבערגער] match the DB parenthetical exactly; score 1.0.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""3576"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact match to DB row 3576; heading and bracketed name [גרשון לעמבערגער] match the DB parenthetical exactly; score 1.0.""}"
facs_45_tr_1747746110	P-6-facs_45_tr_1747746110	שעפנער, שמואל	ALIGN	2910		high	Strong name match (Shefner, Shmuel) despite minor orthographic variation (שאפנער vs שעפנער); other candidates are different given names.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2910"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Strong name match (Shefner, Shmuel) despite minor orthographic variation (שאפנער vs שעפנער); other candidates are different given names.""}"
facs_45_r_7	P-6-facs_45_r_7	זאַץ, לילי	ALIGN	3584		high	Heading matches DB 3584 and variant matches DB 3591; these are duplicates in the DB for the same performer.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""3584"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Heading matches DB 3584 and variant matches DB 3591; these are duplicates in the DB for the same performer.""}"
facs_53_tr_1747746142	P-6-facs_53_tr_1747746142	זשאָרדען ד'היווער	NEW			high	Distinctive personal name with specific dates, but no matches in the DB or other volumes; likely an unindexed minor figure.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Distinctive personal name with specific dates, but no matches in the DB or other volumes; likely an unindexed minor figure.""}"
