source_value	wikidata_yi	english_name	wikidata_qid	resolved_category	kima_id	kima_rom	kima_heb	match_status	entry_ids	contexts	is_new_variant	source
קאָמענעץ-פּאָדאָלסק	קאמעניץ	Kamianets-Podilskyi	Q193965	settlement	9048	Kam'i︠a︡net︠s︡ʹ-Podilʹsʹkyĭ (Ukraine)	קמיניץ-פודולסק (אוקראינה)	WIKIDATA	4-facs_381_tr_1755030081|1-facs_207_tr_1741260330|1-facs_79_tr_1740520939|1-facs_121_tr_1740521041|1-facs_149_r_8|2-facs_302_tr_1744365753|2-facs_353_tr_1744365776|5-facs_373_r_2	birth	yes	Zylbercweig lexicon
פּראַגע וואַרשע	ווארשע	Warsaw	Q270	settlement	953	Warsaw (Poland)	ורשה (פולין)	WIKIDATA	4-facs_382_tr_1755030077	birth	yes	Zylbercweig lexicon
רוסלאַנד	קאזאן	Kazan	Q900	settlement	10740	Kazanʹ (Russia)	קאזאן (רוסיה)	WIKIDATA	4-facs_386_tr_1755029936|1-facs_79_tr_1740520948|3-facs_280_tr_1755674193|5-facs_173_tr_1736588922|5-facs_247_tr_1739222208|5-facs_279_tr_1739222367|5-facs_344_r	birth	yes	Zylbercweig lexicon
בערשאַד		Bershad	Q827229	settlement	18919	Bershadʹ (Ukraine)	ברשד (אוקראינה)	WIKIDATA	4-facs_398_tr_1755030162	birth	yes	Zylbercweig lexicon
מאָסקוואַ	מאסקווע	Moscow	Q649	settlement	188	Moscow (Russia)	מוסקבה (רוסיה)	WIKIDATA	4-facs_439_tr_1755030088	birth	yes	Zylbercweig lexicon
ראַדאָם	ראדעם	Radom	Q104740	settlement	636	Radom (Województwo Mazowieckie, Poland)	ראדום (מדינת מזובייצק, פולין)	WIKIDATA	4-facs_452_tr_1755030299|5-facs_418_tr_1739222210|5-facs_439_tr_1739220587|5-facs_559_tr_1739222341|6-facs_41_tr_1747746161|6-facs_537_tr_1747930464	birth	yes	Zylbercweig lexicon
טרייסק		Treisk	Q1022993	settlement	81312	Phillipsburg (Kan.)	פיליפסבורג (קנזס)	WIKIDATA	4-facs_591_tr_1755030161	birth	yes	Zylbercweig lexicon
בעלז	בעלז	Belz	Q156565	settlement	18727	Belz (Ukraine)	בלז (אוקראינה)	WIKIDATA	4-facs_619_tr_1755030061|1-facs_359_TextRegion_1710852536774_157	birth	no	Zylbercweig lexicon
פֿילאַדעלפיאַ	פילאדעלפיע	Philadelphia	Q1345	settlement	408	Philadelphia (Pa.)	פילדלפיה (פנסילבניה)	WIKIDATA	4-facs_624_tr_1755029866	birth	yes	Zylbercweig lexicon
טאָמאַשאָוו מאַזאָוויעצק	טאָמעשעוו	Tomaszów Mazowiecki	Q157994	settlement	10105	Tomaszów Mazowiecki (Poland)	טומשוב מזוביצק (פולין)	WIKIDATA	4-facs_625_tr_1755029931	birth	yes	Zylbercweig lexicon
פּיעטראָקאָוו	פיעטרקאוו	Piotrków Trybunalski	Q158004	settlement	250	Piotrkow Trybunalski (Poland)	פיוטרקוב (פולין)	WIKIDATA	4-facs_635_tr_1755030187|1-facs_147_tr_1740521016	birth	yes	Zylbercweig lexicon
פֿילאָדעלפֿיע	פילאדעלפיע	Philadelphia	Q1345	settlement	408	Philadelphia (Pa.)	פילדלפיה (פנסילבניה)	WIKIDATA	4-facs_639_tr_1755030118	birth	yes	Zylbercweig lexicon
מאָהילעוו פּאָדאָלסק		Mohyliv-Podilskyi	Q997469	settlement	18781	Mohyliv-Podilʹsʹkyĭ (Ukraine)	מויליב-פודילסקי (אוקראינה)	WIKIDATA	4-facs_658_tr_1755030002	birth	yes	Zylbercweig lexicon
מאָהילעוופּאָדאָלסק		Mohyliv-Podilskyi	Q997469	settlement	18781	Mohyliv-Podilʹsʹkyĭ (Ukraine)	מויליב-פודילסקי (אוקראינה)	WIKIDATA	4-facs_661_tr_1755030263	birth	yes	Zylbercweig lexicon
בענדין	בענדין	Będzin	Q461513	settlement	621	Będzin (Poland)	בנדין (פולין)	WIKIDATA	4-facs_665_tr_1755029919|2-facs_109_r_2|2-facs_253_tr_1744280798|2-facs_284_tr_1744280794|3-facs_28_tr_1752653002|3-facs_91_tr_1753268268|5-facs_160_tr_1735652649	birth	no	Zylbercweig lexicon
פּראַגע	פראג	Prague	Q1085	neighborhood	638	Prague (Czech Republic)	פראג (צ'כיה)	WIKIDATA	4-facs_666_tr_1755030166	birth	yes	Zylbercweig lexicon
קאָרעץ	קארעץ	Korets	Q997398	settlement	675	Koret︠s︡ʹ (Ukraine)	קוריץ (אוקראינה)	WIKIDATA	4-facs_667_tr_1755030056|5-facs_615_r_11	birth	yes	Zylbercweig lexicon
סאָסנאָוויץ	סאסנאווצע	Sosnowiec	Q105060	settlement	62	Sosnówka (Jelenia Góra, Poland)	סוסנובצה (פולין)	WIKIDATA	4-facs_667_tr_1755030055|2-facs_408_tr_1744366808|3-facs_28_r	birth	yes	Zylbercweig lexicon
ביאלאָ-פּאָדלאַסקי	ביאלע	Biała Podlaska	Q209932	settlement	8525	Biała Podlaska (Poland)	בילה פודלסקה (פולין)	WIKIDATA	4-facs_669_tr_1755030279	birth	yes	Zylbercweig lexicon
מעקסיקאַ סיטי	מעקסיקא שטאט	Mexico City	Q1489	settlement	7033	Mexico City (Mexico)	מקסיקו סיטי (מקסיקו)	WIKIDATA	4-facs_671_tr_1755030277	birth	yes	Zylbercweig lexicon
באָברויסק	באברויסק	Babruysk	Q207294	settlement	512	Babruĭsk (Belarus)	בוברויסק (בלארוס)	WIKIDATA	1-facs_211_r_4|1-facs_252_tr_1741260228|1-facs_350_r_7|1-facs_89_tr_1740521008|2-facs_41_tr_1744131372|2-facs_229_tr_1744280772|2-facs_404_tr_1744366810|5-facs_61_tr_1733059383|5-facs_186_tr_1736588948|5-facs_360_tr_1739221925	birth	yes	Zylbercweig lexicon
זשיטאָמיר [?]	זשיטאמיר	Zhytomyr	Q156713	settlement	957	Zhytomyr (Ukraine)	זיטומיר (אוקראינה)	WIKIDATA	1-facs_211_tr_1741260281	birth	yes	Zylbercweig lexicon
בריטשאָן		Briceni	Q2019727	settlement	21375	Briceni (Moldova)	בריצ'ני (מולדובה)	NAME_EXACT	1-facs_211_tr_1741260276	birth	yes	Zylbercweig lexicon
יעליסאָוועטגראָד	יעליסאוועטגראד	Kropyvnytskyi	Q158292	settlement	14587	Kirovohrad (Ukraine)	קירובגרד (אוקראינה)	WIKIDATA	1-facs_249_r_2	birth	yes	Zylbercweig lexicon
סווואָלק		Suwałki	Q236083	settlement	30	Suwałki (Poland)	סובלקי (פולין)	WIKIDATA	1-facs_250_tr_1741260264	birth	yes	Zylbercweig lexicon
אָטיק		Attica	Q2087882	settlement	75353	Attica (Ind.)	אטיקה (אינדיאנה)	WIKIDATA	1-facs_250_tr_1741260271|1-facs_283_tr_1741260226|1-facs_291_tr_1741260460	birth	yes	Zylbercweig lexicon
אומאַן	אומאן	Uman	Q208499	settlement	9129	Umanʹ (Ukraine)	אומן (אוקראינה)	WIKIDATA	1-facs_250_tr_1741260262|1-facs_363_TextRegion_1710854112959_462|1-facs_392_tr_1739715078|1-facs_112_tr_1740521163|2-facs_40_r|3-facs_28_tr_1752653010|5-facs_81_tr_1733059413|5-facs_196_tr_1736589003|5-facs_368_tr_1739221068	birth	yes	Zylbercweig lexicon
רומעניע	אויבער-ווישעווע	Vișeu de Sus	Q596609	settlement	17537	Vișeu de Sus (Romania)	וישאו דה סוס (רומניה)	WIKIDATA	1-facs_252_tr_1741260224|1-facs_48_tr_1740521128|2-facs_221_r_10|2-facs_298_tr_1744280754|2-facs_352_r_2|2-facs_363_tr_1744366852|2-facs_371_tr_1744366831|5-facs_295_tr_1739221311|5-facs_333_tr_1739220886|5-facs_333_tr_1739220896|5-facs_546_tr_1739220662|6-facs_149_tr_1747825121	birth	yes	Zylbercweig lexicon
לעפּעל	ליעפּליע	Liepieĺ	Q954132	settlement	18705	Lepelʹ (Belarus)	לפל (בלארוס)	WIKIDATA	1-facs_253_tr_1741260231	birth	yes	Zylbercweig lexicon
טאָרנאָפּאָל	טארנאפאל	Ternopil	Q156743	settlement	11525	Ternopilʹ (Ukraine)	טרנופול (אוקראינה)	WIKIDATA	1-facs_256_tr_1741260273|1-facs_402_r_3|1-facs_73_tr_1740521067|1-facs_106_r_2|2-facs_135_tr_1744279191|6-facs_268_tr_1747928948	birth	yes	Zylbercweig lexicon
בריסק-דליטאָ	בריסק	Brest	Q140147	settlement	576	Brest (Belarus)	בריסק (בלארוס)	WIKIDATA	1-facs_258_r_1	birth	yes	Zylbercweig lexicon
מאָזיר	מאזיר	Mazyr	Q386487	settlement	16166	Mazyr (Homelʹskai︠a︡ voblastsʹ, Belarus)	מוזיר (מחוז הומל, בלארוס)	WIKIDATA	1-facs_258_tr_1741260285	birth	yes	Zylbercweig lexicon
קעשעניעוו	קעשענעוו	Chișinău	Q21197	settlement	399	Chișinău (Moldova)	קישינב (מולדובה)	WIKIDATA	1-facs_265_tr_1741260317|1-facs_294_tr_1741260448|1-facs_364_tr_1741260422|1-facs_413_r_4|1-facs_41_tr_1740521073|1-facs_43_tr_1740521002|1-facs_46_tr_1740521016|1-facs_56_tr_1740521000|1-facs_102_r_9|2-facs_301_tr_1744365783|2-facs_337_tr_1744365766|2-facs_352_tr_1744365751|2-facs_371_tr_1744366835|6-facs_57_tr_1747746149|7-facs_48_tr_1756359789	birth	yes	Zylbercweig lexicon
קראָקאַ	קראקע	Kraków	Q31487	settlement	489	Krakow (Poland)	קרקוב (פולין)	WIKIDATA	1-facs_268_tr_1741260218	birth	yes	Zylbercweig lexicon
יעקאַטערינאָזלאָוו	דניפרא	Dnipro	Q48256	settlement	87632	Dnipro (Ukraine)	דניפרו (אוקראינה)	WIKIDATA	1-facs_268_tr_1741260225	birth	yes	Zylbercweig lexicon
וועקשניע	וועקשנע	Viekšniai	Q379669	settlement	23603	Viekšniai (Lithuania)	ווקסנא (ליטא)	NAME_EXACT	1-facs_269_tr_1741260229	birth	yes	Zylbercweig lexicon
ליטע	אליטע	Alytus	Q450625	settlement	12464	Lithuania	ליטא	NAME_EXACT	1-facs_270_r_2|3-facs_12_tr_1752652592|6-facs_156_tr_1747825108	birth	no	Zylbercweig lexicon
סטאָניסלאָוואָוו	סטאניסלאװ	Ivano-Frankivsk	Q156726	settlement	526	Stanislav (Ukraine)	סטניסלב (אוקראינה)	WIKIDATA	1-facs_274_tr_1741260198|1-facs_284_tr_1741260304|1-facs_115_tr_1740520961	birth	yes	Zylbercweig lexicon
שטראָסבורג	שטראסבורג	Strasbourg	Q6602	settlement	1742	Strasbourg (France)	שטרסבורג (צרפת)	WIKIDATA	1-facs_276_r	birth	yes	Zylbercweig lexicon
פֿאָלטיטשען		Fălticeni	Q303015	settlement	81	Fălticeni (Romania)	פאלטיצ'ני (רומניה)	WIKIDATA	1-facs_280_r_2|1-facs_133_tr_1740521125	birth	yes	Zylbercweig lexicon
סאָווראַן		Savran	Q1529447	settlement	23399	Svaryn (Ukraine)	סאווראן (אוקראינה)	WIKIDATA	1-facs_288_tr_1741260227	birth	yes	Zylbercweig lexicon
סקוויראַ	סקווירא	Skvyra	Q70598	settlement	18655	Skvyra (Ukraine)	סקווירה (אוקראינה)	WIKIDATA	1-facs_291_tr_1741260453	birth	yes	Zylbercweig lexicon
שיקאָגאַ	שיקאגא	Chicago	Q1297	settlement	282	Chicago (Ill.)	שיקגו (אילינוי)	WIKIDATA	1-facs_292_tr_1741260503	birth	yes	Zylbercweig lexicon
וויניצע	וויניצע	Vinnytsia	Q157144	settlement	946	Vinnyt︠s︡i︠a︡ (Ukraine)	ויניצה (אוקראינה)	WIKIDATA	1-facs_299_tr_1741260439|1-facs_47_tr_1740521066|2-facs_154_tr_1744279071|3-facs_277_tr_1755674188|5-facs_400_tr_1739220492	birth	no	Zylbercweig lexicon
גאַליציע	נאראל	Narol	Q2439514	settlement	23815	Narol (Poland)	נראל (פולין)	NAME_EXACT	1-facs_302_tr_1741260411|1-facs_415_TextRegion_1710155983674_155|1-facs_78_tr_1740521032|1-facs_83_tr_1740521018|1-facs_132_tr_1740520959|2-facs_48_r|7-facs_71_tr_1757228899	birth	yes	Zylbercweig lexicon
זלאָטשאָוו		Zolochiv	Q623594	settlement	1701	Zolochiv (Lʹvivsʹka oblastʹ, Ukraine)	זולוצ'יב (מחוז לביב, אוקראינה)	WIKIDATA	1-facs_306_r_5|2-facs_390_tr_1744366849	birth	yes	Zylbercweig lexicon
ראָוואָ-רוסקאָ		Rava-Ruska	Q1048138	settlement	20695	Rava-Rusʹka (Ukraine)	ראווה רוסקה (אוקראינה)	NAME_EXACT	1-facs_310_tr_1741260420	birth	yes	Zylbercweig lexicon
טישמיעניץ		Tysmenytsia	Q973977	settlement	23137	Abbirim (Israel)	אבירים (ישראל)	WIKIDATA	1-facs_310_tr_1741260422	birth	yes	Zylbercweig lexicon
סטאַניסלאַוואָוו	סטאניסלאװ	Ivano-Frankivsk	Q156726	settlement	526	Stanislav (Ukraine)	סטניסלב (אוקראינה)	WIKIDATA	1-facs_312_TextRegion_1708860417410_829|3-facs_278_tr_1755674210|5-facs_154_tr_1735652626	birth	yes	Zylbercweig lexicon
פירט	פיורדא	Fürth	Q3075	neighborhood	167	Fürth (Germany)	פירת (גרמניה)	WIKIDATA	1-facs_334_tr_1741260429	birth	yes	Zylbercweig lexicon
קאָלושין		Kałuszyn	Q987160	settlement	18019	Kałuszyn (Warsaw, Poland)	קאלושין (ורשה, פולין)	WIKIDATA	1-facs_338_tr_1741260416	birth	yes	Zylbercweig lexicon
טשענסטאָכאָוו	טשענסטאָכאָוו	Częstochowa	Q103217	settlement	427	Częstochowa (Poland)	צ'נסטוחובה (פולין)	WIKIDATA	1-facs_339_tr_1741260407|1-facs_96_r_7|1-facs_139_tr_1740521040|2-facs_58_tr_1744131430|3-facs_20_tr_1752653050|3-facs_342_tr_1756107070|5-facs_607_tr_1739222283|6-facs_41_tr_1747746148|6-facs_664_r_1|7-facs_34_r_4	birth	yes	Zylbercweig lexicon
אַלעקסאַנדריע	אלעקסאנדריע	Alexandria	Q87	settlement	667	Alexandria (Egypt)	אלכסנדריה (מצרים)	WIKIDATA	1-facs_342_tr_1741260504	birth	yes	Zylbercweig lexicon
כענטשין	כענטשין	Chęciny	Q991924	settlement	11333	Chęiny (Województwo Święokrzyskie, Poland)	חנטשין (קילצה, פולין)	NAME_EXACT	1-facs_344_tr_1741260464|2-facs_177_tr_1744279201|5-facs_438_tr_1739221803	birth	yes	Zylbercweig lexicon
פּלאָצק	פלאצק	Płock	Q104725	settlement	413	Płock (Poland)	פלוצק (פולין)	WIKIDATA	1-facs_344_tr_1741260465|1-facs_104_tr_1740521041|2-facs_107_r_2|2-facs_360_tr_1744365766|3-facs_17_tr_1752653009|5-facs_248_tr_1739220762|5-facs_401_tr_1739221667	birth	yes	Zylbercweig lexicon
בוקאַרעסטער	בוקארעשט	Bucharest	Q19660	settlement	656	Bucharest (Romania)	בוקרסט (רומניה)	WIKIDATA	1-facs_356_tr_1741260418	birth	yes	Zylbercweig lexicon
באַטאָשאָן	באטאשאן	Botoșani	Q178855	settlement	683	Botosani (Romania)	בוטושן (רומניה)	WIKIDATA	1-facs_359_TextRegion_1710852502307_117|7-facs_78_r_1	birth	yes	Zylbercweig lexicon
טריסק		Turzysk Ghetto	Q30006805	death_site	20696	Turiĭsʹk (Ukraine)	טריסק (אוקראינה)	NAME_EXACT	1-facs_360_TextRegion_1710852639568_206	birth	no	Zylbercweig lexicon
דרום-רוסלאַנד	פסקאוו	Pskov	Q2214	settlement	10310	Pskov (Russia)	פסקוב (רוסיה)	WIKIDATA	1-facs_362_r_17	birth	yes	Zylbercweig lexicon
סאָן פּאולא	סאו פאולא	São Paulo	Q174	settlement	25	São Paulo (Brazil)	סאו פאולו (ברזיל)	WIKIDATA	1-facs_364_tr_1741260435	birth	yes	Zylbercweig lexicon
סאָדאַגורע	סאדיגורא	Sadagura	Q2005381	settlement	23506	Sadhora (Chernivtsi, Ukraine)	סדיגורה (צ'רנוביץ, אוקראינה)	WIKIDATA	1-facs_365_tr_1741260404	birth	yes	Zylbercweig lexicon
בלוינע		Błonie	Q608376	settlement	17123	Błonie (Warsaw, Poland)	בלוניה (ורשה, פולין) (פולין)	WIKIDATA	1-facs_365_tr_1741260391	birth	yes	Zylbercweig lexicon
זשעליכאָוו	זשעליכאוו	Żelechów	Q393091	settlement	18285	Zelechow (Poland)	ז'ליחוב (פולין)	NAME_EXACT	1-facs_368_TextRegion_1710163080180_397	birth	yes	Zylbercweig lexicon
ניו-יאָָרק	ניו יארק	New York City	Q60	settlement	32	New York (N.Y.)	ניו יורק (נ.י.)	WIKIDATA	1-facs_375_tr_1741260389|2-facs_396_tr_1744366839|6-facs_19_tr_1747746114|6-facs_642_tr_1747930347	birth	yes	Zylbercweig lexicon
פּרילוקי		Pryluky	Q1000404	settlement	1722	Pryluky (Ukraine)	פרילוקי (אוקראינה)	WIKIDATA	1-facs_376_tr_1741260445|2-facs_379_tr_1744366858	birth	yes	Zylbercweig lexicon
יעליסאַוועטגראָד	יעליסאוועטגראד	Kropyvnytskyi	Q158292	settlement	14587	Kirovohrad (Ukraine)	קירובגרד (אוקראינה)	WIKIDATA	1-facs_384_tr_1739715246|1-facs_384_r|2-facs_278_tr_1744280831	birth	yes	Zylbercweig lexicon
סמאָרגאָן	סמארגאן	Smarhon	Q958617	settlement	105	Smorgon (Belarus)	סמרגון (בלארוס)	WIKIDATA	1-facs_389_tr_1739715084	birth	yes	Zylbercweig lexicon
זבאַראָזש	זבאראזש	Zbarazh	Q1019899	settlement	12047	Zbaraz︠h︡ (Ternopilʹsʹka oblastʹ, Ukraine)	זברז' (אוקראינה)	WIKIDATA	1-facs_395_r_6	birth	yes	Zylbercweig lexicon
טעפּליק	טעפליק	Teplyk	Q2473433	settlement	89923	Teplyk (Ukraine)	טפליק (אוקראינה)	WIKIDATA	1-facs_401_r_5_1	birth	yes	Zylbercweig lexicon
ווילקאָמיר	ווילקאמיר	Ukmergė	Q213127	settlement	20082	Ukmerge (Lithuania)	אוקמרגה (ליטא)	WIKIDATA	1-facs_402_tr_1739715076	birth	yes	Zylbercweig lexicon
לוצק	לוצק	Lutsk	Q7550	settlement	127	Lut︠s︡ʹk (Ukraine)	לוצק (אוקראינה)	WIKIDATA	1-facs_405_r_4|3-facs_148_tr_1754213818	birth	no	Zylbercweig lexicon
אָזאָרקאָוו	אזארקאוו	Ozorków	Q628460	settlement	18119	Ozorków (Poland)	אזארקוו (פולין)	WIKIDATA	1-facs_408_TextRegion_1710064929131_307|2-facs_356_tr_1744365750|6-facs_30_tr_1747746174	birth	yes	Zylbercweig lexicon
סלאָבאָדקע	סלאבאדקע	Vilijampolė	Q7052783	neighborhood	23606	Vilijampolė (Kaunas, Lithuania)	ויליאמפולה (קובנה, ליטא)	NAME_EXACT	1-facs_411_tr_1739715053	birth	yes	Zylbercweig lexicon
יעקאָטערינאָסלאָוו	דניפרא	Dnipro	Q48256	settlement	87632	Dnipro (Ukraine)	דניפרו (אוקראינה)	WIKIDATA	1-facs_413_tr_1739715085	birth	yes	Zylbercweig lexicon
ווילנע (אין ביראָוו?)	ווילנע	Vilnius	Q216	settlement	943	Vilnius (Lithuania)	וילנה (ליטא)	WIKIDATA	1-facs_416_tr_1739715059	birth	yes	Zylbercweig lexicon
סטאַמבול (?)	סטאמבול	Istanbul	Q406	settlement	533	Istanbul (Turkey)	איסטנבול (תורכיה)	WIKIDATA	1-facs_17_tr_1713546856	birth	yes	Zylbercweig lexicon
פֿאַלטישען		Fălticeni	Q303015	settlement	81	Fălticeni (Romania)	פאלטיצ'ני (רומניה)	WIKIDATA	1-facs_18_TextRegion_1711991763648_2536	birth	yes	Zylbercweig lexicon
טאָמאָשאָוו	טאמאשאוו	Tomaszów Lubelski	Q911009	settlement	687	Tomaszów Lubelski (Poland)	טומשוב לובלסקי (פולין)	WIKIDATA	1-facs_33_tr_1740521070	birth	yes	Zylbercweig lexicon
ניקאָפּאָל		Nikopol	Q156760	settlement	13375	Nikopol (Bulgaria)	ניקופול (בולגריה)	NAME_EXACT	1-facs_35_tr_1740520972|2-facs_274_tr_1744280822|5-facs_556_tr_1739222579	birth	yes	Zylbercweig lexicon
קאָפּענהאָגן	קאפנהאגן	Copenhagen	Q1748	settlement	390	Copenhagen (Denmark)	קופנהגן (דנמרק)	WIKIDATA	1-facs_44_tr_1740521158	birth	yes	Zylbercweig lexicon
אָדעס [?]	אדעס	Odesa	Q1874	settlement	740	Odesa (Ukraine)	אודסה (אוקראינה)	WIKIDATA	1-facs_47_r_2	birth	yes	Zylbercweig lexicon
ראַדאָמסק	ראדאמסק	Radomsko	Q158796	settlement	17247	Radomsko (Poland)	רדומסק (פולין)	WIKIDATA	1-facs_58_tr_1740521133	birth	yes	Zylbercweig lexicon
יאָסי ראָמאַן אָדער גאָלאַץ	יאס	Iași	Q46852	settlement	669	Iași (Romania)	יאסי (רומניה)	WIKIDATA	1-facs_61_tr_1740521158	birth	yes	Zylbercweig lexicon
יאָסי אָדער ראָמאַן	יאס	Iași	Q46852	settlement	669	Iași (Romania)	יאסי (רומניה)	WIKIDATA	1-facs_61_tr_1740521159	birth	yes	Zylbercweig lexicon
זשיטאמיר	זשיטאמיר	Zhytomyr	Q156713	settlement	957	Zhytomyr (Ukraine)	זיטומיר (אוקראינה)	WIKIDATA	1-facs_75_r_2	birth	yes	Zylbercweig lexicon
ראָקאָוו	ראקאוויי	Rakaŭ	Q2500789	settlement	20754	Rakaŭ (Belarus)	ראקוב (בלארוס)	WIKIDATA	1-facs_76_tr_1740520957	birth	yes	Zylbercweig lexicon
סלוצק	סלוצק	Slutsk	Q201243	settlement	104	Slutsk (Belarus)	סלוצק (בלארוס)	WIKIDATA	1-facs_78_tr_1740521049|1-facs_121_tr_1740521045|2-facs_173_tr_1744279073	birth	no	Zylbercweig lexicon
לאָסק		Łask	Q324897	settlement	22529	Lask (Poland)	לאסק (פולין)	WIKIDATA	1-facs_80_tr_1740521113	birth	yes	Zylbercweig lexicon
באָריסאָוו	באברויסק	Barysaw	Q207294	settlement	512	Babruĭsk (Belarus)	בוברויסק (בלארוס)	WIKIDATA	1-facs_82_tr_1740520996|2-facs_252_tr_1744280823|5-facs_423_tr_1739222033	birth	yes	Zylbercweig lexicon
ביאָליסטאָק	ביאליסטאק	Białystok	Q761	settlement	523	Białystok (Poland)	ביאליסטוק (פולין)	WIKIDATA	1-facs_86_tr_1740521078|7-facs_29_tr_1756359803	birth	yes	Zylbercweig lexicon
פולטוסק		Pułtusk	Q62937	settlement	86	Pułtusk (Poland)	פולטוסק (פולין)	WIKIDATA	1-facs_94_tr_1740521168	birth	no	Zylbercweig lexicon
בוקאָרעסט	בוקארעשט	Bucharest	Q19660	settlement	656	Bucharest (Romania)	בוקרסט (רומניה)	WIKIDATA	1-facs_94_tr_1740521165|1-facs_101_tr_1740521152|1-facs_153_tr_1740520998	birth	yes	Zylbercweig lexicon
קאָלאָראָש	קאַלאַראַש	Călărași	Q1014367	settlement	19386	Călărași (Moldova : Raionul)	קאלארשי (מולדובה : מחוז)	WIKIDATA	1-facs_96_tr_1740521114	birth	yes	Zylbercweig lexicon
קעלץ	קעלץ	Kielce	Q102317	settlement	398	Kielce (Poland)	קילץ (פולין)	WIKIDATA	1-facs_97_tr_1740520957|2-facs_161_tr_1744279095|2-facs_292_tr_1744280734|5-facs_568_tr_1739221639	birth	yes	Zylbercweig lexicon
זשיכלין	זשיכלין	Żychlin	Q393228	settlement	19112	Żychlin (Konin, Poland)	זיכלין (קונין, פולין)	NAME_EXACT	1-facs_98_tr_1740520995|2-facs_318_tr_1744365811	birth	yes	Zylbercweig lexicon
גאָלאַץ		Galați	Q170996	settlement	9907	Glatz (Germany)	גלאץ (גרמניה)	WIKIDATA	1-facs_101_tr_1740521158|1-facs_104_tr_1740521049|1-facs_108_tr_1740521024|1-facs_132_tr_1740520968	birth	yes	Zylbercweig lexicon
קיידאָן	קיידאן געטא	Kėdainiai Ghetto	Q30007373	death_site	381	Kėdainiai (Lithuania)	קדאייני (ליטא)	NAME_EXACT	1-facs_103_tr_1740521102	birth	yes	Zylbercweig lexicon
אַזאַרקאָוו	אזארקאוו	Ozorków	Q628460	settlement	18119	Ozorków (Poland)	אזארקוו (פולין)	WIKIDATA	1-facs_105_tr_1740521100|2-facs_287_tr_1744280761|3-facs_373_tr_1755856139	birth	yes	Zylbercweig lexicon
באַטאַשאַן	באטאשאן	Botoșani	Q178855	settlement	683	Botosani (Romania)	בוטושן (רומניה)	WIKIDATA	1-facs_105_tr_1740521090|3-facs_282_tr_1755674183	birth	yes	Zylbercweig lexicon
פֿאָקשאָן		Focșani	Q192265	settlement	8760	Focsani (Romania)	פוקשאן (רומניה)	WIKIDATA	1-facs_107_tr_1740521177	birth	yes	Zylbercweig lexicon
ניו-סאַנדעץ	צאנז	Nowy Sącz	Q802	settlement	435	Nowy Sącz (Poland)	צנז (פולין)	WIKIDATA	1-facs_112_tr_1740521168	birth	yes	Zylbercweig lexicon
זאַמאָשטש	זאמאשטש	Zamość	Q145972	settlement	962	Zamość (Poland)	זמושץ' (פולין)	WIKIDATA	1-facs_114_tr_1740520997|3-facs_160_tr_1755156219|6-facs_30_tr_1747746177	birth	yes	Zylbercweig lexicon
פֿאָלעשטי		Fălești	Q2078085	settlement	16772	Fălești (Moldova)	פאלשטי (מולדובה)	WIKIDATA	1-facs_117_tr_1740520947	birth	yes	Zylbercweig lexicon
קאָמעניעץ-פּאָדאָלסק	קאמעניץ	Kamianets-Podilskyi	Q193965	settlement	9048	Kam'i︠a︡net︠s︡ʹ-Podilʹsʹkyĭ (Ukraine)	קמיניץ-פודולסק (אוקראינה)	WIKIDATA	1-facs_132_r_13	birth	yes	Zylbercweig lexicon
מיינץ	מיינץ	Mainz	Q1720	neighborhood	645	Mainz (Rhineland-Palatinate, Germany)	מינץ (רינלנד-פלטינט, גרמניה)	WIKIDATA	1-facs_139_tr_1740521046	birth	yes	Zylbercweig lexicon
קאָמענעץ פּאָדאָלסק	קאמעניץ	Kamianets-Podilskyi	Q193965	settlement	9048	Kam'i︠a︡net︠s︡ʹ-Podilʹsʹkyĭ (Ukraine)	קמיניץ-פודולסק (אוקראינה)	WIKIDATA	1-facs_151_tr_1740521150	birth	yes	Zylbercweig lexicon
קאָלאַראש	קאַלאַראַש	Călărași	Q1014367	settlement	19386	Călărași (Moldova : Raionul)	קאלארשי (מולדובה : מחוז)	WIKIDATA	1-facs_152_tr_1740521010	birth	yes	Zylbercweig lexicon
סטאָראָ-קאָנסטאָנטין		Starokostiantyniv	Q997429	settlement	19134	Starokosti︠a︡ntyniv (Ukraine)	סטארוקוסטיאנטיניב (אוקראינה)	WIKIDATA	1-facs_154_tr_1714741532	birth	yes	Zylbercweig lexicon
אַלט-קאָנסטאַנטינאָוו		Starokostiantyniv	Q997429	settlement	19134	Starokosti︠a︡ntyniv (Ukraine)	סטארוקוסטיאנטיניב (אוקראינה)	WIKIDATA	1-facs_184_tr_1714741505	birth	yes	Zylbercweig lexicon
קאָנסטאַנטינאָוו		Starokostiantyniv	Q997429	settlement	19134	Starokosti︠a︡ntyniv (Ukraine)	סטארוקוסטיאנטיניב (אוקראינה)	WIKIDATA	1-facs_201_tr_1741260327	birth	yes	Zylbercweig lexicon
סטאַראָ-קאָנסטאַנטין		Starokostiantyniv	Q997429	settlement	19134	Starokosti︠a︡ntyniv (Ukraine)	סטארוקוסטיאנטיניב (אוקראינה)	WIKIDATA	1-facs_201_tr_1741260321	birth	yes	Zylbercweig lexicon
